seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
0,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5294117647058824,0.465402059499432,30,2,30,2,2.0
2,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,50,0.549812734082397,0.4168610199009644,21,2,30,2,2.0
7,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.6105371900826446,0.452618447339303,20,2,30,2,2.0
3,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.549264705882353,0.4448860703313116,2,2,30,2,2.0
1,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.7048872180451128,0.4671498324924198,14,2,30,2,2.0
5,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.574949494949495,0.4645754897591639,30,2,30,2,2.0
14,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.6071875,0.4091793051196658,2,2,30,2,2.0
8,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.6106719367588933,0.4200134000173264,3,2,30,2,2.0
9,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,20,0.5251716247139588,0.4464567107460251,30,2,30,2,2.0
15,bernoulli,54,none,0.1,1.0,raw,none,,54,31.0,20,0.471590909090909,0.3959006348498602,26,2,30,2,2.0
6,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.675632911392405,0.4185847796268881,3,2,30,2,2.0
4,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,5,0.6270661157024793,0.4324213966980367,7,2,30,2,2.0
42,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.573088455772114,0.4395813140400914,8,2,30,2,2.0
47,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.3558016369764083,0.4836527454091258,21,2,30,2,2.0
44,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.6447594501718212,0.4417273779594194,30,2,30,2,2.0
11,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.4698051948051948,0.4898032310069298,21,2,30,2,2.0
16,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.4088319088319088,0.4417395725746641,29,2,30,2,2.0
40,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.6026143790849673,0.3927086949873792,2,2,30,2,2.0
12,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5118243243243243,0.4459876413632346,8,2,30,2,2.0
