seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.592744629414074,0.4431121069427342
2,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5042809409006592,0.4708804829234962
1,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5705709308269264,0.4958496694785476
7,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5957420671163881,0.4336198163144686
5,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5633248190719454,0.470065337722464
6,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5719777029381025,0.4614993405115244
4,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.565080445611419,0.4741766255756976
0,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5489591865922949,0.4888822290329359
15,bernoulli,54,none,0.9,1.0,raw,none,,54,31.0,50,0.5675569223311265,0.4546297836377186
18,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.527443039911684,0.495968134438089
14,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.4800800989704556,0.5435330868101471
12,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6100619411326379,0.4420287207770104
31,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5494010683312567,0.4528375733451648
30,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.564144240916629,0.4934460277678115
39,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5597629459989524,0.442274320321857
35,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.4937459874698368,0.4673099650750072
23,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5375786297782712,0.4652075425873166
43,bernoulli,54,none,0.9,1.0,raw,none,,54,31.0,50,0.523945394000525,0.4943188281887137
11,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5987830766192734,0.4492542916211273
19,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5524021638853862,0.4663013877112142
10,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5523134395774325,0.4567978580908572
34,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5737593586430796,0.4641985061376169
46,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,10,0.5890068662507608,0.4626791104611552
38,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,20,0.5521374527112232,0.4470958970708173
22,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5712412148262532,0.5007032574697942
27,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5786807486826697,0.4623694403118953
47,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.498981077147016,0.5001601916237999
42,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5870516894740255,0.4281061551199805
26,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5101502342361746,0.4928662297791314
8,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5630837804843426,0.4388846556476795
48,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.566775593107927,0.4705380352063329
16,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5337001375515819,0.4531336816416435
40,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6405945011432714,0.4059062383653053
36,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5996665180987553,0.4726876492750372
21,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5604002459612052,0.450539000554641
9,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,20,0.5389680382416346,0.4939601855227871
44,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5968588959734475,0.4307938464526175
24,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5339404383436829,0.4679978375955492
20,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,20,0.5175799978690911,0.4896112106042919
13,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5706148531219533,0.4811241672783194
25,bernoulli,54,none,0.9,1.0,raw,none,,54,31.0,10,0.5456484208388341,0.4073449015482204
28,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5056004233039991,0.4947530697943706
29,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5588569221405496,0.4466275824016538
45,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5897488229570897,0.4759128394848307
37,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5975698712666657,0.4270343364739427
32,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.6191430642793174,0.402787417628954
17,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5480696749353465,0.4800365023343324
33,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6111202213795224,0.4329993839501806
49,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5596639490952475,0.460310590472019
41,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5573067632850242,0.47485883459725886
