seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
29,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5599924165824065,0.4327255182277568,19,2,30,2,2.0
39,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5719581881533101,0.4244175692684199,2,2,30,2,2.0
45,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5324076721100941,0.4436288594389471,17,2,30,2,2.0
28,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5425336776306993,0.4551013400332815,22,2,30,2,2.0
20,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5331947690213807,0.4269732317853657,19,2,30,2,2.0
40,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5798605422673656,0.4409520166712378,21,2,30,2,2.0
38,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5717006945380647,0.4368574157745133,24,2,30,2,2.0
30,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5690580834195105,0.4412676163093533,28,2,30,2,2.0
10,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5929668520649533,0.437924468666334,21,2,30,2,2.0
14,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5866502744117807,0.4320745056737954,19,2,30,2,2.0
22,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5446469020072484,0.453339608113372,22,2,30,2,2.0
27,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5484717381724953,0.4418116201947014,30,2,30,2,2.0
15,bernoulli,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5506199044224552,0.4387738721553419,19,2,30,2,2.0
23,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5664871003436026,0.4458081348226338,18,2,30,2,2.0
43,bernoulli,54,none,1.0,0.25,raw,none,,54,31.0,20,0.5612132165478794,0.4346437542182127,9,2,30,2,2.0
11,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.56414511996273,0.4443682816020365,25,2,30,2,2.0
31,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5971740897616908,0.4421435587047889,29,2,30,2,2.0
41,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,20,0.6342027484079344,0.4166937302701113,16,2,30,2,2.0
17,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5887200936418401,0.4238210053439212,7,2,30,2,2.0
13,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5850697124041776,0.4458861922037641,23,2,30,2,2.0
9,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.6142083938074505,0.4175345937878928,4,2,30,2,2.0
25,bernoulli,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5316821361312887,0.4404138870957552,17,2,30,2,2.0
37,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5976621261679018,0.4449484826388401,27,2,30,2,2.0
5,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5879714322671249,0.4368168913379946,15,2,30,2,2.0
49,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5920923567367081,0.43543231637869,16,2,30,2,2.0
33,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5556650449410406,0.4693239354167811,30,2,30,2,2.0
