seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
1,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5623949223891879,0.4407216223162156,2,2,30,2,2.0
6,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,10,0.5616766313192744,0.451494869196688,24,2,30,2,2.0
3,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5684284127150825,0.4473314528352312,17,2,30,2,2.0
0,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5813488194478298,0.4507977474373843,28,2,30,2,2.0
4,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5545261283001522,0.4609907572092782,24,2,30,2,2.0
7,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5884911616161616,0.4096771348330202,2,2,30,2,2.0
2,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5833422437021513,0.4307157697366238,25,2,30,2,2.0
12,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5787345843289582,0.4638788804036127,13,2,30,2,2.0
26,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5924541907024092,0.4523482735890265,28,2,30,2,2.0
32,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5977521443359952,0.4303749307626296,21,2,30,2,2.0
36,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,5,0.5693118510187535,0.4638710102124558,28,2,30,2,2.0
16,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5688356278542619,0.4517158267791861,29,2,30,2,2.0
42,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5725852434713194,0.4267128717778176,8,2,30,2,2.0
18,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6151245885509385,0.4412198812617623,18,2,30,2,2.0
47,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6153830019296921,0.4348279382241352,28,2,30,2,2.0
44,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6179444920561671,0.43895255507601,30,2,30,2,2.0
8,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5610259433962265,0.4387559743892885,15,2,30,2,2.0
21,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5827000618226184,0.4117897566019254,3,2,30,2,2.0
24,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.530540767722051,0.4558011316063606,25,2,30,2,2.0
34,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.6294678200530899,0.4352020986021244,26,2,30,2,2.0
19,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6195893122216724,0.4262387503820275,24,2,30,2,2.0
35,bernoulli,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5847776201842692,0.4239742536937606,3,2,30,2,2.0
46,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5975597388109188,0.437379922737182,4,2,30,2,2.0
48,bernoulli,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6052605046253119,0.4284120877977262,6,2,30,2,2.0
