seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2542906126080396
17,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2637578894578706
37,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2674801222376617
13,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2576649127797085
29,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2810099822669079
21,beta,54,none,1.0,0.25,raw,54,50,0.5,0.256739188417941
1,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2789400529011688
41,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2524468072722965
18,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2528910662647506
30,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2554568407508411
5,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2616408787359064
46,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2623425352012767
25,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2842719855634057
33,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2871745418368922
9,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2573931201857174
7,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2604799559298845
6,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2742658465987672
19,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2601941238648771
35,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2644075092321306
44,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2455056141077394
3,beta,54,none,1.0,0.25,raw,54,50,0.5,0.260169482538986
23,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2750008984030874
11,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2601210521680722
48,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2505855854653363
39,beta,54,none,1.0,0.25,raw,54,50,0.5,0.283719309289782
27,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2631426126425307
47,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2447189728700911
14,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2688023067183448
34,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2563885465434599
15,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2717672836190809
26,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2704484509498296
31,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2546215837986377
22,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2843103403423245
10,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2711617041075902
43,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2784650593529008
38,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2765449653066845
2,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2492564065281106
20,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2627104148636067
16,beta,54,none,1.0,0.25,raw,54,10,0.5,0.2755676539227435
0,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2816457216222292
24,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2890604379941234
8,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2637931403589567
32,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2566161720320126
28,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2925230832650596
40,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2680798581053934
12,beta,54,none,1.0,0.25,raw,54,50,0.5,0.2595233791565649
36,beta,54,none,1.0,0.25,raw,54,20,0.5,0.2632471266233777
45,beta,54,none,1.0,0.25,raw,54,50,0.5,0.278934403609369
49,beta,54,none,1.0,0.25,raw,54,50,0.5,0.258109903748506
4,beta,54,none,1.0,0.25,raw,54,50,0.5,0.261028860853257
