seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.391942282685079
23,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4131899042262969
46,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3924584087580058
37,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4040085137362472
25,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4229271625130906
34,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3766485574927863
17,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3959126413937348
26,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.416259926714824
43,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.423484311208427
15,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3961059756527185
21,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3744320542256751
13,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4145823580124979
14,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3778646250469974
44,bernoulli,54,none,1.0,0.25,raw,54,20,0.5,0.3656354323961024
10,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3954558350117005
1,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4143591124306747
29,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4034312652117943
9,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3825140587710087
33,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4078135296746478
41,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3593263385832967
47,bernoulli,54,none,1.0,0.25,raw,54,20,0.5,0.3582770326468479
6,bernoulli,54,none,1.0,0.25,raw,54,20,0.5,0.4177071117881106
5,bernoulli,54,none,1.0,0.25,raw,54,20,0.5,0.4021177861008622
2,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3866681730546602
38,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4009243826679011
18,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3812383477978701
19,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3700032121609105
30,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3824799319220017
11,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3972250498528011
22,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4188134935267906
3,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.395764660734202
31,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3691090968963049
35,bernoulli,54,none,1.0,0.25,raw,54,20,0.5,0.3962549758021101
27,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.399481415607566
24,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4458474409539249
39,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4139420676079453
48,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3640667820952883
7,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3823227766650445
16,bernoulli,54,none,1.0,0.25,raw,54,10,0.5,0.4125828486386876
0,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4171469979502921
4,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3971704269569473
12,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3899877118045431
36,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4036772028721121
32,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3740524001897224
28,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.4308185603021153
40,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3740528383975164
45,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.424485852085506
49,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3924054197688584
8,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.3981974009221629
20,bernoulli,54,none,1.0,0.25,raw,54,50,0.5,0.38892714585675153
