seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6361517648505719,0.5030732181510124
2,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6534714128691181,0.4451234985279104
1,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5939917428600782,0.5390405235786562
4,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6288361759673236,0.4687491575869302
0,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5879884032572198,0.5275621597673982
31,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6515343214538122,0.4486052096506566
22,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6215978093469274,0.4522697664942052
5,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6309977425509234,0.4803525892812701
7,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6396603151570038,0.501891967372608
8,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5361471892918023,0.5384538780639515
28,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6392417303039022,0.4636445967018481
6,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5797874329435792,0.5259706776626526
47,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6251773653442306,0.5082161399588044
23,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5850490656752977,0.5271302815462874
27,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6025863884647256,0.5478371194985819
15,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.614563898639176,0.4747647317686806
18,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6256973858295042,0.5057168708299155
19,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6200223189683676,0.4754750711984238
39,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5968534554736515,0.4978113402875765
46,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6166208304610907,0.5354313387017029
43,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6057030779530552,0.4954639702611199
35,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6683785479065392,0.4563942733389493
30,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5553317091454273,0.6042638788172143
34,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6164789398385024,0.5292023859458993
10,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6393151181870379,0.4657352137857372
42,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6019149599180003,0.5659328718749225
11,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6300012000313534,0.5299862809474918
38,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6453756311971246,0.5140634646884945
14,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5750620342737016,0.5296796983802621
26,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6151902680943968,0.5271504083054553
48,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5790474127629063,0.5209586247106682
20,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6395450189318219,0.4645388107890628
36,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5860197486535009,0.591092486782272
16,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.649800261209162,0.4436139119703513
12,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5657168667896262,0.514872435261228
44,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6012273109579322,0.5518312118456467
32,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5943926927904059,0.4875568509575961
24,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5811489200043417,0.551363887094585
40,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.57366198888549,0.5318493267367428
49,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6253331310859694,0.5991801113915767
41,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5439869719130286,0.5814643505645708
29,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6604895919361328,0.4763656115691583
9,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6405804028055138,0.5377933378202753
25,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6088448687494001,0.4930936706463608
45,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6497930305786439,0.488439671565895
13,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6244407081928419,0.4746897907967757
21,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6623964039893243,0.4622741166947093
37,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5462180916400871,0.6052088518080293
17,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5348408779149519,0.6063675392885618
33,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6389424875561912,0.5340477817174683
