seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,bernoulli,54,none,1.0,0.25,raw,54,50,0.52668860462242,0.467734046503923
23,bernoulli,54,none,1.0,0.25,raw,54,50,0.5404298947489173,0.4759404703700048
46,bernoulli,54,none,1.0,0.25,raw,54,50,0.5517045454545455,0.4940032918922689
37,bernoulli,54,none,1.0,0.25,raw,54,50,0.542454362372507,0.4972891485099603
25,bernoulli,54,none,1.0,0.25,raw,54,50,0.4854160423534112,0.5610835998177964
34,bernoulli,54,none,1.0,0.25,raw,54,50,0.5177951166093459,0.4897422295947538
17,bernoulli,54,none,1.0,0.25,raw,54,50,0.4909308175172791,0.4683533261682447
26,bernoulli,54,none,1.0,0.25,raw,54,50,0.5032608987978376,0.5473165636773195
43,bernoulli,54,none,1.0,0.25,raw,54,50,0.4841865166447219,0.5588342908990797
15,bernoulli,54,none,1.0,0.25,raw,54,50,0.4960931601993055,0.5318986915215844
21,bernoulli,54,none,1.0,0.25,raw,54,50,0.5066823391631575,0.4276207899361965
13,bernoulli,54,none,1.0,0.25,raw,54,50,0.4885476709230811,0.4901197687058123
14,bernoulli,54,none,1.0,0.25,raw,54,50,0.5398654134268519,0.4239543955227168
44,bernoulli,54,none,1.0,0.25,raw,54,20,0.5557432432432431,0.4111270677613695
10,bernoulli,54,none,1.0,0.25,raw,54,50,0.575445632798574,0.4873467161596501
1,bernoulli,54,none,1.0,0.25,raw,54,50,0.5267074810673084,0.4787688538944886
29,bernoulli,54,none,1.0,0.25,raw,54,50,0.5671485298710569,0.4495409100568269
9,bernoulli,54,none,1.0,0.25,raw,54,50,0.5916131756756757,0.4214830520510129
33,bernoulli,54,none,1.0,0.25,raw,54,50,0.5341387159981559,0.4627774257106492
41,bernoulli,54,none,1.0,0.25,raw,54,50,0.5927931402800855,0.3946623065183816
47,bernoulli,54,none,1.0,0.25,raw,54,20,0.5525240041829071,0.3848530239237697
6,bernoulli,54,none,1.0,0.25,raw,54,20,0.5365101289134437,0.4729308914644389
5,bernoulli,54,none,1.0,0.25,raw,54,20,0.575871909153759,0.459583832509083
2,bernoulli,54,none,1.0,0.25,raw,54,50,0.5259387664640325,0.4524744559818157
38,bernoulli,54,none,1.0,0.25,raw,54,50,0.5563134672770048,0.4582214833099818
18,bernoulli,54,none,1.0,0.25,raw,54,50,0.5934580965445163,0.4254945787371337
19,bernoulli,54,none,1.0,0.25,raw,54,50,0.5553507162514996,0.420950671714186
30,bernoulli,54,none,1.0,0.25,raw,54,50,0.5370164760801031,0.4394280998733962
11,bernoulli,54,none,1.0,0.25,raw,54,50,0.5359392285566782,0.4467593997207681
22,bernoulli,54,none,1.0,0.25,raw,54,50,0.5505564302342794,0.4703910077747155
3,bernoulli,54,none,1.0,0.25,raw,54,50,0.5544090409432456,0.4337691218753696
31,bernoulli,54,none,1.0,0.25,raw,54,50,0.5387136974425661,0.4001286277487368
35,bernoulli,54,none,1.0,0.25,raw,54,20,0.5722336861257183,0.4536963510980776
27,bernoulli,54,none,1.0,0.25,raw,54,50,0.494327631266334,0.4591578378999758
24,bernoulli,54,none,1.0,0.25,raw,54,50,0.4977941176470588,0.5185542277246078
39,bernoulli,54,none,1.0,0.25,raw,54,50,0.5599336188140079,0.5018493901389569
48,bernoulli,54,none,1.0,0.25,raw,54,50,0.6003033049139095,0.3947467781790644
7,bernoulli,54,none,1.0,0.25,raw,54,50,0.5535132805516536,0.4148922290241595
16,bernoulli,54,none,1.0,0.25,raw,54,10,0.5262049861495844,0.4572078982930866
0,bernoulli,54,none,1.0,0.25,raw,54,50,0.5182934730961397,0.482198995773333
4,bernoulli,54,none,1.0,0.25,raw,54,50,0.556777326422935,0.5084592075790012
12,bernoulli,54,none,1.0,0.25,raw,54,50,0.5377106518282989,0.4374830208617127
36,bernoulli,54,none,1.0,0.25,raw,54,50,0.5237842695305021,0.4816681382982856
32,bernoulli,54,none,1.0,0.25,raw,54,50,0.5164393100439612,0.429013747066149
28,bernoulli,54,none,1.0,0.25,raw,54,50,0.5278564683663834,0.496209183727145
40,bernoulli,54,none,1.0,0.25,raw,54,50,0.5265594541910331,0.4055194705411424
45,bernoulli,54,none,1.0,0.25,raw,54,50,0.5449244213814559,0.4877744256849154
49,bernoulli,54,none,1.0,0.25,raw,54,50,0.5291969696969697,0.4598561388239978
8,bernoulli,54,none,1.0,0.25,raw,54,50,0.5357105681868877,0.4560359975509794
20,bernoulli,54,none,1.0,0.25,raw,54,50,0.5269570045031152,0.44032255844854035
