seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,beta,1,max,1.0,0.25,raw,max,50,0.6008073235310833,0.5806908758794307
0,beta,1,max,1.0,0.25,raw,max,50,0.6203203138103242,0.4980867407308161
31,beta,1,max,1.0,0.25,raw,max,50,0.6362317431919136,0.4470348679077137
22,beta,1,max,1.0,0.25,raw,max,50,0.6228390384527279,0.4520132633115752
4,beta,1,max,1.0,0.25,raw,max,50,0.6250890048021195,0.4712338601391649
28,beta,1,max,1.0,0.25,raw,max,50,0.6355404049558543,0.4653823841307335
1,beta,1,max,1.0,0.25,raw,max,50,0.6012517336141361,0.5125880828620428
17,beta,1,max,1.0,0.25,raw,max,50,0.5452105624142661,0.5968709036801364
3,beta,1,max,1.0,0.25,raw,max,50,0.654939429344484,0.5152511108086618
48,beta,1,max,1.0,0.25,raw,max,50,0.5739685408699808,0.5165520628089914
25,beta,1,max,1.0,0.25,raw,max,50,0.6159885185718399,0.4901753272252721
37,beta,1,max,1.0,0.25,raw,max,50,0.5545242002910847,0.594614303341897
21,beta,1,max,1.0,0.25,raw,max,50,0.6713091726366062,0.4715798313755491
46,beta,1,max,1.0,0.25,raw,max,50,0.6097205666934743,0.5386834124684341
5,beta,1,max,1.0,0.25,raw,max,50,0.6307426870718977,0.486464883350437
15,beta,1,max,1.0,0.25,raw,max,50,0.6155105988257492,0.477752793737574
29,beta,1,max,1.0,0.25,raw,max,50,0.655603050571604,0.4846804793812899
27,beta,1,max,1.0,0.25,raw,max,50,0.6000551489437176,0.5229948079159636
7,beta,1,max,1.0,0.25,raw,max,50,0.6462102201616551,0.49545279721094
19,beta,1,max,1.0,0.25,raw,max,50,0.5834818968367685,0.4997124739293294
9,beta,1,max,1.0,0.25,raw,max,50,0.6342424260873801,0.54408593816957
2,beta,1,max,1.0,0.25,raw,max,50,0.6497617420310775,0.4792485132666955
33,beta,1,max,1.0,0.25,raw,max,50,0.6219892927880618,0.5282465236276822
13,beta,1,max,1.0,0.25,raw,max,50,0.6160983143475118,0.4737399107983505
44,beta,1,max,1.0,0.25,raw,max,50,0.5932548912208065,0.5562363880077861
41,beta,1,max,1.0,0.25,raw,max,50,0.5409292194329384,0.5790515125383038
39,beta,1,max,1.0,0.25,raw,max,50,0.5534990099954675,0.5138409992476839
35,beta,1,max,1.0,0.25,raw,max,50,0.6688960911297362,0.4568408504252897
38,beta,1,max,1.0,0.25,raw,max,50,0.6405311911776399,0.496624940051736
26,beta,1,max,1.0,0.25,raw,max,50,0.6123666396584521,0.529661918404992
11,beta,1,max,1.0,0.25,raw,max,50,0.6229265643241083,0.5204103818818855
23,beta,1,max,1.0,0.25,raw,max,50,0.5865038791682079,0.5238175791476075
14,beta,1,max,1.0,0.25,raw,max,50,0.5728584567449369,0.5290101460635837
30,beta,1,max,1.0,0.25,raw,max,50,0.5517014930034982,0.5986389607896314
47,beta,1,max,1.0,0.25,raw,max,50,0.6468128385435525,0.5112314889163502
43,beta,1,max,1.0,0.25,raw,max,50,0.6004010186951417,0.4905953465144226
18,beta,1,max,1.0,0.25,raw,max,50,0.6248106066474356,0.5029830459881007
6,beta,1,max,1.0,0.25,raw,max,50,0.5700486114107376,0.5327350672057108
10,beta,1,max,1.0,0.25,raw,max,50,0.6468250822228149,0.4676231987180995
34,beta,1,max,1.0,0.25,raw,max,50,0.6152422464172265,0.5457767084709778
16,beta,1,max,1.0,0.25,raw,max,50,0.6519432620489911,0.4471471038102647
20,beta,1,max,1.0,0.25,raw,max,50,0.6379766762305683,0.4666153622706732
49,beta,1,max,1.0,0.25,raw,max,50,0.6049195572101735,0.5986716427429856
36,beta,1,max,1.0,0.25,raw,max,50,0.5855511669658887,0.5955295997905432
32,beta,1,max,1.0,0.25,raw,max,50,0.5932094547482918,0.4862050586319589
24,beta,1,max,1.0,0.25,raw,max,50,0.5807937832410723,0.5106989475713717
8,beta,1,max,1.0,0.25,raw,max,50,0.5625726406322641,0.5382996288865916
40,beta,1,max,1.0,0.25,raw,max,50,0.5957874477414092,0.5285117601026373
45,beta,1,max,1.0,0.25,raw,max,50,0.6330478686201939,0.4937721959690214
12,beta,1,max,1.0,0.25,raw,max,50,0.5707155493657544,0.5123337406205639
