seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6637655269954496,0.432877077180845,8,2,30,2
2,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6677063223476667,0.420419353956034,2,2,30,2
1,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.63565498510376,0.4410096471362772,18,2,30,2
4,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6524138240326766,0.4438733889733967,28,2,30,2
0,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6338047790354987,0.4469173858121574,20,2,30,2
31,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.672641572118682,0.4240668718679096,27,2,30,2
22,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6224062646475255,0.4399965275009719,25,2,30,2
5,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6802701209938008,0.417811587010986,19,2,30,2
7,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6750232842948075,0.4302185072015301,22,2,30,2
8,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6525507758019526,0.4309324781804365,6,2,30,2
28,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6446592900705699,0.4441175657810216,29,2,30,2
6,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6255547885115992,0.4400880931048349,4,2,30,2
47,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6781876670496128,0.4266912727071827,28,2,30,2
23,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6445786960456497,0.4315505991129715,25,2,30,2
27,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6026643313814117,0.4528278659137853,25,2,30,2
15,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6344396615332721,0.4403506798093678,25,2,30,2
18,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6701413827186506,0.4336418262668892,7,2,30,2
19,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6361656838972777,0.4320134067817165,29,2,30,2
39,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6758319616403063,0.424921953524263,19,2,30,2
46,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6788434795304841,0.4358914641543741,22,2,30,2
43,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6284147986664109,0.4417353053409529,22,2,30,2
35,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.693722660025886,0.4310952966433492,20,2,30,2
30,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6032448619440279,0.4533066385516881,11,2,30,2
34,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6616388612720968,0.4331258190582149,7,2,30,2
10,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6361262063150005,0.431812890661485,10,2,30,2
42,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6656865287766611,0.4359338350039414,3,2,30,2
11,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6272411279184866,0.4462882110787916,19,2,30,2
38,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6460879309296447,0.4293838121378915,21,2,30,2
14,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6036792612196633,0.4390687066450628,3,2,30,2
26,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6233601947387812,0.4402497932827847,2,2,30,2
48,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5781511412523901,0.4506824695907905,5,2,30,2
20,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6706958032501588,0.4211528036009517,20,2,30,2
36,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6167978456014362,0.4534035188441622,28,2,30,2
16,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6699363582078113,0.4320256341496779,17,2,30,2
12,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.635163925170324,0.4301773919931623,29,2,30,2
44,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6322517504485619,0.4338628947405478,9,2,30,2
32,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.615354204434528,0.4457182792206951,28,2,30,2
24,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6317302995766851,0.4338438498410271,13,2,30,2
40,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6758632226980728,0.4255186373476151,18,2,30,2
49,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6379233592407809,0.4476598310077697,19,2,30,2
41,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6353222571273118,0.4408191895544566,29,2,30,2
29,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6722502049546074,0.4352695968090127,29,2,30,2
9,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6562119477862743,0.4310725171680094,28,2,30,2
25,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6076203930319609,0.4374273273872882,21,2,30,2
45,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6793429808999794,0.4261818147753655,25,2,30,2
13,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6496283203797042,0.4456304619656361,11,2,30,2
21,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6604347520719203,0.4336592135112674,27,2,30,2
37,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.656614501078665,0.4442295156617441,11,2,30,2
17,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6119067215363512,0.4522051188655412,29,2,30,2
33,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6181744144677745,0.43313772259917016,4,2,30,2
