seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
1,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5910020982939957,0.3374556238529059,2.0
3,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5544912364096641,0.3213323430647734,2.0
0,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5926363769317018,0.3223242041781936,2.0
2,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.542112185107566,0.2675335143833069,2.0
6,beta,54,none,1.0,0.25,raw,none,,54,29.0,10,0.5634925393589502,0.3217890712702194,2.0
12,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6331494966195939,0.319446836107856,2.0
16,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5715746080424903,0.3254364997975873,2.0
4,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6129305639346146,0.3100393694827682,2.0
14,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.601301418247025,0.3100613931844895,2.0
23,beta,54,none,1.0,0.25,raw,none,,54,30.0,10,0.5427872575854639,0.2984848044887141,2.0
46,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6222705038889712,0.3111878743273829,2.0
28,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5741283928332664,0.3383726859793932,2.0
42,beta,54,none,1.0,0.25,raw,none,,54,29.0,20,0.6303333170421779,0.3051981925364628,2.0
30,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.583841778697001,0.3038322353698058,2.0
34,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.6179329856098357,0.3029119278542792,2.0
40,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5419038745085191,0.328144561093687,2.0
43,beta,54,none,1.0,0.25,raw,none,,54,31.0,20,0.5393697664668623,0.3077705969584388,2.0
32,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6054745267672287,0.296078013703987,2.0
38,beta,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5187065913709512,0.3217545473767392,2.0
15,beta,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5938874540669534,0.2963559607645355,2.0
33,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5530098128143812,0.3270370521522805,2.0
26,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5870503902273498,0.3250783532400139,2.0
10,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5909890039636875,0.3130854606029855,2.0
18,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6179166096090156,0.3050324248252296,2.0
27,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5967672154789088,0.3057592688541227,2.0
22,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5372787148034569,0.3387034237608621,2.0
36,beta,54,none,1.0,0.25,raw,none,,54,29.0,5,0.5894515209374102,0.3242065128636788,2.0
8,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5565133647798742,0.3103688527518985,2.0
20,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.563485490311928,0.2906035379463199,2.0
48,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5907922264512389,0.3179474722751417,2.0
13,beta,54,none,1.0,0.25,raw,none,,54,29.0,20,0.6114369501466276,0.3051390602907342,2.0
24,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5550807882693565,0.3314392309580646,2.0
44,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6067022655855143,0.2936277480080064,2.0
11,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5937650438698656,0.3043800661421311,2.0
47,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.606354799659607,0.3143160859034456,2.0
31,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6163441791811064,0.3162294294052662,2.0
7,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.549709595959596,0.3018191253691689,2.0
35,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5610521096389571,0.2935563489063631,2.0
19,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.6193221177634833,0.2971474376233888,2.0
39,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5553495934959349,0.3370590008773837,2.0
17,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.577037567733928,0.3192667754985246,2.0
49,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5883948687295968,0.3079180986545768,2.0
37,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5785846708713432,0.3142639088439437,2.0
5,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5785427869246262,0.319581686763343,2.0
21,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5881081731689837,0.3080404367144141,2.0
45,beta,54,none,1.0,0.25,raw,none,,54,29.0,20,0.532099802523651,0.3279728195970218,2.0
9,beta,54,none,1.0,0.25,raw,none,,54,30.0,20,0.62316763425254,0.3091212604811726,2.0
29,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5562285136501517,0.3361081643518334,2.0
25,beta,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5452380952380952,0.3189560383233031,2.0
41,beta,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5795240561869648,0.3038682928627938,2.0
