seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
40,bernoulli,1,max,1.0,0.25,raw,max,0.6105454608744082,0.4334438511631348
6,bernoulli,1,max,1.0,0.25,raw,max,0.6466817942646671,0.4611845485904547
34,bernoulli,1,max,1.0,0.25,raw,max,0.6260630015570727,0.4474344060017949
0,bernoulli,1,max,1.0,0.25,raw,max,0.6483635944766816,0.4411316583000668
12,bernoulli,1,max,1.0,0.25,raw,max,0.5861049284578697,0.4626737963986418
28,bernoulli,1,max,1.0,0.25,raw,max,0.6267390620081839,0.4796072672244427
18,bernoulli,1,max,1.0,0.25,raw,max,0.6323731138545953,0.4452543722663064
22,bernoulli,1,max,1.0,0.25,raw,max,0.6126956252607215,0.4713641546747246
46,bernoulli,1,max,1.0,0.25,raw,max,0.587564393939394,0.4627605690112388
24,bernoulli,1,max,1.0,0.25,raw,max,0.6089670014347203,0.473909544966324
42,bernoulli,1,max,1.0,0.25,raw,max,0.6598921641329873,0.4247144230497348
30,bernoulli,1,max,1.0,0.25,raw,max,0.6176179786208069,0.4456695998719915
44,bernoulli,1,max,1.0,0.25,raw,max,0.6054581367081368,0.4421752712324627
2,bernoulli,1,max,1.0,0.25,raw,max,0.6560837765957447,0.4460712794642116
20,bernoulli,1,max,1.0,0.25,raw,max,0.6471069027203751,0.4527916833319356
8,bernoulli,1,max,1.0,0.25,raw,max,0.6184924682894912,0.4443624635261315
36,bernoulli,1,max,1.0,0.25,raw,max,0.6565717947584744,0.4463332507004257
14,bernoulli,1,max,1.0,0.25,raw,max,0.6094896925768138,0.4338179515577973
4,bernoulli,1,max,1.0,0.25,raw,max,0.6278851691024263,0.4543101170217982
26,bernoulli,1,max,1.0,0.25,raw,max,0.6242066266842374,0.4670584994930506
32,bernoulli,1,max,1.0,0.25,raw,max,0.5298122420215443,0.4728232474911449
48,bernoulli,1,max,1.0,0.25,raw,max,0.6416239758835605,0.4508776510418231
10,bernoulli,1,max,1.0,0.25,raw,max,0.6376522578728461,0.4583050509598779
16,bernoulli,1,max,1.0,0.25,raw,max,0.6879639889196676,0.4411372656442474
38,bernoulli,1,max,1.0,0.25,raw,max,0.5475680429341331,0.4892832431541866
1,bernoulli,1,max,1.0,0.25,raw,max,0.6319413971264775,0.4558139304396627
7,bernoulli,1,max,1.0,0.25,raw,max,0.6707277167666965,0.4276806349068865
41,bernoulli,1,max,1.0,0.25,raw,max,0.6272450352084817,0.4317630231800511
31,bernoulli,1,max,1.0,0.25,raw,max,0.6096933246640659,0.4453011896135951
47,bernoulli,1,max,1.0,0.25,raw,max,0.6384684855974903,0.434016854678563
3,bernoulli,1,max,1.0,0.25,raw,max,0.5549247842912858,0.4734965964218157
35,bernoulli,1,max,1.0,0.25,raw,max,0.651112738245801,0.437155605049811
19,bernoulli,1,max,1.0,0.25,raw,max,0.6304689153905865,0.4499551790486411
29,bernoulli,1,max,1.0,0.25,raw,max,0.636416365502164,0.4634140692695651
25,bernoulli,1,max,1.0,0.25,raw,max,0.6285985416042353,0.4671778221786551
13,bernoulli,1,max,1.0,0.25,raw,max,0.6359662428638406,0.4630523592239746
9,bernoulli,1,max,1.0,0.25,raw,max,0.595933277027027,0.4548677277346647
37,bernoulli,1,max,1.0,0.25,raw,max,0.5841544136223535,0.4700774787389932
43,bernoulli,1,max,1.0,0.25,raw,max,0.5705355836625039,0.4804505600626167
21,bernoulli,1,max,1.0,0.25,raw,max,0.5242794526681994,0.4667268644686841
5,bernoulli,1,max,1.0,0.25,raw,max,0.5911919156259653,0.4861081556578515
17,bernoulli,1,max,1.0,0.25,raw,max,0.6041720452315795,0.4663622600570855
27,bernoulli,1,max,1.0,0.25,raw,max,0.6137369327631266,0.4675041809507059
39,bernoulli,1,max,1.0,0.25,raw,max,0.6467765628681107,0.458413714888546
33,bernoulli,1,max,1.0,0.25,raw,max,0.5482545239741815,0.4816860193051865
45,bernoulli,1,max,1.0,0.25,raw,max,0.5880803934477017,0.4914639467897398
15,bernoulli,1,max,1.0,0.25,raw,max,0.6831345311792238,0.4261797693572095
23,bernoulli,1,max,1.0,0.25,raw,max,0.6390741059393731,0.4474715046361265
11,bernoulli,1,max,1.0,0.25,raw,max,0.5907625931115864,0.4728750557875493
49,bernoulli,1,max,1.0,0.25,raw,max,0.6254431818181819,0.45500911140227024
