seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,beta,54,none,1.0,0.25,raw,54,50,0.5392334074898035,0.3247870095787549
17,beta,54,none,1.0,0.25,raw,54,50,0.5463048337009198,0.3603924777158841
37,beta,54,none,1.0,0.25,raw,54,50,0.6106671863834211,0.3474736430615028
13,beta,54,none,1.0,0.25,raw,54,50,0.5368391295954108,0.3664766085486277
29,beta,54,none,1.0,0.25,raw,54,50,0.5182929549814839,0.3598555586049649
21,beta,54,none,1.0,0.25,raw,54,50,0.6006268998596365,0.33397705783971
1,beta,54,none,1.0,0.25,raw,54,50,0.5114940901691556,0.35809121749812
41,beta,54,none,1.0,0.25,raw,54,50,0.5627324155392041,0.3158204578217671
18,beta,54,none,1.0,0.25,raw,54,50,0.5333382324123065,0.3421938852036689
30,beta,54,none,1.0,0.25,raw,54,50,0.5265619048390888,0.325148879851697
5,beta,54,none,1.0,0.25,raw,54,20,0.5667372725534325,0.3658787148654905
46,beta,54,none,1.0,0.25,raw,54,50,0.5184621212121212,0.3409011111084132
25,beta,54,none,1.0,0.25,raw,54,50,0.5678353810808112,0.3680515269092985
33,beta,54,none,1.0,0.25,raw,54,50,0.4825092208390964,0.3709961009797499
9,beta,54,none,1.0,0.25,raw,54,50,0.5693074324324324,0.3455106986331239
7,beta,54,none,1.0,0.25,raw,54,50,0.4679638615757885,0.3179588021074259
6,beta,54,none,1.0,0.25,raw,54,20,0.5687450670876085,0.3696150178706335
19,beta,54,none,1.0,0.25,raw,54,50,0.6115041281490368,0.3504249500655629
35,beta,54,none,1.0,0.25,raw,54,20,0.4341343273647074,0.340563220799902
44,beta,54,none,1.0,0.25,raw,54,20,0.5131470756470756,0.312053671629652
3,beta,54,none,1.0,0.25,raw,54,50,0.4200936620036442,0.3270866107877708
23,beta,54,none,1.0,0.25,raw,54,50,0.5770741919756804,0.3865372202817168
11,beta,54,none,1.0,0.25,raw,54,50,0.5391843056272587,0.3501398547928964
48,beta,54,none,1.0,0.25,raw,54,20,0.539244696787557,0.3224395051669412
39,beta,54,none,1.0,0.25,raw,54,50,0.5594243268337975,0.3608142394607563
27,beta,54,none,1.0,0.25,raw,54,50,0.5097039082917558,0.3494266586634705
47,beta,54,none,1.0,0.25,raw,54,20,0.4646924612605762,0.2974439740118666
14,beta,54,none,1.0,0.25,raw,54,20,0.4906425504490403,0.3401515268568261
34,beta,54,none,1.0,0.25,raw,54,50,0.6041955409544342,0.307150059200519
15,beta,54,none,1.0,0.25,raw,54,50,0.517582666465348,0.3488815232572211
26,beta,54,none,1.0,0.25,raw,54,50,0.4023545706371191,0.3539091838521381
31,beta,54,none,1.0,0.25,raw,54,20,0.4909243606415258,0.3075784325785863
22,beta,54,none,1.0,0.25,raw,54,50,0.5350477036319352,0.3557549257386456
10,beta,54,none,1.0,0.25,raw,54,50,0.5387254901960785,0.3590019819489177
43,beta,54,none,1.0,0.25,raw,54,50,0.5011570841479471,0.3579065757249705
38,beta,54,none,1.0,0.25,raw,54,50,0.5001315383979374,0.3683377774360298
2,beta,54,none,1.0,0.25,raw,54,50,0.5814652988855117,0.337428013312293
20,beta,54,none,1.0,0.25,raw,54,50,0.5355391400900622,0.3457141271015043
16,beta,54,none,1.0,0.25,raw,54,10,0.4900692520775622,0.3552295173227313
0,beta,54,none,1.0,0.25,raw,54,50,0.5214395761040157,0.3585198012420684
24,beta,54,none,1.0,0.25,raw,54,50,0.5449127211860354,0.3874539217163268
8,beta,54,none,1.0,0.25,raw,54,50,0.5164835164835164,0.3569155582823737
32,beta,54,none,1.0,0.25,raw,54,50,0.5673093056813987,0.3190468929482631
28,beta,54,none,1.0,0.25,raw,54,20,0.5696757947749449,0.392279459138221
40,beta,54,none,1.0,0.25,raw,54,50,0.5507344750765804,0.3222627235050787
12,beta,54,none,1.0,0.25,raw,54,50,0.5412639109697933,0.3458900700509687
36,beta,54,none,1.0,0.25,raw,54,20,0.5337023614855408,0.3433256239029347
45,beta,54,none,1.0,0.25,raw,54,50,0.5947282138661917,0.3610087865145873
49,beta,54,none,1.0,0.25,raw,54,50,0.5494772727272728,0.3117742933537392
4,beta,54,none,1.0,0.25,raw,54,50,0.6472428444693468,0.3367210388105804
