seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
8,bernoulli,54,none,1.0,0.25,raw,54,0.6184924682894912,0.4443624635261315
0,bernoulli,54,none,1.0,0.25,raw,54,0.6483635944766816,0.4411316583000668
28,bernoulli,54,none,1.0,0.25,raw,54,0.6267390620081839,0.4796072672244427
2,bernoulli,54,none,1.0,0.25,raw,54,0.6560837765957447,0.4460712794642116
44,bernoulli,54,none,1.0,0.25,raw,54,0.6054581367081368,0.4421752712324627
18,bernoulli,54,none,1.0,0.25,raw,54,0.6323731138545953,0.4452543722663064
6,bernoulli,54,none,1.0,0.25,raw,54,0.6466817942646671,0.4611845485904547
22,bernoulli,54,none,1.0,0.25,raw,54,0.6126956252607215,0.4713641546747246
40,bernoulli,54,none,1.0,0.25,raw,54,0.6105454608744082,0.4334438511631348
12,bernoulli,54,none,1.0,0.25,raw,54,0.5861049284578697,0.4626737963986418
34,bernoulli,54,none,1.0,0.25,raw,54,0.6260630015570727,0.4474344060017949
46,bernoulli,54,none,1.0,0.25,raw,54,0.587564393939394,0.4627605690112388
24,bernoulli,54,none,1.0,0.25,raw,54,0.6089670014347203,0.473909544966324
30,bernoulli,54,none,1.0,0.25,raw,54,0.6176179786208069,0.4456695998719915
36,bernoulli,54,none,1.0,0.25,raw,54,0.6565717947584744,0.4463332507004257
14,bernoulli,54,none,1.0,0.25,raw,54,0.6094896925768138,0.4338179515577973
42,bernoulli,54,none,1.0,0.25,raw,54,0.6598921641329873,0.4247144230497348
20,bernoulli,54,none,1.0,0.25,raw,54,0.6471069027203751,0.4527916833319356
48,bernoulli,54,none,1.0,0.25,raw,54,0.6416239758835605,0.4508776510418231
4,bernoulli,54,none,1.0,0.25,raw,54,0.6278851691024263,0.4543101170217982
9,bernoulli,54,none,1.0,0.25,raw,54,0.595933277027027,0.4548677277346647
26,bernoulli,54,none,1.0,0.25,raw,54,0.6242066266842374,0.4670584994930506
32,bernoulli,54,none,1.0,0.25,raw,54,0.5298122420215443,0.4728232474911449
29,bernoulli,54,none,1.0,0.25,raw,54,0.6323055099298193,0.4641962911744884
1,bernoulli,54,none,1.0,0.25,raw,54,0.6317432231580438,0.455880746610135
10,bernoulli,54,none,1.0,0.25,raw,54,0.6376522578728461,0.4583050509598779
7,bernoulli,54,none,1.0,0.25,raw,54,0.6717692504150172,0.4270323300339251
38,bernoulli,54,none,1.0,0.25,raw,54,0.5475680429341331,0.4892832431541866
16,bernoulli,54,none,1.0,0.25,raw,54,0.6879639889196676,0.4411372656442474
3,bernoulli,54,none,1.0,0.25,raw,54,0.5549247842912858,0.4734965964218157
25,bernoulli,54,none,1.0,0.25,raw,54,0.625885269121813,0.4684042609231912
41,bernoulli,54,none,1.0,0.25,raw,54,0.6272153651396472,0.4316681037545063
13,bernoulli,54,none,1.0,0.25,raw,54,0.6352147053145425,0.4637634161270678
47,bernoulli,54,none,1.0,0.25,raw,54,0.6384684855974903,0.434016854678563
19,bernoulli,54,none,1.0,0.25,raw,54,0.6311922235551478,0.4497308383070078
35,bernoulli,54,none,1.0,0.25,raw,54,0.651112738245801,0.437155605049811
37,bernoulli,54,none,1.0,0.25,raw,54,0.5841544136223535,0.4700774787389932
31,bernoulli,54,none,1.0,0.25,raw,54,0.6096933246640659,0.4453011896135951
11,bernoulli,54,none,1.0,0.25,raw,54,0.5881992185204772,0.4742780085936298
43,bernoulli,54,none,1.0,0.25,raw,54,0.5705355836625039,0.4804505600626167
45,bernoulli,54,none,1.0,0.25,raw,54,0.5847927764063922,0.4922388443581221
21,bernoulli,54,none,1.0,0.25,raw,54,0.5273321449792038,0.4664057605427741
15,bernoulli,54,none,1.0,0.25,raw,54,0.682387135739091,0.4269477718258497
27,bernoulli,54,none,1.0,0.25,raw,54,0.6123745248277501,0.4687337077806292
33,bernoulli,54,none,1.0,0.25,raw,54,0.5513577713030874,0.480471541233794
17,bernoulli,54,none,1.0,0.25,raw,54,0.6055403521454019,0.4651079468895652
39,bernoulli,54,none,1.0,0.25,raw,54,0.6496230166949749,0.4583428790081006
49,bernoulli,54,none,1.0,0.25,raw,54,0.6254431818181819,0.4550091114022702
5,bernoulli,54,none,1.0,0.25,raw,54,0.5911624965064796,0.4860002415866408
23,bernoulli,54,none,1.0,0.25,raw,54,0.6390741059393731,0.4474715046361265
