seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_knn,rmse_knn
42,beta,54,none,1.0,0.25,raw,54,50,0.7605054999382028,0.2356406687780799
17,beta,54,none,1.0,0.25,raw,54,50,0.6579675294499481,0.2591853867732823
37,beta,54,none,1.0,0.25,raw,54,50,0.6572070999083277,0.256532816546259
13,beta,54,none,1.0,0.25,raw,54,50,0.711657795305993,0.2363861107426401
29,beta,54,none,1.0,0.25,raw,54,50,0.7056172756882166,0.2669844340919692
21,beta,54,none,1.0,0.25,raw,54,50,0.6215996279934899,0.2472945240121343
1,beta,54,none,1.0,0.25,raw,54,50,0.6849210842947131,0.2700798836392323
41,beta,54,none,1.0,0.25,raw,54,50,0.696494975868344,0.2453478074025573
18,beta,54,none,1.0,0.25,raw,54,50,0.6787061532431904,0.2404949744154493
30,beta,54,none,1.0,0.25,raw,54,50,0.6995972153560632,0.2425883114406734
5,beta,54,none,1.0,0.25,raw,54,20,0.6296537369636527,0.2788830071603098
46,beta,54,none,1.0,0.25,raw,54,50,0.6731969696969696,0.2585344321452663
25,beta,54,none,1.0,0.25,raw,54,50,0.7052242533213466,0.2677052745693826
33,beta,54,none,1.0,0.25,raw,54,50,0.5855881166436145,0.2891081696595333
9,beta,54,none,1.0,0.25,raw,54,50,0.679831081081081,0.2516895364376311
7,beta,54,none,1.0,0.25,raw,54,50,0.7029154961052229,0.2461390226592035
6,beta,54,none,1.0,0.25,raw,54,20,0.6624802683504339,0.276308801637036
19,beta,54,none,1.0,0.25,raw,54,50,0.7158280996401101,0.2466918625171623
35,beta,54,none,1.0,0.25,raw,54,20,0.6984512636180078,0.2570179486528851
44,beta,54,none,1.0,0.25,raw,54,20,0.6553294365794367,0.2637798935776574
3,beta,54,none,1.0,0.25,raw,54,50,0.6253143399238055,0.2640684606793545
23,beta,54,none,1.0,0.25,raw,54,50,0.7220561243511429,0.252445065971719
11,beta,54,none,1.0,0.25,raw,54,50,0.6664208274946529,0.2519356921175359
48,beta,54,none,1.0,0.25,raw,54,20,0.6792458064396811,0.2592097192424824
39,beta,54,none,1.0,0.25,raw,54,50,0.7123782203190179,0.2694141714154753
27,beta,54,none,1.0,0.25,raw,54,50,0.6821914350201947,0.2548508167281076
47,beta,54,none,1.0,0.25,raw,54,20,0.6781728301169313,0.257155361183736
14,beta,54,none,1.0,0.25,raw,54,20,0.7421721335487164,0.2587349889151192
34,beta,54,none,1.0,0.25,raw,54,50,0.7170875896172338,0.249525290043598
15,beta,54,none,1.0,0.25,raw,54,50,0.7537709497206704,0.2496342367527312
26,beta,54,none,1.0,0.25,raw,54,50,0.6755909958852162,0.2551245000255868
31,beta,54,none,1.0,0.25,raw,54,20,0.6762615590232626,0.2651846966969532
22,beta,54,none,1.0,0.25,raw,54,50,0.664728916878608,0.2754930075936762
10,beta,54,none,1.0,0.25,raw,54,50,0.706610219845514,0.2576423141106713
43,beta,54,none,1.0,0.25,raw,54,50,0.6865764939020336,0.2640294088136235
38,beta,54,none,1.0,0.25,raw,54,50,0.6317751670537655,0.2753134544953547
2,beta,54,none,1.0,0.25,raw,54,50,0.7566093591691996,0.2299314637020432
20,beta,54,none,1.0,0.25,raw,54,50,0.7725117204367404,0.2386968771267974
16,beta,54,none,1.0,0.25,raw,54,10,0.6955955678670359,0.2906386346592493
0,beta,54,none,1.0,0.25,raw,54,50,0.7135534405552115,0.2609526110174033
24,beta,54,none,1.0,0.25,raw,54,50,0.6531085604973697,0.2790547234838952
8,beta,54,none,1.0,0.25,raw,54,50,0.695389522520781,0.2513149073726671
32,beta,54,none,1.0,0.25,raw,54,50,0.6572074566260614,0.2566779198104558
28,beta,54,none,1.0,0.25,raw,54,20,0.6730311614730878,0.2898196022688656
40,beta,54,none,1.0,0.25,raw,54,50,0.6597570314675577,0.265171477285762
12,beta,54,none,1.0,0.25,raw,54,50,0.6754531001589826,0.2500729305463147
36,beta,54,none,1.0,0.25,raw,54,20,0.6903330828950665,0.2602430273362384
45,beta,54,none,1.0,0.25,raw,54,50,0.6509119776943035,0.2678677043081495
49,beta,54,none,1.0,0.25,raw,54,50,0.6578939393939394,0.2518859448433235
4,beta,54,none,1.0,0.25,raw,54,50,0.6769272073586403,0.25061573258767283
