seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
1,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.60124467074173,0.4568002557213497,2.0
4,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6488270684991996,0.4514454594237493,2.0
2,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6515960159850249,0.4279114343675552,2.0
0,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.637414213882547,0.4491312356373176,2.0
3,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6786957323822407,0.4273963184556928,2.0
28,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.630812842851011,0.4599880688353542,2.0
22,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.618517643990682,0.4435178834670518,2.0
31,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6573230688296149,0.4263582607004066,2.0
12,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.638981374706146,0.4272216092314592,2.0
5,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.7064281709668385,0.4112955165591778,2.0
7,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6877914824934692,0.4153079609160021,2.0
32,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6057746478873239,0.4647983240323045,2.0
16,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6697374177334837,0.4220293433814708,2.0
24,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6277267855204602,0.4336239400439972,2.0
20,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6743770725053503,0.4120075949864644,2.0
48,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6046837655353727,0.4625113659828176,2.0
40,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6575484985214641,0.4266483681574583,2.0
44,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6258772380267708,0.4361845745114828,2.0
8,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.647311570199907,0.4388829240749068,2.0
36,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.623268222621185,0.4767232373681886,2.0
30,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6203804347826086,0.4554009336363981,2.0
18,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6672468016149172,0.4337143773173821,2.0
47,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6889643038177828,0.4182100579855635,2.0
27,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6112754648169139,0.4597199085877826,2.0
46,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.692205690870098,0.4311406618913961,2.0
14,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6046564183418737,0.4508877639941481,2.0
34,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.665879992240355,0.441414790788241,2.0
15,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.638471207665307,0.4458024191016771,2.0
43,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6381492583509115,0.4449350028575468,2.0
10,beta,1,max,1.0,0.25,raw,none,,max,286.0,20,0.6640555367366011,0.4289562939630428,2.0
42,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6431457526668527,0.4666765608618539,2.0
23,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6129540606687327,0.4349995240121188,2.0
39,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6678928409551754,0.4274007811489651,2.0
19,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6461589330982034,0.4275582530113669,2.0
35,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6760003885231206,0.4324524783338333,2.0
11,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6411420691453905,0.4489189640346583,2.0
26,beta,1,max,1.0,0.25,raw,none,,max,286.0,20,0.608517095221084,0.4728604340695994,2.0
6,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6244006270584344,0.4459784864905559,2.0
38,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6497489911871284,0.4281673069397616,2.0
49,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6443373486030093,0.4672527242186166,2.0
29,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6839663481172916,0.4220212576910891,2.0
41,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6167111951220883,0.449707097520523,2.0
45,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6882206032880973,0.4275505507011824,2.0
25,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6201530857088012,0.4411492232365467,2.0
21,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6730183312262958,0.4240734251859686,2.0
17,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.5953497942386831,0.4825262041832974,2.0
37,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.627272809380774,0.4670435999605871,2.0
33,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6235994367935759,0.4359713995820685,2.0
13,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6307133938508307,0.4711663432200567,2.0
9,beta,1,max,1.0,0.25,raw,none,,max,286.0,50,0.6908151088597729,0.4348910230572346,2.0
