seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
2,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.2500954237260716
10,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2977178179527213
1,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3140083152374616
3,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3002538888204583
7,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2842311615878909
5,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2962282816253525
11,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2927412294023613
0,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3098609234142794
6,beta,54,none,1.0,0.25,raw,none,,54,29.0,20,0.5,0.304939508145728
4,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2990220631095053
8,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2910151257606679
23,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.2786111215854701
15,beta,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5,0.2713921204942547
14,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2911686974739222
43,beta,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5,0.2734603599801836
46,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3006625250794012
47,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2986441276407557
27,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2923271401405209
35,beta,54,none,1.0,0.25,raw,none,,54,30.0,20,0.5,0.2724632345123268
12,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3083106927785872
31,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2947536140095764
42,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2919816618077969
39,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3103712052886457
38,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.301597737936655
19,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2870914038398988
30,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2852035509358254
34,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.3050653853058233
18,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2934125082608273
26,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3053616133420797
22,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.314354804169544
13,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3020462213388492
33,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3096923828125
17,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2908053438473209
21,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2866691795967172
16,beta,54,none,1.0,0.25,raw,none,,54,29.0,5,0.5,0.3034328892884946
40,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.302925898357922
36,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3123512033028382
49,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2976994235349679
28,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3200739227905477
32,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2857556249310204
37,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.300731171736834
45,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3100554098130999
9,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.3012418935207396
48,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.2960282975577839
24,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3124138594159792
20,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.2629479112035128
29,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.3061736736746067
41,beta,54,none,1.0,0.25,raw,none,,54,30.0,50,0.5,0.286664397365622
25,beta,54,none,1.0,0.25,raw,none,,54,31.0,50,0.5,0.2866933364415444
44,beta,54,none,1.0,0.25,raw,none,,54,29.0,50,0.5,0.28502882109022115
