seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,bernoulli,54,none,1.0,0.25,raw,54,50,0.5804559077987888,0.4125159910743759,5,2,30,2
23,bernoulli,54,none,1.0,0.25,raw,54,50,0.5936433508273825,0.4151043470311301,2,2,30,2
46,bernoulli,54,none,1.0,0.25,raw,54,50,0.5480909090909091,0.4232554456097994,19,2,30,2
37,bernoulli,54,none,1.0,0.25,raw,54,50,0.5491024058554754,0.4296824021470498,19,2,30,2
25,bernoulli,54,none,1.0,0.25,raw,54,50,0.5593513801485033,0.432447034040167,13,2,30,2
34,bernoulli,54,none,1.0,0.25,raw,54,50,0.5014030765018906,0.4870070043212886,11,2,30,2
17,bernoulli,54,none,1.0,0.25,raw,54,50,0.5656418502755054,0.4097268899913929,4,2,30,2
26,bernoulli,54,none,1.0,0.25,raw,54,50,0.5799895113358255,0.4352126271626633,29,2,30,2
43,bernoulli,54,none,1.0,0.25,raw,54,50,0.5501602628043996,0.4342663162440608,2,2,30,2
15,bernoulli,54,none,1.0,0.25,raw,54,50,0.579280537520761,0.4243907270761798,11,2,30,2
21,bernoulli,54,none,1.0,0.25,raw,54,50,0.5836928535138254,0.3938776399723102,4,2,30,2
13,bernoulli,54,none,1.0,0.25,raw,54,50,0.5801180396591191,0.4233097298899138,4,2,30,2
14,bernoulli,54,none,1.0,0.25,raw,54,50,0.4778283686399893,0.4903332431993243,26,2,30,2
44,bernoulli,54,none,1.0,0.25,raw,54,20,0.5383061633061632,0.4139785141610109,24,2,30,2
10,bernoulli,54,none,1.0,0.25,raw,54,50,0.5767082590612003,0.4332948118137815,30,2,30,2
1,bernoulli,54,none,1.0,0.25,raw,54,50,0.5368178922782929,0.4395199364631035,23,2,30,2
29,bernoulli,54,none,1.0,0.25,raw,54,50,0.6023736224512559,0.4121145636787824,4,2,30,2
9,bernoulli,54,none,1.0,0.25,raw,54,50,0.5788429054054054,0.4214793044979359,14,2,30,2
33,bernoulli,54,none,1.0,0.25,raw,54,50,0.5441447671738128,0.4228983934648423,9,2,30,2
41,bernoulli,54,none,1.0,0.25,raw,54,50,0.6065254371390142,0.4217128972046314,24,2,30,2
47,bernoulli,54,none,1.0,0.25,raw,54,20,0.5419526570966822,0.3933339221526981,4,2,30,2
6,bernoulli,54,none,1.0,0.25,raw,54,20,0.573756906077348,0.4359753472637913,25,2,30,2
5,bernoulli,54,none,1.0,0.25,raw,54,20,0.5870070458791168,0.4069022847474501,2,2,30,2
2,bernoulli,54,none,1.0,0.25,raw,54,50,0.5781250000000001,0.4183907027852273,17,2,30,2
38,bernoulli,54,none,1.0,0.25,raw,54,50,0.5885366165317458,0.4334361674942183,20,2,30,2
18,bernoulli,54,none,1.0,0.25,raw,54,50,0.5247811744725325,0.475394161339727,17,2,30,2
19,bernoulli,54,none,1.0,0.25,raw,54,50,0.5065891609625292,0.4803557689538716,16,2,30,2
30,bernoulli,54,none,1.0,0.25,raw,54,50,0.587368608731593,0.419190892798607,26,2,30,2
11,bernoulli,54,none,1.0,0.25,raw,54,50,0.486960690316395,0.4910667010488471,16,2,30,2
22,bernoulli,54,none,1.0,0.25,raw,54,50,0.578909477480387,0.4339272187619484,20,2,30,2
3,bernoulli,54,none,1.0,0.25,raw,54,50,0.5611362917676821,0.4334423728839476,25,2,30,2
31,bernoulli,54,none,1.0,0.25,raw,54,50,0.5604862014159804,0.4140705251815715,22,2,30,2
35,bernoulli,54,none,1.0,0.25,raw,54,20,0.5018379225927652,0.4769522527113427,17,2,30,2
27,bernoulli,54,none,1.0,0.25,raw,54,50,0.5074282786885247,0.4336298506546001,13,2,30,2
24,bernoulli,54,none,1.0,0.25,raw,54,50,0.5407520325203252,0.4484449439145359,8,2,30,2
39,bernoulli,54,none,1.0,0.25,raw,54,50,0.4963725938552363,0.4890593470755153,28,2,30,2
48,bernoulli,54,none,1.0,0.25,raw,54,50,0.5723493184886538,0.4071842418607638,14,2,30,2
7,bernoulli,54,none,1.0,0.25,raw,54,50,0.5341311773719831,0.481343148245804,14,2,30,2
16,bernoulli,54,none,1.0,0.25,raw,54,10,0.5763296398891967,0.4223093693012957,3,2,30,2
0,bernoulli,54,none,1.0,0.25,raw,54,50,0.5315618205641388,0.4229346847767442,5,2,30,2
4,bernoulli,54,none,1.0,0.25,raw,54,50,0.5188713016139828,0.433594471698882,24,2,30,2
12,bernoulli,54,none,1.0,0.25,raw,54,50,0.57258346581876,0.4084596512325176,3,2,30,2
36,bernoulli,54,none,1.0,0.25,raw,54,50,0.4909326615695114,0.4884990664075913,25,2,30,2
32,bernoulli,54,none,1.0,0.25,raw,54,50,0.544535890466123,0.4248396760409206,29,2,30,2
28,bernoulli,54,none,1.0,0.25,raw,54,50,0.4935379288637079,0.494911105814816,11,2,30,2
40,bernoulli,54,none,1.0,0.25,raw,54,50,0.5221647869674185,0.4030377781568434,8,2,30,2
45,bernoulli,54,none,1.0,0.25,raw,54,50,0.5195110302185391,0.436433838389864,15,2,30,2
49,bernoulli,54,none,1.0,0.25,raw,54,50,0.4691742424242424,0.4342506004147065,30,2,30,2
8,bernoulli,54,none,1.0,0.25,raw,54,50,0.5240449672114083,0.4771257730067494,27,2,30,2
20,bernoulli,54,none,1.0,0.25,raw,54,50,0.5877413484670903,0.4214723396173863,27,2,30,2
