seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,54,none,1.0,0.25,raw,54,50,0.6023436534420962,0.266106505701444
17,beta,54,none,1.0,0.25,raw,54,50,0.5915290368742117,0.2742279072941543
37,beta,54,none,1.0,0.25,raw,54,50,0.5868179619884941,0.2751550004617717
13,beta,54,none,1.0,0.25,raw,54,50,0.653182658098679,0.255865854079352
29,beta,54,none,1.0,0.25,raw,54,50,0.5019334017460105,0.3007487985518787
21,beta,54,none,1.0,0.25,raw,54,50,0.5929112092794958,0.266646664336174
1,beta,54,none,1.0,0.25,raw,54,50,0.5631396418713285,0.2923824674697298
41,beta,54,none,1.0,0.25,raw,54,50,0.5025318458738823,0.2567271883524403
18,beta,54,none,1.0,0.25,raw,54,50,0.6194232151022274,0.2586072895158873
30,beta,54,none,1.0,0.25,raw,54,50,0.5367571378787757,0.2633800870071891
5,beta,54,none,1.0,0.25,raw,54,20,0.6206845829104335,0.2886197720636952
46,beta,54,none,1.0,0.25,raw,54,50,0.5399242424242424,0.2726160107188332
25,beta,54,none,1.0,0.25,raw,54,50,0.5808610528418741,0.2969867345451581
33,beta,54,none,1.0,0.25,raw,54,50,0.5172314430613185,0.3123789075841351
9,beta,54,none,1.0,0.25,raw,54,50,0.6136402027027026,0.2629340551135715
7,beta,54,none,1.0,0.25,raw,54,50,0.5230813433788788,0.2729244186790378
6,beta,54,none,1.0,0.25,raw,54,20,0.5993948960799789,0.2798823109720106
19,beta,54,none,1.0,0.25,raw,54,50,0.6013689930139017,0.2705940081710456
35,beta,54,none,1.0,0.25,raw,54,20,0.549254106666075,0.2776387620140241
44,beta,54,none,1.0,0.25,raw,54,20,0.5767553267553268,0.2479599101889249
3,beta,54,none,1.0,0.25,raw,54,50,0.5572512761824452,0.2710934850598011
23,beta,54,none,1.0,0.25,raw,54,50,0.5822507097995353,0.3024823893591198
11,beta,54,none,1.0,0.25,raw,54,50,0.6282542960395309,0.264974962774649
48,beta,54,none,1.0,0.25,raw,54,20,0.5641656340737179,0.262093887212628
39,beta,54,none,1.0,0.25,raw,54,50,0.5228107373993542,0.3085047195064295
27,beta,54,none,1.0,0.25,raw,54,50,0.6170037419814682,0.2633117901439139
47,beta,54,none,1.0,0.25,raw,54,20,0.5375986310485787,0.2518896126353801
14,beta,54,none,1.0,0.25,raw,54,20,0.5546674255295999,0.2829787977257834
34,beta,54,none,1.0,0.25,raw,54,50,0.5229967660797701,0.2632066224732885
15,beta,54,none,1.0,0.25,raw,54,50,0.5692888419145402,0.2947011209861397
26,beta,54,none,1.0,0.25,raw,54,50,0.5618831186294813,0.2865640820758041
31,beta,54,none,1.0,0.25,raw,54,20,0.4811894957376101,0.2582761900649044
22,beta,54,none,1.0,0.25,raw,54,50,0.4957477157428713,0.3107263058692598
10,beta,54,none,1.0,0.25,raw,54,50,0.5546122994652406,0.2877916675819105
43,beta,54,none,1.0,0.25,raw,54,50,0.5801380521086862,0.3039522224506604
38,beta,54,none,1.0,0.25,raw,54,50,0.5621274644658414,0.290719143683216
2,beta,54,none,1.0,0.25,raw,54,50,0.6205673758865249,0.2617858544480144
20,beta,54,none,1.0,0.25,raw,54,50,0.5892796557892789,0.264972825793846
16,beta,54,none,1.0,0.25,raw,54,10,0.595921052631579,0.2826641346942515
0,beta,54,none,1.0,0.25,raw,54,50,0.5879324991720781,0.2910186460197378
24,beta,54,none,1.0,0.25,raw,54,50,0.5811334289813487,0.3026478797649266
8,beta,54,none,1.0,0.25,raw,54,50,0.5907002334607206,0.28075982134634
32,beta,54,none,1.0,0.25,raw,54,50,0.5212842712842713,0.2813073073388654
28,beta,54,none,1.0,0.25,raw,54,20,0.560478438778722,0.3148017041171141
40,beta,54,none,1.0,0.25,raw,54,50,0.4875905040378724,0.2836844464759853
12,beta,54,none,1.0,0.25,raw,54,50,0.5713513513513513,0.2667429343077006
36,beta,54,none,1.0,0.25,raw,54,20,0.5622118118472033,0.2750886925810191
45,beta,54,none,1.0,0.25,raw,54,50,0.6248563941705716,0.2897791998823713
49,beta,54,none,1.0,0.25,raw,54,50,0.5406893939393939,0.2683330939471517
4,beta,54,none,1.0,0.25,raw,54,50,0.5735008015439449,0.26705569758591213
