seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
6,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.9,0.3115718528889498,2,2,30,2
2,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.8034188034188035,0.3303903198060371,5,2,30,2
3,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.6315412186379928,0.2697006329137923,4,2,30,2
5,beta,54,none,1.0,1.0,sae,none,,54,6.0,20,0.5064640111809924,0.4399372739947096,23,2,30,2
4,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5606382978723405,0.37847766036269,29,2,30,2
0,beta,54,none,1.0,1.0,sae,none,,54,6.0,50,0.6175237220691766,0.3564181382781615,2,2,30,2
1,beta,54,none,1.0,1.0,sae,none,,54,6.0,50,0.6076266541382821,0.3582259342498491,23,2,30,2
7,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5101086956521739,0.3203080921335016,26,2,30,2
14,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4941393531582373,0.3515163603281233,24,2,30,2
19,beta,54,none,1.0,1.0,sae,none,,54,7.0,20,0.7138465650895482,0.4570204252607642,8,2,30,2
43,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.4742063492063492,0.345860407767209,6,2,30,2
46,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5365628604382929,0.2780056161433274,2,2,30,2
27,beta,54,none,1.0,1.0,sae,none,,54,5.0,50,0.5485062049946376,0.3868870994882056,5,2,30,2
34,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.6827073317307693,0.3750021656291736,22,2,30,2
38,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5555481991525424,0.2673233796546394,5,2,30,2
18,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.5950874887045099,0.3064805116976372,24,2,30,2
22,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.551256120928252,0.289818458276229,13,2,30,2
10,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5173270208389925,0.3027832607053306,30,2,30,2
26,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.4827586206896551,0.2990332504047685,8,2,30,2
42,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5063520871143374,0.3679476640819203,4,2,30,2
45,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.3150623885918003,0.3614337869750614,18,2,30,2
44,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.6020238095238095,0.4894265894535348,18,2,30,2
11,beta,54,none,1.0,1.0,sae,none,,54,8.0,10,0.6363270440251573,0.2667811421213941,2,2,30,2
30,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5449930284937972,0.2763154079065938,2,2,30,2
35,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4690882713982814,0.2937641536062434,3,2,30,2
47,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.4729582577132486,0.3391532899450949,2,2,30,2
31,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.5052588085042446,0.2767515306964573,3,2,30,2
39,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.497972972972973,0.2931072924782114,23,2,30,2
41,beta,54,none,1.0,1.0,sae,none,,54,7.0,5,0.6064471243042672,0.382834044648189,14,2,30,2
48,beta,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5674157303370787,0.4764946279503133,28,2,30,2
23,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.6061678463094035,0.2847915956771044,3,2,30,2
28,beta,54,none,1.0,1.0,sae,none,,54,6.0,20,0.5434763260946955,0.3989744495227658,14,2,30,2
15,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.537163029525032,0.3339804598930169,26,2,30,2
32,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5979192166462668,0.4550577576626844,4,2,30,2
12,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.598337054883065,0.3234590223771781,19,2,30,2
16,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5579793088267665,0.2827286922772329,21,2,30,2
29,beta,54,none,1.0,1.0,sae,none,,54,7.0,10,0.4807580513893733,0.3698083600677552,17,2,30,2
33,beta,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5622906655016746,0.2803810657307674,5,2,30,2
40,beta,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5464788732394367,0.2825143396274375,11,2,30,2
49,beta,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5920634920634921,0.2783210888232731,2,2,30,2
24,beta,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4709703947368421,0.2931358496644671,14,2,30,2
