seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,5,0.5,0.2856557990566058,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5,0.4679932366589554,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5,0.4679142176676404,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5,0.2912009372439668,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4446994175121592,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4490772853851565,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5,0.4894387373213849,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.3093438508507294,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,5.0,50,0.5,0.4459611284696532,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5,0.3824476332751971,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4076994750272839,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,10,0.5,0.485776550157351,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.3659709500108322,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.426146097216559,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.3615295261259853,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5,0.4827314765622145,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4079545646898347,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5,0.3820893600360188,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5,0.4965721436963105,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5,0.3611170384132515,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.3841966207367078,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4118322190742182,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4541772922824436,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4099038755443051,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5,0.4504220023561122,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5,0.4092547181742411,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4146754029212062,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.3494618813304389,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5,0.4104880126510825,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4005776875509853,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.3729253241352765,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5,0.3823940948901264,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4048369297467503,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4032837895073609,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.519125213279469,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5,0.3914952312144941,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4275099283035909,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.3832691544040532,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.407869430748307,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.4100217326149716,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5,0.4102807900406363,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5,0.5156184398349404,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4079922035339561,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.3812231038721533,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4342575662345768,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5,0.4294151656897383,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5,0.4202951945319457,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5,0.3776554818198835,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,5,0.5,0.3948665553738995,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5,0.41050338587369345,2.0
