seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
2,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,5,0.829059829059829,0.2672217146399306,2.0
0,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5957759412304866,0.4765334667679837,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.6252707958134315,0.4930472207223075,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.7999999999999999,0.3014703263852201,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5738601823708207,0.5203665994465047,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5871829710144928,0.50070534069793,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.6102958304216166,0.4933297058511231,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5667903525046382,0.4060304305118901,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,5.0,50,0.4857974567182472,0.4913648208838956,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.68048128342246,0.4212098352657862,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.6003643201316254,0.44169787673021,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,10,0.613219094247246,0.4631771375932844,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5244193618406772,0.4248949678447588,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.4773139745916515,0.4810896792213252,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5422201138519924,0.3931221679561232,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.5615877536489854,0.5095110729051268,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.536946951353731,0.4660818777129257,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5969191270860077,0.4212939358050475,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5854400749063671,0.4820374258131096,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.6198143432185985,0.4076193509229524,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5062885619364025,0.4671973900402013,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.6154945054945056,0.4377608202997268,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5540464063384267,0.5382578829495036,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5396739130434782,0.4622418811006701,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,6.0,50,0.6442173479561316,0.4603939083855528,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.635374785725417,0.4607653377161705,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.6339119496855345,0.469475994571961,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.616152450090744,0.3751504119584034,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,20,0.5089399744572158,0.4600841737784542,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.482499731865146,0.5040856271299438,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4645781684321238,0.4398528929822202,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5422972972972973,0.4216328738484193,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5362167189861644,0.4641093053879021,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.6004077471967381,0.4518185394544129,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5769047619047619,0.4823538388604954,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.5070947570947572,0.5022013900060798,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5705237385565254,0.4896662182008435,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5463545981772991,0.4154600454267175,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5666666666666667,0.4586760438974242,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.572894597457627,0.4615301750811665,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5247165532879818,0.4625349650182577,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.6647955092221332,0.4515378219302587,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.4976527516972411,0.4930059047184809,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.479047619047619,0.4200836579701756,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.6499999999999999,0.4316846384936982,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,20,0.4436951754385965,0.5203371895554141,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,50,0.5048264702600156,0.503864611894049,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,50,0.5455004074663354,0.4139583384656722,2.0
13,bernoulli,54,none,1.0,1.0,sae,none,,54,7.0,5,0.475666988106718,0.4950893477037266,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,8.0,10,0.5207207207207207,0.45921352428929807,2.0
