seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
2,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5,0.2672612478861786
5,bernoulli,54,none,1.0,1.0,pca,none,,54,6.0,10,0.6569997670626602,0.4831367786348493
0,bernoulli,54,none,1.0,1.0,pca,none,,54,6.0,50,0.6049127640036731,0.4986788013137999
1,bernoulli,54,none,1.0,1.0,pca,none,,54,6.0,50,0.5591705165348575,0.4940005469521881
27,bernoulli,54,none,1.0,1.0,pca,none,,54,5.0,50,0.5329707369388693,0.4849797288600883
47,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,5,0.4907441016333939,0.4827831012454032
45,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5828877005347594,0.4212117986874575
41,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,20,0.5841836734693878,0.3844838926317165
14,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.5022067867737501,0.4494609180015528
6,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.3015113490706327
15,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4212946432042012
11,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4696682201801559
3,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4607914515439981
18,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.577343300747556,0.4068363250129894
32,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.6314565483476131,0.4628308736488298
7,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4622501658629661
42,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.4784482758620689,0.4216370264606249
20,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.4946236559139785,0.3931227365255769
39,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5,0.4216370264606249
17,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,10,0.4718201233981964,0.4601074277045278
31,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.4612726316580272,0.4457331226895726
26,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5113346104725415,0.4832976727511909
43,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,20,0.457010582010582,0.4837268214870516
30,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.4796932537270745,0.4807054820344704
19,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.636460839347768,0.4490505069307176
28,bernoulli,54,none,1.0,1.0,pca,none,,54,6.0,50,0.5691527233891064,0.5075481313516029
38,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5,0.4618802209437737
23,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.445525783619818,0.4831973187306677
22,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5,0.4897707536446812
46,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4588314694504039
8,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.5492753623188406,0.5002610002229998
4,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.5208817904500959
9,bernoulli,54,none,1.0,1.0,pca,none,,54,6.0,20,0.617148554336989,0.4682562611951009
34,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.6626502403846154,0.4320197705749419
21,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.464238341568723
10,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.492490977531142,0.4139583384656722
12,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,10,0.586937360441885,0.4407585083815876
29,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,20,0.5772003255435414,0.4498248116898141
16,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,5,0.5,0.4586120881243447
35,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.4592679388461109,0.5091348011526076
33,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4520835747549698
36,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,10,0.5,0.5385873607923853
49,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4625730270004315
37,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.5,0.4200840304248527
48,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.590941011235955,0.4985974578337008
44,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,20,0.5386904761904763,0.503390292009037
40,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,20,0.541963545981773,0.4156262182633751
25,bernoulli,54,none,1.0,1.0,pca,none,,54,8.0,50,0.4953453453453453,0.4837793410074855
24,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,50,0.4204221491228069,0.5240389656328295
13,bernoulli,54,none,1.0,1.0,pca,none,,54,7.0,10,0.41041465766634516,0.4868160848511273
