seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
15,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4212946432042012,2.0
17,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.4718201233981964,0.4601074277045278,2.0
18,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.577343300747556,0.4068363250129894,2.0
48,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.590941011235955,0.4985974578337008,2.0
36,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.5385873607923853,2.0
21,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.464238341568723,2.0
44,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,20,0.5386904761904763,0.503390292009037,2.0
40,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.541963545981773,0.4156262182633751,2.0
24,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.4204221491228069,0.5240389656328295,2.0
31,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.4612726316580272,0.4457331226895726,2.0
39,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4216370264606249,2.0
42,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.4784482758620689,0.4216370264606249,2.0
7,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4622501658629661,2.0
33,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4520835747549698,2.0
43,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,5,0.457010582010582,0.4837268214870516,2.0
29,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.5772003255435414,0.4498248116898141,2.0
23,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.445525783619818,0.4831973187306677,2.0
19,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.636460839347768,0.4490505069307176,2.0
26,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,5,0.5113346104725415,0.4832976727511909,2.0
30,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,20,0.4796932537270745,0.4807054820344704,2.0
35,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,20,0.4592679388461109,0.5091348011526076,2.0
38,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,20,0.5,0.4618802209437737,2.0
49,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4625730270004315,2.0
37,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4200840304248527,2.0
46,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,20,0.5,0.4588314694504039,2.0
22,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,50,0.5,0.4897707536446812,2.0
34,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,50,0.6626502403846154,0.4320197705749419,2.0
13,bernoulli,54,none,1.0,1.0,raw,none,,54,7.0,10,0.4104146576663451,0.4868160848511273,2.0
25,bernoulli,54,none,1.0,1.0,raw,none,,54,8.0,20,0.49534534534534536,0.4837793410074855,2.0
