artifact_path,config_path,status,rows,seeds_completed,taus_completed,expected_seeds,expected_taus,araf_dropout,araf_latent_dim,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,embedding_type,epochs,j_percentage,kind,knn_k,knn_k_grid,lambda_tau,model_type,n_samples,no_tau,pre_revision,seeds,train_retention,user_count,mean_auc,mean_rmse,min_auc,max_auc,min_rmse,max_rmse
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p0_ce31b6ccd2a5.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p0_ce31b6ccd2a5.csv.config.json,complete,3,3,1,3,1,0.0,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6836321574377607,0.40640961541852016,0.6601400300379893,0.6996397993738419,0.3933045797055197,0.4177026525509105
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p2_d82d7d9e95e8.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p2_d82d7d9e95e8.csv.config.json,complete,3,3,1,3,1,0.2,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6836069291640522,0.40642180049537263,0.6601142621550784,0.699589882435627,0.3933188439316307,0.4177110180407821
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p5_27dae1c0b42f.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p5_27dae1c0b42f.csv.config.json,complete,1,1,1,1,1,0.5,10,raw,full,transfer,false,local,pca,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,42,1.0,,0.6676098615224525,0.4536325308962208,0.6676098615224525,0.6676098615224525,0.4536325308962208,0.4536325308962208
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p5_326a628fac56.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-10_d-0p5_326a628fac56.csv.config.json,complete,3,3,1,3,1,0.5,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.683504318980121,0.4064396143952929,0.6599486114792237,0.6994960385917833,0.3933382598755658,0.4177240742914639
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv.config.json,complete,3,3,1,3,1,0.0,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6811939042105623,0.40730725656318323,0.6573018817916778,0.6956344642514856,0.3932265624745348,0.4194279094128787
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv.config.json,complete,3,3,1,3,1,0.2,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6816238822420142,0.40722816022858477,0.6579423977383161,0.6959938662066323,0.3931953360886822,0.4193030477275208
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv.config.json,complete,3,3,1,3,1,0.5,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6822051267972412,0.40712453873388027,0.6587964190005007,0.6965130023640662,0.3931186996646482,0.4191954961662189
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv.config.json,complete,3,3,1,3,1,0.0,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6855374926743325,0.4061266825951024,0.66156094472421,0.7027466296083318,0.3930027691049546,0.4177585857760084
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv.config.json,complete,3,3,1,3,1,0.2,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6853388278965333,0.406153111954856,0.6613658450393145,0.7025269950801866,0.3930438491319631,0.4177781321015247
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p5_87e5c04534e4.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p5_87e5c04534e4.csv.config.json,complete,3,3,1,3,1,0.5,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6851571092315653,0.40619255407216587,0.6611817887328093,0.702363267522842,0.3931054326935563,0.4178158667634886
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p5_a790f3bf3e5f.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p5_a790f3bf3e5f.csv.config.json,complete,1,1,1,1,1,0.5,30,raw,full,transfer,false,local,pca,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,42,1.0,,0.682802369326823,0.4355823690552027,0.682802369326823,0.682802369326823,0.4355823690552027,0.4355823690552027
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p0_e935cc372277.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p0_e935cc372277.csv.config.json,complete,3,3,1,3,1,0.0,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6838815409873841,0.4068128270917121,0.660235739317372,0.7001150086256469,0.3934122968604882,0.4186135603548229
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p2_f60f8eb67cd7.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p2_f60f8eb67cd7.csv.config.json,complete,3,3,1,3,1,0.2,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6838098978140253,0.4068148369050196,0.6603903466148364,0.6999952079739313,0.3934532962564039,0.4185849754208381
model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p5_5041b029c7e0.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-64_d-0p5_5041b029c7e0.csv.config.json,complete,3,3,1,3,1,0.5,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0155,bernoulli,1,false,false,"0,1,2",1.0,,0.6838244098081097,0.4068138417223315,0.660651706570074,0.7000311481694461,0.3934997065832651,0.4185539142354069
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p0_89c93049c5a1.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p0_89c93049c5a1.csv.config.json,complete,3,3,1,3,1,0.0,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6826197645526492,0.29437939011586917,0.6636756437288351,0.7065398651424704,0.2760889384741526,0.3055980842728448
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p2_9590431b5a35.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p2_9590431b5a35.csv.config.json,complete,3,3,1,3,1,0.2,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6816947821785796,0.2945501447216743,0.6632563414478309,0.7058591326904641,0.2763972451407417,0.3056596383941576
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p5_3910b80c8dce.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p5_3910b80c8dce.csv.config.json,complete,1,1,1,1,1,0.5,10,raw,full,transfer,false,local,pca,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,42,1.0,,0.5843992635876091,0.3145577274516031,0.5843992635876091,0.5843992635876091,0.3145577274516031,0.3145577274516031
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p5_3d84ed3fd133.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-10_d-0p5_3d84ed3fd133.csv.config.json,complete,3,3,1,3,1,0.5,10,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6797904612708633,0.29483632742064086,0.6619944412497605,0.7040143074655002,0.2768123398007558,0.3057745834271024
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p0_837c7bbb837e.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p0_837c7bbb837e.csv.config.json,complete,3,3,1,3,1,0.0,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6742516327556863,0.2978496714356857,0.6625585299054686,0.6949553294503387,0.2806428209733616,0.3078892791184321
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p2_533d4a30fda9.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p2_533d4a30fda9.csv.config.json,complete,3,3,1,3,1,0.2,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6737888259360688,0.2980330201164328,0.6617891745442765,0.6944800251347367,0.2808722502366292,0.3080037791024936
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p5_668159a4556b.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-128_d-0p5_668159a4556b.csv.config.json,complete,3,3,1,3,1,0.5,128,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6730875568597616,0.2983514549503404,0.6593191389109756,0.6934166324286439,0.2814492473552248,0.3079772053510555
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p0_61bfc4ca1c9e.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p0_61bfc4ca1c9e.csv.config.json,complete,3,3,1,3,1,0.0,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6718612630413431,0.2960230282266971,0.6584523353140375,0.6941054208859995,0.2793135471303026,0.3059510294657065
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p2_b91776d12285.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p2_b91776d12285.csv.config.json,complete,3,3,1,3,1,0.2,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6709893316404792,0.2962049449719671,0.6585282090601239,0.6934126044259693,0.2795647756815239,0.3059609406504882
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p5_0727a247eaeb.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p5_0727a247eaeb.csv.config.json,complete,1,1,1,1,1,0.5,30,raw,full,transfer,false,local,pca,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,42,1.0,,0.5894340830865284,0.3042053050600318,0.5894340830865284,0.5894340830865284,0.3042053050600318,0.3042053050600318
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p5_e890352ed808.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-30_d-0p5_e890352ed808.csv.config.json,complete,3,3,1,3,1,0.5,30,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.669684128558154,0.2964938360133103,0.657695762287599,0.6923492117198765,0.2799294251241666,0.3059852058692727
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p0_2f8be149bfbf.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p0_2f8be149bfbf.csv.config.json,complete,3,3,1,3,1,0.0,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6707941444305439,0.29812075375297326,0.6588958094060133,0.6916000032224021,0.2804148513306292,0.3079793100467466
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p2_72c22c827a1d.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p2_72c22c827a1d.csv.config.json,complete,3,3,1,3,1,0.2,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6707634232739265,0.2981762706425309,0.6588553170185824,0.6916281992411243,0.2804988526152537,0.3079717137210092
model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p5_c44935f99211.csv,model/result/default_araf_flat/araf/araf_pca_beta_pre-false_n-max_k-64_d-0p5_c44935f99211.csv.config.json,complete,3,3,1,3,1,0.5,64,raw,full,transfer,false,local,pca,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.054,beta,max,false,false,"0,1,2",1.0,,0.6708394271707129,0.2982781006094215,0.6585166534146126,0.6915838912117038,0.2807072196808314,0.3079370561313546
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p0_4d19ee2a5a7e.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p0_4d19ee2a5a7e.csv.config.json,complete,3,3,1,3,1,0.0,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6902138338509508,0.41377199775796436,0.6334886768560238,0.7235679828764935,0.3920389524807736,0.4404876400191017
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p2_4117a8022ceb.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p2_4117a8022ceb.csv.config.json,complete,3,3,1,3,1,0.2,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6902137174010597,0.4137681506627769,0.6334334599640722,0.7237436904990096,0.392055619243736,0.4404873186455373
