artifact_path,config_path,status,rows,seeds_completed,taus_completed,expected_seeds,expected_taus,araf_dropout,araf_latent_dim,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,embedding_type,epochs,j_percentage,kind,knn_k,knn_k_grid,lambda_tau,model_type,n_samples,no_tau,pre_revision,seeds,train_retention,user_count,mean_auc,mean_rmse,min_auc,max_auc,min_rmse,max_rmse
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p5_27e61087bc35.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p5_27e61087bc35.csv.config.json,complete,1,1,1,1,1,0.5,10,raw,full,transfer,false,local,raw,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,42,1.0,,0.6993676458816938,0.4009343247202419,0.6993676458816938,0.6993676458816938,0.4009343247202419,0.4009343247202419
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p5_b9f53c3d13ac.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-10_d-0p5_b9f53c3d13ac.csv.config.json,complete,3,3,1,3,1,0.5,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6902058912885366,0.413783334098292,0.6333819241982508,0.7237596639192384,0.3920922380234143,0.4404868450419622
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p0_a369107f90fb.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p0_a369107f90fb.csv.config.json,complete,3,3,1,3,1,0.0,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6877148918666962,0.415840341441619,0.6298296374826987,0.7216072455434157,0.3934473312519142,0.4431959010489822
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p2_4ddd9fabad98.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p2_4ddd9fabad98.csv.config.json,complete,3,3,1,3,1,0.2,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6879502408645326,0.4158022677653023,0.6301351709514975,0.72187080697719,0.3934109901120233,0.4431476339470083
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p5_458907a8020a.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-128_d-0p5_458907a8020a.csv.config.json,complete,3,3,1,3,1,0.5,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6883585368952342,0.41570006243307783,0.6306947021232736,0.7222501757076224,0.3933737364858694,0.4429870756418892
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p0_873b852dc8d3.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p0_873b852dc8d3.csv.config.json,complete,3,3,1,3,1,0.0,30,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.689703879185597,0.41429296093842166,0.6325941632064082,0.7234441888697207,0.3924944014970017,0.4413556432830596
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p2_51f694b982d9.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p2_51f694b982d9.csv.config.json,complete,3,3,1,3,1,0.2,30,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6896876270927685,0.4143014404503477,0.632553670818977,0.7234681490000638,0.3925331621374777,0.4413766766659186
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p5_84bbf6966c52.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p5_84bbf6966c52.csv.config.json,complete,1,1,1,1,1,0.5,30,raw,full,transfer,false,local,raw,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,42,1.0,,0.7214640198511166,0.3980131507490831,0.7214640198511166,0.7214640198511166,0.3980131507490831,0.3980131507490831
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p5_e9fdfada13f7.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-30_d-0p5_e9fdfada13f7.csv.config.json,complete,3,3,1,3,1,0.5,30,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6897309167665909,0.41429478860811303,0.6325279029360662,0.7236358699124656,0.3925475303153379,0.4413497854931721
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p0_057d30b4800c.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p0_057d30b4800c.csv.config.json,complete,3,3,1,3,1,0.0,64,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6887075399424557,0.4150876425661622,0.6310591336101541,0.7225017570762252,0.3928769810268888,0.4424192400959439
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p2_61298a72961c.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p2_61298a72961c.csv.config.json,complete,3,3,1,3,1,0.2,64,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6887924565186495,0.41507975036034656,0.6311622051417969,0.7226614912785125,0.3929054641576208,0.4423997214751031
model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv.config.json,complete,3,3,1,3,1,0.5,64,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.0151,bernoulli,1,false,false,"0,1,2",1.0,,0.6888865734057644,0.4150344882180672,0.6312395087905291,0.7227054181841416,0.3928983909763314,0.4423522770260889
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv.config.json,complete,3,3,1,3,1,0.0,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.675589464289735,0.30039764046504813,0.6462106487616691,0.706475417099677,0.2761057503407131,0.3137719732166369
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv.config.json,complete,3,3,1,3,1,0.2,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.675609243160951,0.30036889702231634,0.646133345112937,0.7065761171665419,0.2760963055978662,0.3137362227701554
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv.config.json,complete,3,3,1,3,1,0.5,10,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.6757280123226749,0.30030367241718675,0.6458167682657479,0.7072729616292466,0.2761199843070724,0.3136500772619616
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_c3af3872c2e6.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_c3af3872c2e6.csv.config.json,complete,1,1,1,1,1,0.5,10,raw,full,transfer,false,local,raw,50,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,42,1.0,,0.6435563915792845,0.2921437409216357,0.6435563915792845,0.6435563915792845,0.2921437409216357,0.2921437409216357
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv.config.json,complete,3,3,1,3,1,0.0,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.6704665271924632,0.30423054447442255,0.6393895220425834,0.7043969677195866,0.2795685467218545,0.3196077735504557
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv.config.json,complete,3,3,1,3,1,0.2,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.6710706082140382,0.30417224407929744,0.6397576346555938,0.704691011914832,0.2795281153205142,0.3195815585388445
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p5_82b8d50ef66f.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p5_82b8d50ef66f.csv.config.json,complete,3,3,1,3,1,0.5,128,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.6715857397960764,0.30413314512157785,0.6407441764584622,0.7051300642063626,0.2795573267280025,0.3195536160277741
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-30_d-0p0_02aa244e6bd0.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-30_d-0p0_02aa244e6bd0.csv.config.json,complete,3,3,1,3,1,0.0,30,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.672085549525197,0.30174830075786835,0.6420141649733487,0.704413079730285,0.2769037974862143,0.3158802794153795
model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-30_d-0p2_8cc92d334c7a.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-30_d-0p2_8cc92d334c7a.csv.config.json,complete,3,3,1,3,1,0.2,30,raw,full,transfer,false,local,raw,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",0.029,beta,max,false,false,"0,1,2",1.0,,0.6724929217691852,0.3016696869762219,0.6422350325411549,0.7047514319549509,0.2768821097983113,0.3158060786637948
