n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,epochs,j_percentage,kind,knn_k,knn_k_grid,no_tau,pre_revision,seeds,train_retention,artifact_path,config_path,scenario,pre_join,n_join,j_join,ret_join,auc_2pl,auc_knn,auc_mirt,auc_naive,auc_rasch,rmse_2pl,rmse_knn,rmse_mirt,rmse_naive,rmse_rasch,selected_knn_k,knn_selection_version,auc_diff_vs_knn,rmse_diff_vs_knn
1,bernoulli,1,0.0151,64,0.5,external_raw_frozen_v1,external_frozen,0,none,,32.0,8301,1057,116,8301,1218,0.4423522770260889,0.6312395087905291,13,"[1, 3, 6, 12, 18, 43, 44, 45, 49, 53, 54, 62, 63]","[0.0, 0.005839562509208918, 0.0, 0.005502230022102594, 0.0, 0.0, 0.0047433809377253056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012911648955196142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004929718095809221, 0.0, 0.00011412459571147338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00021441062563098967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024316920898854733, 0.0027172123081982136, 0.0011965685989707708, 0.0, 0.0, 0.0, 0.0033366151619702578, 0.0, 0.0009702228126116097, 0.0, 0.004375070333480835, 0.004652096424251795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001305901212617755, 0.00225941208191216]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv.config.json,,none,1,1.0,1.0,0.5630319227258003,0.6453511058102894,0.5924901345819713,0.5,0.5941448007774539,0.4769191970442565,0.4184320324404518,0.4320897833576633,0.4279554135604247,0.4732318242568233,,,-0.01411159701976028,0.02392024458563713
1,bernoulli,2,0.0151,64,0.5,external_raw_frozen_v1,external_frozen,0,none,,32.0,8304,1056,117,8304,1223,0.3928983909763314,0.7127147932426227,12,"[2, 9, 13, 15, 18, 21, 24, 31, 38, 44, 54, 62]","[0.0, 0.0, 0.001579440082423389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003702732501551509, 0.0, 0.0, 0.0, 0.0029848760459572077, 0.0, 0.0022520574275404215, 0.0, 0.0004932625452056527, 0.0011763297952711582, 0.0, 0.0, 0.004695767071098089, 0.0, 0.0, 0.0017470925813540816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004143578931689262, 0.0, 0.0, 0.0, 0.0, 0.00017164359451271594, 0.0, 0.0017650129739195108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0042856293730437756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004512300249189138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018693871097639203, 0.0]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv,model/result/default_araf_flat/araf/araf_raw_bernoulli_pre-false_n-1_k-64_d-0p5_e82fc9332dde.csv.config.json,,none,1,1.0,1.0,0.5907428442532486,0.5489080084749176,0.6030302664120969,0.5,0.6279092249317253,0.453081786627296,0.4102084535347042,0.4206273562349752,0.4086271210385246,0.4182056219267636,,,0.16380678476770505,-0.017310062558372807
54,beta,0,0.029,10,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11069,1057,116,11069,1170,0.3113151978377945,0.6740823270078589,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.1930183321237564, 0.1867184191942215, 0.19110292196273804, 0.21797122061252594, 0.2309524565935135, 0.20222999155521393, 0.3654085695743561, 0.1924072802066803, 0.1943587213754654, 0.18077968060970306]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv.config.json,,none,54,1.0,1.0,0.5492979681809469,0.7328205865439908,0.583261452942304,0.5,0.5980129065235449,0.3862375097199655,0.2868240002155127,0.3285699733633786,0.3095477243359531,0.319642389457738,50.0,2.0,-0.05873825953613199,0.024491197622281802
54,beta,2,0.029,10,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11016,1056,117,11016,1223,0.2761057503407131,0.706475417099677,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.2692570984363556, 0.21985192596912384, 0.19550791382789612, 0.19726811349391937, 0.34506839513778687, 0.19232255220413208, 0.2009216547012329, 0.23137766122817993, 0.2541520297527313, 0.25150027871131897]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv.config.json,,none,54,1.0,1.0,0.6078215755935262,0.775398570864651,0.6000998944663299,0.5,0.6282918851858117,0.3247295629958578,0.262152028486235,0.3032657635649304,0.2890003111674273,0.2887602076026676,50.0,2.0,-0.06892315376497404,0.01395372185447813
54,beta,1,0.029,10,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11021,1057,116,11021,1218,0.3137719732166369,0.6462106487616691,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.30635303258895874, 0.20622237026691437, 0.21040140092372894, 0.20741602778434753, 0.26032203435897827, 0.22766731679439545, 0.2347545623779297, 0.20979289710521698, 0.2060309201478958, 0.2478667050600052]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p0_45a6308db90c.csv.config.json,,none,54,1.0,1.0,0.5436507936507937,0.6924087816944959,0.5726948788173278,0.5,0.587187472391554,0.3880878066395641,0.2952343756662345,0.3208568297592428,0.3091468803268408,0.3209053925719987,50.0,2.0,-0.04619813293282682,0.018537597550402407
54,beta,0,0.029,10,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11069,1057,116,11069,1170,0.3112741626989274,0.6741182672033736,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.16331040859222412, 0.1591794490814209, 0.16682174801826477, 0.1861412674188614, 0.20131196081638336, 0.16889217495918274, 0.3363712728023529, 0.16397051513195038, 0.1741660088300705, 0.15187613666057587]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv.config.json,,none,54,1.0,1.0,0.5492979681809469,0.7328205865439908,0.583261452942304,0.5,0.5980129065235449,0.3862375097199655,0.2868240002155127,0.3285699733633786,0.3095477243359531,0.319642389457738,50.0,2.0,-0.058702319340617204,0.024450162483414695
54,beta,1,0.029,10,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11021,1057,116,11021,1218,0.3137362227701554,0.646133345112937,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.267318457365036, 0.1743897646665573, 0.18624962866306305, 0.18422330915927887, 0.2167281210422516, 0.18802230060100555, 0.19133704900741577, 0.1822536289691925, 0.1796831637620926, 0.2094821184873581]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv.config.json,,none,54,1.0,1.0,0.5436507936507937,0.6924087816944959,0.5726948788173278,0.5,0.587187472391554,0.3880878066395641,0.2952343756662345,0.3208568297592428,0.3091468803268408,0.3209053925719987,50.0,2.0,-0.04627543658155897,0.018501847103920888
54,beta,2,0.029,10,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11016,1056,117,11016,1223,0.2760963055978662,0.7065761171665419,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.2162601351737976, 0.18448179960250854, 0.16719330847263336, 0.17999863624572754, 0.3331478238105774, 0.16162848472595215, 0.16670453548431396, 0.2092503309249878, 0.21345415711402893, 0.2116076797246933]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p2_05c0c93fd423.csv.config.json,,none,54,1.0,1.0,0.6078215755935262,0.775398570864651,0.6000998944663299,0.5,0.6282918851858117,0.3247295629958578,0.262152028486235,0.3032657635649304,0.2890003111674273,0.2887602076026676,50.0,2.0,-0.06882245369810913,0.01394427711163121
54,beta,0,0.029,10,0.5,external_raw_frozen_v1,external_frozen,0,none,,32.0,11069,1057,116,11069,1170,0.3111409556825262,0.6740943070730304,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.10490452498197556, 0.11114352941513062, 0.11529827117919922, 0.12280210107564926, 0.13708347082138062, 0.10415267199277878, 0.14358842372894287, 0.11089201271533966, 0.10451848804950714, 0.10256368666887283]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv.config.json,,none,54,1.0,1.0,0.5492979681809469,0.7328205865439908,0.583261452942304,0.5,0.5980129065235449,0.3862375097199655,0.2868240002155127,0.3285699733633786,0.3095477243359531,0.319642389457738,50.0,2.0,-0.05872627947096043,0.024316955467013512
54,beta,2,0.029,10,0.5,external_raw_frozen_v1,external_frozen,0,none,,32.0,11016,1056,117,11016,1223,0.2761199843070724,0.7072729616292466,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.1447409838438034, 0.1468205451965332, 0.12217654287815094, 0.1285686194896698, 0.17787234485149384, 0.10547865927219391, 0.12966620922088623, 0.12024223804473877, 0.13904650509357452, 0.133423313498497]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv.config.json,,none,54,1.0,1.0,0.6078215755935262,0.775398570864651,0.6000998944663299,0.5,0.6282918851858117,0.3247295629958578,0.262152028486235,0.3032657635649304,0.2890003111674273,0.2887602076026676,50.0,2.0,-0.06812560923540445,0.01396795582083743
54,beta,1,0.029,10,0.5,external_raw_frozen_v1,external_frozen,0,none,,32.0,11021,1057,116,11021,1218,0.3136500772619616,0.6458167682657479,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0.20355775952339172, 0.11723291873931885, 0.11523222178220749, 0.12784764170646667, 0.1392289698123932, 0.12954162061214447, 0.13127879798412323, 0.1268165111541748, 0.11626600474119186, 0.13342373073101044]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-10_d-0p5_92bd5ba5a99d.csv.config.json,,none,54,1.0,1.0,0.5436507936507937,0.6924087816944959,0.5726948788173278,0.5,0.587187472391554,0.3880878066395641,0.2952343756662345,0.3208568297592428,0.3091468803268408,0.3209053925719987,50.0,2.0,-0.04659201342874808,0.018415701595727085
54,beta,1,0.029,128,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11021,1057,116,11021,1218,0.3196077735504557,0.6393895220425834,15,"[3, 12, 26, 51, 56, 58, 59, 70, 74, 78, 84, 99, 103, 122, 127]","[0.0, 0.0, 0.0, 0.0773591622710228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018627336248755455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08415613323450089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04921671375632286, 0.0, 0.0, 0.0, 0.0, 0.06629002094268799, 0.0, 0.11287108808755875, 0.07472281903028488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0447385236620903, 0.0, 0.0, 0.0, 0.11677581816911697, 0.0, 0.0, 0.0, 0.07135794311761856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.087443046271801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011433838866651058, 0.0, 0.0, 0.0, 0.05328603461384773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09001418948173523, 0.0, 0.0, 0.0, 0.0, 0.019016897305846214]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv.config.json,,none,54,1.0,1.0,0.5436507936507937,0.6924087816944959,0.5726948788173278,0.5,0.587187472391554,0.3880878066395641,0.2952343756662345,0.3208568297592428,0.3091468803268408,0.3209053925719987,50.0,2.0,-0.053019259651912565,0.024373397884221215
54,beta,2,0.029,128,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11016,1056,117,11016,1223,0.2795685467218545,0.7043969677195866,16,"[5, 6, 9, 17, 20, 30, 37, 41, 50, 51, 53, 56, 57, 62, 111, 123]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.04679333418607712, 0.07344328612089157, 0.0, 0.0, 0.030592475086450577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09544707834720612, 0.0, 0.0, 0.09231700748205185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04694265499711037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04383223503828049, 0.0, 0.0, 0.0, 0.024491632357239723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11178459972143173, 0.026923462748527527, 0.0, 0.009281483478844166, 0.0, 0.0, 0.11436714231967926, 0.03179322928190231, 0.0, 0.0, 0.0, 0.0, 0.1222047358751297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07528557628393173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07751559466123581, 0.0, 0.0, 0.0, 0.0]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv.config.json,,none,54,1.0,1.0,0.6078215755935262,0.775398570864651,0.6000998944663299,0.5,0.6282918851858117,0.3247295629958578,0.262152028486235,0.3032657635649304,0.2890003111674273,0.2887602076026676,50.0,2.0,-0.07100160314506443,0.017416518235619516
54,beta,0,0.029,128,0.0,external_raw_frozen_v1,external_frozen,0,none,,32.0,11069,1057,116,11069,1170,0.3135153131509575,0.6676130918152194,14,"[5, 20, 44, 52, 71, 72, 84, 91, 100, 105, 112, 118, 124, 127]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.10693400353193283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007349599152803421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08427900820970535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012818983756005764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03479926288127899, 0.0646071806550026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05857625976204872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024042053148150444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028916960582137108, 0.0, 0.0, 0.0, 0.0, 0.008460381999611855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043455157428979874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025933148339390755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03760324791073799, 0.0, 0.0, 0.01867208257317543]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p0_229c1039f80f.csv.config.json,,none,54,1.0,1.0,0.5492979681809469,0.7328205865439908,0.583261452942304,0.5,0.5980129065235449,0.3862375097199655,0.2868240002155127,0.3285699733633786,0.3095477243359531,0.319642389457738,50.0,2.0,-0.06520749472877141,0.0266913129354448
54,beta,0,0.029,128,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11069,1057,116,11069,1170,0.3134070583785336,0.6687631780716887,8,"[5, 52, 69, 71, 100, 118, 124, 127]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.017022041603922844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021219240501523018, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02595701813697815, 0.0, 0.03933180868625641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017756013199687004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025755295529961586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030082667246460915, 0.0, 0.0, 0.04470982030034065]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv.config.json,,none,54,1.0,1.0,0.5492979681809469,0.7328205865439908,0.583261452942304,0.5,0.5980129065235449,0.3862375097199655,0.2868240002155127,0.3285699733633786,0.3095477243359531,0.319642389457738,50.0,2.0,-0.06405740847230212,0.026583058163020923
54,beta,2,0.029,128,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11016,1056,117,11016,1223,0.2795281153205142,0.704691011914832,11,"[5, 17, 20, 30, 37, 44, 51, 56, 62, 111, 123]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.012938913889229298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08497089147567749, 0.0, 0.0, 0.07012475281953812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04269913583993912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015424936078488827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019601691514253616, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02050449140369892, 0.0, 0.0, 0.0, 0.0, 0.090937040746212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09555668383836746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08642984926700592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.051808830350637436, 0.0, 0.0, 0.0, 0.0]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv.config.json,,none,54,1.0,1.0,0.6078215755935262,0.775398570864651,0.6000998944663299,0.5,0.6282918851858117,0.3247295629958578,0.262152028486235,0.3032657635649304,0.2890003111674273,0.2887602076026676,50.0,2.0,-0.07070755894981906,0.017376086834279214
54,beta,1,0.029,128,0.2,external_raw_frozen_v1,external_frozen,0,none,,32.0,11021,1057,116,11021,1218,0.3195815585388445,0.6397576346555938,9,"[3, 26, 51, 58, 59, 70, 78, 84, 103]","[0.0, 0.0, 0.0, 0.05148925632238388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0551028810441494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007866830565035343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00794087816029787, 0.08424963802099228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026498807594180107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06217784434556961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09038148820400238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010040059685707092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",raw,35,raw,full,transfer,False,local,1000,1.0,default_response_matrix_araf,10,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv,model/result/default_araf_flat/araf/araf_raw_beta_pre-false_n-max_k-128_d-0p2_7d45aa62a7f3.csv.config.json,,none,54,1.0,1.0,0.5436507936507937,0.6924087816944959,0.5726948788173278,0.5,0.587187472391554,0.3880878066395641,0.2952343756662345,0.3208568297592428,0.3091468803268408,0.3209053925719987,50.0,2.0,-0.05265114703890217,0.024347182872610007
