n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,epochs,j_percentage,kind,knn_k,knn_k_grid,no_tau,pre_revision,seeds,train_retention,artifact_path,config_path,scenario
1,beta,9,0.0155,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2196,97,10,2196,220,0.5472423681944252,0.539355992844365,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.920356273651123, 7.912973880767822, 7.903134346008301, 7.956965446472168, 7.928258895874023, 7.934960842132568, 7.957380771636963, 7.928703308105469, 7.931476593017578, 7.967385768890381]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,43,0.036,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2342,97,10,2342,286,0.4355151246134741,0.6555649478726401,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.5450005531311035, 7.651622295379639, 7.778263568878174, 7.597853183746338, 7.730774879455566, 7.842127799987793, 7.645829200744629, 7.3670125007629395, 7.755771160125732, 7.633637428283691]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,21,0.038,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2248,97,10,2248,220,0.4779080016934018,0.4644728661515233,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.095422744750977, 8.079477310180664, 7.849689483642578, 7.8217644691467285, 7.832150459289551, 7.833938121795654, 7.771008014678955, 7.797341346740723, 8.035377502441406, 8.041513442993164]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,3,0.0151,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2516,97,10,2516,220,0.5126554055804292,0.5823504273504274,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.9825944900512695, 7.976485729217529, 7.9783735275268555, 8.04703140258789, 8.00737190246582, 8.022937774658203, 7.969514846801758, 8.021822929382324, 7.99491024017334, 7.999785900115967]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,43,0.0159,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2342,97,10,2342,286,0.4341955562133533,0.6561284868977176,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.033829689025879, 8.24222183227539, 8.322830200195312, 8.198844909667969, 8.293560028076172, 8.364097595214844, 8.240315437316895, 7.966873645782471, 8.295210838317871, 8.1867036819458]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,7,0.028,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,220,0.5630053793038674,0.5296280991735538,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.256181716918945, 7.31005859375, 7.317241668701172, 7.25189208984375, 7.238504409790039, 7.405190944671631, 7.238086700439453, 7.242064952850342, 7.283491611480713, 7.306763172149658]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,19,0.03,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,206,0.5301610500884029,0.5820552947313511,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.841225624084473, 7.8766584396362305, 7.766327857971191, 7.827448844909668, 7.817019939422607, 7.78084659576416, 7.7900261878967285, 7.800100803375244, 7.7742085456848145, 7.8324198722839355]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,0,0.04,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2078,97,10,2078,286,0.4633378713143137,0.4301378446115288,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.167935848236084, 7.160284519195557, 6.964534759521484, 7.1913957595825195, 7.00231409072876, 7.020420551300049, 7.141718864440918, 7.150319576263428, 7.025183200836182, 7.009775161743164]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,29,0.026,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2474,97,10,2474,220,0.4837162706903171,0.5425531914893617,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.099414825439453, 8.083854675292969, 8.061952590942383, 8.197009086608887, 8.185394287109375, 8.20285701751709, 8.18856143951416, 8.030628204345703, 8.20496654510498, 8.120116233825684]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,47,0.0151,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2234,97,10,2234,220,0.5321381941762034,0.6759573236291456,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.303709983825684, 8.278834342956543, 8.1827392578125, 8.228333473205566, 8.224207878112793, 8.199110984802246, 8.300056457519531, 8.272442817687988, 8.283822059631348, 8.283623695373535]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,29,0.012,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2474,97,10,2474,220,0.4824865351908116,0.5407801418439717,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.521953582763672, 8.472816467285156, 8.454739570617676, 8.617070198059082, 8.605706214904785, 8.622550964355469, 8.608050346374512, 8.424836158752441, 8.624903678894043, 8.544099807739258]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,45,0.008,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2488,97,10,2488,192,0.4870109972691245,0.5233788605881629,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.973231792449951, 7.949155330657959, 7.976010322570801, 7.9392924308776855, 7.953787803649902, 7.991824626922607, 7.944724082946777, 7.950247764587402, 7.941122531890869, 8.004206657409668]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,1,0.012,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2248,97,10,2248,220,0.4204229869058705,0.549223073648361,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.504762649536133, 8.448254585266113, 8.435544967651367, 8.440555572509766, 8.409768104553223, 8.428916931152344, 8.466623306274414, 8.334195137023926, 8.560522079467773, 8.344197273254395]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,17,0.008,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2290,97,10,2290,192,0.5465462650267423,0.659376022690084,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.242774486541748, 7.298954963684082, 7.229098320007324, 7.241115093231201, 7.3066582679748535, 7.315495014190674, 7.323269844055176, 7.237575531005859, 7.227655410766602, 7.308464527130127]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,5,0.034,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2238,97,10,2238,220,0.5234731690509092,0.5491490982981966,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.257108688354492, 7.23464822769165, 7.18670129776001, 7.388177871704102, 7.2314229011535645, 7.230515480041504, 7.203655242919922, 7.183457374572754, 7.207615375518799, 7.167990207672119]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,23,0.016,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2450,97,10,2450,286,0.4769627656829283,0.5732728353049209,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.940553188323975, 8.115300178527832, 7.8623456954956055, 7.866022109985352, 8.193093299865723, 7.866124153137207, 7.858768463134766, 7.895514488220215, 7.849621295928955, 8.27753734588623]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,31,0.036,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,206,0.5082539620214556,0.3981735159817351,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[6.300821781158447, 6.299825668334961, 6.366164207458496, 6.342488765716553, 6.318100452423096, 6.324921607971191, 6.287307262420654, 6.283839225769043, 6.306232452392578, 6.323966979980469]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,49,0.014,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2356,97,10,2356,220,0.429831047355743,0.5035055160325806,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.8983683586120605, 7.885942459106445, 7.857734680175781, 7.918711185455322, 7.913156509399414, 8.046669960021973, 7.897217750549316, 7.89265251159668, 7.8921732902526855, 7.901116371154785]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,28,0.032,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2182,97,10,2182,220,0.5078842992642445,0.4024918743228602,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.075346946716309, 8.07461929321289, 8.007936477661133, 7.984065055847168, 7.939488887786865, 8.305435180664062, 7.995070457458496, 8.171263694763184, 7.998193740844727, 8.34628677368164]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,25,0.0155,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2158,97,10,2158,220,0.413837029590121,0.7603996912256624,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.809366226196289, 7.806280612945557, 7.801355361938477, 8.04069709777832, 7.80958366394043, 7.8899407386779785, 7.812763214111328, 8.024621963500977, 7.812812805175781, 7.969309329986572]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,15,0.018,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2224,97,10,2224,286,0.4257768053295285,0.5725482178150344,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.113340377807617, 8.174497604370117, 8.147701263427734, 8.147075653076172, 8.165094375610352, 8.125880241394043, 8.113232612609863, 8.216448783874512, 8.13573932647705, 8.133543014526367]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,28,0.04,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2182,97,10,2182,220,0.5080519185174445,0.4022210184182014,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.8503875732421875, 7.846695423126221, 7.777506351470947, 7.776756763458252, 7.722355365753174, 8.079143524169922, 7.761623859405518, 7.962545871734619, 7.774387836456299, 8.13043212890625]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,7,0.03,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,220,0.56317469082313,0.5283884297520662,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.199007987976074, 7.252378463745117, 7.259430408477783, 7.193691253662109, 7.179548263549805, 7.347858905792236, 7.1789937019348145, 7.183228969573975, 7.225386619567871, 7.2487945556640625]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,23,0.01,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2450,97,10,2450,286,0.4766954017805501,0.5726786582401555,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.1119966506958, 8.287904739379883, 8.037131309509277, 8.040924072265625, 8.363052368164062, 8.040786743164062, 8.033576011657715, 8.06978702545166, 8.024402618408203, 8.448558807373047]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,19,0.034,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2172,97,10,2172,206,0.530363352758943,0.5823682837767344,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.720613479614258, 7.768741607666016, 7.645033836364746, 7.708312034606934, 7.715805530548096, 7.659668922424316, 7.667893886566162, 7.6894145011901855, 7.652400493621826, 7.723978519439697]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,47,0.024,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2234,97,10,2234,220,0.5331025081062458,0.6693408320238193,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.05189323425293, 8.024888038635254, 7.927384853363037, 7.978183269500732, 7.97076416015625, 7.93941593170166, 8.046701431274414, 8.01913833618164, 8.030691146850586, 8.030538558959961]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,5,0.024,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2238,97,10,2238,220,0.5227833546268846,0.5491490982981966,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[7.545215129852295, 7.533071517944336, 7.488379001617432, 7.697408676147461, 7.531169891357422, 7.525844573974609, 7.500349044799805, 7.482591152191162, 7.506552219390869, 7.466440677642822]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
1,beta,27,0.015,10,0.0,train_items_only_refit_v1,train_items_only,97,transport_binary_strength,1.0,32.0,2342,97,10,2342,272,0.4131280322980762,0.6140978866937425,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[8.187112808227539, 8.232657432556152, 8.236390113830566, 8.237920761108398, 8.20405101776123, 8.220108985900879, 8.17647933959961, 8.161733627319336, 8.153509140014648, 8.234264373779297]",sae,286,raw,full,transfer,false,local,1000,0.1,default_response_matrix_araf,10,"5,10,20,50",false,32,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",1.0,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv,model/result/default_araf_flat/araf/araf_sae_beta_pre-32_n-max_k-10_d-0p0_b0db63d6ff5d.csv.config.json,Pre-32
