study,study_group,embedding_type,model_type,pre_join,n_join,j_join,ret_join,araf_latent_dim,araf_dropout,lambda_tau,artifact_path,seeds,mean_auc,mean_rmse,mean_knn_auc,mean_knn_rmse,mean_auc_diff_vs_knn,mean_rmse_diff_vs_knn,auc_wins_vs_knn,rmse_wins_vs_knn,missing_baseline_rows
sample_size,items,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/items/amortized_irt_raw_beta_u32_n_max.csv,3,0.6840267013747501,0.28790607503873056,0.7311618800962184,0.27105790516677164,-0.04713517872146833,0.016848169871958908,0,0,0
sample_size,items,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/items/amortized_irt_sae_bernoulli_u32_n_max_bsae_k10.csv,3,0.6837671520588297,0.4047615667776743,0.7326131351213966,0.3930645263579393,-0.04884598306256693,0.011697040419734886,0,0,0
sample_size,items,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/items/amortized_irt_sae_beta_u32_n_max_bsae_k10.csv,3,0.6697153731396179,0.288068970490762,0.7311618800962184,0.27105790516677164,-0.06144650695660051,0.0170110653239904,0,0,0
sample_size,users_16,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.0155,model/result/sample_size_study/users_16/amortized_irt_pca_bernoulli_u16_n_max_bpca_k10.csv,3,0.6851301757665316,0.4127807851793452,0.7301966965752298,0.40130441916465937,-0.045066520808698184,0.011476366014685805,0,0,0
sample_size,users_16,pca,beta,none,54,1.0,1.0,30,0.5,0.054,model/result/sample_size_study/users_16/amortized_irt_pca_beta_u16_n_max_bpca_k10.csv,3,0.6760995750062838,0.29914973056147764,0.727515200276288,0.2828729574121918,-0.05141562527000424,0.016276773149285828,0,0,0
sample_size,users_16,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.0151,model/result/sample_size_study/users_16/amortized_irt_raw_bernoulli_u16_n_max.csv,3,0.6868548268753035,0.4235897822113229,0.7301966965752298,0.40130441916465937,-0.043341869699926226,0.02228536304666351,0,0,0
sample_size,users_16,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/users_16/amortized_irt_raw_beta_u16_n_max.csv,3,0.6777041800770308,0.302523270899667,0.727515200276288,0.2828729574121918,-0.049811020199257316,0.0196503134874752,0,0,0
sample_size,users_16,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/users_16/amortized_irt_sae_bernoulli_u16_n_max_bsae_k10.csv,3,0.6609197817500659,0.41641796875313913,0.7301966965752298,0.40130441916465937,-0.0692769148251637,0.015113549588479769,0,0,0
sample_size,users_16,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/users_16/amortized_irt_sae_beta_u16_n_max_bsae_k10.csv,3,0.6501058714843051,0.303444798774894,0.727515200276288,0.2828729574121918,-0.07740932879198292,0.02057184136270217,0,0,0
sample_size,users_32,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.0155,model/result/sample_size_study/users_32/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.6995670409414384,0.4008820580367529,0.7326131351213966,0.3930645263579393,-0.033046094179958296,0.007817531678813586,0,0,0
sample_size,users_32,pca,beta,none,54,1.0,1.0,30,0.5,0.054,model/result/sample_size_study/users_32/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.6788300891531148,0.2833943328861171,0.7311618800962184,0.27105790516677164,-0.052331790943103584,0.012336427719345408,0,0,0
sample_size,users_32,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.0151,model/result/sample_size_study/users_32/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.7145374317844739,0.4070989838629673,0.7326131351213966,0.3930645263579393,-0.018075703336922655,0.014034457505027909,0,0,0
sample_size,users_32,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/users_32/amortized_irt_raw_beta_u32_n_max.csv,3,0.6840267013747501,0.28790607503873056,0.7311618800962184,0.27105790516677164,-0.04713517872146833,0.016848169871958908,0,0,0
sample_size,users_32,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/users_32/amortized_irt_sae_bernoulli_u32_n_max_bsae_k10.csv,3,0.6837671520588297,0.4047615667776743,0.7326131351213966,0.3930645263579393,-0.04884598306256693,0.011697040419734886,0,0,0
sample_size,users_32,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/users_32/amortized_irt_sae_beta_u32_n_max_bsae_k10.csv,3,0.6697153731396179,0.288068970490762,0.7311618800962184,0.27105790516677164,-0.06144650695660051,0.0170110653239904,0,0,0
sample_size,users_4,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.0155,model/result/sample_size_study/users_4/amortized_irt_pca_bernoulli_u4_n_max_bpca_k10.csv,3,0.6502607522274869,0.3760628551595588,0.6788542588192428,0.36228277774860684,-0.02859350659175582,0.013780077410951904,1,0,0
sample_size,users_4,pca,beta,none,54,1.0,1.0,30,0.5,0.054,model/result/sample_size_study/users_4/amortized_irt_pca_beta_u4_n_max_bpca_k10.csv,3,0.5053459687541975,0.2953510517351672,0.656134092323179,0.26437715662559447,-0.1507881235689815,0.03097389510957274,1,0,0
sample_size,users_4,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.0151,model/result/sample_size_study/users_4/amortized_irt_raw_bernoulli_u4_n_max.csv,3,0.6305126269293179,0.3797956988159435,0.6788542588192428,0.36228277774860684,-0.04834163188992485,0.017512921067336668,1,1,0
sample_size,users_4,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/users_4/amortized_irt_raw_beta_u4_n_max.csv,3,0.6126801635934989,0.28399480345925476,0.656134092323179,0.26437715662559447,-0.043453928729680145,0.019617646833660306,1,0,0
sample_size,users_4,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/users_4/amortized_irt_sae_bernoulli_u4_n_max_bsae_k10.csv,3,0.6533873395676723,0.3785629873013105,0.6788542588192428,0.36228277774860684,-0.025466919251570557,0.016280209552703633,1,1,0
sample_size,users_4,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/users_4/amortized_irt_sae_beta_u4_n_max_bsae_k10.csv,3,0.7004721608515014,0.2836432201244506,0.656134092323179,0.26437715662559447,0.04433806852832237,0.019266063498856168,1,0,0
sample_size,users_8,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.0155,model/result/sample_size_study/users_8/amortized_irt_pca_bernoulli_u8_n_max_bpca_k10.csv,3,0.6264512121571083,0.4210378067291047,0.6579029058709586,0.40832380027864307,-0.03145169371385018,0.012714006450461631,0,1,0
sample_size,users_8,pca,beta,none,54,1.0,1.0,30,0.5,0.054,model/result/sample_size_study/users_8/amortized_irt_pca_beta_u8_n_max_bpca_k10.csv,3,0.5544981293513124,0.3455716892743535,0.6534664936591176,0.33070969213616647,-0.09896836430780524,0.014861997138187108,0,0,0
sample_size,users_8,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.0151,model/result/sample_size_study/users_8/amortized_irt_raw_bernoulli_u8_n_max.csv,3,0.6380309026186405,0.42015698409659824,0.6579029058709586,0.40832380027864307,-0.019872003252318044,0.011833183817955265,1,1,0
sample_size,users_8,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/users_8/amortized_irt_raw_beta_u8_n_max.csv,3,0.6201431656329471,0.3436531466392865,0.6534664936591176,0.33070969213616647,-0.033323328026170364,0.012943454503120047,0,1,0
sample_size,users_8,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/users_8/amortized_irt_sae_bernoulli_u8_n_max_bsae_k10.csv,3,0.5972175541942985,0.4123407584480881,0.6579029058709586,0.40832380027864307,-0.06068535167666015,0.004016958169445047,0,1,0
sample_size,users_8,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/users_8/amortized_irt_sae_beta_u8_n_max_bsae_k10.csv,3,0.5716508580379851,0.3339070777023741,0.6534664936591176,0.33070969213616647,-0.08181563562113243,0.0031973855662076334,0,1,0
sample_size,users_max,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.0155,model/result/sample_size_study/users_max/amortized_irt_pca_bernoulli_n_max_bpca_k10.csv,3,0.6843531221109266,0.40664324441799476,0.7361832249040866,0.39578360422551867,-0.05183010279316006,0.010859640192476113,0,0,0
sample_size,users_max,pca,beta,none,54,1.0,1.0,30,0.5,0.054,model/result/sample_size_study/users_max/amortized_irt_pca_beta_n_max_bpca_k10.csv,3,0.669684128558154,0.2964938360133103,0.7335426463677126,0.2814034681226607,-0.06385851780955872,0.015090367890649603,0,0,0
sample_size,users_max,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.0151,model/result/sample_size_study/users_max/amortized_irt_raw_bernoulli_n_max.csv,3,0.7005246947610546,0.4125709093847905,0.7361832249040866,0.39578360422551867,-0.03565853014303211,0.016787305159271904,0,0,0
sample_size,users_max,raw,beta,none,54,1.0,1.0,30,0.5,0.029,model/result/sample_size_study/users_max/amortized_irt_raw_beta_n_max.csv,3,0.673375697065798,0.30154713795632754,0.7335426463677126,0.2814034681226607,-0.06016694930191461,0.020143669833666816,0,0,0
sample_size,users_max,sae,bernoulli,none,54,1.0,1.0,30,0.5,0.0159,model/result/sample_size_study/users_max/amortized_irt_sae_bernoulli_n_max_bsae_k10.csv,3,0.6680521564987751,0.41082333294210177,0.7361832249040866,0.39578360422551867,-0.06813106840531154,0.01503972871658312,0,0,0
sample_size,users_max,sae,beta,none,54,1.0,1.0,30,0.5,0.0535,model/result/sample_size_study/users_max/amortized_irt_sae_beta_n_max_bsae_k10.csv,3,0.6577210404962043,0.3028441208373598,0.7335426463677126,0.2814034681226607,-0.07582160587150825,0.021440652714699065,0,0,0
support_thinning,retain_0.050,pca,bernoulli,none,54,1.0,0.05,30,0.5,0.014,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.689627961025192,0.4030008160462802,0.6023836399398815,0.4689485039633044,0.0872443210853104,-0.06594768791702425,3,3,0
support_thinning,retain_0.050,pca,beta,max,1,1.0,0.05,30,0.5,0.17,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_beta_pre_max_n_max.csv,3,0.7044348222302731,0.4428149359265226,0.6120109413796441,0.5007934104357584,0.0924238808506291,-0.05797847450923582,3,3,0
support_thinning,retain_0.050,pca,beta,none,54,1.0,0.05,30,0.5,0.09,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.6696073375597424,0.2894514236057831,0.6068101342107182,0.3235391287464882,0.06279720334902432,-0.03408770514070512,3,3,0
support_thinning,retain_0.050,raw,bernoulli,none,54,1.0,0.05,30,0.5,0.002,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.6813272798498589,0.41291346936462264,0.6023836399398815,0.4689485039633044,0.0789436399099774,-0.05603503459868179,3,3,0
support_thinning,retain_0.050,raw,beta,max,1,1.0,0.05,30,0.5,0.052,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_raw_beta_pre_max_n_max.csv,3,0.6991144641136144,0.4553454502039547,0.6106775105938694,0.5014425919007222,0.08843695351974497,-0.04609714169676741,3,3,0
support_thinning,retain_0.050,raw,beta,none,54,1.0,0.05,30,0.5,0.015,model/result/support_thinning_study/retain_0.050/araf_sweeps/amortized_irt_raw_beta_u32_n_max.csv,3,0.6688290328198779,0.2914419816676475,0.6068101342107182,0.3235391287464882,0.06201889860915977,-0.03209714707884067,3,3,0
support_thinning,retain_0.100,pca,bernoulli,none,54,1.0,0.1,30,0.5,0.005,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.6703209228075037,0.40535674471769895,0.5951111648790646,0.4713851760236371,0.07520975792843913,-0.06602843130593816,3,3,0
support_thinning,retain_0.100,pca,beta,max,1,1.0,0.1,30,0.5,0.135,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_pca_beta_pre_max_n_max.csv,3,0.7172580764386104,0.4288188697297981,0.6161452472318949,0.5050024551310152,0.1011128292067155,-0.0761835854012171,3,3,0
support_thinning,retain_0.100,pca,beta,none,54,1.0,0.1,30,0.5,0.004,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.6653178758307369,0.2876783319252076,0.6069111417824348,0.321458428416798,0.0584067340483021,-0.03378009649159037,3,2,0
support_thinning,retain_0.100,raw,bernoulli,none,54,1.0,0.1,30,0.5,0.005,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.6961534624932678,0.4043250070472096,0.5951111648790646,0.4713851760236371,0.10104229761420329,-0.06706016897642751,3,3,0
support_thinning,retain_0.100,raw,beta,max,1,1.0,0.1,30,0.5,0.002,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_raw_beta_pre_max_n_max.csv,3,0.7130543891781805,0.4438908200876399,0.61436565878676,0.5086729114765537,0.09868873039142056,-0.06478209138891383,3,3,0
support_thinning,retain_0.100,raw,beta,none,54,1.0,0.1,30,0.5,0.004,model/result/support_thinning_study/retain_0.100/araf_sweeps/amortized_irt_raw_beta_u32_n_max.csv,3,0.6720472537121033,0.2925293969398473,0.6069111417824348,0.321458428416798,0.06513611192966846,-0.028929031476950667,2,2,0
support_thinning,retain_0.250,pca,bernoulli,none,54,1.0,0.25,30,0.5,0.002,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.693587009215037,0.40038045288103885,0.6932884981352426,0.40439862602554516,0.0002985110797943576,-0.004018173144506291,1,2,0
support_thinning,retain_0.250,pca,beta,max,1,1.0,0.25,30,0.5,0.078,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_pca_beta_pre_max_n_max.csv,3,0.7351147418847229,0.42650189166722835,0.643062893806141,0.485346816950141,0.09205184807858195,-0.05884492528291263,3,3,0
support_thinning,retain_0.250,pca,beta,none,54,1.0,0.25,30,0.5,0.006,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.6907495091930979,0.280117968282521,0.697569326882202,0.27874752492058635,-0.006819817689104076,0.0013704433619346756,1,1,0
support_thinning,retain_0.250,raw,bernoulli,none,54,1.0,0.25,30,0.5,0.004,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.7138957952709338,0.40576366694756366,0.6932884981352426,0.40439862602554516,0.020607297135691205,0.0013650409220185011,2,2,0
support_thinning,retain_0.250,raw,beta,max,1,1.0,0.25,30,0.5,0.002,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_raw_beta_pre_max_n_max.csv,3,0.732458044677923,0.4371723472962434,0.6356290460962385,0.48939812254161214,0.09682899858168459,-0.05222577524536881,3,3,0
support_thinning,retain_0.250,raw,beta,none,54,1.0,0.25,30,0.5,0.025,model/result/support_thinning_study/retain_0.250/araf_sweeps/amortized_irt_raw_beta_u32_n_max.csv,3,0.6911512394053031,0.2892360804420499,0.697569326882202,0.27874752492058635,-0.006418087476898908,0.010488555521463558,1,1,0
support_thinning,retain_0.500,pca,bernoulli,none,54,1.0,0.5,30,0.5,0.002,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.708857006244418,0.39917198643723734,0.714383440967369,0.39696270421865476,-0.00552643472295089,0.002209282218582483,0,1,0
support_thinning,retain_0.500,pca,beta,max,1,1.0,0.5,30,0.5,0.095,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_pca_beta_pre_max_n_max.csv,3,0.7263701339367038,0.4301707699972835,0.6818734840195385,0.4413738516091111,0.0444966499171654,-0.011203081611827592,3,3,0
support_thinning,retain_0.500,pca,beta,none,54,1.0,0.5,30,0.5,0.006,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.6990879204391779,0.280602441626908,0.7035335890165296,0.27670618140778136,-0.004445668577351698,0.0038962602191266273,1,1,0
support_thinning,retain_0.500,raw,bernoulli,none,54,1.0,0.5,30,0.5,0.004,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.7103024363333547,0.40630741888413363,0.714383440967369,0.39696270421865476,-0.004081004634014322,0.00934471466547887,2,1,0
support_thinning,retain_0.500,raw,beta,max,1,1.0,0.5,30,0.5,0.002,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_raw_beta_pre_max_n_max.csv,3,0.7331151101428856,0.43788587698624215,0.6749841911072072,0.4468698244408162,0.05813091903567832,-0.008983947454574018,3,3,0
support_thinning,retain_0.500,raw,beta,none,54,1.0,0.5,30,0.5,75.0,model/result/support_thinning_study/retain_0.500/araf_sweeps/amortized_irt_raw_beta_u32_n_max.csv,3,0.6861294229159776,0.29017868912214545,0.7035335890165296,0.27670618140778136,-0.017404166100551993,0.013472507714364118,1,1,0
support_thinning,retain_1.000,pca,bernoulli,none,54,1.0,1.0,30,0.5,0.002,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_pca_bernoulli_u32_n_max_bpca_k10.csv,3,0.715795353258423,0.3972275064638518,0.7326131351213966,0.3930645263579393,-0.01681778186297363,0.004162980105912484,0,0,0
support_thinning,retain_1.000,pca,beta,max,1,1.0,1.0,30,0.5,0.098,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_pca_beta_pre_max_n_max.csv,3,0.73085957583656,0.42858413500257936,0.7133753555422718,0.4146594907473189,0.017484220294288238,0.013924644255260502,3,0,0
support_thinning,retain_1.000,pca,beta,none,54,1.0,1.0,30,0.5,0.006,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_pca_beta_u32_n_max_bpca_k10.csv,3,0.7050038535656235,0.2789054567550973,0.7311618800962184,0.27105790516677164,-0.02615802653059507,0.007847551588325683,0,0,0
support_thinning,retain_1.000,raw,bernoulli,none,54,1.0,1.0,30,0.5,0.004,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_raw_bernoulli_u32_n_max.csv,3,0.7185667300873687,0.40612303896951213,0.7326131351213966,0.3930645263579393,-0.014046405034027987,0.013058512611572815,0,0,0
support_thinning,retain_1.000,raw,beta,max,1,1.0,1.0,30,0.5,0.002,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_raw_beta_pre_max_n_max.csv,3,0.7360259296123167,0.43705905918456106,0.7052387811040847,0.41905108953710907,0.030787148508232092,0.018007969647451955,3,0,0
support_thinning,retain_1.000,raw,beta,none,54,1.0,1.0,30,0.5,0.092,model/result/support_thinning_study/retain_1.000/araf_sweeps/amortized_irt_raw_beta_u32_n_max.csv,3,0.6881183062503918,0.2873865704965025,0.7311618800962184,0.27105790516677164,-0.04304357384582658,0.016328665329730846,0,0,0
