train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.6278652009353503,0.8048970624712094,0.4946187186587734,0.7993558776167472,660,1,3105,28221,50,50,lsat_qa,183,454
0.6279677833370249,0.8048970624712094,0.4944389330305002,0.7993558776167472,630,2,3105,28221,50,40,lsat_qa,183,454
0.627859120647444,0.8048616278657738,0.4930310434162891,0.7993558776167472,660,1,3105,28221,50,80,lsat_qa,183,454
0.6282225565826084,0.8048616278657738,0.49290299465946147,0.7993558776167472,670,1,3105,28221,50,75,lsat_qa,183,454
0.6278909353646631,0.8048616278657738,0.4920609770766857,0.7993558776167472,660,1,3105,28221,50,100,lsat_qa,183,454
0.628186454124607,0.8048970624712094,0.49120537856515545,0.7993558776167472,530,2,3105,28221,100,50,lsat_qa,183,454
0.6293077063237709,0.8049679316820807,0.49001478381101554,0.7993558776167472,530,2,3105,28221,100,40,lsat_qa,183,454
0.6311113640461198,0.8048616278657738,0.4898055728371077,0.7993558776167472,710,1,3105,28221,100,75,lsat_qa,183,454
0.6317129692101886,0.8048616278657738,0.489080286570531,0.7993558776167472,730,1,3105,28221,100,80,lsat_qa,183,454
0.631361278650612,0.8048616278657738,0.4889541779463825,0.7993558776167472,720,1,3105,28221,100,100,lsat_qa,183,454
0.6487036969907085,0.8073066156408348,0.46558851337980167,0.7909822866344606,570,3,3105,28221,50,30,lsat_qa,183,454
0.6513127872566746,0.8074837886680132,0.4616093012547485,0.7909822866344606,530,3,3105,28221,100,30,lsat_qa,183,454
0.6550173114539848,0.8077318309060628,0.4572886257781549,0.7906602254428341,580,3,3105,28221,50,25,lsat_qa,183,454
0.6640861187546101,0.8080507423549839,0.45341030055242043,0.7906602254428341,590,4,3105,28221,50,20,lsat_qa,183,454
0.6600212646392014,0.8078381347223699,0.4499610680042373,0.7903381642512077,530,3,3105,28221,100,25,lsat_qa,183,454
0.6751615128874158,0.8081216115658553,0.4429190330896095,0.7896940418679549,600,7,3105,28221,50,15,lsat_qa,183,454
0.676290665867779,0.8081216115658553,0.4415754912092588,0.7893719806763285,530,6,3105,28221,100,20,lsat_qa,183,454
0.6913558746599949,0.8088657382800043,0.43273624672279254,0.7896940418679549,530,7,3105,28221,100,15,lsat_qa,183,454
0.745632005805138,0.8112398568441941,0.4205321654596885,0.7861513687600644,570,47,3105,28221,50,5,lsat_qa,183,454
0.7633503719794783,0.8128344140887991,0.4198974187181414,0.780354267310789,530,32,3105,28221,100,5,lsat_qa,183,454
