train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.7780209305921991,0.7045088566827697,0.7450853704111975,0.6727536231884058,1000,5,3450,31050,50,40,dyck_language_np=3,183,500
0.7780197268334301,0.7046698872785829,0.7447272798154532,0.673623188405797,1180,5,3450,31050,100,50,dyck_language_np=3,183,500
0.7807973109490212,0.7062157809983897,0.7446694744823061,0.6773913043478261,1460,5,3450,31050,100,40,dyck_language_np=3,183,500
0.7854443697911074,0.7088566827697262,0.7444748855992127,0.6782608695652174,660,8,3450,31050,50,20,dyck_language_np=3,183,500
0.780352181710657,0.706280193236715,0.7441462017863192,0.6791304347826087,730,6,3450,31050,50,30,dyck_language_np=3,183,500
0.787840277283591,0.7105958132045088,0.7440705843447025,0.6805797101449276,620,11,3450,31050,100,15,dyck_language_np=3,183,500
0.7824213766205208,0.7059581320450886,0.7440121068565191,0.6739130434782609,700,7,3450,31050,50,25,dyck_language_np=3,183,500
0.797057663648016,0.7187117552334944,0.7439576622985551,0.6802898550724638,960,30,3450,31050,100,5,dyck_language_np=3,183,500
0.7848459003645711,0.7080837359098229,0.743899688926649,0.6773913043478261,640,8,3450,31050,100,20,dyck_language_np=3,183,500
0.7702706252276557,0.6989049919484702,0.7438507896477371,0.6791304347826087,1080,3,3450,31050,100,100,dyck_language_np=3,183,500
0.7875498746314298,0.7109178743961353,0.7438240714850325,0.6802898550724638,640,11,3450,31050,50,15,dyck_language_np=3,183,500
0.7741844725280166,0.7013848631239935,0.743721399803193,0.6730434782608695,1150,4,3450,31050,100,75,dyck_language_np=3,183,500
0.7805399722295342,0.7056682769726248,0.7436901445939914,0.6718840579710145,680,7,3450,31050,100,30,dyck_language_np=3,183,500
0.772725278223519,0.7009983896940418,0.743689640477714,0.6785507246376812,1270,3,3450,31050,100,80,dyck_language_np=3,183,500
0.7827068666916361,0.706280193236715,0.7435536971215633,0.673623188405797,660,8,3450,31050,100,25,dyck_language_np=3,183,500
0.7710155381347955,0.7002898550724638,0.7435289954239686,0.6759420289855073,990,3,3450,31050,50,75,dyck_language_np=3,183,500
0.7709332965055099,0.6992592592592592,0.7434826167264438,0.6779710144927537,1130,3,3450,31050,50,100,dyck_language_np=3,183,500
0.771827537763407,0.7005797101449275,0.7434584191451263,0.6771014492753623,1130,3,3450,31050,50,80,dyck_language_np=3,183,500
0.795120855221957,0.7158132045088567,0.7431917416343584,0.68,610,36,3450,31050,50,5,dyck_language_np=3,183,500
0.7739476578955434,0.7019001610305958,0.7431786346111449,0.6660869565217391,900,4,3450,31050,50,50,dyck_language_np=3,183,500
