train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.9779571326234191,0.9280982726815361,0.970678734091255,0.933027171833142,1999,18,2613,23852,100,5,entity_data_imputation,183,395
0.9707847812944019,0.9178685225557606,0.9662354084464166,0.9284347493302717,1999,6,2613,23852,100,15,entity_data_imputation,183,395
0.9700815173455404,0.9164430655710213,0.965705019377349,0.926903941829315,1999,6,2613,23852,50,15,entity_data_imputation,183,395
0.9684377624099006,0.9130471239309073,0.9650388132398225,0.9261385380788366,1999,6,2613,23852,100,20,entity_data_imputation,183,395
0.9680940438801363,0.9127536474928727,0.964888946129799,0.9261385380788366,1999,6,2613,23852,50,20,entity_data_imputation,183,395
0.9733066414674916,0.9189585778970317,0.9647882541652519,0.9257558362035974,1999,20,2613,23852,50,5,entity_data_imputation,183,395
0.9656438580572431,0.9075968472245514,0.9621187462679577,0.9219288174512055,1999,6,2613,23852,50,25,entity_data_imputation,183,395
0.9649074493178627,0.9082676505114875,0.9604222037490194,0.9192499043245312,1999,5,2613,23852,100,25,entity_data_imputation,183,395
0.9614361621612805,0.9029012242159986,0.9576613705815546,0.9154228855721394,1999,5,2613,23852,50,30,entity_data_imputation,183,395
0.962522253477838,0.9036978031192353,0.9573089487056401,0.9161882893226176,1999,5,2613,23852,100,30,entity_data_imputation,183,395
0.9571555980981984,0.8948935099781989,0.9520835040803662,0.9077688480673556,1999,4,2613,23852,50,40,entity_data_imputation,183,395
0.9572587096273659,0.8951450612108,0.9519371494807339,0.9031764255644853,1999,4,2613,23852,100,40,entity_data_imputation,183,395
0.9537873217267396,0.8904913634076806,0.945991640225269,0.8939915805587447,1999,4,2613,23852,50,50,entity_data_imputation,183,395
0.9530031099384191,0.8894013080664095,0.9455619431207485,0.8947569843092231,1820,4,2613,23852,100,50,entity_data_imputation,183,395
0.9456173676123272,0.8816032198557773,0.9336170661171539,0.8851894374282434,1999,3,2613,23852,50,75,entity_data_imputation,183,395
0.9406628359684164,0.8780395773939292,0.9322495287381892,0.8821278224263299,1210,3,2613,23852,100,80,entity_data_imputation,183,395
0.9444236665450317,0.8806808653362401,0.9320165322155746,0.884424033677765,1999,3,2613,23852,100,100,entity_data_imputation,183,395
0.9441281641147882,0.8802616132819051,0.9319825779484598,0.884424033677765,1999,3,2613,23852,50,100,entity_data_imputation,183,395
0.9398801957871843,0.8778299513667617,0.9316453769509068,0.8828932261768083,1140,3,2613,23852,100,75,entity_data_imputation,183,395
0.9374837770606437,0.8757756163005199,0.9294898664075214,0.8817451205510907,1060,3,2613,23852,50,80,entity_data_imputation,183,395
