train_auc,train_acc,test_auc,test_acc,final_epoch,active_dims,n_test_samples,n_train_samples,K_MODEL,lambda_tau,scenario,n_models,n_items
0.966122185093024,0.8977293981221711,0.880498729303742,0.7975535854561777,1220,100,8911,80199,100,5,raft,183,1330
0.961755211119829,0.8915323133704909,0.8797900012672364,0.7953091684434968,1500,50,8911,80199,50,5,raft,183,1330
0.9558568153078059,0.8828040249878427,0.8793530525783304,0.795645830995399,1410,55,8911,80199,100,15,raft,183,1330
0.9556649697055797,0.8827915560044389,0.8793410721852764,0.7955336101447649,1740,50,8911,80199,50,15,raft,183,1330
0.9488474184475432,0.8732901906507562,0.8778231512213752,0.7918303220738413,1360,40,8911,80199,100,20,raft,183,1330
0.9473905849280347,0.8712452773725358,0.8776573622045658,0.7936258556839861,1640,41,8911,80199,50,20,raft,183,1330
0.9403040407749702,0.8629409344256163,0.8766870536464444,0.7902592301649647,1520,32,8911,80199,50,25,raft,183,1330
0.941028580210091,0.8636142595294206,0.8765740403266227,0.7901470093143306,1380,32,8911,80199,100,25,raft,183,1330
0.9346458340524583,0.8560954625369394,0.8754952885555126,0.7881270340029177,1440,29,8911,80199,50,30,raft,183,1330
0.9349464801699758,0.856631628823302,0.8749087398723077,0.7883514757041858,1320,27,8911,80199,100,30,raft,183,1330
0.9243084230861507,0.8445367149216324,0.8726994676057919,0.7854337335877006,1330,23,8911,80199,50,40,raft,183,1330
0.9250596462172587,0.8453721368096859,0.872318961027265,0.786443721243407,1460,21,8911,80199,100,40,raft,183,1330
0.9175246170114257,0.8362573099415205,0.869421332556398,0.7849848501851644,1420,19,8911,80199,50,50,raft,183,1330
0.9160913212498794,0.834449307347972,0.8691795816508714,0.7837504208281899,1370,19,8911,80199,100,50,raft,183,1330
0.9000416810718748,0.8182520979064577,0.8640082863008234,0.7810571204129727,1350,16,8911,80199,100,75,raft,183,1330
0.8998684059402098,0.8178655594209404,0.8631242417366529,0.7822915497699473,1350,15,8911,80199,50,75,raft,183,1330
0.8957983051980042,0.813576229130039,0.8627309027112559,0.7781393782964875,1430,14,8911,80199,100,80,raft,183,1330
0.8970031873063902,0.8151223830721082,0.8625950388572688,0.7808326787117046,1370,15,8911,80199,50,80,raft,183,1330
0.8873404784871488,0.8047232509133531,0.8596738368974832,0.7779149365952194,1820,12,8911,80199,100,100,raft,183,1330
0.8861056368768468,0.8032269729048991,0.8595524837781864,0.7754460778812703,1610,12,8911,80199,50,100,raft,183,1330
