seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,4,1.0,raw,4,0.5,0.4747639941874396
1,beta,1,4,1.0,raw,4,0.5,0.4654525328618989
10,beta,1,4,1.0,raw,4,0.5,0.4725988526606425
11,beta,1,4,1.0,raw,4,0.5,0.4371967797593101
12,beta,1,4,1.0,raw,4,0.5,0.4542146767458896
13,beta,1,4,1.0,raw,4,0.5,0.4526457718784339
14,beta,1,4,1.0,raw,4,0.5,0.4577473467141074
15,beta,1,4,1.0,raw,4,0.5,0.4600788621318429
16,beta,1,4,1.0,raw,4,0.5,0.4480367451514583
17,beta,1,4,1.0,raw,4,0.5,0.4677849690523101
18,beta,1,4,1.0,raw,4,0.5,0.4693827173586558
19,beta,1,4,1.0,raw,4,0.5,0.4478411573889054
2,beta,1,4,1.0,raw,4,0.5,0.456000592374626
20,beta,1,4,1.0,raw,4,0.5,0.4557729827162456
21,beta,1,4,1.0,raw,4,0.5,0.4485642018248022
22,beta,1,4,1.0,raw,4,0.5,0.4352447590969801
23,beta,1,4,1.0,raw,4,0.5,0.4553517513597091
24,beta,1,4,1.0,raw,4,0.5,0.4484353407698163
25,beta,1,4,1.0,raw,4,0.5,0.4428064705028323
26,beta,1,4,1.0,raw,4,0.5,0.4649039477951404
27,beta,1,4,1.0,raw,4,0.5,0.4674093784891456
28,beta,1,4,1.0,raw,4,0.5,0.4490117134996182
29,beta,1,4,1.0,raw,4,0.5,0.4469498264915829
3,beta,1,4,1.0,raw,4,0.5,0.4570936013751767
30,beta,1,4,1.0,raw,4,0.5,0.4530832666054773
31,beta,1,4,1.0,raw,4,0.5,0.4589467946352571
32,beta,1,4,1.0,raw,4,0.5,0.4489908884404727
33,beta,1,4,1.0,raw,4,0.5,0.4689325612919142
34,beta,1,4,1.0,raw,4,0.5,0.4594759479854772
35,beta,1,4,1.0,raw,4,0.5,0.4486692799887188
36,beta,1,4,1.0,raw,4,0.5,0.4655392996755364
37,beta,1,4,1.0,raw,4,0.5,0.4567591354310505
38,beta,1,4,1.0,raw,4,0.5,0.438557063064264
39,beta,1,4,1.0,raw,4,0.5,0.4474505912420493
4,beta,1,4,1.0,raw,4,0.5,0.4389305228627054
40,beta,1,4,1.0,raw,4,0.5,0.4451487558041336
41,beta,1,4,1.0,raw,4,0.5,0.461052039834584
42,beta,1,4,1.0,raw,4,0.5,0.4491642794548581
43,beta,1,4,1.0,raw,4,0.5,0.4421914467787092
44,beta,1,4,1.0,raw,4,0.5,0.4522111490810406
45,beta,1,4,1.0,raw,4,0.5,0.4688808894203223
46,beta,1,4,1.0,raw,4,0.5,0.432241082583215
47,beta,1,4,1.0,raw,4,0.5,0.442191531024797
48,beta,1,4,1.0,raw,4,0.5,0.4639840872179672
49,beta,1,4,1.0,raw,4,0.5,0.4544867409911318
5,beta,1,4,1.0,raw,4,0.5,0.4402590165100373
6,beta,1,4,1.0,raw,4,0.5,0.4480329536330565
7,beta,1,4,1.0,raw,4,0.5,0.4514731520066319
8,beta,1,4,1.0,raw,4,0.5,0.4606391458396703
9,beta,1,4,1.0,raw,4,0.5,0.4560328116878039
