seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,8,0.5,raw,8,0.5,0.4544252288110122
1,beta,1,8,0.5,raw,8,0.5,0.4507180941551233
10,beta,1,8,0.5,raw,8,0.5,0.4377219454600409
11,beta,1,8,0.5,raw,8,0.5,0.4691011067563811
12,beta,1,8,0.5,raw,8,0.5,0.4873544824267866
13,beta,1,8,0.5,raw,8,0.5,0.451893167961502
14,beta,1,8,0.5,raw,8,0.5,0.4555991959296391
15,beta,1,8,0.5,raw,8,0.5,0.4719238439126759
16,beta,1,8,0.5,raw,8,0.5,0.472831236549361
17,beta,1,8,0.5,raw,8,0.5,0.4710827479809567
18,beta,1,8,0.5,raw,8,0.5,0.4736945515143129
19,beta,1,8,0.5,raw,8,0.5,0.4629310236174361
2,beta,1,8,0.5,raw,8,0.5,0.4599130042626608
20,beta,1,8,0.5,raw,8,0.5,0.4464145208599983
21,beta,1,8,0.5,raw,8,0.5,0.4612080055079649
22,beta,1,8,0.5,raw,8,0.5,0.4935929048488104
23,beta,1,8,0.5,raw,8,0.5,0.4428982626457789
24,beta,1,8,0.5,raw,8,0.5,0.4602721633381978
25,beta,1,8,0.5,raw,8,0.5,0.450934739980096
26,beta,1,8,0.5,raw,8,0.5,0.4741216280430337
27,beta,1,8,0.5,raw,8,0.5,0.4516049902965446
28,beta,1,8,0.5,raw,8,0.5,0.4491506110219357
29,beta,1,8,0.5,raw,8,0.5,0.4775966305347894
3,beta,1,8,0.5,raw,8,0.5,0.4539403813935211
30,beta,1,8,0.5,raw,8,0.5,0.4604178748683122
31,beta,1,8,0.5,raw,8,0.5,0.4625916461099163
32,beta,1,8,0.5,raw,8,0.5,0.4711588793976792
33,beta,1,8,0.5,raw,8,0.5,0.4548028760213931
34,beta,1,8,0.5,raw,8,0.5,0.4500386095702795
35,beta,1,8,0.5,raw,8,0.5,0.4473275387485083
36,beta,1,8,0.5,raw,8,0.5,0.4534310096838833
37,beta,1,8,0.5,raw,8,0.5,0.4430477206498391
38,beta,1,8,0.5,raw,8,0.5,0.4473566021074031
39,beta,1,8,0.5,raw,8,0.5,0.443023419917156
4,beta,1,8,0.5,raw,8,0.5,0.4469343899562781
40,beta,1,8,0.5,raw,8,0.5,0.4579497343219811
41,beta,1,8,0.5,raw,8,0.5,0.4425863004301396
42,beta,1,8,0.5,raw,8,0.5,0.44846604352752
43,beta,1,8,0.5,raw,8,0.5,0.4480009239998297
44,beta,1,8,0.5,raw,8,0.5,0.461080076505483
45,beta,1,8,0.5,raw,8,0.5,0.4572752928644616
46,beta,1,8,0.5,raw,8,0.5,0.4566127132242443
47,beta,1,8,0.5,raw,8,0.5,0.442742224873275
48,beta,1,8,0.5,raw,8,0.5,0.4486676692084683
49,beta,1,8,0.5,raw,8,0.5,0.4654238791349452
5,beta,1,8,0.5,raw,8,0.5,0.4563838089725163
6,beta,1,8,0.5,raw,8,0.5,0.4595853239721289
7,beta,1,8,0.5,raw,8,0.5,0.4592192191075813
8,beta,1,8,0.5,raw,8,0.5,0.4553009110012027
9,beta,1,8,0.5,raw,8,0.5,0.4356306534322316
