seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt
38,beta,1,32,0.7,raw,2,0.4605326086525019,0.6097939829954219
49,beta,1,32,0.7,raw,5,0.444870964131668,0.5768248175182482
43,beta,1,32,0.7,raw,8,0.4399496367739923,0.6262371615312792
8,beta,1,32,0.7,raw,2,0.4569639172635317,0.5985302123026675
3,beta,1,32,0.7,raw,9,0.4458664243069664,0.6399527300791048
2,beta,1,32,0.7,raw,3,0.4563204136167333,0.514004789650405
6,beta,1,32,0.7,raw,3,0.4491996761087318,0.5484890524157067
17,beta,1,32,0.7,raw,8,0.4519701909145999,0.5752756058472148
26,beta,1,32,0.7,raw,3,0.4434902653340777,0.5827606155270161
11,beta,1,32,0.7,raw,2,0.4598540811677594,0.5227621873277591
34,beta,1,32,0.7,raw,3,0.4507356822288832,0.5585139318885448
7,beta,1,32,0.7,raw,3,0.4571704000585278,0.5852283452676088
9,beta,1,32,0.7,raw,3,0.4649531131609394,0.5137483568301595
30,beta,1,32,0.7,raw,2,0.4467101833540153,0.6099468288944242
39,beta,1,32,0.7,raw,9,0.4327803534402677,0.6473899342345634
46,beta,1,32,0.7,raw,2,0.4586698550188108,0.563796111665005
10,beta,1,32,0.7,raw,2,0.4390101595052778,0.5756982721248529
23,beta,1,32,0.7,raw,2,0.4565262245738776,0.5524005354623186
18,beta,1,32,0.7,raw,3,0.4582239222705194,0.5300707761175972
37,beta,1,32,0.7,raw,3,0.4471491532908616,0.5907712197304957
12,beta,1,32,0.7,raw,2,0.4423761093608639,0.6007892983445235
0,beta,1,32,0.7,raw,19,0.4527284432550046,0.559381131361842
44,beta,1,32,0.7,raw,2,0.4482415724939187,0.5757749712973594
27,beta,1,32,0.7,raw,2,0.4577544432663497,0.6725338447138324
42,beta,1,32,0.7,raw,2,0.44180920867838,0.6341463414634146
13,beta,1,32,0.7,raw,7,0.4482599558248554,0.5947129186602871
41,beta,1,32,0.7,raw,2,0.4410384679914673,0.5960302989512843
31,beta,1,32,0.7,raw,2,0.4362895262062791,0.5925721233558086
38,beta,1,32,0.7,raw,3,0.458254294371683,0.6341329533775577
49,beta,1,32,0.7,raw,6,0.4449655787678246,0.5946167883211679
43,beta,1,32,0.7,raw,9,0.4393233043922955,0.6292250233426704
15,beta,1,32,0.7,raw,2,0.447513611522575,0.5480848369737258
40,beta,1,32,0.7,raw,2,0.4563241689308392,0.4681944444444444
19,beta,1,32,0.7,raw,2,0.4522120882057259,0.5194201147689519
3,beta,1,32,0.7,raw,10,0.4475269303929466,0.6203333011769245
5,beta,1,32,0.7,raw,2,0.4417179155156309,0.6343170404256377
2,beta,1,32,0.7,raw,4,0.4563109598848304,0.5348792711830931
8,beta,1,32,0.7,raw,3,0.4574177078070282,0.5801578660860098
4,beta,1,32,0.7,raw,2,0.4524385250863536,0.6368165995495187
35,beta,1,32,0.7,raw,2,0.4457362317319288,0.6345168463286122
25,beta,1,32,0.7,raw,2,0.430106409651689,0.58626334230712
21,beta,1,32,0.7,raw,2,0.4547933579799478,0.5995935205969788
6,beta,1,32,0.7,raw,4,0.4483858098667066,0.5663429639905905
20,beta,1,32,0.7,raw,2,0.440574892725626,0.5809931165203511
45,beta,1,32,0.7,raw,2,0.45425384593232,0.6024691358024692
17,beta,1,32,0.7,raw,9,0.4521946893685977,0.5344082366082269
11,beta,1,32,0.7,raw,3,0.4598577590192811,0.4917265723030736
26,beta,1,32,0.7,raw,4,0.4433356291339821,0.6018454240425779
34,beta,1,32,0.7,raw,4,0.4501090142871035,0.5613762486126527
22,beta,1,32,0.7,raw,2,0.4327285657672855,0.6475097979335267
7,beta,1,32,0.7,raw,4,0.4569692651171449,0.5819186287957917
9,beta,1,32,0.7,raw,4,0.4649513184280647,0.5148578733462776
39,beta,1,32,0.7,raw,10,0.4336834033003476,0.6208554073803434
46,beta,1,32,0.7,raw,3,0.4587374408468362,0.5603688933200398
30,beta,1,32,0.7,raw,3,0.4472838985258359,0.6111922782142172
23,beta,1,32,0.7,raw,3,0.4560398532325422,0.5763094103884514
47,beta,1,32,0.7,raw,2,0.4495707749700724,0.6137587139348533
10,beta,1,32,0.7,raw,3,0.4385727604816514,0.5824487520901716
18,beta,1,32,0.7,raw,4,0.4582110606723442,0.546881616357147
37,beta,1,32,0.7,raw,4,0.4465745476071278,0.6094674556213018
32,beta,1,32,0.7,raw,2,0.4456764373679512,0.6143450893715164
16,beta,1,32,0.7,raw,2,0.4520187191853171,0.6149139322216245
12,beta,1,32,0.7,raw,3,0.4423408404180142,0.5986046332837887
14,beta,1,32,0.7,raw,2,0.4442210457628779,0.5930428599282036
24,beta,1,32,0.7,raw,2,0.4423850693129348,0.589879191321499
42,beta,1,32,0.7,raw,3,0.4407016734785883,0.6362303179993825
0,beta,1,32,0.7,raw,20,0.4529629285950834,0.5692031298016689
27,beta,1,32,0.7,raw,3,0.4573501224419236,0.6502522658265415
13,beta,1,32,0.7,raw,8,0.4474872722893575,0.613403110047847
44,beta,1,32,0.7,raw,3,0.4479258133449665,0.5786681974741676
41,beta,1,32,0.7,raw,3,0.4399639466806076,0.5971622266547558
31,beta,1,32,0.7,raw,3,0.436975897487677,0.587057710966189
38,beta,1,32,0.7,raw,4,0.4592253519098309,0.6161239839297394
36,beta,1,32,0.7,raw,2,0.4408450652522218,0.5724179464016862
43,beta,1,32,0.7,raw,10,0.4396509361111356,0.6174953314659197
15,beta,1,32,0.7,raw,3,0.4473549366364051,0.5672681228236783
49,beta,1,32,0.7,raw,7,0.4450236939969477,0.5802349452554745
19,beta,1,32,0.7,raw,3,0.4521922673183023,0.5415705225007551
3,beta,1,32,0.7,raw,11,0.4478468969994614,0.6266279181940961
2,beta,1,32,0.7,raw,5,0.4562913007202065,0.5658083152281256
40,beta,1,32,0.7,raw,3,0.456323956674779,0.4668478260869565
35,beta,1,32,0.7,raw,3,0.4461000906365052,0.6087760429255088
5,beta,1,32,0.7,raw,3,0.4438573922242487,0.6365670528566456
4,beta,1,32,0.7,raw,3,0.4511354109655986,0.6384660887766478
8,beta,1,32,0.7,raw,4,0.4570961115530877,0.58886771910724
28,beta,1,32,0.7,raw,2,0.4473291876658132,0.6074478527607362
25,beta,1,32,0.7,raw,3,0.4300817588216078,0.5805002773305916
6,beta,1,32,0.7,raw,5,0.4480706013231659,0.580143555099825
21,beta,1,32,0.7,raw,3,0.4548108539852936,0.5758417763756598
20,beta,1,32,0.7,raw,3,0.4400856213546581,0.5825892857142857
45,beta,1,32,0.7,raw,3,0.4535139650615112,0.6039169472502806
11,beta,1,32,0.7,raw,4,0.4597656580585477,0.6150246854221149
17,beta,1,32,0.7,raw,10,0.4521366719307327,0.5357194890971784
26,beta,1,32,0.7,raw,5,0.4434539089164365,0.5808920513710517
7,beta,1,32,0.7,raw,5,0.4571773588942306,0.5717881278079107
34,beta,1,32,0.7,raw,5,0.4507758148500377,0.5637245166189614
22,beta,1,32,0.7,raw,3,0.4346300405539716,0.6277930472845727
48,beta,1,32,0.7,raw,2,0.4458579186615755,0.5766357421875
39,beta,1,32,0.7,raw,11,0.4330294089637784,0.6268724881256851
46,beta,1,32,0.7,raw,4,0.4583484546016533,0.569690927218345
1,beta,1,32,0.7,raw,2,0.4506849989450686,0.5956539302347685
47,beta,1,32,0.7,raw,3,0.4482018280143517,0.6186583641370413
30,beta,1,32,0.7,raw,4,0.4479954025647862,0.6160782716995593
18,beta,1,32,0.7,raw,5,0.4582761454306057,0.5026435182384611
23,beta,1,32,0.7,raw,4,0.4571498162780846,0.55560245540829
10,beta,1,32,0.7,raw,4,0.4389700205055307,0.5751656654486903
9,beta,1,32,0.7,raw,5,0.4649504851568751,0.5120840820559824
33,beta,1,32,0.7,raw,2,0.4408691311611369,0.6335704291044776
29,beta,1,32,0.7,raw,2,0.4497060040556435,0.6257722007722007
37,beta,1,32,0.7,raw,5,0.4469731469846552,0.6007284570632987
32,beta,1,32,0.7,raw,3,0.4455110375046389,0.6147895444935614
42,beta,1,32,0.7,raw,4,0.4406358866327424,0.6257975712668519
16,beta,1,32,0.7,raw,3,0.4520988025157504,0.5981038192576654
14,beta,1,32,0.7,raw,3,0.4442323501066863,0.5959789427807916
12,beta,1,32,0.7,raw,4,0.442365650239882,0.5884757316385628
24,beta,1,32,0.7,raw,3,0.4414538129989441,0.604955621301775
31,beta,1,32,0.7,raw,4,0.4370281536059433,0.591479066111541
27,beta,1,32,0.7,raw,4,0.4557499653747679,0.6375019975800744
13,beta,1,32,0.7,raw,9,0.4456012693027947,0.6271291866028709
0,beta,1,32,0.7,raw,21,0.4515089947109763,0.5894617403021063
44,beta,1,32,0.7,raw,4,0.4475005752943379,0.582284730195178
38,beta,1,32,0.7,raw,5,0.4551828943239808,0.6002289077828646
41,beta,1,32,0.7,raw,4,0.4400499825915261,0.5837259388881411
36,beta,1,32,0.7,raw,3,0.4409518139122428,0.5616825733474726
43,beta,1,32,0.7,raw,11,0.4385935535980861,0.6337301587301587
15,beta,1,32,0.7,raw,4,0.4474247811677501,0.5534852801519468
19,beta,1,32,0.7,raw,4,0.4521624107755794,0.5713802476593175
49,beta,1,32,0.7,raw,8,0.4457216223874452,0.5835082116788322
3,beta,1,32,0.7,raw,12,0.4466584094224941,0.6270861470191009
2,beta,1,32,0.7,raw,6,0.4555494299175676,0.5873926031996841
35,beta,1,32,0.7,raw,4,0.4465471352082212,0.627374679750568
40,beta,1,32,0.7,raw,4,0.4563220790207157,0.4796135265700483
5,beta,1,32,0.7,raw,4,0.4406674033248753,0.6351374869474418
4,beta,1,32,0.7,raw,4,0.4487200249088554,0.6315609855982527
8,beta,1,32,0.7,raw,5,0.4564288154725485,0.5997674073340922
28,beta,1,32,0.7,raw,3,0.4479812826819122,0.6038895705521472
6,beta,1,32,0.7,raw,6,0.4483715693425256,0.5654623318656131
25,beta,1,32,0.7,raw,4,0.4302208451429036,0.5752512885726269
11,beta,1,32,0.7,raw,5,0.4598585529128862,0.4712511580453368
7,beta,1,32,0.7,raw,6,0.4569816562447674,0.5869398336332633
26,beta,1,32,0.7,raw,6,0.4434086104291262,0.5917621196343862
45,beta,1,32,0.7,raw,4,0.4547630332528219,0.5948204264870931
17,beta,1,32,0.7,raw,11,0.4521930746698422,0.5296003108154048
21,beta,1,32,0.7,raw,4,0.4548375390119166,0.5634047200145604
34,beta,1,32,0.7,raw,6,0.4509390853832818,0.5395525439570068
22,beta,1,32,0.7,raw,4,0.433728068399171,0.6380363414261719
20,beta,1,32,0.7,raw,4,0.4404263549137273,0.5637470071827614
46,beta,1,32,0.7,raw,5,0.459034661318205,0.5567609670987039
39,beta,1,32,0.7,raw,12,0.4323069749749056,0.6375936244062842
18,beta,1,32,0.7,raw,6,0.4583022872929322,0.4736979009134353
30,beta,1,32,0.7,raw,5,0.4486119359713839,0.6044261352749569
48,beta,1,32,0.7,raw,3,0.4458628482793608,0.5641540527343749
23,beta,1,32,0.7,raw,5,0.4568212629932062,0.5601249412076845
47,beta,1,32,0.7,raw,4,0.4487155251821807,0.6114143243444392
1,beta,1,32,0.7,raw,3,0.4505578523836154,0.5876698982986408
10,beta,1,32,0.7,raw,5,0.4381985537052009,0.5852356474886975
33,beta,1,32,0.7,raw,3,0.439668424635827,0.6345149253731344
9,beta,1,32,0.7,raw,6,0.4649488827080824,0.5138810164136085
29,beta,1,32,0.7,raw,3,0.4520047744344794,0.622840250965251
37,beta,1,32,0.7,raw,6,0.4471274583123475,0.6062602555815226
42,beta,1,32,0.7,raw,5,0.4408782569347466,0.6172043840691571
32,beta,1,32,0.7,raw,4,0.4458294594973721,0.6076422256390545
31,beta,1,32,0.7,raw,5,0.4371662910775886,0.587733195780062
14,beta,1,32,0.7,raw,4,0.44463174217052,0.5855994311339473
27,beta,1,32,0.7,raw,5,0.4604417753780994,0.6458347601762437
16,beta,1,32,0.7,raw,4,0.4520058788216859,0.5977743410435719
24,beta,1,32,0.7,raw,4,0.4420500086623097,0.5922460552268244
12,beta,1,32,0.7,raw,5,0.4426338039568677,0.580364922351494
13,beta,1,32,0.7,raw,10,0.4463438505436891,0.6176973684210526
0,beta,1,32,0.7,raw,22,0.4514466476981815,0.5848403186535234
38,beta,1,32,0.7,raw,6,0.4579207412820756,0.6103312155470428
44,beta,1,32,0.7,raw,5,0.447095330481183,0.5908381171067738
41,beta,1,32,0.7,raw,5,0.4376925998179827,0.5908295500434415
15,beta,1,32,0.7,raw,5,0.4474200352823606,0.56559670781893
43,beta,1,32,0.7,raw,12,0.4400117333159032,0.6187441643323996
19,beta,1,32,0.7,raw,5,0.4521668267681561,0.5668982180610088
36,beta,1,32,0.7,raw,4,0.4410551751160859,0.5633190631423223
3,beta,1,32,0.7,raw,13,0.4466942715150924,0.6378545244067143
2,beta,1,32,0.7,raw,7,0.455890813951224,0.57532589373889
35,beta,1,32,0.7,raw,5,0.4455574600003168,0.6322811427466525
49,beta,1,32,0.7,raw,9,0.4452379063822484,0.586034443430657
40,beta,1,32,0.7,raw,5,0.4563177195680106,0.5194565217391304
5,beta,1,32,0.7,raw,5,0.4393210996881556,0.6311533489135298
11,beta,1,32,0.7,raw,6,0.4529982257949325,0.6288274131319409
6,beta,1,32,0.7,raw,7,0.4479531247434603,0.5829121177393087
4,beta,1,32,0.7,raw,5,0.4516460684563908,0.6243259845744319
26,beta,1,32,0.7,raw,7,0.4434248754036294,0.572700451232211
25,beta,1,32,0.7,raw,5,0.4302239277424801,0.5858710209824267
7,beta,1,32,0.7,raw,7,0.4573792982605801,0.5726816254105684
28,beta,1,32,0.7,raw,4,0.447726582699144,0.6095092024539878
8,beta,1,32,0.7,raw,6,0.457169454822088,0.5836591280249418
22,beta,1,32,0.7,raw,5,0.4340191721592885,0.6345243548633379
45,beta,1,32,0.7,raw,5,0.4523271574096809,0.5979236812570146
34,beta,1,32,0.7,raw,7,0.4509224635767769,0.5355336176178516
17,beta,1,32,0.7,raw,12,0.4518496718899472,0.5435991452576369
21,beta,1,32,0.7,raw,5,0.4548290373225496,0.5749014135776254
20,beta,1,32,0.7,raw,5,0.4400202503746232,0.5774765562649641
46,beta,1,32,0.7,raw,6,0.4585700579734389,0.5628489531405784
39,beta,1,32,0.7,raw,13,0.4327871879860551,0.6343624406284254
18,beta,1,32,0.7,raw,7,0.4582020849816112,0.5540197205250741
47,beta,1,32,0.7,raw,5,0.4495852758078673,0.6084001091567639
30,beta,1,32,0.7,raw,6,0.448326668019128,0.6113120329565052
23,beta,1,32,0.7,raw,6,0.4566849594849521,0.5605108599958997
48,beta,1,32,0.7,raw,4,0.4458014664743929,0.565093994140625
10,beta,1,32,0.7,raw,6,0.4381267282013812,0.5824859106954852
1,beta,1,32,0.7,raw,4,0.4495402802537218,0.5838204543294364
33,beta,1,32,0.7,raw,4,0.4427388255520137,0.6182602611940299
9,beta,1,32,0.7,raw,7,0.4649593465989836,0.492148964652251
29,beta,1,32,0.7,raw,4,0.4508974470986748,0.6211751930501931
27,beta,1,32,0.7,raw,6,0.4552086573351558,0.6341004040819122
42,beta,1,32,0.7,raw,6,0.4402677826276682,0.6283446536997016
32,beta,1,32,0.7,raw,5,0.4460853094849029,0.5968311551028254
14,beta,1,32,0.7,raw,5,0.4450099988414107,0.5759883474211788
37,beta,1,32,0.7,raw,7,0.4475032058792786,0.5902366863905326
31,beta,1,32,0.7,raw,6,0.4379832289796659,0.5824889773159918
16,beta,1,32,0.7,raw,5,0.4518527388464465,0.6018961807423346
13,beta,1,32,0.7,raw,11,0.4460874640561373,0.6144138755980861
38,beta,1,32,0.7,raw,7,0.4568556097589066,0.6164509950481173
12,beta,1,32,0.7,raw,6,0.4425588261840107,0.5883219722207986
24,beta,1,32,0.7,raw,5,0.4414857775858786,0.5955004930966469
0,beta,1,32,0.7,raw,23,0.4512280350778704,0.5914355955842375
44,beta,1,32,0.7,raw,6,0.4473726402757673,0.5773938002296211
43,beta,1,32,0.7,raw,13,0.4396522579425368,0.6167016806722689
41,beta,1,32,0.7,raw,6,0.4380252784234327,0.5875255448549297
15,beta,1,32,0.7,raw,6,0.4474797964596765,0.556289965178854
19,beta,1,32,0.7,raw,6,0.4522235717305494,0.5183207490184234
3,beta,1,32,0.7,raw,14,0.4463901697399709,0.6304143353270306
35,beta,1,32,0.7,raw,6,0.4447612026898666,0.6365712766471697
2,beta,1,32,0.7,raw,8,0.4554161813540838,0.5899293896899072
36,beta,1,32,0.7,raw,5,0.4407665715145052,0.5633452469790398
49,beta,1,32,0.7,raw,10,0.4456299771088471,0.5752509124087591
11,beta,1,32,0.7,raw,7,0.454415096208657,0.6174873641129078
40,beta,1,32,0.7,raw,6,0.4563200707386883,0.5243417874396135
6,beta,1,32,0.7,raw,8,0.447936791330136,0.5777549912539961
5,beta,1,32,0.7,raw,6,0.4411500676870267,0.626125006215504
26,beta,1,32,0.7,raw,8,0.4431160414507113,0.5999074395464538
7,beta,1,32,0.7,raw,8,0.4575700762501471,0.5648918364521853
25,beta,1,32,0.7,raw,6,0.430386806518877,0.5735196634153601
4,beta,1,32,0.7,raw,6,0.4505159473337993,0.6170796077628375
34,beta,1,32,0.7,raw,8,0.4508801958256936,0.5496933232081314
45,beta,1,32,0.7,raw,6,0.452440879948271,0.6006846240179574
22,beta,1,32,0.7,raw,6,0.434844849695096,0.6442459408561103
46,beta,1,32,0.7,raw,7,0.4582157110516575,0.5751620139581256
28,beta,1,32,0.7,raw,5,0.4479026422596843,0.6163803680981594
8,beta,1,32,0.7,raw,7,0.4570091926925182,0.5838818231305982
17,beta,1,32,0.7,raw,13,0.4518053800787306,0.5451107279879559
39,beta,1,32,0.7,raw,14,0.4329568463839841,0.6315537084398977
18,beta,1,32,0.7,raw,8,0.4582436123364785,0.529713870909201
21,beta,1,32,0.7,raw,6,0.4547840854795177,0.5801735121033792
47,beta,1,32,0.7,raw,6,0.4496568616618605,0.606291398943164
30,beta,1,32,0.7,raw,7,0.4488579503600245,0.6046536692853037
23,beta,1,32,0.7,raw,7,0.4567193817541482,0.5595581229874939
20,beta,1,32,0.7,raw,6,0.4396597651916534,0.5807561851556265
10,beta,1,32,0.7,raw,7,0.4379493585513256,0.583402489626556
48,beta,1,32,0.7,raw,5,0.4457418312965249,0.57227783203125
1,beta,1,32,0.7,raw,5,0.4500301000012075,0.5892144282862846
27,beta,1,32,0.7,raw,7,0.4531563715104951,0.628758304225738
33,beta,1,32,0.7,raw,5,0.4412302493411083,0.6234025186567164
42,beta,1,32,0.7,raw,7,0.4404585124731068,0.6181949161263764
9,beta,1,32,0.7,raw,8,0.4649525523076602,0.5124760308252632
31,beta,1,32,0.7,raw,7,0.4381359451058702,0.5834223745133439
29,beta,1,32,0.7,raw,5,0.4474422322713181,0.637270752895753
32,beta,1,32,0.7,raw,6,0.4466320864822281,0.5903565250816837
14,beta,1,32,0.7,raw,6,0.44525965996169,0.5720200479407278
37,beta,1,32,0.7,raw,8,0.4471081452300286,0.6042091392770126
38,beta,1,32,0.7,raw,8,0.4545072322727466,0.6187634308137906
16,beta,1,32,0.7,raw,6,0.4517930613684482,0.6017213555675094
13,beta,1,32,0.7,raw,12,0.4462624005590235,0.612822966507177
24,beta,1,32,0.7,raw,6,0.441303460635143,0.6020956607495069
0,beta,1,32,0.7,raw,24,0.452298957043191,0.566466917239912
12,beta,1,32,0.7,raw,7,0.442263875640121,0.6032366357439393
43,beta,1,32,0.7,raw,14,0.4403936874664839,0.6103641456582634
19,beta,1,32,0.7,raw,7,0.4522132250382618,0.5277016007248565
44,beta,1,32,0.7,raw,7,0.4473890442457068,0.5859242250287026
15,beta,1,32,0.7,raw,7,0.4472873299342115,0.5690408357075024
3,beta,1,32,0.7,raw,15,0.447487971581069,0.6231791433532703
35,beta,1,32,0.7,raw,7,0.4451259925175619,0.6173079711896361
2,beta,1,32,0.7,raw,9,0.4551658709498271,0.5892010665613273
41,beta,1,32,0.7,raw,7,0.4381533410596288,0.5840012726538504
36,beta,1,32,0.7,raw,6,0.4410161176329058,0.5636856368563685
11,beta,1,32,0.7,raw,8,0.4528311401384745,0.6279127039039322
49,beta,1,32,0.7,raw,11,0.4458130649909083,0.5873859489051094
6,beta,1,32,0.7,raw,9,0.4470671334076553,0.5897400325713252
40,beta,1,32,0.7,raw,7,0.4563195809124628,0.5147644927536232
7,beta,1,32,0.7,raw,9,0.4570293589495799,0.5768345015919359
26,beta,1,32,0.7,raw,9,0.4432705693644033,0.5953083420108758
5,beta,1,32,0.7,raw,7,0.4400463254340213,0.6408308885684451
34,beta,1,32,0.7,raw,9,0.4499029836449317,0.5634791751854664
25,beta,1,32,0.7,raw,7,0.430419921875,0.5759141763281429
22,beta,1,32,0.7,raw,7,0.4347145955453029,0.6374764595103578
4,beta,1,32,0.7,raw,7,0.4467188061997337,0.6274201988487702
46,beta,1,32,0.7,raw,8,0.4580273654562466,0.5788758723828514
39,beta,1,32,0.7,raw,15,0.433376137364746,0.6273976982097187
45,beta,1,32,0.7,raw,7,0.4544075539955006,0.5947923681257015
18,beta,1,32,0.7,raw,9,0.458250766238432,0.5166596092190431
8,beta,1,32,0.7,raw,8,0.4564755639892818,0.5987034196070669
47,beta,1,32,0.7,raw,7,0.4498517759242485,0.6150859609516485
28,beta,1,32,0.7,raw,6,0.4487064591751588,0.5989079754601226
21,beta,1,32,0.7,raw,7,0.4548250567081667,0.5688163562458292
17,beta,1,32,0.7,raw,14,0.4520459810843906,0.5444368899033558
23,beta,1,32,0.7,raw,8,0.4567000501356187,0.561439477080042
30,beta,1,32,0.7,raw,8,0.4495479869942139,0.5937799386855719
20,beta,1,32,0.7,raw,7,0.439760041613975,0.5716530327214685
10,beta,1,32,0.7,raw,8,0.4382007640571671,0.5732953489812349
48,beta,1,32,0.7,raw,6,0.4457544509528547,0.568231201171875
27,beta,1,32,0.7,raw,8,0.4542739540937027,0.6348880213683994
42,beta,1,32,0.7,raw,8,0.439704195992067,0.625566018318411
1,beta,1,32,0.7,raw,6,0.4478656292455925,0.5900698602794412
31,beta,1,32,0.7,raw,8,0.4372963942456534,0.6015130859830761
9,beta,1,32,0.7,raw,9,0.4649559174171872,0.5106007067137809
33,beta,1,32,0.7,raw,6,0.4408653962993148,0.6006996268656717
14,beta,1,32,0.7,raw,7,0.4447573329917123,0.5845672145060843
29,beta,1,32,0.7,raw,6,0.4481091603202416,0.6298624517374517
32,beta,1,32,0.7,raw,7,0.4461163409871238,0.6063088602729194
37,beta,1,32,0.7,raw,9,0.4482033905991327,0.5807766893739744
38,beta,1,32,0.7,raw,9,0.4545792558955129,0.6198495748855462
13,beta,1,32,0.7,raw,13,0.4458505157772314,0.6144976076555023
16,beta,1,32,0.7,raw,7,0.4517632609037582,0.6042764927380313
43,beta,1,32,0.7,raw,15,0.4394419011696032,0.6255952380952381
24,beta,1,32,0.7,raw,7,0.4412630574723158,0.6060281065088757
19,beta,1,32,0.7,raw,8,0.4498475028302506,0.5797281787979462
12,beta,1,32,0.7,raw,8,0.4421805957484331,0.6042937317410692
0,beta,1,32,0.7,raw,25,0.4519649652431939,0.578363236649883
15,beta,1,32,0.7,raw,8,0.4476487630114832,0.5429692940804052
3,beta,1,32,0.7,raw,16,0.4472455515792214,0.6272549681651554
2,beta,1,32,0.7,raw,10,0.4535142443469156,0.5927254098360655
35,beta,1,32,0.7,raw,8,0.4448754022590553,0.6214168318267512
41,beta,1,32,0.7,raw,8,0.4381193647416764,0.5837198203600141
44,beta,1,32,0.7,raw,8,0.4469305224038671,0.5796211251435133
