seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt
11,beta,1,32,0.7,raw,9,0.4555070681018339,0.6199148616795468
36,beta,1,32,0.7,raw,7,0.4408512001557317,0.571560425749185
49,beta,1,32,0.7,raw,12,0.4460293537966332,0.5813526459854015
6,beta,1,32,0.7,raw,10,0.4477343539396223,0.5734000844441763
40,beta,1,32,0.7,raw,8,0.4563190094478684,0.53256038647343
26,beta,1,32,0.7,raw,10,0.44337905302365,0.579463149369432
7,beta,1,32,0.7,raw,10,0.4578803236784915,0.5623120194304267
34,beta,1,32,0.7,raw,10,0.4509164491737634,0.5515158595712367
5,beta,1,32,0.7,raw,8,0.4394743511583814,0.6394386156829596
46,beta,1,32,0.7,raw,9,0.4590016463256432,0.55188185443669
39,beta,1,32,0.7,raw,16,0.4341779845251953,0.6134339605407381
25,beta,1,32,0.7,raw,8,0.4305041961476495,0.5710169239302479
22,beta,1,32,0.7,raw,8,0.434579982007065,0.6374382857433705
47,beta,1,32,0.7,raw,8,0.4500645842830378,0.6157557865489097
18,beta,1,32,0.7,raw,10,0.458276714454679,0.5067207065513278
45,beta,1,32,0.7,raw,8,0.4527910745052332,0.5996408529741863
4,beta,1,32,0.7,raw,8,0.4476272254042712,0.6179327918458354
8,beta,1,32,0.7,raw,9,0.4571070648953865,0.5787103478992428
30,beta,1,32,0.7,raw,9,0.448656161094721,0.6151561601839434
28,beta,1,32,0.7,raw,7,0.4492182524305159,0.5926257668711656
23,beta,1,32,0.7,raw,9,0.4571595297214727,0.5506819908585487
10,beta,1,32,0.7,raw,9,0.437792118504805,0.587118350157924
17,beta,1,32,0.7,raw,15,0.4519484635939439,0.5460759555145451
21,beta,1,32,0.7,raw,8,0.4546418779956812,0.5960808105320633
20,beta,1,32,0.7,raw,8,0.4401566024632611,0.5639215881883479
27,beta,1,32,0.7,raw,9,0.4543512293803913,0.6417368673378536
42,beta,1,32,0.7,raw,9,0.4401350875766711,0.617268704332613
48,beta,1,32,0.7,raw,7,0.4455015718055595,0.580322265625
1,beta,1,32,0.7,raw,7,0.448443299099845,0.583927383328581
31,beta,1,32,0.7,raw,9,0.4377879489438154,0.5961214890141606
9,beta,1,32,0.7,raw,10,0.4649622149138652,0.4804387414223519
14,beta,1,32,0.7,raw,8,0.4443317958093805,0.5935016228739205
29,beta,1,32,0.7,raw,7,0.4490062210877574,0.6293074324324325
33,beta,1,32,0.7,raw,7,0.4403073802891309,0.6074160447761194
38,beta,1,32,0.7,raw,10,0.4546283414705838,0.6157736148743344
32,beta,1,32,0.7,raw,8,0.4463424316816245,0.598560926388622
37,beta,1,32,0.7,raw,10,0.4483588073216387,0.5830018397891701
43,beta,1,32,0.7,raw,16,0.4396456317990025,0.6251984126984127
13,beta,1,32,0.7,raw,14,0.4454663328856498,0.6077870813397129
3,beta,1,32,0.7,raw,17,0.4477985655166596,0.6293290565309667
2,beta,1,32,0.7,raw,11,0.4544689538096577,0.5821894133912701
19,beta,1,32,0.7,raw,9,0.4496879615012552,0.5782180610087587
24,beta,1,32,0.7,raw,8,0.4414023002515315,0.5875369822485207
16,beta,1,32,0.7,raw,8,0.4518593014038663,0.6000672404518559
15,beta,1,32,0.7,raw,9,0.4476686352785691,0.5417790440012662
12,beta,1,32,0.7,raw,9,0.4422720797899431,0.6052995745989442
35,beta,1,32,0.7,raw,9,0.4440643318831089,0.6198095422245855
0,beta,1,32,0.7,raw,26,0.4518084143547416,0.5778195399853439
41,beta,1,32,0.7,raw,9,0.436860502709231,0.6020019824031131
44,beta,1,32,0.7,raw,9,0.4465242096092764,0.5882893226176809
11,beta,1,32,0.7,raw,10,0.456583618965461,0.6161622084364335
36,beta,1,32,0.7,raw,8,0.4410547528002066,0.558239398819109
6,beta,1,32,0.7,raw,11,0.4473722905399104,0.5789975269919778
7,beta,1,32,0.7,raw,11,0.4571146766617241,0.5780803644463461
49,beta,1,32,0.7,raw,13,0.4457090686665907,0.5892563868613139
26,beta,1,32,0.7,raw,11,0.4431550315451208,0.6002314011338656
40,beta,1,32,0.7,raw,9,0.4563271894871508,0.4617572463768116
34,beta,1,32,0.7,raw,11,0.4508972488119304,0.5392137391202757
39,beta,1,32,0.7,raw,17,0.4330442400361288,0.6320332480818415
47,beta,1,32,0.7,raw,9,0.4504168579719882,0.6146394105534745
46,beta,1,32,0.7,raw,10,0.4581914505117647,0.5771311066799603
22,beta,1,32,0.7,raw,9,0.4349832009217738,0.6396650888176313
18,beta,1,32,0.7,raw,11,0.4582892653202964,0.4849918335248926
25,beta,1,32,0.7,raw,9,0.430515929888806,0.5751836469649211
5,beta,1,32,0.7,raw,9,0.4389346476215999,0.6383695490030331
30,beta,1,32,0.7,raw,10,0.4489203083666493,0.6143538034106151
4,beta,1,32,0.7,raw,9,0.4458388179667485,0.630673674151935
45,beta,1,32,0.7,raw,9,0.4523033222850289,0.5997418630751964
10,beta,1,32,0.7,raw,10,0.4379737026548351,0.5794884498668484
23,beta,1,32,0.7,raw,10,0.4566205779831888,0.5673247386003208
8,beta,1,32,0.7,raw,10,0.4573550259340788,0.5750853664571683
28,beta,1,32,0.7,raw,8,0.448914532689589,0.6042822085889571
17,beta,1,32,0.7,raw,16,0.4523488994825765,0.4988708659122917
27,beta,1,32,0.7,raw,10,0.4542751513705044,0.6280163459123804
21,beta,1,32,0.7,raw,9,0.4548115583983804,0.5593581265546321
20,beta,1,32,0.7,raw,9,0.4393875073081225,0.586841580207502
42,beta,1,32,0.7,raw,10,0.4393282734156719,0.6326155191931666
31,beta,1,32,0.7,raw,10,0.4377826390780478,0.5933581420483155
1,beta,1,32,0.7,raw,8,0.4478977849957936,0.5850441973196464
14,beta,1,32,0.7,raw,9,0.4443639893113316,0.5912651535135507
48,beta,1,32,0.7,raw,8,0.4454613821543627,0.5641845703125
38,beta,1,32,0.7,raw,11,0.4539404798722654,0.6161006259927123
9,beta,1,32,0.7,raw,11,0.4649490269286999,0.5191210699598403
29,beta,1,32,0.7,raw,8,0.4453807243152745,0.6344051640926641
33,beta,1,32,0.7,raw,8,0.4408231445275614,0.605165578358209
37,beta,1,32,0.7,raw,11,0.4478126745230314,0.5954204166873851
32,beta,1,32,0.7,raw,9,0.4463744467895036,0.6036361233903518
43,beta,1,32,0.7,raw,17,0.4397250542128111,0.6162931839402427
3,beta,1,32,0.7,raw,18,0.4464114999913037,0.6368415975303878
13,beta,1,32,0.7,raw,15,0.4464330294931434,0.6163397129186603
2,beta,1,32,0.7,raw,12,0.4552612263773734,0.5957065968793205
19,beta,1,32,0.7,raw,10,0.450668185911966,0.5695439444276653
15,beta,1,32,0.7,raw,10,0.4475442276841627,0.5533776511554289
35,beta,1,32,0.7,raw,10,0.445086538976198,0.6129815826364383
24,beta,1,32,0.7,raw,9,0.4411927947712753,0.5998397435897437
16,beta,1,32,0.7,raw,9,0.4519896918615205,0.5941433566433567
12,beta,1,32,0.7,raw,10,0.4421976135499207,0.6076828455742914
0,beta,1,32,0.7,raw,27,0.4523478947582992,0.564451693733305
41,beta,1,32,0.7,raw,10,0.4371199319364053,0.5965442553139416
11,beta,1,32,0.7,raw,11,0.4559547265754997,0.6229756194809611
44,beta,1,32,0.7,raw,10,0.4461050342796094,0.5788174512055109
7,beta,1,32,0.7,raw,12,0.4571352620244258,0.5741791777305161
6,beta,1,32,0.7,raw,12,0.4466169225633342,0.5911333614813922
36,beta,1,32,0.7,raw,9,0.441083570708146,0.5539059738423471
49,beta,1,32,0.7,raw,14,0.4460272657619632,0.5869867700729927
26,beta,1,32,0.7,raw,12,0.4432783178771015,0.5871803771838482
34,beta,1,32,0.7,raw,12,0.4503595710364597,0.5725100765231614
40,beta,1,32,0.7,raw,10,0.4563254424651273,0.4513949275362319
46,beta,1,32,0.7,raw,11,0.4588812854329098,0.5570289132602194
47,beta,1,32,0.7,raw,10,0.4503436226979939,0.6152224069066461
39,beta,1,32,0.7,raw,18,0.4336328574750069,0.6257078918523932
22,beta,1,32,0.7,raw,10,0.436420163903541,0.6087188883799053
18,beta,1,32,0.7,raw,12,0.4583087412421099,0.490460347226423
30,beta,1,32,0.7,raw,11,0.4498037095583092,0.5993964360988695
25,beta,1,32,0.7,raw,10,0.4311005678982357,0.5696776200976745
10,beta,1,32,0.7,raw,11,0.4381304523983108,0.582009041927293
4,beta,1,32,0.7,raw,10,0.4462831859911245,0.6242349782722454
45,beta,1,32,0.7,raw,10,0.4527959615505402,0.5966105499438833
5,beta,1,32,0.7,raw,10,0.4384943867142529,0.6334965939038337
23,beta,1,32,0.7,raw,11,0.4567085659367687,0.5661669822356759
28,beta,1,32,0.7,raw,9,0.4496844324321447,0.5848220858895705
8,beta,1,32,0.7,raw,11,0.4564856018906479,0.6021304498441135
27,beta,1,32,0.7,raw,11,0.4541354094986255,0.6369084309293884
17,beta,1,32,0.7,raw,17,0.4517585111184661,0.5446918556650964
20,beta,1,32,0.7,raw,10,0.4392013846010781,0.5865298284118117
42,beta,1,32,0.7,raw,11,0.439778084875766,0.623147576412473
21,beta,1,32,0.7,raw,10,0.4547631479368524,0.5910999211308621
31,beta,1,32,0.7,raw,11,0.4377545740061794,0.5984304189234
14,beta,1,32,0.7,raw,10,0.4450120414219126,0.5775022651420445
1,beta,1,32,0.7,raw,9,0.4469984330922171,0.5846640053226879
48,beta,1,32,0.7,raw,9,0.4453956794017044,0.57796630859375
38,beta,1,32,0.7,raw,12,0.4537128384402944,0.6245678781650004
43,beta,1,32,0.7,raw,18,0.4395464141160923,0.6273109243697478
9,beta,1,32,0.7,raw,12,0.4649484820950212,0.5179211037277343
33,beta,1,32,0.7,raw,9,0.4393259330635406,0.6124300373134327
3,beta,1,32,0.7,raw,19,0.4481053527877106,0.6247829442407871
29,beta,1,32,0.7,raw,9,0.4448850822474566,0.6284507722007723
37,beta,1,32,0.7,raw,12,0.4483014402100904,0.5892049127343244
32,beta,1,32,0.7,raw,10,0.4465308838497809,0.6000985008648857
13,beta,1,32,0.7,raw,16,0.4457511080323214,0.6104784688995215
15,beta,1,32,0.7,raw,11,0.447572594460483,0.5521747388414054
19,beta,1,32,0.7,raw,11,0.4499091771979076,0.5820598006644518
2,beta,1,32,0.7,raw,13,0.4530991678438225,0.5998173019948647
35,beta,1,32,0.7,raw,11,0.4442932443753836,0.6212476434475757
24,beta,1,32,0.7,raw,10,0.4413877837782967,0.5902613412228798
16,beta,1,32,0.7,raw,10,0.4516432970354307,0.6093733189887036
11,beta,1,32,0.7,raw,12,0.4551326080583204,0.6228700761084985
12,beta,1,32,0.7,raw,11,0.4425910139774328,0.5935882322792271
41,beta,1,32,0.7,raw,11,0.4379658262690746,0.5813335943905334
0,beta,1,32,0.7,raw,28,0.4517234799095544,0.5764484788312886
44,beta,1,32,0.7,raw,11,0.446172770033553,0.5810907003444316
7,beta,1,32,0.7,raw,13,0.4581384208243418,0.5520430892365
26,beta,1,32,0.7,raw,13,0.4433734068141519,0.5799028115237764
6,beta,1,32,0.7,raw,13,0.4469393410413376,0.5840641775740394
36,beta,1,32,0.7,raw,10,0.4412151530665162,0.5570611261668172
49,beta,1,32,0.7,raw,15,0.4457997617678564,0.591993613138686
46,beta,1,32,0.7,raw,12,0.4590437018828426,0.5592472582253241
22,beta,1,32,0.7,raw,11,0.4360613670886625,0.6230213264111568
34,beta,1,32,0.7,raw,13,0.4507211688115044,0.5599392487878965
39,beta,1,32,0.7,raw,19,0.4333788364923864,0.625582298136646
47,beta,1,32,0.7,raw,11,0.4506627467532119,0.6099010146617382
40,beta,1,32,0.7,raw,11,0.4563216871615019,0.4998248792270531
18,beta,1,32,0.7,raw,13,0.4581325174159856,0.5597120561369548
30,beta,1,32,0.7,raw,12,0.4495189492959538,0.5888220923548573
10,beta,1,32,0.7,raw,12,0.4380880048807644,0.5826593175202824
23,beta,1,32,0.7,raw,12,0.4571203650296159,0.5582556470772682
25,beta,1,32,0.7,raw,11,0.4309240235620528,0.5755624399680732
45,beta,1,32,0.7,raw,11,0.4520296801827603,0.601936026936027
5,beta,1,32,0.7,raw,11,0.4390812465969032,0.637424792402168
4,beta,1,32,0.7,raw,11,0.4461261443553387,0.630707801515255
27,beta,1,32,0.7,raw,12,0.4549160124217398,0.6220578499189553
28,beta,1,32,0.7,raw,10,0.4495941583757911,0.5910306748466257
8,beta,1,32,0.7,raw,12,0.4573309478166958,0.5816548720740338
17,beta,1,32,0.7,raw,18,0.4516556858150807,0.5551697343499588
20,beta,1,32,0.7,raw,11,0.4401971918090166,0.564856843575419
42,beta,1,32,0.7,raw,12,0.4394426132640364,0.6350082329937223
31,beta,1,32,0.7,raw,12,0.43784563852673,0.5998059516352873
21,beta,1,32,0.7,raw,11,0.4541831158654359,0.5900988897652126
14,beta,1,32,0.7,raw,11,0.4447311823307167,0.5876294571687444
43,beta,1,32,0.7,raw,19,0.4395155290164617,0.6260270774976657
38,beta,1,32,0.7,raw,13,0.4534877114655102,0.6285153695225638
1,beta,1,32,0.7,raw,10,0.4464586465786707,0.5894401672844786
3,beta,1,32,0.7,raw,20,0.4466143368052107,0.6289793555855682
48,beta,1,32,0.7,raw,10,0.4448031138868562,0.5932861328125001
33,beta,1,32,0.7,raw,10,0.440021926674915,0.6048041044776119
9,beta,1,32,0.7,raw,13,0.4649625834670085,0.4838577406866943
2,beta,1,32,0.7,raw,14,0.4544089476747517,0.5823498913687537
37,beta,1,32,0.7,raw,13,0.4470405012051487,0.6116180199890607
29,beta,1,32,0.7,raw,10,0.4455573095029226,0.61808638996139
19,beta,1,32,0.7,raw,12,0.4489737796412772,0.5856720024161884
35,beta,1,32,0.7,raw,12,0.4451507810107409,0.6182022526224199
15,beta,1,32,0.7,raw,12,0.4475249492360746,0.5574738841405509
32,beta,1,32,0.7,raw,11,0.4467273454883264,0.5874375360369017
13,beta,1,32,0.7,raw,17,0.4456628792969649,0.6169736842105263
11,beta,1,32,0.7,raw,13,0.4562450232299685,0.6201259484244721
24,beta,1,32,0.7,raw,11,0.4409185770733968,0.5925912228796845
16,beta,1,32,0.7,raw,11,0.4519699106750798,0.6007396449704142
41,beta,1,32,0.7,raw,12,0.4377744529088078,0.590756127705919
12,beta,1,32,0.7,raw,12,0.442448642708413,0.5966249807800729
0,beta,1,32,0.7,raw,29,0.4514778222808084,0.5788951138217148
7,beta,1,32,0.7,raw,14,0.4571600349452641,0.5811006380327952
44,beta,1,32,0.7,raw,12,0.4461931922828427,0.5725602755453502
26,beta,1,32,0.7,raw,14,0.4431141414576311,0.5963785722550041
6,beta,1,32,0.7,raw,14,0.4473222088732194,0.5817721213583449
34,beta,1,32,0.7,raw,14,0.4507862275904928,0.5637361995443659
46,beta,1,32,0.7,raw,13,0.4595687068549631,0.5483050847457627
39,beta,1,32,0.7,raw,20,0.4331480949266608,0.6266213006941908
47,beta,1,32,0.7,raw,12,0.4500857238445896,0.6161279118807215
49,beta,1,32,0.7,raw,16,0.4458236270662001,0.5852531934306571
36,beta,1,32,0.7,raw,11,0.4413276534872293,0.5520469214353979
22,beta,1,32,0.7,raw,12,0.4359061807573184,0.6230467755891486
18,beta,1,32,0.7,raw,14,0.4582891190038951,0.5041255822394289
40,beta,1,32,0.7,raw,12,0.4563171970839926,0.5269625603864734
30,beta,1,32,0.7,raw,13,0.4502920348886383,0.5913489174171297
10,beta,1,32,0.7,raw,13,0.4373586630723272,0.5960240292314362
23,beta,1,32,0.7,raw,13,0.4569407642484271,0.5621630748079451
25,beta,1,32,0.7,raw,12,0.4310183808385724,0.5635425262787646
27,beta,1,32,0.7,raw,13,0.4526830853167033,0.6332671278222953
5,beta,1,32,0.7,raw,12,0.4387657724028879,0.6291581721445976
45,beta,1,32,0.7,raw,12,0.452412736076125,0.6052188552188552
4,beta,1,32,0.7,raw,12,0.4458097893597603,0.6309125656951744
28,beta,1,32,0.7,raw,11,0.4490265974321055,0.6062760736196319
8,beta,1,32,0.7,raw,13,0.4573892837497972,0.5684787449893601
31,beta,1,32,0.7,raw,13,0.4381905623396843,0.5975093032681184
42,beta,1,32,0.7,raw,13,0.4401868840269745,0.6151975918493362
17,beta,1,32,0.7,raw,19,0.4511617849303354,0.565999708610558
20,beta,1,32,0.7,raw,12,0.4399226075621738,0.5658419792498006
14,beta,1,32,0.7,raw,12,0.4454961531876535,0.5783395075179778
43,beta,1,32,0.7,raw,20,0.4396045000244273,0.6239612511671336
21,beta,1,32,0.7,raw,12,0.4541340806044263,0.5860947643026149
38,beta,1,32,0.7,raw,14,0.4540999053596695,0.619452489956087
3,beta,1,32,0.7,raw,21,0.446998699780521,0.6295943469033379
1,beta,1,32,0.7,raw,11,0.4448157769249042,0.5929450622564395
48,beta,1,32,0.7,raw,11,0.445308166616671,0.568560791015625
2,beta,1,32,0.7,raw,15,0.453984071032006,0.5945462176575154
35,beta,1,32,0.7,raw,13,0.444544497998138,0.6277734809300527
19,beta,1,32,0.7,raw,13,0.4502114977792329,0.5698218061008758
15,beta,1,32,0.7,raw,13,0.4473954224797391,0.5619879708768598
9,beta,1,32,0.7,raw,14,0.4649512222814652,0.5148578733462776
29,beta,1,32,0.7,raw,11,0.4454562808365273,0.6273407335907336
33,beta,1,32,0.7,raw,11,0.4395798394514808,0.6116954291044775
37,beta,1,32,0.7,raw,14,0.4477870683443115,0.6007160260553925
13,beta,1,32,0.7,raw,18,0.445827387238302,0.6089832535885168
32,beta,1,32,0.7,raw,12,0.4466468495390122,0.5953656544301364
11,beta,1,32,0.7,raw,14,0.4576866308868462,0.6181440784304528
24,beta,1,32,0.7,raw,12,0.4407983493023719,0.6068293885601578
16,beta,1,32,0.7,raw,12,0.4517950073182475,0.612143625605164
0,beta,1,32,0.7,raw,30,0.4517722160922752,0.5707633028390422
7,beta,1,32,0.7,raw,15,0.4575441856621797,0.5652945395970452
12,beta,1,32,0.7,raw,13,0.4426758324155814,0.5998539285531239
41,beta,1,32,0.7,raw,13,0.4364188322827287,0.6052509208384831
26,beta,1,32,0.7,raw,15,0.4431643960547169,0.5915422885572139
44,beta,1,32,0.7,raw,13,0.4462154002092954,0.5758897818599311
6,beta,1,32,0.7,raw,15,0.4466015245699026,0.5840400506665059
47,beta,1,32,0.7,raw,13,0.4510809406276021,0.6129028256716862
34,beta,1,32,0.7,raw,15,0.4508728588773622,0.5598691512354694
22,beta,1,32,0.7,raw,13,0.4354908483761235,0.6326029419249759
46,beta,1,32,0.7,raw,14,0.457778336353653,0.5846585244267198
39,beta,1,32,0.7,raw,21,0.4336140945747913,0.6230818414322251
18,beta,1,32,0.7,raw,15,0.4582661142330698,0.4954570201439719
36,beta,1,32,0.7,raw,12,0.441149409015791,0.5655708731000353
49,beta,1,32,0.7,raw,17,0.4467645361893766,0.5765853102189781
30,beta,1,32,0.7,raw,14,0.4496598772971976,0.6047734240275915
10,beta,1,32,0.7,raw,14,0.4373660734093726,0.5957143741871556
23,beta,1,32,0.7,raw,14,0.4572758468405692,0.5536125616565564
40,beta,1,32,0.7,raw,13,0.4563229117204276,0.5005374396135266
27,beta,1,32,0.7,raw,14,0.453897294893417,0.6341803072848893
25,beta,1,32,0.7,raw,13,0.4312412779382128,0.5622776282146674
5,beta,1,32,0.7,raw,13,0.4392814979256726,0.6295683954054994
4,beta,1,32,0.7,raw,13,0.4463012660254972,0.6288762996837531
45,beta,1,32,0.7,raw,13,0.4527806914157122,0.6035465768799102
31,beta,1,32,0.7,raw,14,0.4379802009917366,0.5992287191579775
28,beta,1,32,0.7,raw,12,0.4493634695714608,0.5942331288343559
42,beta,1,32,0.7,raw,14,0.439943641716192,0.6161495317484821
8,beta,1,32,0.7,raw,14,0.4571665213172441,0.5859108229821348
20,beta,1,32,0.7,raw,13,0.4403977985214019,0.5555416999201915
43,beta,1,32,0.7,raw,21,0.4397583643154122,0.6247899159663866
17,beta,1,32,0.7,raw,20,0.4519675203897582,0.5393861395755426
14,beta,1,32,0.7,raw,13,0.4444989754168327,0.5980089688155888
3,beta,1,32,0.7,raw,22,0.4472982902758983,0.6360457264132742
21,beta,1,32,0.7,raw,13,0.4535391000591241,0.5925863010374325
38,beta,1,32,0.7,raw,15,0.454120610975859,0.6250934317481079
1,beta,1,32,0.7,raw,12,0.4468203998101566,0.5881807812945538
35,beta,1,32,0.7,raw,14,0.4447742689543402,0.6220935853434524
2,beta,1,32,0.7,raw,16,0.4545067241001341,0.5865963855421685
19,beta,1,32,0.7,raw,14,0.4496507143425779,0.5774932044699487
48,beta,1,32,0.7,raw,12,0.4445675927241455,0.578515625
15,beta,1,32,0.7,raw,14,0.4475282123133079,0.560525482747705
32,beta,1,32,0.7,raw,13,0.4470522842338629,0.5858759369594464
9,beta,1,32,0.7,raw,15,0.464942408758732,0.5302524150074168
29,beta,1,32,0.7,raw,12,0.4460075041178126,0.6178692084942086
11,beta,1,32,0.7,raw,15,0.4555906103313664,0.6227645327360359
33,beta,1,32,0.7,raw,12,0.4401659630572785,0.6008278917910448
13,beta,1,32,0.7,raw,19,0.4468926953100092,0.6076315789473684
37,beta,1,32,0.7,raw,15,0.4482323971678553,0.594599970165581
24,beta,1,32,0.7,raw,13,0.4414725802386308,0.5839373767258382
12,beta,1,32,0.7,raw,14,0.4421967542508924,0.6139869817026292
16,beta,1,32,0.7,raw,13,0.4521482891964102,0.6008875739644971
7,beta,1,32,0.7,raw,16,0.4571088578282053,0.5731472509218127
6,beta,1,32,0.7,raw,16,0.4464867986444755,0.5798781591169552
44,beta,1,32,0.7,raw,14,0.4458530725435072,0.5733295063145809
34,beta,1,32,0.7,raw,16,0.4505907419756318,0.5560488346281909
26,beta,1,32,0.7,raw,16,0.4435286177881831,0.5647576073122759
41,beta,1,32,0.7,raw,14,0.4369609270468386,0.595026860338477
46,beta,1,32,0.7,raw,15,0.4586854813704544,0.5653414755732802
22,beta,1,32,0.7,raw,14,0.4364257805671274,0.6184659235506693
47,beta,1,32,0.7,raw,14,0.4514010124127161,0.6183234513384108
39,beta,1,32,0.7,raw,22,0.4337551229047979,0.6189029959810011
36,beta,1,32,0.7,raw,13,0.4405810483019797,0.582564183129754
18,beta,1,32,0.7,raw,16,0.4582755926636864,0.4927711572197689
30,beta,1,32,0.7,raw,15,0.4493652104994629,0.5944565529794981
23,beta,1,32,0.7,raw,15,0.4564963250633804,0.5647800865905281
40,beta,1,32,0.7,raw,14,0.4563207891495346,0.50875
10,beta,1,32,0.7,raw,15,0.4378544359455744,0.5858549575772589
49,beta,1,32,0.7,raw,18,0.4460412470557092,0.5933679288321168
27,beta,1,32,0.7,raw,15,0.4536561483735314,0.6340661598520648
25,beta,1,32,0.7,raw,14,0.4306689065327774,0.5813796182307661
31,beta,1,32,0.7,raw,15,0.4387325567598188,0.5785097576851749
4,beta,1,32,0.7,raw,14,0.4467950536000746,0.6171819898527973
28,beta,1,32,0.7,raw,13,0.4497387571461622,0.6025276073619632
5,beta,1,32,0.7,raw,14,0.4395003229862628,0.6314206155835116
20,beta,1,32,0.7,raw,14,0.4401920464110423,0.5560342677573823
8,beta,1,32,0.7,raw,15,0.456776376717429,0.5945711882021082
42,beta,1,32,0.7,raw,15,0.4402500132886201,0.6248842235257795
43,beta,1,32,0.7,raw,22,0.4404032291153648,0.6129201680672269
45,beta,1,32,0.7,raw,14,0.4527211033453239,0.5987654320987654
14,beta,1,32,0.7,raw,14,0.4449952651961387,0.5888566480485371
3,beta,1,32,0.7,raw,23,0.4479694076655669,0.6254461701717152
38,beta,1,32,0.7,raw,16,0.4558529458659047,0.6132626366439315
17,beta,1,32,0.7,raw,21,0.4514258854531319,0.5575736972463697
21,beta,1,32,0.7,raw,14,0.454136246207793,0.5742886610447127
48,beta,1,32,0.7,raw,13,0.4442093553599617,0.58372802734375
35,beta,1,32,0.7,raw,15,0.4455300686372339,0.6162807560303571
19,beta,1,32,0.7,raw,15,0.4501849191918171,0.5686499546964663
2,beta,1,32,0.7,raw,17,0.4541517004411079,0.5832386924748173
1,beta,1,32,0.7,raw,13,0.4467467584198862,0.5876580172987359
15,beta,1,32,0.7,raw,15,0.447570263924583,0.5541627097182652
32,beta,1,32,0.7,raw,14,0.4467412548394004,0.5932394772246781
11,beta,1,32,0.7,raw,16,0.4548718226322614,0.6332250536512143
29,beta,1,32,0.7,raw,13,0.4463816240012001,0.6293677606177606
33,beta,1,32,0.7,raw,13,0.4402961782350228,0.6075559701492538
9,beta,1,32,0.7,raw,16,0.4649591543090848,0.4983899950554155
37,beta,1,32,0.7,raw,16,0.4481802837369124,0.5932947143354382
13,beta,1,32,0.7,raw,20,0.4458489115242389,0.6119019138755981
24,beta,1,32,0.7,raw,14,0.4405520114913806,0.6036242603550296
16,beta,1,32,0.7,raw,14,0.4519359839246071,0.6033082302313072
7,beta,1,32,0.7,raw,17,0.4578592022714958,0.558675106653411
34,beta,1,32,0.7,raw,17,0.4509751192237489,0.5541795665634675
12,beta,1,32,0.7,raw,15,0.442394786950546,0.6037235405668597
26,beta,1,32,0.7,raw,17,0.4431643288058022,0.5820432720120329
6,beta,1,32,0.7,raw,17,0.4464959097212473,0.5796489534953857
44,beta,1,32,0.7,raw,15,0.4458739438976189,0.5812858783008037
22,beta,1,32,0.7,raw,15,0.4371726821176989,0.6113019799460477
46,beta,1,32,0.7,raw,16,0.4586804296663573,0.5648180458624127
39,beta,1,32,0.7,raw,23,0.4333130383171106,0.6318619839240044
36,beta,1,32,0.7,raw,14,0.4408987723361336,0.5641962216723617
47,beta,1,32,0.7,raw,15,0.4520314108422709,0.5981542583542137
41,beta,1,32,0.7,raw,15,0.4371680976210655,0.588822672817827
18,beta,1,32,0.7,raw,17,0.4582515954334812,0.514016090980582
40,beta,1,32,0.7,raw,15,0.4563225198619289,0.4916304347826086
30,beta,1,32,0.7,raw,16,0.4495570691768556,0.5902711247365395
10,beta,1,32,0.7,raw,16,0.4374093404569285,0.5953427881340188
23,beta,1,32,0.7,raw,16,0.4569281274248844,0.5591842641614105
49,beta,1,32,0.7,raw,19,0.4461047503556437,0.5770415145985401
27,beta,1,32,0.7,raw,16,0.4549270182545974,0.6356984681414515
31,beta,1,32,0.7,raw,16,0.4383697889522446,0.5958758581727522
4,beta,1,32,0.7,raw,15,0.4479111090766274,0.6222100880485973
28,beta,1,32,0.7,raw,14,0.449432637254797,0.608760736196319
43,beta,1,32,0.7,raw,23,0.4397612275787948,0.6216619981325863
25,beta,1,32,0.7,raw,15,0.4312970446758436,0.5666878610370811
8,beta,1,32,0.7,raw,16,0.4568269876334881,0.592814371257485
42,beta,1,32,0.7,raw,16,0.43925290102861,0.6349439127302666
20,beta,1,32,0.7,raw,15,0.4395153425465908,0.574733140462889
5,beta,1,32,0.7,raw,15,0.4390598487095182,0.6362314156431804
3,beta,1,32,0.7,raw,24,0.4463852125637737,0.6267967393401505
45,beta,1,32,0.7,raw,15,0.4532449497755825,0.599023569023569
14,beta,1,32,0.7,raw,15,0.4447390059119559,0.5886272665756787
38,beta,1,32,0.7,raw,17,0.4551291048367191,0.6152830981967672
48,beta,1,32,0.7,raw,14,0.4442421782786604,0.58494873046875
17,beta,1,32,0.7,raw,22,0.4520079886882503,0.5400417658200185
19,beta,1,32,0.7,raw,16,0.4497081247123819,0.575040773180308
21,beta,1,32,0.7,raw,15,0.4538462751886051,0.5851968695019111
35,beta,1,32,0.7,raw,16,0.4451583963746116,0.6175013293372649
2,beta,1,32,0.7,raw,18,0.4547952419454433,0.5812388899861742
32,beta,1,32,0.7,raw,15,0.4473938237664325,0.5811671151258889
15,beta,1,32,0.7,raw,16,0.4474679081347634,0.563076923076923
1,beta,1,32,0.7,raw,14,0.4470150008010066,0.5762522573899819
11,beta,1,32,0.7,raw,17,0.4558826260819241,0.6286104628663235
24,beta,1,32,0.7,raw,15,0.4411039921067723,0.5947361932938857
