seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
20,beta,1,4,0.1,raw,2,0.4849699734703651,0.375,0.486597591646383,0.6607142857142857
8,beta,1,4,0.1,raw,2,0.4597385622160636,1.0,0.4210011297219855,0.5714285714285714
4,beta,1,4,0.1,raw,2,0.4660823892506182,0.5,0.4234296622025998,0.6874999999999999
0,beta,1,4,0.1,raw,2,0.4014064277716837,0.0833333333333333,0.4650923921462352,0.5416666666666666
12,beta,1,4,0.1,raw,2,0.4918633710705603,0.4166666666666667,0.4567967163576281,0.5729166666666666
32,beta,1,4,0.1,raw,2,0.410764152893658,0.4761904761904762,0.4752747694661361,0.4489795918367347
28,beta,1,4,0.1,raw,2,0.4031112535483852,0.44,0.4891392912615737,0.65
40,beta,1,4,0.1,raw,2,0.4169973868910243,0.4166666666666667,0.4360301496980823,0.8125000000000001
16,beta,1,4,0.1,raw,2,0.4771378905184272,1.0,0.4529484865433446,0.6296296296296297
24,beta,1,4,0.1,raw,2,0.4699169574077528,0.5,0.4285280189356187,0.42
36,beta,1,4,0.1,raw,2,0.4606383047679807,0.875,0.4245006832762072,0.3124999999999999
44,beta,1,4,0.1,raw,2,0.4393614270649271,0.5416666666666666,0.4572343456546096,0.5333333333333333
27,beta,1,4,0.1,raw,2,0.4984002449199601,0.64,0.4294543587477979,0.54
48,beta,1,4,0.1,raw,2,0.4452533013330122,0.238095238095238,0.3979226507199625,0.4545454545454546
25,beta,1,4,0.1,raw,2,0.454071142346756,0.375,0.4679665694400887,0.2916666666666666
31,beta,1,4,0.1,raw,2,0.4572278439496907,0.3125,0.472286947067208,0.8444444444444446
3,beta,1,4,0.1,raw,2,0.4641502239658235,0.8125,0.4293960102776776,0.5208333333333333
34,beta,1,4,0.1,raw,2,0.4350103315134978,0.6666666666666667,0.4052925932619919,0.7083333333333334
2,beta,1,4,0.1,raw,2,0.3763225202279663,0.625,0.4449998360269223,0.4791666666666667
35,beta,1,4,0.1,raw,2,0.4714670116447886,0.8571428571428571,0.4635225320645719,0.7083333333333333
18,beta,1,4,0.1,raw,2,0.4847692300445752,0.2916666666666667,0.4362699724341942,0.4166666666666667
23,beta,1,4,0.1,raw,2,0.3901867506199364,0.6666666666666666,0.454441706104249,0.625
38,beta,1,4,0.1,raw,2,0.3283718633716115,0.1111111111111111,0.4450498609522701,0.55
6,beta,1,4,0.1,raw,2,0.4404590537691105,0.5,0.4992710253309707,0.7142857142857143
1,beta,1,4,0.1,raw,2,0.42687597319351,0.4761904761904761,0.469914214467357,0.5800000000000001
46,beta,1,4,0.1,raw,2,0.4670107363563343,0.875,0.4402400959932779,0.8
43,beta,1,4,0.1,raw,2,0.4456062184799211,0.6666666666666666,0.4585138222026368,0.7592592592592593
7,beta,1,4,0.1,raw,2,0.4893171384861727,0.1999999999999999,0.4053310858848237,0.675
22,beta,1,4,0.1,raw,2,0.482998322094003,0.375,0.4514035047300422,0.4583333333333333
42,beta,1,4,0.1,raw,2,0.4317736183447877,0.4761904761904761,0.4481891276551166,0.7083333333333334
