seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,rmse_naive,rmse_rasch,rmse_2pl,rmse_mirt,auc_naive,auc_rasch,auc_2pl,auc_mirt,rmse_knn,auc_knn,agent_batch_size,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max
41,beta,1,8,0.3,raw,0.4729852083365242,0.503558933712737,0.4636332514294208,0.4616605938272169,0.5,0.7225877192982456,0.618421052631579,0.7072368421052632,0.4248856039920876,0.7752192982456141,8,11,2,30
16,beta,1,8,0.3,raw,0.4532964480724404,0.4526121427084167,0.5471877157667291,0.4556664687124621,0.5,0.5621621621621622,0.4735135135135135,0.5708108108108109,0.4670828099152861,0.5902702702702703,8,16,2,30
33,beta,1,8,0.3,raw,0.4627201394102571,0.4699550081084624,0.7327773795425236,0.4515923526492313,0.5,0.6853070175438596,0.7083333333333333,0.7050438596491228,0.4350641937409213,0.6798245614035088,8,11,2,30
45,beta,1,8,0.3,raw,0.4668496712550999,0.5225265033972423,0.5413095935672595,0.4640760092262095,0.5,0.5729166666666666,0.5177083333333333,0.6447916666666667,0.4584597572171186,0.5927083333333334,8,25,2,30
29,beta,1,8,0.3,raw,0.4527658486143732,0.4527944970879527,0.4530181923312197,0.4453233751006408,0.5,0.5876068376068377,0.5235042735042735,0.6602564102564102,0.4725539987478248,0.5598290598290598,8,15,2,30
5,beta,1,8,0.3,raw,0.4523633277359074,0.5007487889092855,0.4785877874029738,0.450668020588959,0.5,0.5405701754385965,0.5274122807017544,0.6260964912280702,0.464789908360339,0.5614035087719298,8,6,2,30
18,beta,1,8,0.5,raw,0.4736945515143129,0.4646955943220346,0.5436329518322315,0.4643022444554325,0.5,0.5407407407407407,0.5007407407407407,0.5818518518518518,0.4627152283658748,0.6633333333333333,8,2,2,30
42,beta,1,8,0.5,raw,0.44846604352752,0.4742566905799002,0.4606445804197225,0.44216415020116,0.5,0.5511718750000001,0.57734375,0.61640625,0.4068171137402929,0.7449218750000001,8,12,2,30
4,beta,1,8,0.5,raw,0.4469343899562781,0.5603957554013181,0.5057864633691584,0.4368574839943007,0.5,0.5332096474953618,0.5061224489795919,0.6168831168831168,0.4290804823505791,0.6278293135435993,8,25,2,30
11,beta,1,8,0.5,raw,0.4691011067563811,0.4806133145820389,0.5090207910282302,0.4624445572691077,0.5,0.4874999999999999,0.59921875,0.632421875,0.4912869070472455,0.575390625,8,11,2,30
39,beta,1,8,0.5,raw,0.443023419917156,0.5219983486207879,0.4688318498994584,0.4368036211557553,0.5,0.6534090909090908,0.6393939393939394,0.6734848484848486,0.4172049343738085,0.7083333333333334,8,21,2,30
38,beta,1,8,0.5,raw,0.4473566021074031,0.4580227131646298,0.4995191168959715,0.4466780588698293,0.5,0.5156308851224105,0.3932203389830508,0.552919020715631,0.4642277972284447,0.567608286252354,8,9,2,30
7,beta,1,8,0.5,raw,0.4592192191075813,0.5166008990739626,0.4993111514451575,0.4591178862189113,0.5,0.4983050847457627,0.4489642184557438,0.5615819209039548,0.4182460969924089,0.7427495291902072,8,9,2,30
20,beta,1,8,0.5,raw,0.4464145208599983,0.4629112915061195,0.4647577190127509,0.445556690790879,0.5,0.472741136103698,0.4837971788028974,0.5562333206252382,0.4377263879872843,0.6454441479222264,8,18,2,30
10,beta,1,8,0.5,raw,0.4377219454600409,0.4588467817834432,0.4689223290609928,0.4338916408234736,0.5,0.512393636699963,0.5264520902700702,0.6163522012578616,0.4383648260604024,0.5952645209027008,8,18,2,30
34,beta,1,8,0.5,raw,0.4500386095702795,0.4791329430723628,0.4728073162442662,0.4467077315667175,0.5,0.5125046659201195,0.4964539007092199,0.5882792086599478,0.4427888198691148,0.606942889137738,8,15,2,30
2,beta,1,8,0.5,raw,0.4599130042626608,0.545871194831893,0.4528020003518496,0.4531748678456264,0.5,0.5708395802098951,0.5865817091454273,0.6056971514242878,0.4629370106822863,0.5809595202398801,8,6,2,30
43,beta,1,8,0.5,raw,0.4480009239998297,0.5305073540058294,0.5131010938365476,0.4360910275195602,0.5,0.5951762523191094,0.5217068645640075,0.6415584415584416,0.4302479297005174,0.6070500927643785,8,23,2,30
26,beta,1,8,0.5,raw,0.4741216280430337,0.5388511022066056,0.4772854465022139,0.4696727888451908,0.5,0.5736346516007532,0.5555555555555556,0.6342749529190207,0.470902412616117,0.6116760828625235,8,12,2,30
27,beta,1,8,0.5,raw,0.4516049902965446,0.4745458866558878,0.5483875067114882,0.4438204111732589,0.5,0.5967741935483871,0.543394777265745,0.6582181259600615,0.4162005161393103,0.7403993855606759,8,15,2,30
30,beta,1,8,0.5,raw,0.4604178748683122,0.4926477278708218,0.4689764747291006,0.4571484146567982,0.5,0.5760368663594471,0.5245775729646697,0.6098310291858678,0.4540878786055687,0.6113671274961597,8,15,2,30
31,beta,1,8,0.5,raw,0.4625916461099163,0.5047939082069814,0.6034620440256034,0.4548317401890002,0.5,0.621969696969697,0.5507575757575758,0.6106060606060606,0.4397761026944697,0.6628787878787878,8,9,2,30
46,beta,1,8,0.5,raw,0.4566127132242443,0.5051754485239275,0.4954767069302482,0.4524556510752812,0.5,0.5926339285714286,0.5572916666666667,0.625,0.4721618935984153,0.5401785714285714,8,9,2,30
14,beta,1,8,0.5,raw,0.4555991959296391,0.4996873354836981,0.4666729846452869,0.4494830142048418,0.5,0.5105751391465677,0.587012987012987,0.6426716141001855,0.4708425544859804,0.5487940630797773,8,10,2,30
41,beta,1,8,0.5,raw,0.4425863004301396,0.4580938425176543,0.524454836263696,0.4372976891186376,0.5,0.5657250470809793,0.5698681732580038,0.6335216572504708,0.4422035106550634,0.6350282485875706,8,4,2,30
6,beta,1,8,0.5,raw,0.4595853239721289,0.4765265560665694,0.4918422396267224,0.4583035065598155,0.5,0.5030721966205837,0.4750384024577572,0.5072964669738863,0.4832973181800306,0.5414746543778801,8,21,2,30
35,beta,1,8,0.5,raw,0.4473275387485083,0.4505736443174145,0.4443213659559109,0.4388041133060156,0.5,0.620414673046252,0.5865231259968102,0.7165071770334929,0.473520025608275,0.5893141945773525,8,12,2,30
22,beta,1,8,0.5,raw,0.4935929048488104,0.637378654898926,0.5426311678462278,0.4804762087607426,0.5,0.5526515151515152,0.5981060606060606,0.6017045454545455,0.4519047749999581,0.7162878787878788,8,20,2,30
3,beta,1,8,0.5,raw,0.4539403813935211,0.5245466295612001,0.4351832492746231,0.4436065724109562,0.5,0.5914542728635683,0.6570464767616192,0.7177661169415291,0.4533562727721281,0.5989505247376312,8,24,2,30
15,beta,1,8,0.5,raw,0.4719238439126759,0.4932882171564167,0.4942255663333866,0.4689357230696681,0.5,0.5378531073446328,0.5137476459510358,0.6086629001883239,0.4517713420209189,0.664030131826742,8,30,2,30
23,beta,1,8,0.5,raw,0.4428982626457789,0.4278233056831949,0.5671711196846043,0.4326222679924859,0.5,0.4067434912505335,0.521553563807085,0.5885616730687153,0.4513064097178579,0.6009389671361502,8,26,2,30
25,beta,1,8,0.5,raw,0.450934739980096,0.4338624310784416,0.494043001324603,0.4439782683814926,0.5,0.5582896329164986,0.4917305365066559,0.5885437676482452,0.4710294455042766,0.5764421137555465,8,27,2,30
24,beta,1,8,0.5,raw,0.4602721633381978,0.5105419459320271,0.493021485520133,0.4548515443386309,0.5,0.521505376344086,0.5303379416282642,0.6493855606758833,0.4381172560144853,0.6812596006144394,8,7,2,30
19,beta,1,8,0.5,raw,0.4629310236174361,0.5526554064734797,0.5410143580232514,0.4553701257991954,0.5,0.5592592592592593,0.5766666666666665,0.622962962962963,0.4437895381130171,0.6444444444444445,8,2,2,30
9,beta,1,8,0.5,raw,0.4356306534322316,0.4504464497836941,0.4444673448696105,0.4292212470849565,0.5,0.678125,0.550390625,0.63671875,0.4682014911889809,0.4792968749999999,8,13,2,30
47,beta,1,8,0.5,raw,0.442742224873275,0.4907792547428898,0.5224065164048618,0.4405000211800127,0.5,0.5371064467766117,0.5659670164917542,0.5892053973013492,0.4183115400220387,0.6626686656671664,8,19,2,30
48,beta,1,8,0.5,raw,0.4486676692084683,0.4544123908639882,0.4934118271684696,0.4479935232656494,0.5,0.4902783072817384,0.4536789935188715,0.5348837209302325,0.4300591855292153,0.7049180327868851,8,9,2,30
40,beta,1,8,0.5,raw,0.4579497343219811,0.5219027094994151,0.4858397670726619,0.4498906625266671,0.5,0.6886160714285714,0.5840773809523809,0.6901041666666667,0.436519375297881,0.6930803571428571,8,25,2,30
36,beta,1,8,0.5,raw,0.4534310096838833,0.5115800917204213,0.5588992690497421,0.4452518120621183,0.5,0.5124304267161409,0.4968460111317254,0.6064935064935065,0.4159348100421915,0.7191094619666047,8,14,2,30
16,beta,1,8,0.5,raw,0.472831236549361,0.5429375454285766,0.4797449785767879,0.4648842673715261,0.5,0.5323714391416945,0.4583795782463929,0.6011838697743248,0.4561787503928585,0.6315205327413984,8,18,2,30
12,beta,1,8,0.5,raw,0.4873544824267866,0.5800766093943927,0.5487848719593608,0.4716979155562544,0.5,0.533984375,0.3980468749999999,0.5861328125000002,0.460804354300887,0.605078125,8,2,2,30
13,beta,1,8,0.5,raw,0.451893167961502,0.4690799029055368,0.5187422131333126,0.4448865392516952,0.5,0.435152922957801,0.538133952768099,0.5977545489740612,0.4519780045818444,0.6047231900890437,8,7,2,30
28,beta,1,8,0.5,raw,0.4491506110219357,0.4749591151008873,0.4909657801271872,0.4489338510421571,0.5,0.4437781109445277,0.4104197901049475,0.5161169415292354,0.4622939888183986,0.5483508245877062,8,12,2,30
1,beta,1,8,0.5,raw,0.4507180941551233,0.5569654621155,0.4754908347164088,0.4420055608205398,0.5,0.6352201257861635,0.487606363300037,0.6411394746577878,0.4506724016281525,0.5486496485386608,8,28,2,30
8,beta,1,8,0.5,raw,0.4553009110012027,0.4469071830151336,0.4985624449730965,0.4493771812693747,0.5,0.5102864058087939,0.5042355788624445,0.5857200484066156,0.4783817648986198,0.5566760790641387,8,18,2,30
49,beta,1,8,0.5,raw,0.4654238791349452,0.5310698091431143,0.5331003837671368,0.4592626823601228,0.5,0.4760667903525046,0.4556586270871985,0.57291280148423,0.4609785384966649,0.5988868274582559,8,7,2,30
21,beta,1,8,0.5,raw,0.4612080055079649,0.4688960324743751,0.4840136841650319,0.4597020645738768,0.5,0.4589981447124304,0.5209647495361781,0.5231910946196661,0.4512324767263511,0.6465677179962894,8,28,2,30
45,beta,1,8,0.5,raw,0.4572752928644616,0.5099035785256959,0.5057766821003598,0.4565465916780548,0.5,0.4167968749999999,0.4968749999999999,0.5369140625,0.4726040393587304,0.59609375,8,8,2,30
32,beta,1,8,0.5,raw,0.4711588793976792,0.4583022872929322,0.5169857449881332,0.4660099211453262,0.5,0.5062525211778943,0.5594997983057685,0.5736183945139168,0.437315135454472,0.7152077450584914,8,11,2,30
0,beta,1,8,0.5,raw,0.4544252288110122,0.500359138016269,0.4626268689670035,0.4495116067041311,0.5,0.4942656307806141,0.6189419163891972,0.5863854975952646,0.4599715472575025,0.6015538290788014,8,15,2,30
29,beta,1,8,0.5,raw,0.4775966305347894,0.5367098345286747,0.488582350399979,0.4674373207556091,0.5,0.5774542739828293,0.5520716685330347,0.6498693542366555,0.476550758717467,0.5509518477043672,8,9,2,30
37,beta,1,8,0.5,raw,0.4430477206498391,0.4135854600191571,0.5167456211500664,0.4309847755586545,0.5,0.5768229166666666,0.5451388888888888,0.6202256944444444,0.4748018918255216,0.5360243055555556,8,19,2,30
17,beta,1,8,0.5,raw,0.4710827479809567,0.5928970032159248,0.4687529086976404,0.460991484503388,0.5,0.5539888682745826,0.5777365491651205,0.6653061224489796,0.4659192442051978,0.6022263450834879,8,8,2,30
33,beta,1,8,0.5,raw,0.4548028760213931,0.4317081277805871,0.5539195426346688,0.4463581390678891,0.5,0.5481770833333333,0.6189236111111112,0.6762152777777778,0.4506515045148943,0.6393229166666666,8,18,2,30
44,beta,1,8,0.5,raw,0.461080076505483,0.470758854269709,0.5476208097170879,0.4526085047482872,0.5,0.6257575757575757,0.5984848484848484,0.6446969696969697,0.4615612981492643,0.6333333333333333,8,22,2,30
5,beta,1,8,0.5,raw,0.4563838089725163,0.5537511417385756,0.4637893129532982,0.4492547228134524,0.5,0.5227524972253051,0.6226415094339622,0.6440991490935998,0.4185771435914034,0.7229004809470957,8,8,2,30
17,beta,1,8,0.7,raw,0.472257903409044,0.5342487241777065,0.6070299018442312,0.4680723378159591,0.5,0.5485881207400195,0.5628042843232717,0.5924050632911393,0.4543082638442152,0.636222005842259,8,15,2,30
11,beta,1,8,0.7,raw,0.4638304043290244,0.6142229758665304,0.4487032212711155,0.4488213149335128,0.5,0.4555014605647516,0.4991236611489775,0.5938656280428432,0.4239583320836372,0.6687439143135345,8,28,2,30
34,beta,1,8,0.7,raw,0.4733283411213831,0.5572482891373108,0.5020460940700404,0.46435596614454,0.5,0.6138996138996138,0.5368725868725869,0.5982625482625483,0.4211275048253611,0.7515444015444015,8,13,2,30
21,beta,1,8,0.7,raw,0.4704748526145396,0.5039418230142194,0.4899839848460526,0.4624491489653335,0.5,0.4711111111111111,0.5283091787439613,0.5572946859903382,0.4342830094005847,0.7209661835748793,8,3,2,30
22,beta,1,8,0.7,raw,0.4481462363474385,0.4475393332345467,0.4942934908026771,0.4409860957542307,0.5,0.4896833503575076,0.5209397344228804,0.6118488253319714,0.423095984879811,0.7077630234933606,8,3,2,30
19,beta,1,8,0.7,raw,0.4606972084228284,0.5173436623460609,0.4915217483710974,0.4587481925887173,0.5,0.5261835748792271,0.4678260869565217,0.5785507246376811,0.4307917191620731,0.696231884057971,8,23,2,30
18,beta,1,8,0.7,raw,0.4678879918132477,0.5130748397620206,0.6246893349067643,0.4642609541180482,0.5,0.5091645765000965,0.5083928226895621,0.5847964499324716,0.4884985173358106,0.5516110360794906,8,7,2,30
27,beta,1,8,0.7,raw,0.473585161781283,0.5029692106549991,0.4909960388550177,0.4721678898524284,0.5,0.5035859662725335,0.5028106222136073,0.5596045745299477,0.4497727005484669,0.6534212056600116,8,25,2,30
14,beta,1,8,0.7,raw,0.4630754319201579,0.5212284274405597,0.4558137996743452,0.4578915186054679,0.5,0.5555340182205853,0.5832525683271952,0.621050591199845,0.4437515440094641,0.6727078891257996,8,12,2,30
42,beta,1,8,0.7,raw,0.4608208298524645,0.4689489101540416,0.4837880885730807,0.4550437914294536,0.5,0.5380209362038317,0.5982619000592535,0.6504048982816512,0.4537121651641487,0.6385542168674699,8,14,2,30
39,beta,1,8,0.7,raw,0.4496643510046723,0.4739034449754982,0.4598550370879444,0.4448246374871537,0.5,0.5532921810699588,0.5409465020576131,0.6041152263374486,0.4327198018810374,0.6740740740740742,8,23,2,30
10,beta,1,8,0.7,raw,0.4457536152250717,0.4612632505586349,0.4477555203174714,0.4413119696470908,0.5,0.5192579149021981,0.5769308328291994,0.6138334341601129,0.4386483176777112,0.6838072191974189,8,24,2,30
3,beta,1,8,0.7,raw,0.4640469012223662,0.5599257586857995,0.4438230635709113,0.455429956213753,0.5,0.6324637681159421,0.6548792270531402,0.6794202898550725,0.4632178329111787,0.5506280193236714,8,10,2,30
15,beta,1,8,0.7,raw,0.4490989193519598,0.475026751693508,0.458248294903111,0.4452881890068895,0.5,0.5725741780272654,0.5860064153969526,0.6112670408981555,0.4591803923503702,0.5987369687249398,8,19,2,30
47,beta,1,8,0.7,raw,0.4571720786632505,0.5082907552032633,0.5104422919659275,0.4532879832259794,0.5,0.5209347614410905,0.5598831548198637,0.6214216163583253,0.4343051401399347,0.6798442064264849,8,19,2,30
38,beta,1,8,0.7,raw,0.4679277042226194,0.4996301057643903,0.5169054086082293,0.4657708387673331,0.5,0.5342995169082125,0.5642512077294686,0.5549758454106279,0.4395331415867302,0.6805797101449276,8,25,2,30
41,beta,1,8,0.7,raw,0.4490040805223423,0.5210059325014065,0.4613407278640862,0.4445506656476131,0.5,0.5654440154440155,0.5565637065637066,0.5731660231660232,0.454654938885427,0.6032818532818532,8,16,2,30
35,beta,1,8,0.7,raw,0.4511631886360274,0.4652468752522923,0.4542779231361969,0.4458533900494069,0.5,0.568240173809994,0.6253209559549674,0.6387517282243729,0.4371857195498223,0.6612680229113174,8,23,2,30
31,beta,1,8,0.7,raw,0.4449190442779758,0.4816410989751286,0.4987016300896484,0.4405712568365532,0.5,0.6143569292123628,0.5543369890329013,0.6049850448654038,0.4412096311457842,0.6492522432701895,8,23,2,30
26,beta,1,8,0.7,raw,0.4518563993801792,0.4940302578553391,0.567367684824149,0.4504138308631961,0.5,0.4706923682140047,0.5702202989771833,0.5462234461054287,0.4438094824562262,0.6138867033831629,8,15,2,30
30,beta,1,8,0.7,raw,0.4514314639561886,0.4467239097785572,0.455634844873761,0.4474227162974863,0.5,0.5409770687936192,0.5575274177467597,0.577666999002991,0.4415292990338544,0.6540378863409771,8,20,2,30
46,beta,1,8,0.7,raw,0.4632873927154635,0.4844347701573446,0.4654697722711571,0.4591662107605006,0.5,0.625,0.5722222222222222,0.611111111111111,0.42947097871673,0.6916666666666667,8,6,2,30
6,beta,1,8,0.7,raw,0.4549126876906976,0.5207090293051587,0.5527799877312135,0.4521172761992997,0.5,0.4931506849315068,0.5018329153000193,0.5745707119428902,0.4416133765994365,0.621647694385491,8,9,2,30
9,beta,1,8,0.7,raw,0.4659299101745445,0.5434282951606414,0.467186434052441,0.4614299148293687,0.5,0.5225868725868725,0.5756756756756758,0.6181467181467182,0.45303991768605,0.6293436293436293,8,9,2,30
7,beta,1,8,0.7,raw,0.4704185987161989,0.5159382879850769,0.4812246130155032,0.4677922318730562,0.5,0.5525793650793651,0.558531746031746,0.5686507936507936,0.456398272916408,0.6286706349206348,8,13,2,30
43,beta,1,8,0.7,raw,0.4570349342654151,0.4931141289841108,0.469805292522586,0.4496533986271026,0.5,0.5390946502057613,0.5853419557123261,0.6255144032921811,0.3948325904262462,0.7683715461493239,8,6,2,30
2,beta,1,8,0.7,raw,0.4587968808576123,0.5010518394859754,0.4733337874169701,0.4585923163994342,0.5,0.523015873015873,0.5410714285714285,0.5746031746031746,0.4475345053236415,0.6388888888888888,8,6,2,30
45,beta,1,8,0.7,raw,0.4624622149111098,0.4929330265746161,0.4906962828879611,0.4616384994811678,0.5,0.5029504327301338,0.5104248623131393,0.557435090479937,0.4754010885022773,0.6083792289535799,8,29,2,30
44,beta,1,8,0.7,raw,0.4506457510256169,0.4918814267534796,0.4634260951495397,0.4493300424457888,0.5,0.5503108003108003,0.5205905205905206,0.5874125874125875,0.4812761671210162,0.4842657342657342,8,17,2,30
23,beta,1,8,0.7,raw,0.4596920969076482,0.4981867425530202,0.4821603351785625,0.4574499087453357,0.5,0.5822784810126581,0.4858812074001947,0.585589094449854,0.4330391989049473,0.6850048685491725,8,9,2,30
33,beta,1,8,0.7,raw,0.4695956232052982,0.5581194591353973,0.4742906701290481,0.4591458300428057,0.5,0.5253482972136223,0.5692724458204335,0.5938467492260062,0.4425530684971477,0.6766640866873066,8,16,2,30
13,beta,1,8,0.7,raw,0.4618173058368571,0.4353878090009485,0.5605431533317764,0.4530806519740831,0.5,0.5505642361111112,0.498046875,0.5744357638888888,0.4596277475842935,0.6703559027777778,8,14,2,30
1,beta,1,8,0.7,raw,0.4526838259581442,0.4711449476671325,0.4644908366762318,0.448683693723665,0.5,0.5264555669050052,0.5485188968335035,0.605311542390194,0.4300476992011241,0.7123595505617978,8,29,2,30
37,beta,1,8,0.7,raw,0.4551679006932526,0.4977627111849525,0.4899084824130822,0.4530814906310796,0.5,0.5099431818181818,0.5073051948051949,0.5448457792207793,0.4204035103834193,0.7159090909090908,8,23,2,30
24,beta,1,8,0.7,raw,0.4597376708783257,0.5020616169212626,0.4748329766153772,0.4573793797091717,0.5,0.4357421875,0.5580078125,0.6367187499999999,0.4406152068057604,0.65625,8,11,2,30
25,beta,1,8,0.7,raw,0.4507104570146504,0.4547366060042907,0.4398933071046171,0.4435165731565397,0.5,0.5484976809840694,0.621496269409155,0.6588021778584392,0.4427549468539004,0.6557773744706594,8,28,2,30
29,beta,1,8,0.7,raw,0.4715617567527986,0.5527709840977936,0.4736219109922521,0.4621294096266072,0.5,0.4976780185758514,0.5621130030959751,0.6085526315789475,0.4426071406631345,0.6636996904024767,8,2,2,30
5,beta,1,8,0.7,raw,0.4654040285914376,0.5745790869058215,0.5108659933372924,0.4580616217849563,0.5,0.5782828282828283,0.5551670551670551,0.6722999222999223,0.4236798004922872,0.7119269619269619,8,11,2,30
40,beta,1,8,0.7,raw,0.4629200471307685,0.5304164517989801,0.4732963704174538,0.4500771323962689,0.5,0.5314057826520439,0.5848454636091726,0.5920239282153539,0.4548262525342554,0.5543369890329013,8,30,2,30
49,beta,1,8,0.7,raw,0.4524659098908783,0.4759250348438126,0.4818823882846477,0.4523872749853601,0.5,0.45,0.4673828124999999,0.536328125,0.4657343499220794,0.59765625,8,28,2,30
28,beta,1,8,0.7,raw,0.4637380480447154,0.5140855812989904,0.5000941962681306,0.4584428555228424,0.5,0.585081585081585,0.5664335664335665,0.6124708624708625,0.4261111460073281,0.7384421134421135,8,11,2,30
16,beta,1,8,0.7,raw,0.4676676333871277,0.5348584815494802,0.4866615898649188,0.4622579024718914,0.5,0.5302415458937199,0.5513043478260871,0.5696618357487923,0.4487842780758078,0.6432850241545894,8,19,2,30
36,beta,1,8,0.7,raw,0.4566274472987405,0.4665567905922413,0.477330995255055,0.4516046108423105,0.5,0.5050798258345428,0.552767986730251,0.578478125647937,0.4912856786453195,0.4847605224963716,8,6,2,30
0,beta,1,8,0.7,raw,0.4636871952395756,0.4771897768467193,0.5028251761574656,0.4620738811517969,0.5,0.54673721340388,0.48559670781893,0.5735841661767588,0.4413974727331837,0.6860670194003528,8,26,2,30
48,beta,1,8,0.7,raw,0.4519526508826668,0.4679013358135603,0.4677799837614015,0.4473794850510713,0.5,0.5522533022533023,0.5217560217560218,0.6114996114996115,0.4471600337094025,0.6302447552447552,8,21,2,30
32,beta,1,8,0.7,raw,0.4499270287265093,0.4750984089954211,0.4563144703608159,0.4455910196496895,0.5,0.587332808811959,0.5194728560188827,0.6032651455546815,0.4444827162221901,0.6290322580645162,8,16,2,30
20,beta,1,8,0.7,raw,0.4426004914223709,0.4531571607028793,0.4523575960191323,0.4352749373310769,0.5,0.5097872340425531,0.4961702127659574,0.5788297872340425,0.4417487984291751,0.6636170212765957,8,13,2,30
12,beta,1,8,0.7,raw,0.4589090488388752,0.4939450114269251,0.4921468082137289,0.4585386668824524,0.5,0.466468253968254,0.5115079365079365,0.5825396825396826,0.4641528243969194,0.6146825396825397,8,21,2,30
8,beta,1,8,0.7,raw,0.4535170700483932,0.4686971793614218,0.4712198673803996,0.4507395501906353,0.5,0.4934462593264771,0.5313571284533172,0.5997176850171405,0.4250616940430554,0.7245412381528534,8,25,2,30
4,beta,1,8,0.7,raw,0.4556017306943848,0.463938095294869,0.4507947228862836,0.4493945897147205,0.5,0.5370786516853931,0.5687436159346272,0.6181818181818182,0.4242097042236318,0.7432073544433094,8,27,2,30
39,beta,1,8,0.9,raw,0.4640993681625326,0.5044586938483004,0.5043949153045639,0.4597506356206403,0.5,0.5079069767441861,0.5123255813953488,0.5572093023255813,0.4409153326722487,0.677093023255814,8,4,2,30
6,beta,1,8,0.9,raw,0.4516113254853565,0.4672399835865128,0.4545373609754282,0.4467888002021154,0.5,0.5508524397413286,0.5410934744268078,0.6085831863609642,0.439651597027333,0.6369194591416814,8,12,2,30
2,beta,1,8,0.9,raw,0.453686366440192,0.5216237999769494,0.4903847968955588,0.4469761973951909,0.5,0.5575139146567718,0.5731679035250463,0.6158395176252319,0.4502035872553322,0.6077226345083488,8,25,2,30
10,beta,1,8,0.9,raw,0.4573535597791433,0.4590007210925303,0.4581809784072949,0.4534016948263162,0.5,0.5528301886792453,0.5482311320754717,0.6002358490566038,0.4828930765955936,0.5702240566037736,8,8,2,30
31,beta,1,8,0.9,raw,0.4653428387662765,0.5143704903406072,0.5568744369144354,0.4598552639161711,0.5,0.5553865949233829,0.5260264358404492,0.5976137559948532,0.4349617898536145,0.701368581120599,8,7,2,30
0,beta,1,8,0.9,raw,0.4392657579896648,0.4477656372264127,0.4314754394401701,0.431858801613866,0.5,0.510593220338983,0.5744017946161516,0.6415752741774675,0.4616863826760394,0.5760219341974078,8,28,2,30
42,beta,1,8,0.9,raw,0.4403056373900683,0.4509625134896288,0.4591793701222701,0.4370274716740038,0.5,0.5515915915915915,0.5581981981981982,0.57993993993994,0.4325857387848912,0.6144144144144145,8,2,2,30
44,beta,1,8,0.9,raw,0.4559030709657535,0.5094593926008963,0.4520174994488667,0.450587087695072,0.5,0.626984126984127,0.6163632119514473,0.6336367880485527,0.4391659964219154,0.686391223155929,8,14,2,30
35,beta,1,8,0.9,raw,0.4718571362682477,0.5059173432941884,0.4885835703492938,0.4665813666819646,0.5,0.6262579525737421,0.5730480046269519,0.6298438403701561,0.4497631588845547,0.6717177559282823,8,29,2,30
38,beta,1,8,0.9,raw,0.457210717462384,0.4977458118710861,0.4821670260628579,0.4528998604873018,0.5,0.5681818181818181,0.549860853432282,0.573747680890538,0.4616377570669553,0.5830241187384044,8,20,2,30
11,beta,1,8,0.9,raw,0.4582346210240389,0.5329743058522615,0.4717366123008052,0.4529396533075298,0.5,0.5533071230342276,0.5106382978723404,0.5693802035152636,0.4133443903149122,0.7280296022201665,8,18,2,30
34,beta,1,8,0.9,raw,0.4585543626965618,0.4655300171513073,0.5016103977137927,0.4532705763750516,0.5,0.5058574277168495,0.5214356929212363,0.5812562313060817,0.4532589714363839,0.6850697906281157,8,13,2,30
18,beta,1,8,0.9,raw,0.4616848011735813,0.4767835917178117,0.4752669468957978,0.4586853514237793,0.5,0.5032577220077221,0.5249758687258688,0.5873552123552124,0.4170418738751724,0.7633928571428571,8,22,2,30
15,beta,1,8,0.9,raw,0.4577878086084568,0.5123495625465471,0.4808826214697297,0.4522990394066346,0.5,0.584837962962963,0.5519675925925926,0.6199074074074074,0.4335844021726024,0.682349537037037,8,29,2,30
9,beta,1,8,0.9,raw,0.4570923625809976,0.5044772734820818,0.4626691425180059,0.452413114852557,0.5,0.5270318230214126,0.5456051106116171,0.6075949367088608,0.426425900787531,0.7203359753933514,8,11,2,30
14,beta,1,8,0.9,raw,0.4590564914619168,0.5190077417141711,0.4949738183948496,0.452838494717669,0.5,0.5294253670944618,0.5288472655798357,0.6193779627702625,0.4300598785105393,0.6899063475546305,8,18,2,30
27,beta,1,8,0.9,raw,0.4603565563761304,0.4814655384821462,0.458669513897089,0.4578578190945188,0.5,0.5404306220095695,0.5692583732057416,0.5901913875598086,0.4810221206848496,0.5429425837320574,8,14,2,30
32,beta,1,8,0.9,raw,0.4705504965353833,0.5460652760080038,0.4887867866389354,0.4621565909944479,0.5,0.5750144592249855,0.5797570850202429,0.6174667437825332,0.4358908659079727,0.6835743204164257,8,3,2,30
22,beta,1,8,0.9,raw,0.4529681592018298,0.5007870261681949,0.4567880064702158,0.4498457306437003,0.5,0.5443037974683544,0.5658346149296107,0.5846445049094995,0.4345052606134685,0.6708860759493671,8,22,2,30
23,beta,1,8,0.9,raw,0.4633438531221103,0.5227182770603376,0.4856587441453192,0.4609142717877311,0.5,0.5017954361172245,0.503069616587513,0.5646936175141897,0.449015729057315,0.6429977991428241,8,22,2,30
19,beta,1,8,0.9,raw,0.4601582389490636,0.5218248434577254,0.4708137856985849,0.4531256741485842,0.5,0.6246371763613143,0.5523046557529316,0.5995588064553583,0.4383169788614242,0.6505282712179264,8,4,2,30
47,beta,1,8,0.9,raw,0.4523074733438478,0.4901706760558787,0.4675533597246785,0.4479277261950717,0.5,0.5550788497217067,0.5626159554730983,0.5932282003710575,0.4490533773123425,0.6223910018552876,8,10,2,30
