seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,8,0.3,raw,8,0.5,0.4463639144396891
27,beta,1,8,0.3,raw,8,0.5,0.4716777604026206
39,beta,1,8,0.3,raw,8,0.5,0.4718596942263506
43,beta,1,8,0.3,raw,8,0.5,0.485221599778581
6,beta,1,8,0.3,raw,8,0.5,0.4329038406555059
34,beta,1,8,0.3,raw,8,0.5,0.4582842905364439
31,beta,1,8,0.3,raw,8,0.5,0.4342835412377785
11,beta,1,8,0.3,raw,8,0.5,0.4586108209399322
42,beta,1,8,0.3,raw,8,0.5,0.4620191845626276
7,beta,1,8,0.3,raw,8,0.5,0.4573598153407805
23,beta,1,8,0.3,raw,8,0.5,0.4532341168004054
2,beta,1,8,0.3,raw,8,0.5,0.4465642869244882
3,beta,1,8,0.3,raw,8,0.5,0.4581639200724711
35,beta,1,8,0.3,raw,8,0.5,0.4515644858821509
14,beta,1,8,0.3,raw,8,0.5,0.4779067389026062
47,beta,1,8,0.3,raw,8,0.5,0.4476635591133283
10,beta,1,8,0.3,raw,8,0.5,0.4650498902823869
18,beta,1,8,0.3,raw,8,0.5,0.4392766640613663
15,beta,1,8,0.3,raw,8,0.5,0.4599656511782008
19,beta,1,8,0.3,raw,8,0.5,0.4544337708455686
38,beta,1,8,0.3,raw,8,0.5,0.4697731930751012
26,beta,1,8,0.3,raw,8,0.5,0.4559936155805035
30,beta,1,8,0.3,raw,8,0.5,0.4510456090171909
22,beta,1,8,0.3,raw,8,0.5,0.4569331985018627
46,beta,1,8,0.3,raw,8,0.5,0.4566526556592094
40,beta,1,8,0.3,raw,8,0.5,0.4470565840453562
32,beta,1,8,0.3,raw,8,0.5,0.4348775227816993
44,beta,1,8,0.3,raw,8,0.5,0.4564029580911397
28,beta,1,8,0.3,raw,8,0.5,0.4546729482046006
12,beta,1,8,0.3,raw,8,0.5,0.4589876215393825
48,beta,1,8,0.3,raw,8,0.5,0.4840237666887745
8,beta,1,8,0.3,raw,8,0.5,0.4650741615171379
36,beta,1,8,0.3,raw,8,0.5,0.4723172351286325
20,beta,1,8,0.3,raw,8,0.5,0.4607379610741832
4,beta,1,8,0.3,raw,8,0.5,0.4369082706700183
16,beta,1,8,0.3,raw,8,0.5,0.4532964480724404
24,beta,1,8,0.3,raw,8,0.5,0.4578500081343409
29,beta,1,8,0.3,raw,8,0.5,0.4527658486143732
21,beta,1,8,0.3,raw,8,0.5,0.4700113491960677
1,beta,1,8,0.3,raw,8,0.5,0.41386804873137
25,beta,1,8,0.3,raw,8,0.5,0.4411230951399412
41,beta,1,8,0.3,raw,8,0.5,0.4729852083365242
33,beta,1,8,0.3,raw,8,0.5,0.4627201394102571
45,beta,1,8,0.3,raw,8,0.5,0.4668496712550999
17,beta,1,8,0.3,raw,8,0.5,0.4279554135604247
13,beta,1,8,0.3,raw,8,0.5,0.4747695966375242
5,beta,1,8,0.3,raw,8,0.5,0.4523633277359074
49,beta,1,8,0.3,raw,8,0.5,0.4667837228877436
37,beta,1,8,0.3,raw,8,0.5,0.4569605422139474
9,beta,1,8,0.3,raw,8,0.5,0.4721719609499096
