seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,16,0.7,raw,16,0.6009943109015428,0.4942120888641327
1,beta,1,16,0.7,raw,16,0.5635622385767989,0.5095044632660971
10,beta,1,16,0.7,raw,16,0.554167530582625,0.4697060213732845
11,beta,1,16,0.7,raw,16,0.5662919170381857,0.5839015940296061
12,beta,1,16,0.7,raw,16,0.5556069958847736,0.5187556852465782
13,beta,1,16,0.7,raw,16,0.6085721051385271,0.4260407803004712
14,beta,1,16,0.7,raw,16,0.6079393173198483,0.4802921249644709
15,beta,1,16,0.7,raw,16,0.5729849744410594,0.4866691374253344
16,beta,1,16,0.7,raw,16,0.5941364868194137,0.5584894362998521
17,beta,1,16,0.7,raw,16,0.5868118572292802,0.539785370382054
18,beta,1,16,0.7,raw,16,0.563260219341974,0.4951020488644226
19,beta,1,16,0.7,raw,16,0.5842818428184282,0.54161743404933
2,beta,1,16,0.7,raw,16,0.5611810064935066,0.5108990692711097
20,beta,1,16,0.7,raw,16,0.59252900781435,0.4486733318227491
21,beta,1,16,0.7,raw,16,0.550251986819151,0.5510913976668319
22,beta,1,16,0.7,raw,16,0.5835807200302261,0.4584963375005592
23,beta,1,16,0.7,raw,16,0.580109126984127,0.5131161370481915
24,beta,1,16,0.7,raw,16,0.5074775672981057,0.5210365916049081
25,beta,1,16,0.7,raw,16,0.5902255639097744,0.4856002446840163
26,beta,1,16,0.7,raw,16,0.5520435689927214,0.4879107786464527
27,beta,1,16,0.7,raw,16,0.5963738508682329,0.4908678437855892
28,beta,1,16,0.7,raw,16,0.6249485596707818,0.4770289780193743
29,beta,1,16,0.7,raw,16,0.5302854938271605,0.5988794661856797
3,beta,1,16,0.7,raw,16,0.6522321428571428,0.5284053148860013
30,beta,1,16,0.7,raw,16,0.5965478900831259,0.4468028743932759
31,beta,1,16,0.7,raw,16,0.6375284587282257,0.4785396492046012
32,beta,1,16,0.7,raw,16,0.5946502057613169,0.4768438603044624
33,beta,1,16,0.7,raw,16,0.5872185911401597,0.5662105353710251
34,beta,1,16,0.7,raw,16,0.6693918245264208,0.5260549549904586
35,beta,1,16,0.7,raw,16,0.547661188369153,0.4991163850284914
36,beta,1,16,0.7,raw,16,0.5488021295474712,0.4702683336171247
37,beta,1,16,0.7,raw,16,0.5943737661767932,0.459302102357823
38,beta,1,16,0.7,raw,16,0.577099609375,0.5404973766976073
39,beta,1,16,0.7,raw,16,0.5806926643032452,0.4735647880234107
4,beta,1,16,0.7,raw,16,0.5768264657153546,0.4652826497153414
40,beta,1,16,0.7,raw,16,0.6057432432432432,0.5689906386743393
41,beta,1,16,0.7,raw,16,0.6348558177051825,0.4809546920796939
42,beta,1,16,0.7,raw,16,0.6000414679659962,0.4683031972706747
43,beta,1,16,0.7,raw,16,0.5879979570990808,0.510680419221053
44,beta,1,16,0.7,raw,16,0.5029884381736234,0.5374691122628178
45,beta,1,16,0.7,raw,16,0.5519747393744988,0.5255933746185949
46,beta,1,16,0.7,raw,16,0.5670015494576898,0.5455543102165809
47,beta,1,16,0.7,raw,16,0.5412077104642015,0.5198293992020361
48,beta,1,16,0.7,raw,16,0.5899302093718843,0.5169334859635678
49,beta,1,16,0.7,raw,16,0.5581395348837209,0.5213616616100649
5,beta,1,16,0.7,raw,16,0.5741315594974131,0.5678243839277873
6,beta,1,16,0.7,raw,16,0.5689117632503589,0.5203265935690232
7,beta,1,16,0.7,raw,16,0.5863648191517044,0.5091466543985851
8,beta,1,16,0.7,raw,16,0.535921625544267,0.4860769795363792
9,beta,1,16,0.7,raw,16,0.5390625,0.5619993100756011
