seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.7,raw,32,0.5,0.4564924732373248
31,beta,1,32,0.7,raw,32,0.5,0.446174540110146
11,beta,1,32,0.7,raw,32,0.5,0.470038597850432
26,beta,1,32,0.7,raw,32,0.5,0.4480697865435751
43,beta,1,32,0.7,raw,32,0.5,0.4590268866148336
23,beta,1,32,0.7,raw,32,0.5,0.4602857443135364
3,beta,1,32,0.7,raw,32,0.5,0.4597498577464113
10,beta,1,32,0.7,raw,32,0.5,0.4431514000123875
7,beta,1,32,0.7,raw,32,0.5,0.4616690988195416
14,beta,1,32,0.7,raw,32,0.5,0.4497660578489912
18,beta,1,32,0.7,raw,32,0.5,0.4590852017953495
38,beta,1,32,0.7,raw,32,0.5,0.4677712235368487
46,beta,1,32,0.7,raw,32,0.5,0.4612264051062502
22,beta,1,32,0.7,raw,32,0.5,0.4506745342695555
27,beta,1,32,0.7,raw,32,0.5,0.468536407762898
6,beta,1,32,0.7,raw,32,0.5,0.452081135628745
15,beta,1,32,0.7,raw,32,0.5,0.4484010136611142
19,beta,1,32,0.7,raw,32,0.5,0.4558769386131042
47,beta,1,32,0.7,raw,32,0.5,0.4618297927474766
2,beta,1,32,0.7,raw,32,0.5,0.4583175035112785
39,beta,1,32,0.7,raw,32,0.5,0.4469945827620973
35,beta,1,32,0.7,raw,32,0.5,0.4602057904710999
34,beta,1,32,0.7,raw,32,0.5,0.4540924235419001
30,beta,1,32,0.7,raw,32,0.5,0.4565010745160178
42,beta,1,32,0.7,raw,32,0.5,0.4514512027211972
48,beta,1,32,0.7,raw,32,0.5,0.4501647938874509
36,beta,1,32,0.7,raw,32,0.5,0.4437287594184575
20,beta,1,32,0.7,raw,32,0.5,0.4440430231138372
40,beta,1,32,0.7,raw,32,0.5,0.4661913020230426
24,beta,1,32,0.7,raw,32,0.5,0.446541428946454
44,beta,1,32,0.7,raw,32,0.5,0.4525826924990928
28,beta,1,32,0.7,raw,32,0.5,0.4560816754804065
32,beta,1,32,0.7,raw,32,0.5,0.4551691610938889
16,beta,1,32,0.7,raw,32,0.5,0.4591705269429148
8,beta,1,32,0.7,raw,32,0.5,0.4617980908226357
4,beta,1,32,0.7,raw,32,0.5,0.4618712359005313
12,beta,1,32,0.7,raw,32,0.5,0.4481744320259234
45,beta,1,32,0.7,raw,32,0.5,0.4608771074462581
5,beta,1,32,0.7,raw,32,0.5,0.4537279622582327
21,beta,1,32,0.7,raw,32,0.5,0.4569508571506521
25,beta,1,32,0.7,raw,32,0.5,0.4377517656980205
49,beta,1,32,0.7,raw,32,0.5,0.4519517606749256
29,beta,1,32,0.7,raw,32,0.5,0.4621958770147553
17,beta,1,32,0.7,raw,32,0.5,0.45387511811377
9,beta,1,32,0.7,raw,32,0.5,0.4666156496817193
1,beta,1,32,0.7,raw,32,0.5,0.4526546273088849
33,beta,1,32,0.7,raw,32,0.5,0.454125943093406
37,beta,1,32,0.7,raw,32,0.5,0.4559416865783452
41,beta,1,32,0.7,raw,32,0.5,0.4457395079036339
13,beta,1,32,0.7,raw,32,0.5,0.4588344410247725
