seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,8,0.1,raw,8,0.303030303030303,0.5338861471382069
1,beta,1,8,0.1,raw,8,0.625,0.481183938657001
10,beta,1,8,0.1,raw,8,0.5833333333333333,0.604670829444584
11,beta,1,8,0.1,raw,8,0.76,0.5563219731090774
12,beta,1,8,0.1,raw,8,0.595959595959596,0.4993525873389706
13,beta,1,8,0.1,raw,8,0.4166666666666666,0.5815130909916469
14,beta,1,8,0.1,raw,8,0.7023809523809523,0.3968455544008741
15,beta,1,8,0.1,raw,8,0.65625,0.462305399189487
16,beta,1,8,0.1,raw,8,0.4615384615384615,0.5523653179959482
17,beta,1,8,0.1,raw,8,0.2058823529411764,0.7745966846313364
18,beta,1,8,0.1,raw,8,0.5416666666666666,0.5473061360756655
19,beta,1,8,0.1,raw,8,0.4895833333333333,0.5324562347139504
2,beta,1,8,0.1,raw,8,0.6354166666666666,0.5696839827671172
20,beta,1,8,0.1,raw,8,0.6262626262626262,0.6524586833281609
21,beta,1,8,0.1,raw,8,0.3939393939393939,0.5704952887675732
22,beta,1,8,0.1,raw,8,0.6,0.5196670698874334
23,beta,1,8,0.1,raw,8,0.4949494949494949,0.4704088422880854
24,beta,1,8,0.1,raw,8,0.5050505050505051,0.5974057239710344
25,beta,1,8,0.1,raw,8,0.595959595959596,0.4802901548599714
26,beta,1,8,0.1,raw,8,0.61,0.5339087822742153
27,beta,1,8,0.1,raw,8,0.7373737373737373,0.430403823248552
28,beta,1,8,0.1,raw,8,0.72,0.6574994409217924
29,beta,1,8,0.1,raw,8,0.7272727272727273,0.4494050510370075
3,beta,1,8,0.1,raw,8,0.6666666666666666,0.4744389702959209
30,beta,1,8,0.1,raw,8,0.5454545454545454,0.4761530884188822
31,beta,1,8,0.1,raw,8,0.4545454545454546,0.5646418747574962
32,beta,1,8,0.1,raw,8,0.5520833333333334,0.4694097009319526
33,beta,1,8,0.1,raw,8,0.8645833333333333,0.4023197870618317
34,beta,1,8,0.1,raw,8,0.5833333333333333,0.502589879467019
35,beta,1,8,0.1,raw,8,0.4285714285714285,0.5045714312797417
36,beta,1,8,0.1,raw,8,0.5833333333333334,0.6209427272075536
37,beta,1,8,0.1,raw,8,0.6428571428571429,0.4589320700852949
38,beta,1,8,0.1,raw,8,0.7023809523809523,0.4953496413640735
39,beta,1,8,0.1,raw,8,0.7083333333333334,0.7391984681431475
4,beta,1,8,0.1,raw,8,0.4242424242424242,0.7005422629064921
40,beta,1,8,0.1,raw,8,0.4444444444444444,0.6152182440686642
41,beta,1,8,0.1,raw,8,0.8351648351648351,0.4594367537219323
42,beta,1,8,0.1,raw,8,0.4835164835164835,0.4758279173064553
43,beta,1,8,0.1,raw,8,0.6000000000000001,0.4795185711161167
44,beta,1,8,0.1,raw,8,0.5,0.4522730777065145
45,beta,1,8,0.1,raw,8,0.5,0.7399324390139378
46,beta,1,8,0.1,raw,8,0.375,0.4957353694159258
47,beta,1,8,0.1,raw,8,0.7380952380952381,0.4070820357550274
48,beta,1,8,0.1,raw,8,0.2626262626262626,0.6630907465854465
49,beta,1,8,0.1,raw,8,0.2266666666666666,0.4526416733027196
5,beta,1,8,0.1,raw,8,0.5714285714285714,0.4605075156077985
6,beta,1,8,0.1,raw,8,0.4933333333333333,0.3985027932915137
7,beta,1,8,0.1,raw,8,0.595959595959596,0.6664732538238239
8,beta,1,8,0.1,raw,8,0.3529411764705882,0.8438190855776969
9,beta,1,8,0.1,raw,8,0.5357142857142856,0.5279890562624795
