seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,8,0.1,raw,8,0.3535353535353535,0.4951260206649727
1,beta,1,8,0.1,raw,8,0.5729166666666667,0.5653414748037827
10,beta,1,8,0.1,raw,8,0.5357142857142857,0.4806102451296867
11,beta,1,8,0.1,raw,8,0.4933333333333333,0.5084203163624142
12,beta,1,8,0.1,raw,8,0.3939393939393939,0.4988190293883093
13,beta,1,8,0.1,raw,8,0.3854166666666667,0.603938254116582
14,beta,1,8,0.1,raw,8,0.6785714285714286,0.5544404298947679
15,beta,1,8,0.1,raw,8,0.578125,0.397744080262696
16,beta,1,8,0.1,raw,8,0.3186813186813187,0.4920463208155481
17,beta,1,8,0.1,raw,8,0.1568627450980392,0.6598609399238838
18,beta,1,8,0.1,raw,8,0.625,0.5635571083402368
19,beta,1,8,0.1,raw,8,0.6875,0.4654198130441772
2,beta,1,8,0.1,raw,8,0.6979166666666666,0.471080549570754
20,beta,1,8,0.1,raw,8,0.5656565656565656,0.5952037782086413
21,beta,1,8,0.1,raw,8,0.4545454545454545,0.5863535611850985
22,beta,1,8,0.1,raw,8,0.52,0.6088528964048721
23,beta,1,8,0.1,raw,8,0.5858585858585859,0.4543793515675205
24,beta,1,8,0.1,raw,8,0.6262626262626263,0.5481716043979245
25,beta,1,8,0.1,raw,8,0.5353535353535354,0.5564274429874391
26,beta,1,8,0.1,raw,8,0.4599999999999999,0.5569864637606616
27,beta,1,8,0.1,raw,8,0.8888888888888888,0.6277144850859812
28,beta,1,8,0.1,raw,8,0.67,0.6252346790317271
29,beta,1,8,0.1,raw,8,0.5656565656565657,0.4542483348941884
3,beta,1,8,0.1,raw,8,0.6868686868686869,0.4498477678295085
30,beta,1,8,0.1,raw,8,0.5656565656565656,0.5295413814418544
31,beta,1,8,0.1,raw,8,0.5656565656565656,0.6543390288936656
32,beta,1,8,0.1,raw,8,0.5208333333333334,0.4262438544616226
33,beta,1,8,0.1,raw,8,0.5208333333333333,0.7019024923550173
34,beta,1,8,0.1,raw,8,0.4895833333333333,0.4832547985870778
35,beta,1,8,0.1,raw,8,0.3571428571428571,0.7112462557541588
36,beta,1,8,0.1,raw,8,0.5625,0.6409116894357564
37,beta,1,8,0.1,raw,8,0.6309523809523809,0.4895533508562078
38,beta,1,8,0.1,raw,8,0.5833333333333334,0.5231968340667107
39,beta,1,8,0.1,raw,8,0.625,0.6112457804934035
4,beta,1,8,0.1,raw,8,0.4444444444444445,0.604030525280896
40,beta,1,8,0.1,raw,8,0.4343434343434343,0.5718632608261506
41,beta,1,8,0.1,raw,8,0.7692307692307693,0.5995395383642194
42,beta,1,8,0.1,raw,8,0.4615384615384614,0.4749355843434213
43,beta,1,8,0.1,raw,8,0.63,0.5703099133158511
44,beta,1,8,0.1,raw,8,0.6458333333333334,0.4474205348516143
45,beta,1,8,0.1,raw,8,0.5164835164835164,0.5088931982037483
46,beta,1,8,0.1,raw,8,0.4374999999999999,0.5515596016869838
47,beta,1,8,0.1,raw,8,0.5476190476190476,0.5561381431153168
48,beta,1,8,0.1,raw,8,0.3838383838383838,0.6142865827703198
49,beta,1,8,0.1,raw,8,0.3333333333333333,0.4905977004650465
5,beta,1,8,0.1,raw,8,0.6153846153846153,0.4348910573213601
6,beta,1,8,0.1,raw,8,0.5066666666666667,0.3914786357531266
7,beta,1,8,0.1,raw,8,0.4444444444444444,0.7120476742545944
8,beta,1,8,0.1,raw,8,0.3333333333333333,0.4124305160839887
9,beta,1,8,0.1,raw,8,0.8571428571428571,0.428552915607531
