seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,16,0.7,raw,16,0.6841269027727949,0.4301263648756744
1,beta,1,16,0.7,raw,16,0.7328850532112036,0.4133308352053942
10,beta,1,16,0.7,raw,16,0.6864762595894672,0.421288364995203
11,beta,1,16,0.7,raw,16,0.6882874588098469,0.4271341231624667
12,beta,1,16,0.7,raw,16,0.6234567901234567,0.4487268989429295
13,beta,1,16,0.7,raw,16,0.6676533270187072,0.4329949273380541
14,beta,1,16,0.7,raw,16,0.7219469026548672,0.4147489543588896
15,beta,1,16,0.7,raw,16,0.6723034026953063,0.4297390300023004
16,beta,1,16,0.7,raw,16,0.6709534368070953,0.4362197775605593
17,beta,1,16,0.7,raw,16,0.6630369026013309,0.4344243865445263
18,beta,1,16,0.7,raw,16,0.5904785643070788,0.4641419249617372
19,beta,1,16,0.7,raw,16,0.6602118748460212,0.4386276630463182
2,beta,1,16,0.7,raw,16,0.6602069805194806,0.4319662359065575
20,beta,1,16,0.7,raw,16,0.6865084063461995,0.4168252007566719
21,beta,1,16,0.7,raw,16,0.7381275440976933,0.4205043390381301
22,beta,1,16,0.7,raw,16,0.7392184379554164,0.4031980204430021
23,beta,1,16,0.7,raw,16,0.6906498015873016,0.4267309254571862
24,beta,1,16,0.7,raw,16,0.6546360917248255,0.4343049342777883
25,beta,1,16,0.7,raw,16,0.6982008592910848,0.4154159271013008
26,beta,1,16,0.7,raw,16,0.6863897796101186,0.4193446605754073
27,beta,1,16,0.7,raw,16,0.6652196118488254,0.4309301786789754
28,beta,1,16,0.7,raw,16,0.7124228395061729,0.4141263372766404
29,beta,1,16,0.7,raw,16,0.7033661265432098,0.4342051997477854
3,beta,1,16,0.7,raw,16,0.6356150793650794,0.4358944553740652
30,beta,1,16,0.7,raw,16,0.6916397522105151,0.4127219108968279
31,beta,1,16,0.7,raw,16,0.6638428548737226,0.4208129654415338
32,beta,1,16,0.7,raw,16,0.6467335390946503,0.432446275968524
33,beta,1,16,0.7,raw,16,0.6626724763979664,0.4428998102974071
34,beta,1,16,0.7,raw,16,0.7397308075772682,0.418277127598657
35,beta,1,16,0.7,raw,16,0.6495575221238938,0.4382039775489842
36,beta,1,16,0.7,raw,16,0.5295031055900621,0.4647357398457088
37,beta,1,16,0.7,raw,16,0.7223349418732179,0.4065054493840321
38,beta,1,16,0.7,raw,16,0.6711669921875001,0.4424297316303417
39,beta,1,16,0.7,raw,16,0.6837742023452413,0.4130363705163181
4,beta,1,16,0.7,raw,16,0.7302121746566191,0.4102581624166924
40,beta,1,16,0.7,raw,16,0.6255791505791506,0.4514235418011057
41,beta,1,16,0.7,raw,16,0.6397459165154264,0.4300020627038851
42,beta,1,16,0.7,raw,16,0.6465374248393116,0.434765632540282
43,beta,1,16,0.7,raw,16,0.784959141981614,0.3839447249375925
44,beta,1,16,0.7,raw,16,0.5162649421908682,0.4729630601564003
45,beta,1,16,0.7,raw,16,0.5998396150761829,0.4625769087278241
46,beta,1,16,0.7,raw,16,0.705353126405758,0.4163499661710049
47,beta,1,16,0.7,raw,16,0.7016374901652243,0.4241137267440633
48,beta,1,16,0.7,raw,16,0.672308075772682,0.4323104218547044
49,beta,1,16,0.7,raw,16,0.6566760224538893,0.4442276036590833
5,beta,1,16,0.7,raw,16,0.6961074156196108,0.4284028529954168
6,beta,1,16,0.7,raw,16,0.6625921710298411,0.4315162928412698
7,beta,1,16,0.7,raw,16,0.6746291959406713,0.4343544584672761
8,beta,1,16,0.7,raw,16,0.6755909185154467,0.4309735213530021
9,beta,1,16,0.7,raw,16,0.6498535156249999,0.4460846581008531
