seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,4,1.0,raw,4,0.6188323917137477,0.5509005478244619
1,beta,1,4,1.0,raw,4,0.4947526236881559,0.5347285266878881
10,beta,1,4,1.0,raw,4,0.5311111111111111,0.6383708979615076
11,beta,1,4,1.0,raw,4,0.5944700460829493,0.5255830547093518
12,beta,1,4,1.0,raw,4,0.5094619666048238,0.5757821785700646
13,beta,1,4,1.0,raw,4,0.535232383808096,0.5541261330697738
14,beta,1,4,1.0,raw,4,0.5773524720893142,0.4691600913043815
15,beta,1,4,1.0,raw,4,0.6349384098544233,0.5726485289590497
16,beta,1,4,1.0,raw,4,0.5425574828559903,0.4685502262388079
17,beta,1,4,1.0,raw,4,0.5978422619047619,0.5757621989728107
18,beta,1,4,1.0,raw,4,0.5590909090909091,0.5417237863012213
19,beta,1,4,1.0,raw,4,0.5145009416195857,0.5538567245144049
2,beta,1,4,1.0,raw,4,0.5278088839119075,0.5657090730516409
20,beta,1,4,1.0,raw,4,0.4900153609831029,0.5187123376893632
21,beta,1,4,1.0,raw,4,0.5880809595202399,0.527666487658011
22,beta,1,4,1.0,raw,4,0.6008139104698483,0.5768333904845349
23,beta,1,4,1.0,raw,4,0.5374764595103578,0.5405634839554748
24,beta,1,4,1.0,raw,4,0.5498320268757,0.561776066218197
25,beta,1,4,1.0,raw,4,0.548828125,0.4700784138695576
26,beta,1,4,1.0,raw,4,0.4825757575757576,0.5641215581436023
27,beta,1,4,1.0,raw,4,0.4658218125960062,0.515143747869327
28,beta,1,4,1.0,raw,4,0.4998133631952221,0.5891497742130015
29,beta,1,4,1.0,raw,4,0.521486643437863,0.528027042355671
3,beta,1,4,1.0,raw,4,0.4421215640727836,0.4935365535422378
30,beta,1,4,1.0,raw,4,0.6248079877112135,0.5218034546744695
31,beta,1,4,1.0,raw,4,0.5834266517357223,0.5326266123906842
32,beta,1,4,1.0,raw,4,0.423046875,0.5349771241618326
33,beta,1,4,1.0,raw,4,0.5537878787878787,0.5381397421187671
34,beta,1,4,1.0,raw,4,0.367578125,0.5407536006407274
35,beta,1,4,1.0,raw,4,0.5815442561205272,0.5442703618195117
36,beta,1,4,1.0,raw,4,0.5793206420306084,0.6050757578636643
37,beta,1,4,1.0,raw,4,0.5061224489795918,0.5730677636622794
38,beta,1,4,1.0,raw,4,0.6201451131028596,0.4437452813018501
39,beta,1,4,1.0,raw,4,0.6004574914220357,0.5401366768166059
4,beta,1,4,1.0,raw,4,0.5638070849338455,0.471304070636484
40,beta,1,4,1.0,raw,4,0.4786356821589205,0.5580903032032908
41,beta,1,4,1.0,raw,4,0.6170454545454547,0.5528140600343109
42,beta,1,4,1.0,raw,4,0.5606060606060606,0.4647979874083515
43,beta,1,4,1.0,raw,4,0.5974075486084636,0.5430458343456375
44,beta,1,4,1.0,raw,4,0.6318181818181817,0.5401637397315271
45,beta,1,4,1.0,raw,4,0.5103550295857988,0.5934822332025538
46,beta,1,4,1.0,raw,4,0.46232741617357,0.4608706086324337
47,beta,1,4,1.0,raw,4,0.5635336829366681,0.5134147319516804
48,beta,1,4,1.0,raw,4,0.4430426716141002,0.5452876623667414
49,beta,1,4,1.0,raw,4,0.6484940907357988,0.5139497650735279
5,beta,1,4,1.0,raw,4,0.5352272727272727,0.4981706951534065
6,beta,1,4,1.0,raw,4,0.466796875,0.5117326690877414
7,beta,1,4,1.0,raw,4,0.5215909090909091,0.5277871704799454
8,beta,1,4,1.0,raw,4,0.4668898809523809,0.5858362746221396
9,beta,1,4,1.0,raw,4,0.5568181818181818,0.5618879379123771
