seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,0.25,raw,max,0.6619241419676811,0.4591011710397737
18,beta,1,max,1.0,0.25,raw,max,0.7098416377218885,0.4382379643081794
24,beta,1,max,1.0,0.25,raw,max,0.6478535764680343,0.4561768558084588
40,beta,1,max,1.0,0.25,raw,max,0.6836500713775875,0.437657600354444
32,beta,1,max,1.0,0.25,raw,max,0.6227206805187561,0.4701306989730596
28,beta,1,max,1.0,0.25,raw,max,0.68677239443339,0.4488939852819974
12,beta,1,max,1.0,0.25,raw,max,0.7012168205942437,0.4293888961842142
4,beta,1,max,1.0,0.25,raw,max,0.6571397030413424,0.4613173745991782
8,beta,1,max,1.0,0.25,raw,max,0.6894482822911824,0.4428748958134239
36,beta,1,max,1.0,0.25,raw,max,0.6319737881508078,0.4663827567517525
16,beta,1,max,1.0,0.25,raw,max,0.7025910160653215,0.4307926185056988
20,beta,1,max,1.0,0.25,raw,max,0.6696279485430728,0.4426932687627232
44,beta,1,max,1.0,0.25,raw,max,0.6283917353186181,0.4623295566588627
48,beta,1,max,1.0,0.25,raw,max,0.5727544664196941,0.4894657720954877
1,beta,1,max,1.0,0.25,raw,max,0.6616774964043558,0.451064720475
6,beta,1,max,1.0,0.25,raw,max,0.6270127712818743,0.4655239994160211
2,beta,1,max,1.0,0.25,raw,max,0.6556241504448928,0.4449216733803095
33,beta,1,max,1.0,0.25,raw,max,0.657947755986689,0.4555006235267064
27,beta,1,max,1.0,0.25,raw,max,0.6006977449901758,0.4778913980664531
3,beta,1,max,1.0,0.25,raw,max,0.6836745172795474,0.4507366078979648
7,beta,1,max,1.0,0.25,raw,max,0.7175779416397516,0.4282410986309828
10,beta,1,max,1.0,0.25,raw,max,0.6722913318294187,0.4446438571319016
21,beta,1,max,1.0,0.25,raw,max,0.6383133164770333,0.4608595507385881
39,beta,1,max,1.0,0.25,raw,max,0.6894740451823755,0.4362467970908124
35,beta,1,max,1.0,0.25,raw,max,0.7267181615834891,0.4264234372061753
19,beta,1,max,1.0,0.25,raw,max,0.6722828033726441,0.4453962146975028
14,beta,1,max,1.0,0.25,raw,max,0.612207143795634,0.4729866417889768
15,beta,1,max,1.0,0.25,raw,max,0.6431450869093172,0.4651805875419145
11,beta,1,max,1.0,0.25,raw,max,0.6520210817068747,0.4588668672822429
30,beta,1,max,1.0,0.25,raw,max,0.6401592172663668,0.4700994141931054
26,beta,1,max,1.0,0.25,raw,max,0.6290640779794034,0.4643926916436153
23,beta,1,max,1.0,0.25,raw,max,0.6756836118437203,0.4398951871347645
31,beta,1,max,1.0,0.25,raw,max,0.726215560069477,0.4187174535316036
47,beta,1,max,1.0,0.25,raw,max,0.717112795551824,0.4220308263297074
43,beta,1,max,1.0,0.25,raw,max,0.6617400577978287,0.4561446303358793
22,beta,1,max,1.0,0.25,raw,max,0.6430218748127761,0.4589810310404283
34,beta,1,max,1.0,0.25,raw,max,0.7050774145832827,0.436775424944361
38,beta,1,max,1.0,0.25,raw,max,0.6636812665838545,0.4501345214843087
9,beta,1,max,1.0,0.25,raw,max,0.6839370951244459,0.4426704633634449
29,beta,1,max,1.0,0.25,raw,max,0.6998178853524766,0.4370091443545419
37,beta,1,max,1.0,0.25,raw,max,0.6669121404019448,0.4515935240387227
5,beta,1,max,1.0,0.25,raw,max,0.71469339537107,0.4157051934052963
42,beta,1,max,1.0,0.25,raw,max,0.6862161821397144,0.4466990584696387
41,beta,1,max,1.0,0.25,raw,max,0.6584709113726528,0.4553021383055592
45,beta,1,max,1.0,0.25,raw,max,0.7015368867836743,0.4344303891660963
25,beta,1,max,1.0,0.25,raw,max,0.6198520281456954,0.4663984122328616
49,beta,1,max,1.0,0.25,raw,max,0.6711134706636901,0.4551093946200142
13,beta,1,max,1.0,0.25,raw,max,0.6819729730885987,0.4490920012412605
46,beta,1,max,1.0,0.25,raw,max,0.674290376551011,0.4508546647133324
17,beta,1,max,1.0,0.25,raw,max,0.6523069272976679,0.46187657532791093
