seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,1.0,raw,max,0.9248080615845916,0.312949751031115
14,beta,1,max,1.0,1.0,raw,max,0.910630853839368,0.3220795412054207
4,beta,1,max,1.0,1.0,raw,max,0.9275080035325938,0.3016364585037402
32,beta,1,max,1.0,1.0,raw,max,0.9237400641472596,0.3099120987969831
12,beta,1,max,1.0,1.0,raw,max,0.9302737161961012,0.2903564976591356
20,beta,1,max,1.0,1.0,raw,max,0.9184233966745844,0.2985746767428962
28,beta,1,max,1.0,1.0,raw,max,0.9399439242134598,0.2987763229050043
24,beta,1,max,1.0,1.0,raw,max,0.9335985835232824,0.2996993485575722
36,beta,1,max,1.0,1.0,raw,max,0.9254549371633752,0.3049976897347613
16,beta,1,max,1.0,1.0,raw,max,0.9401096567558334,0.2861941275144751
40,beta,1,max,1.0,1.0,raw,max,0.935667125522586,0.2912930312109483
8,beta,1,max,1.0,1.0,raw,max,0.935921276925461,0.2973746812761803
44,beta,1,max,1.0,1.0,raw,max,0.9205832344919757,0.3041983615134515
48,beta,1,max,1.0,1.0,raw,max,0.8936999581739962,0.3344794391027857
42,beta,1,max,1.0,1.0,raw,max,0.928819255038586,0.2987221922761416
38,beta,1,max,1.0,1.0,raw,max,0.9093715525127276,0.3090274274421639
13,beta,1,max,1.0,1.0,raw,max,0.928410648683766,0.3006682741103865
33,beta,1,max,1.0,1.0,raw,max,0.9308820706288112,0.3021540586396237
6,beta,1,max,1.0,1.0,raw,max,0.9359436797975004,0.3006085729968501
15,beta,1,max,1.0,1.0,raw,max,0.9399869820489306,0.2961228404185755
37,beta,1,max,1.0,1.0,raw,max,0.9423752825689778,0.2884465046321218
17,beta,1,max,1.0,1.0,raw,max,0.9257750342935528,0.3109615484359663
26,beta,1,max,1.0,1.0,raw,max,0.9098088755191625,0.3091289731698583
35,beta,1,max,1.0,1.0,raw,max,0.9415945597401107,0.2911634389823611
19,beta,1,max,1.0,1.0,raw,max,0.9292089165656342,0.2883386957881768
22,beta,1,max,1.0,1.0,raw,max,0.9277634263844003,0.307023180304711
21,beta,1,max,1.0,1.0,raw,max,0.9121470712178676,0.3094467975650451
47,beta,1,max,1.0,1.0,raw,max,0.9435908074681656,0.2767041850982251
27,beta,1,max,1.0,1.0,raw,max,0.918508428920217,0.3252303874944044
10,beta,1,max,1.0,1.0,raw,max,0.9312250298500648,0.2893209590668237
2,beta,1,max,1.0,1.0,raw,max,0.9143074643537517,0.3002496083286408
29,beta,1,max,1.0,1.0,raw,max,0.9424783927928584,0.2920618516370718
30,beta,1,max,1.0,1.0,raw,max,0.925123375812094,0.318617219009063
34,beta,1,max,1.0,1.0,raw,max,0.926311864982177,0.2967764665817247
11,beta,1,max,1.0,1.0,raw,max,0.9244458872567076,0.3039359580770983
43,beta,1,max,1.0,1.0,raw,max,0.9109254044670524,0.3146757439592804
25,beta,1,max,1.0,1.0,raw,max,0.912963246232844,0.3167562903244057
3,beta,1,max,1.0,1.0,raw,max,0.9169487147952282,0.3142994807412922
46,beta,1,max,1.0,1.0,raw,max,0.9381283030790442,0.2958562587979874
7,beta,1,max,1.0,1.0,raw,max,0.9470461677967196,0.2778918800186246
23,beta,1,max,1.0,1.0,raw,max,0.9369333334225172,0.2946122419874826
5,beta,1,max,1.0,1.0,raw,max,0.93908454702682,0.2752058342573046
18,beta,1,max,1.0,1.0,raw,max,0.9420532253416828,0.2953689672586134
49,beta,1,max,1.0,1.0,raw,max,0.921918887815366,0.3151504177902335
45,beta,1,max,1.0,1.0,raw,max,0.9324021960671308,0.2945259797006698
1,beta,1,max,1.0,1.0,raw,max,0.9191307530306144,0.3097276498383607
31,beta,1,max,1.0,1.0,raw,max,0.9410691623929934,0.2832316285620643
9,beta,1,max,1.0,1.0,raw,max,0.9303437484779116,0.2910608730086384
39,beta,1,max,1.0,1.0,raw,max,0.9277708199145972,0.2881459448435883
41,beta,1,max,1.0,1.0,raw,max,0.9224374066510957,0.3103687087184572
