seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf
34,0.022,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.375,0.5433040928090891
46,0.025,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.8333333333333333,0.3855944966411712
6,0.022,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.375,0.5431039216546354
12,0.024,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.625,0.515820726179992
40,0.024,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.7083333333333334,0.3951019465193595
1,0.02,1,bernoulli,4,0.1,sae,raw,94,0.0952380952380952,0.4837952651549117,0.0833333333333333,0.6435992119861352
24,0.026,1,bernoulli,4,0.1,sae,raw,97,0.4166666666666667,0.535302719899819,0.625,0.502767533021716
18,0.025,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.625,0.4772348663714226
8,0.029,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.2222222222222222,0.5035259970816711
30,0.028,1,bernoulli,4,0.1,sae,raw,97,0.2857142857142857,0.6183555993298022,0.3809523809523809,0.5342986481758878
2,0.028,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.75,0.3722221885549868
14,0.03,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.7083333333333333,0.4965639364270992
36,0.029,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.7083333333333333,0.3996788397082654
42,0.03,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.7619047619047619,0.4168877392642497
4,0.035,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5,0.5392752794133187
48,0.032,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6666666666666666,0.4377519699392213
20,0.032,1,bernoulli,4,0.1,sae,raw,97,0.0833333333333333,0.524008084078302,0.8333333333333333,0.4133752121141856
26,0.034,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.4,0.6048386525338669
32,0.035,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5238095238095238,0.4294958380751748
10,0.036,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.56,0.4876879940927543
33,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.3809523809523809,0.4818916650406316
38,0.036,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.4444444444444444,0.3708790007164286
16,0.038,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4779932245658168,0.9166666666666669,0.3841951662871569
44,0.038,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.4166666666666666,0.4619065782130191
22,0.04,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.7083333333333333,0.4747498543765712
5,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.32,0.5657207155120291
7,0.004,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.4583333333333333,0.490951469557727
41,0.005,1,bernoulli,4,0.1,sae,raw,94,0.68,0.4485864584611551,0.6,0.4566017153881064
25,0.008,1,bernoulli,4,0.1,sae,raw,97,0.875,0.3650951017958628,0.875,0.3370446214777853
19,0.006,1,bernoulli,4,0.1,sae,raw,94,0.75,0.3936329236134051,0.7500000000000001,0.4299252459230833
9,0.012,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.7142857142857142,0.4372242330916643
39,0.0159,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.5416666666666666,0.4762027038908804
4,0.006,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5,0.539882147344013
14,0.002,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.7083333333333333,0.4912817052748447
49,0.015,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.2857142857142857,0.5199424722376209
0,0.014,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.4166666666666667,0.4582347673578417
42,0.002,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.7619047619047619,0.4331382042384499
34,0.015,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.375,0.5451607402814485
35,0.004,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.4345910571001113,0.75,0.4699774882830004
13,0.005,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.5140072847993029,0.6799999999999999,0.4601966917857395
15,0.014,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.3125,0.4551121776757889
16,0.01,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4779932245658168,0.7916666666666667,0.3815541508141531
23,0.018,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.2916666666666666,0.5738485790993247
48,0.004,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6190476190476191,0.446711484296913
12,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.625,0.5155663890472281
18,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.625,0.4730196414986538
20,0.004,1,bernoulli,4,0.1,sae,raw,97,0.0833333333333333,0.524008084078302,0.7916666666666666,0.4191419055702293
46,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.8333333333333333,0.3861290645465708
8,0.018,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.2222222222222222,0.5020934624923079
32,0.006,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.6190476190476191,0.4133260944172225
6,0.015,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.3333333333333333,0.5445409284084572
27,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.625,0.4937260362386996
38,0.008,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.4444444444444444,0.3800833008777382
10,0.008,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.6,0.4628169649000213
44,0.01,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.4166666666666666,0.4478213593271469
26,0.005,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.44,0.6120241486812056
36,0.018,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.7083333333333333,0.3981788768274679
2,0.016,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.75,0.3715637042103881
24,0.0159,1,bernoulli,4,0.1,sae,raw,97,0.4166666666666667,0.535302719899819,0.625,0.5046147533224032
28,0.014,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.4399999999999999,0.5483682681127637
43,0.014,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.36,0.5054942695036285
45,0.016,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.4583333333333333,0.526573720976582
30,0.016,1,bernoulli,4,0.1,sae,raw,97,0.2857142857142857,0.6183555993298022,0.3333333333333333,0.5339552775829015
22,0.012,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.7083333333333333,0.476739037756269
17,0.016,1,bernoulli,4,0.1,sae,raw,97,0.5,0.3839210496843681,0.7200000000000002,0.344972225760888
14,0.02,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.7083333333333333,0.4960556916784619
40,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.7083333333333334,0.3944529087355427
42,0.02,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.7619047619047619,0.4162440143189201
11,0.0159,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.4285714285714286,0.4732399323677744
20,0.022,1,bernoulli,4,0.1,sae,raw,97,0.0833333333333333,0.524008084078302,0.8333333333333333,0.4136535136152576
4,0.025,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5,0.538573471719011
48,0.022,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6666666666666666,0.4373939078987309
2,0.002,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.3333333333333333,0.4832787259538847
10,0.026,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.56,0.4874388179533791
26,0.024,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.4,0.603586408791174
32,0.025,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5238095238095238,0.4293125597489621
44,0.028,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.4166666666666666,0.4617751963235977
38,0.026,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.4444444444444444,0.3705934464787704
16,0.028,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4779932245658168,0.9166666666666669,0.3843721808353408
22,0.029,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.7083333333333333,0.4748811924574062
0,0.03,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.5833333333333334,0.4696727888451908
34,0.032,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.375,0.5441125581818728
6,0.032,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.375,0.5434645440609698
28,0.03,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.4399999999999999,0.5502441980367155
40,0.034,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.7083333333333334,0.3954154577863173
46,0.035,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.8333333333333333,0.3854968485895127
18,0.035,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.625,0.4777285740048662
24,0.036,1,bernoulli,4,0.1,sae,raw,97,0.4166666666666667,0.535302719899819,0.625,0.5025355896753789
12,0.034,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.625,0.5162158239842738
2,0.038,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.75,0.3726567530278743
30,0.038,1,bernoulli,4,0.1,sae,raw,97,0.2857142857142857,0.6183555993298022,0.3809523809523809,0.5345365737342164
8,0.04,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.2222222222222222,0.5038412480975077
36,0.04,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.7083333333333333,0.3997732659810475
30,0.002,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.6666666666666667,0.3529076696556652
4,0.01,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.6250000000000001,0.4193526735062053
22,0.015,1,bernoulli,4,0.1,sae,raw,97,0.8333333333333333,0.4114616691679472,0.25,0.3902732791543318
48,0.006,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6190476190476191,0.444642583652178
38,0.012,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.625,0.4193402542865728
32,0.01,1,bernoulli,4,0.1,sae,raw,97,0.7142857142857144,0.4113590406372366,0.6000000000000001,0.4202739038437341
29,0.02,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4272000533228923,0.3333333333333333,0.4335070342908848
2,0.02,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.2222222222222222,0.4678538020471251
34,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.125,0.4078488067016504
35,0.022,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.4345910571001113,0.7083333333333334,0.4788789887626854
13,0.024,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.5140072847993029,0.6799999999999999,0.4579152743752544
47,0.025,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.3948131158717347,0.7083333333333333,0.4457798897568373
7,0.022,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.4583333333333333,0.4927008691454871
41,0.024,1,bernoulli,4,0.1,sae,raw,94,0.68,0.4485864584611551,0.64,0.4423288813510457
19,0.025,1,bernoulli,4,0.1,sae,raw,94,0.75,0.3936329236134051,0.7083333333333333,0.4407971999329564
25,0.026,1,bernoulli,4,0.1,sae,raw,97,0.875,0.3650951017958628,0.8333333333333334,0.347811117932092
9,0.029,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.7142857142857143,0.4462716998639812
3,0.028,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.7916666666666666,0.4195915697375953
37,0.029,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.7916666666666667,0.4127841505413278
31,0.028,1,bernoulli,4,0.1,sae,raw,97,0.625,0.4254350216959936,0.6190476190476191,0.4684739889702253
15,0.03,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.3125,0.4490620547128486
6,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.4761904761904761,0.5075860031899857
43,0.03,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.48,0.534103220709193
27,0.034,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.625,0.4956048674180465
21,0.032,1,bernoulli,4,0.1,sae,raw,97,0.4583333333333333,0.4451854926239046,0.56,0.5221158322841564
5,0.035,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.28,0.5680521498450813
49,0.032,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.2857142857142857,0.5223090690855241
17,0.038,1,bernoulli,4,0.1,sae,raw,97,0.5,0.3839210496843681,0.7200000000000002,0.343785338319316
33,0.035,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.3809523809523809,0.4829659733465689
39,0.036,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.5416666666666666,0.4762344951308456
11,0.036,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.4285714285714286,0.4725735647215159
45,0.038,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.4583333333333333,0.5261128223248807
23,0.04,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.2916666666666666,0.5764430297053608
8,0.004,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.7619047619047619,0.4347482381327609
42,0.005,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.5238095238095237,0.6829419761825919
26,0.008,1,bernoulli,4,0.1,sae,raw,97,0.4,0.5656322057275553,0.6190476190476191,0.537407532212341
10,0.012,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.4166666666666667,0.5001784244711656
20,0.006,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.7600000000000001,0.4445175805696995
40,0.0159,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.8333333333333334,0.3875893128434898
0,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.3333333333333333,0.4483415580754958
14,0.005,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.76,0.4283953223972173
5,0.006,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.32,0.5274622466150127
36,0.004,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.52,0.4956643957425095
16,0.014,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1666666666666666,0.646529619644752
24,0.018,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.76,0.431129636414976
15,0.002,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.3125,0.4858028838701426
28,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.5714285714285714,0.4661500191811387
44,0.014,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.75,0.3871225503013193
46,0.016,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.48,0.4994656121089108
12,0.0159,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.9047619047619048,0.3872081280340413
18,0.016,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333333,0.5381792544884096,0.6,0.5075579665580119
6,0.006,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.4761904761904762,0.5181243030005025
16,0.002,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1666666666666666,0.6536325070870539
43,0.002,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.44,0.5610285427410867
21,0.004,1,bernoulli,4,0.1,sae,raw,97,0.4583333333333333,0.4451854926239046,0.52,0.5257161773272211
30,0.02,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.7777777777777778,0.34501634688626
36,0.022,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.48,0.4906420437470453
35,0.015,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.4345910571001113,0.7083333333333333,0.4506470406071867
44,0.002,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.7083333333333334,0.3924086475364386
47,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.3948131158717347,0.7083333333333333,0.4439433784627344
17,0.01,1,bernoulli,4,0.1,sae,raw,97,0.5,0.3839210496843681,0.76,0.3439052404642778
22,0.004,1,bernoulli,4,0.1,sae,raw,97,0.8333333333333333,0.4114616691679472,0.375,0.4173677705045536
3,0.016,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.7916666666666666,0.4182817588349911
1,0.014,1,bernoulli,4,0.1,sae,raw,94,0.0952380952380952,0.4837952651549117,0.0833333333333333,0.6439662653412819
49,0.004,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.2857142857142857,0.5212660771916233
36,0.015,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.52,0.4906269644436718
48,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6666666666666666,0.4373220183876927
19,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.75,0.3936329236134051,0.7083333333333333,0.4404608468073714
18,0.01,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333333,0.5381792544884096,0.68,0.4666270182433322
4,0.016,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5833333333333334,0.4281375674331414
2,0.014,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.4444444444444444,0.4187279873371464
0,0.005,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.3333333333333333,0.4543678897317084
7,0.006,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.3809523809523809,0.5438570399544255
17,0.002,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.4,0.4172788434273121
20,0.0155,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.8,0.4345077984025544
45,0.002,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.3333333333333333,0.4543638394859686
23,0.004,1,bernoulli,4,0.1,sae,raw,97,0.5555555555555556,0.4575611694018542,0.9166666666666666,0.3489894378615958
37,0.015,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.7142857142857142,0.48203391718938
49,0.0155,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.2857142857142857,0.5199244452569887
20,0.025,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.8400000000000001,0.4332990933914789
8,0.022,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.8571428571428572,0.4150045941569644
14,0.024,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.76,0.435717886978539
11,0.008,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.3333333333333333,0.4789720032748785
16,0.03,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1666666666666666,0.6474327668150388
4,0.028,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5833333333333334,0.4274773718327455
33,0.006,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.4761904761904761,0.4540205196131613
19,0.01,1,bernoulli,4,0.1,sae,raw,97,0.75,0.3936329236134051,0.6666666666666667,0.4365282506485383
25,0.0159,1,bernoulli,4,0.1,sae,raw,97,0.875,0.3650951017958628,0.8333333333333334,0.3471727974471352
48,0.025,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6666666666666666,0.4375438668193571
39,0.008,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.4166666666666666,0.4589290017348091
31,0.016,1,bernoulli,4,0.1,sae,raw,97,0.625,0.4254350216959936,0.6190476190476191,0.4667676014679426
7,0.015,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.4583333333333333,0.4917313414671586
41,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.68,0.4485864584611551,0.64,0.4421527929805141
23,0.012,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.25,0.5367545325554705
13,0.0151,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.5140072847993029,0.6799999999999999,0.4596343612298564
9,0.018,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.7142857142857143,0.4458824993665352
37,0.018,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.7916666666666667,0.412040994042165
43,0.02,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.48,0.534423382002155
15,0.02,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.3125,0.4473516722952626
5,0.016,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.5,0.4328133717331904
3,0.014,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.625,0.4452494191782278
1,0.005,1,bernoulli,4,0.1,sae,raw,94,0.0952380952380952,0.4837952651549117,0.8095238095238095,0.3337559727695095
