seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf
46,0.165,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.7083333333333333,0.544911647686983
49,0.13,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.3333333333333333,0.4289504405396806
35,0.13,1,bernoulli,4,0.1,sae,raw,97,0.8095238095238095,0.4345910571001113,0.5238095238095237,0.4992220608358185
43,0.1,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.48,0.5343454720888632
38,0.17,1,bernoulli,4,0.1,sae,raw,97,0.2222222222222222,0.4579464641551162,0.875,0.3360922700857356
47,0.165,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.3948131158717347,0.4166666666666666,0.5277541082774353
38,0.086,1,bernoulli,4,0.1,sae,raw,97,0.2222222222222222,0.4579464641551162,0.875,0.335540870017696
26,0.135,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.5833333333333333,0.4468941290969342
24,0.17,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.4761904761904761,0.4897162750689871
12,0.135,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333333,0.5199097136831357,0.3199999999999999,0.4758631781333868
24,0.086,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.68,0.4497453008515445
4,0.14,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.6666666666666667,0.4423495484365868
26,0.092,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.5833333333333333,0.4468209167244805
4,0.094,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.6666666666666667,0.4424898131862878
18,0.14,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.64,0.5171777003993496
39,0.17,1,bernoulli,4,0.1,sae,raw,97,0.7142857142857144,0.3609872808434819,0.8,0.4378718090523709
39,0.086,1,bernoulli,4,0.1,sae,raw,97,0.7142857142857144,0.3609872808434819,0.8,0.4377577226939034
27,0.135,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.8333333333333334,0.4900372933530288
30,0.175,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.4166666666666667,0.5170445408846379
48,0.105,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.4583333333333333,0.4986231891496873
16,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.125,0.64495213955732
40,0.135,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.3999999999999999,0.584105310070246
20,0.105,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.2799999999999999,0.5749449776155846
2,0.175,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.64,0.3552896656358648
32,0.094,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.375,0.5083114813448855
26,0.11,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.3809523809523809,0.5251131424013463
13,0.135,1,bernoulli,4,0.1,sae,raw,97,0.4166666666666667,0.5140072847993029,0.8333333333333334,0.420107317054388
44,0.175,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.56,0.4431400176544778
2,0.088,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.5238095238095238,0.4214571543645782
25,0.17,1,bernoulli,4,0.1,sae,raw,94,0.875,0.3650951017958628,0.9523809523809524,0.3390230595375272
22,0.18,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.75,0.4302360847457182
8,0.18,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.5555555555555556,0.3113783256233717
46,0.14,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.0799999999999999,0.681259026598843
30,0.088,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.5,0.4736609539048326
10,0.095,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.28,0.5230393389955937
38,0.095,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.76,0.4116523341658187
36,0.18,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.75,0.3970735053493703
32,0.14,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5,0.3962743418945523
0,0.185,1,bernoulli,4,0.1,sae,raw,97,0.2083333333333333,0.5018649487658748,0.7142857142857143,0.4640850158007202
16,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.5416666666666666,0.5968554498556452
14,0.185,1,bernoulli,4,0.1,sae,raw,97,0.625,0.5257947990859644,0.64,0.4969861721930164
4,0.115,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.2,0.5210023287942572
28,0.185,1,bernoulli,4,0.1,sae,raw,97,0.28,0.56609641183748,0.8571428571428572,0.3232783962841017
44,0.088,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.3333333333333333,0.5488090919099481
24,0.145,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.76,0.4289160478928508
2,0.15,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.1999999999999999,0.5569188008491798
8,0.09,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.3333333333333333,0.4143444037325471
25,0.086,1,bernoulli,4,0.1,sae,raw,94,0.875,0.3650951017958628,0.8095238095238095,0.4662969138395297
10,0.145,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.0833333333333333,0.5672015952888861
14,0.092,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.875,0.3965950233644028
6,0.19,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.8125,0.4302522242819408
36,0.09,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.7083333333333333,0.4443338918114825
8,0.155,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.6666666666666667,0.4418138293344646
30,0.15,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.4166666666666667,0.5457746880696813
34,0.19,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.6666666666666666,0.4643193500643548
42,0.185,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.5238095238095237,0.6712669681912034
12,0.195,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.6799999999999999,0.452873867423073
38,0.145,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.4444444444444444,0.3700812128544987
22,0.09,1,bernoulli,4,0.1,sae,raw,97,0.8333333333333333,0.4114616691679472,0.8888888888888888,0.3626303224774586
32,0.115,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5714285714285715,0.4289794463355789
20,0.094,1,bernoulli,4,0.1,sae,raw,97,0.0833333333333333,0.524008084078302,0.4761904761904761,0.5173920494859254
38,0.12,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,1.0,0.3724126967588909
10,0.12,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.0833333333333333,0.567410204122785
16,0.15,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1428571428571428,0.6054656490123462
20,0.19,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.875,0.3743869021439052
48,0.19,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.4583333333333333,0.4986607078701535
19,0.14,1,bernoulli,4,0.1,sae,raw,94,0.75,0.3936329236134051,0.5625,0.5188760569816011
36,0.155,1,bernoulli,4,0.1,sae,raw,94,0.5416666666666667,0.4573697360951202,0.6666666666666666,0.4321323200672887
44,0.125,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.4166666666666666,0.4617547532711111
16,0.096,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1428571428571428,0.6058333744886858
0,0.092,1,bernoulli,4,0.1,sae,raw,97,0.2083333333333333,0.5018649487658748,0.6190476190476191,0.4858445517153721
16,0.125,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.3125,0.5604623338700584
5,0.14,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.5833333333333333,0.4919255331515485
14,0.16,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.7083333333333333,0.4966064417117828
42,0.092,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.68,0.4680184059354638
44,0.096,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.5714285714285714,0.3608341861843986
26,0.195,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.5833333333333333,0.4469554441912284
42,0.16,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.7619047619047619,0.4174037572865253
27,0.092,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.7916666666666666,0.4911971346241165
44,0.15,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.4166666666666666,0.4616904332341596
22,0.098,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.6875,0.3876028647328735
0,0.1,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.5833333333333334,0.4685884833222755
48,0.094,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6666666666666666,0.4379468066801475
38,0.195,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,1.0,0.3722561950129676
28,0.1,1,bernoulli,4,0.1,sae,raw,97,0.28,0.56609641183748,0.7200000000000002,0.353767284368695
20,0.165,1,bernoulli,4,0.1,sae,raw,97,0.0833333333333333,0.524008084078302,0.4761904761904761,0.5179256208366455
22,0.155,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.5,0.4884674175127866
5,0.094,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.5833333333333333,0.4919632597653702
22,0.13,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.5238095238095238,0.4539350963362394
0,0.135,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.7083333333333333,0.3461531495556995
26,0.095,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.5833333333333333,0.4098441798694725
6,0.105,1,bernoulli,4,0.1,sae,raw,97,0.4583333333333333,0.5452997135095142,0.7916666666666666,0.4705922799558937
34,0.105,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.2857142857142857,0.5134295628143708
40,0.11,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.375,0.53229464874129
48,0.165,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.6399999999999999,0.485760460890638
4,0.096,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.5625,0.5395514716925023
12,0.11,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.9047619047619048,0.3859686850485269
32,0.096,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5714285714285715,0.3631898498406621
18,0.115,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.7142857142857143,0.4294504031698307
0,0.16,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.3809523809523809,0.4764318599804965
28,0.135,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.56,0.5659632035247416
46,0.115,1,bernoulli,4,0.1,sae,raw,97,0.5,0.5198061796416196,0.5,0.5058629982129987
10,0.098,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.8095238095238095,0.4452694654584563
28,0.16,1,bernoulli,4,0.1,sae,raw,97,0.28,0.56609641183748,1.0,0.2926941665714547
24,0.12,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.6190476190476191,0.4526734897858208
2,0.125,1,bernoulli,4,0.1,sae,raw,94,0.6875,0.4408028791408875,0.5238095238095237,0.4235376689995552
26,0.17,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.36,0.6398758345723509
30,0.125,1,bernoulli,4,0.1,sae,raw,94,0.2857142857142857,0.6183555993298022,0.5,0.5308940199661956
34,0.165,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.6250000000000001,0.4512362413607192
38,0.098,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.625,0.4816140581338991
26,0.086,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5656322057275553,0.5833333333333333,0.4468069098023243
6,0.165,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.9375,0.3330837509962137
8,0.13,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4081273350787579,0.5555555555555556,0.3116809243601855
12,0.17,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333333,0.5199097136831357,0.9047619047619048,0.3955333560183186
16,0.1,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4779932245658168,0.1666666666666666,0.6473700458140382
6,0.14,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.375,0.4401366280165655
28,0.092,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.56,0.5659471690269807
6,0.094,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.375,0.4400215202996731
0,0.2,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.5833333333333334,0.4676739421624318
36,0.13,1,bernoulli,4,0.1,sae,raw,97,0.5416666666666667,0.4573697360951202,0.48,0.5050225424220347
44,0.1,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4515601134979649,0.7083333333333333,0.3854919394455641
40,0.086,1,bernoulli,4,0.1,sae,raw,97,0.5,0.4660424876244922,0.5416666666666666,0.4747134279072424
40,0.17,1,bernoulli,4,0.1,sae,raw,97,0.5,0.4660424876244922,0.5416666666666666,0.4745413335056035
14,0.135,1,bernoulli,4,0.1,sae,raw,97,0.625,0.5257947990859644,0.5833333333333334,0.54094282410997
49,0.105,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.7777777777777778,0.3449388450171942
20,0.14,1,bernoulli,4,0.1,sae,raw,94,0.0833333333333333,0.524008084078302,0.875,0.3742201564181027
17,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.1111111111111111,0.5760001751084857
41,0.135,1,bernoulli,4,0.1,sae,raw,94,0.68,0.4485864584611551,0.36,0.5787440156318283
21,0.105,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.4451854926239046,0.1904761904761905,0.5825241613084147
0,0.11,1,bernoulli,4,0.1,sae,raw,94,0.2083333333333333,0.5018649487658748,0.3809523809523809,0.5982862904003322
31,0.175,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4254350216959936,0.36,0.5061229475737694
27,0.11,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.5416666666666666,0.6053805871580041
18,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.3333333333333333,0.5334845558244183
22,0.105,1,bernoulli,4,0.1,sae,raw,94,0.8333333333333333,0.4114616691679472,0.5,0.4886083346618661
42,0.135,1,bernoulli,4,0.1,sae,raw,94,0.9047619047619048,0.3690474861960751,0.68,0.4679770613809528
32,0.175,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.5714285714285715,0.3628967260005951
45,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.6190476190476191,0.4213770470774584
3,0.175,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.84,0.3367828334712011
28,0.11,1,bernoulli,4,0.1,sae,raw,94,0.28,0.56609641183748,0.4399999999999999,0.5501895187879968
33,0.094,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.875,0.3522154783899598
23,0.18,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.4761904761904761,0.3875201619963461
47,0.14,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.3948131158717347,0.4166666666666666,0.5515709214472647
17,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.8400000000000001,0.3913248278204219
1,0.185,1,bernoulli,4,0.1,sae,raw,97,0.0952380952380952,0.4837952651549117,0.5238095238095238,0.3781212215392432
5,0.115,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,1.0,0.369282609386836
45,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.6666666666666667,0.3918291605372002
4,0.175,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.625,0.472033602857992
46,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.8333333333333333,0.3721591112598781
29,0.185,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4272000533228923,0.7916666666666666,0.448215940949516
25,0.145,1,bernoulli,4,0.1,sae,raw,94,0.875,0.3650951017958628,0.96,0.4253897660792343
3,0.15,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.1875,0.4945850861279163
34,0.094,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.4583333333333333,0.5907148282804253
9,0.155,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.72,0.424521059960649
7,0.19,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.5416666666666666,0.4866339859239364
31,0.15,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4254350216959936,0.5714285714285714,0.4224888256671937
35,0.19,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.4345910571001113,0.625,0.3730541448234293
23,0.09,1,bernoulli,4,0.1,sae,raw,97,0.5555555555555556,0.4575611694018542,0.875,0.4099120730229101
13,0.195,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.5140072847993029,0.3199999999999999,0.6006145935665497
33,0.115,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.3809523809523809,0.4827277877711314
39,0.12,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.4166666666666666,0.494044554648085
1,0.092,1,bernoulli,4,0.1,sae,raw,97,0.0952380952380952,0.4837952651549117,0.625,0.3918066462841506
11,0.12,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.375,0.5542525076768555
45,0.125,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.4583333333333333,0.5254651268531558
17,0.125,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.0,0.3766452540089645
3,0.088,1,bernoulli,4,0.1,sae,raw,94,0.375,0.467494602758698,0.7916666666666666,0.4891996520416647
37,0.155,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.9583333333333334,0.4007186662319404
15,0.16,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.3125,0.4491237374045644
43,0.16,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.48,0.5343118674925655
21,0.165,1,bernoulli,4,0.1,sae,raw,97,0.4583333333333333,0.4451854926239046,0.6,0.4365465981571228
23,0.13,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.1875,0.4160560803152353
1,0.135,1,bernoulli,4,0.1,sae,raw,94,0.0952380952380952,0.4837952651549117,0.44,0.524468900345828
49,0.165,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.5555555555555556,0.3052765946764973
29,0.135,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4272000533228923,0.6,0.5341955876468455
27,0.086,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.7916666666666666,0.4911659629663777
27,0.17,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.625,0.4789527297995398
29,0.092,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333334,0.4272000533228923,0.6,0.534158207602728
7,0.094,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.36,0.5910473852202536
7,0.14,1,bernoulli,4,0.1,sae,raw,94,0.56,0.5004464480897276,0.36,0.5906468160324028
24,0.18,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.535302719899819,0.5714285714285714,0.4246863013861824
48,0.14,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857142,0.4095722582274695,0.76,0.4926805297501746
33,0.175,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.6666666666666666,0.4034911710524803
31,0.088,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4254350216959936,0.75,0.4281015779534325
4,0.088,1,bernoulli,4,0.1,sae,raw,94,0.375,0.490674843048282,0.6666666666666667,0.4425108094969484
9,0.18,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.625,0.4627870854335628
11,0.095,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.6875,0.418957725643335
5,0.175,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.9523809523809524,0.328683808737768
39,0.095,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.75,0.3201649023388357
35,0.094,1,bernoulli,4,0.1,sae,raw,94,0.8095238095238095,0.4345910571001113,0.9583333333333334,0.3633103307754066
14,0.2,1,bernoulli,4,0.1,sae,raw,94,0.625,0.5257947990859644,0.7083333333333333,0.4965433501385536
37,0.18,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.7619047619047619,0.3881896204450602
33,0.14,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.9583333333333334,0.3406805172570113
15,0.185,1,bernoulli,4,0.1,sae,raw,97,0.1111111111111111,0.4655592084653831,0.5238095238095237,0.4970717214628085
5,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5714285714285714,0.4670264026930147,0.5833333333333333,0.491968742075471
9,0.09,1,bernoulli,4,0.1,sae,raw,94,0.8,0.4457022985372144,0.56,0.5367289635187601
15,0.092,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.2222222222222222,0.3560989578355013
32,0.088,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.4113590406372366,0.4761904761904762,0.5720158314964895
37,0.09,1,bernoulli,4,0.1,sae,raw,94,0.5238095238095238,0.4753873437848163,0.6666666666666666,0.5029273764547934
15,0.2,1,bernoulli,4,0.1,sae,raw,94,0.1111111111111111,0.4655592084653831,0.25,0.4490545055498076
11,0.145,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.375,0.5542241968920236
10,0.18,1,bernoulli,4,0.1,sae,raw,94,0.4,0.5140975232933384,0.48,0.5621970208439556
12,0.095,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5199097136831357,0.5714285714285714,0.4518899858662193
40,0.095,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4660424876244922,0.6666666666666666,0.492942473229643
18,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5833333333333333,0.5381792544884096,0.4375,0.4853195548297042
21,0.094,1,bernoulli,4,0.1,sae,raw,97,0.4583333333333333,0.4451854926239046,0.6,0.4365904583781288
43,0.185,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.9523809523809524,0.3315769678135828
39,0.145,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.5416666666666666,0.4762268447753734
38,0.18,1,bernoulli,4,0.1,sae,raw,94,0.2222222222222222,0.4579464641551162,0.4761904761904761,0.5069614615117202
34,0.14,1,bernoulli,4,0.1,sae,raw,94,0.3333333333333333,0.4785871491208943,0.6666666666666666,0.4364278462519673
17,0.15,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.5,0.3865802786708389
17,0.096,1,bernoulli,4,0.1,sae,raw,94,0.5,0.3839210496843681,0.5,0.3864804121052944
43,0.092,1,bernoulli,4,0.1,sae,raw,94,0.625,0.4406798639703069,0.8400000000000001,0.4255860082268273
49,0.19,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.7777777777777778,0.3455185909541573
45,0.096,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.0,0.4903399897029997
21,0.19,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.4451854926239046,0.5416666666666667,0.4707982612167358
2,0.185,1,bernoulli,4,0.1,sae,raw,97,0.6875,0.4408028791408875,0.1875,0.3631314614881572
33,0.088,1,bernoulli,4,0.1,sae,raw,94,0.7500000000000001,0.3894619603049204,0.1904761904761905,0.6021436633558941
1,0.1,1,bernoulli,4,0.1,sae,raw,94,0.0952380952380952,0.4837952651549117,0.0833333333333333,0.6463586506366555
23,0.098,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.2799999999999999,0.5347653931644403
49,0.094,1,bernoulli,4,0.1,sae,raw,94,1.0,0.3542512647717928,0.2857142857142857,0.5223470688559545
46,0.088,1,bernoulli,4,0.1,sae,raw,94,0.5,0.5198061796416196,0.8125,0.4052627378223312
6,0.115,1,bernoulli,4,0.1,sae,raw,94,0.4583333333333333,0.5452997135095142,0.28,0.571528666534083
45,0.15,1,bernoulli,4,0.1,sae,raw,94,0.5,0.4347760003043795,0.5,0.5253296430287911
27,0.195,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.7916666666666666,0.4916591381719683
16,0.185,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4779932245658168,0.5416666666666666,0.5006388516837422
29,0.1,1,bernoulli,4,0.1,sae,raw,97,0.5833333333333334,0.4272000533228923,0.7916666666666666,0.3787572902191854
11,0.18,1,bernoulli,4,0.1,sae,raw,94,0.25,0.5537380366615366,0.25,0.5415955337865701
13,0.095,1,bernoulli,4,0.1,sae,raw,94,0.4166666666666667,0.5140072847993029,0.8571428571428572,0.4233948035022192
41,0.095,1,bernoulli,4,0.1,sae,raw,94,0.68,0.4485864584611551,0.6666666666666667,0.3940985922805939
39,0.195,1,bernoulli,4,0.1,sae,raw,94,0.7142857142857144,0.3609872808434819,0.4166666666666666,0.4938616662568064
23,0.155,1,bernoulli,4,0.1,sae,raw,94,0.5555555555555556,0.4575611694018542,0.4444444444444444,0.4270820869644711
27,0.095,1,bernoulli,4,0.1,sae,raw,94,0.3,0.6395281729588042,0.92,0.3546277672300321
7,0.105,1,bernoulli,4,0.1,sae,raw,97,0.56,0.5004464480897276,0.3333333333333333,0.678272001093137
