n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,6,0.004,0.4452131896794664,0.7093246177963786,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.462514638900757, 2.5491490364074707, 2.6984901428222656, 2.4346206188201904, 2.52189564704895, 2.1948914527893066, 2.5999643802642822, 2.5630834102630615, 2.53890061378479, 2.1740992069244385, 2.3997621536254883, 2.747058153152466, 2.3538222312927246, 2.4712483882904053, 2.5291197299957275, 1.9595530033111572, 2.585226058959961, 2.257213592529297, 2.294951915740967, 2.5222456455230713, 2.370096445083618, 2.5314409732818604, 2.703658103942871, 2.433039665222168, 2.1126301288604736, 2.5410866737365723, 2.23803973197937, 2.2272679805755615, 2.3135151863098145, 2.3624768257141113]",raw,Pre-max
1,beta,7,0.004,0.396240159162231,0.7772563467927707,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3986918926239014, 2.5283522605895996, 2.0717344284057617, 2.565420627593994, 2.3206207752227783, 2.449993371963501, 2.561516046524048, 2.5445916652679443, 2.5083818435668945, 2.52416729927063, 1.9859400987625122, 2.31478214263916, 1.9165018796920776, 2.1076862812042236, 1.9687974452972412, 2.4991068840026855, 2.083388328552246, 2.367647886276245, 2.304374933242798, 2.6052277088165283, 2.536142587661743, 2.548058032989502, 2.5032896995544434, 2.4065794944763184, 2.1749801635742188, 2.362008810043335, 2.5695207118988037, 2.4705708026885986, 2.5594615936279297, 2.2782199382781982]",raw,Pre-max
1,beta,10,0.0159,0.4219124388859979,0.7475038859138925,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.975192666053772, 2.1193838119506836, 2.0681164264678955, 2.1210649013519287, 2.012118339538574, 1.9088034629821777, 2.0320804119110107, 1.6353752613067627, 2.053318977355957, 1.9435689449310303, 2.000960350036621, 2.072383165359497, 1.8983083963394165, 2.015697956085205, 2.0549378395080566, 1.5732418298721313, 2.1633832454681396, 1.5986497402191162, 2.109225034713745, 2.020864963531494, 2.086479425430298, 2.0895557403564453, 1.8913294076919556, 2.07175612449646, 2.089599847793579, 2.2662160396575928, 1.9531389474868774, 2.147362470626831, 2.152547597885132, 2.1511406898498535]",raw,Pre-max
1,beta,24,0.008,0.4364105522416266,0.6984095164441549,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.204498291015625, 2.416904926300049, 2.409836530685425, 1.9935704469680786, 2.431039571762085, 1.838768720626831, 2.222484827041626, 2.394435167312622, 1.9567564725875854, 2.4836106300354004, 2.3185415267944336, 2.3951773643493652, 2.250474691390991, 2.3152050971984863, 2.0785882472991943, 2.3938801288604736, 2.20984148979187, 2.424452781677246, 2.658051013946533, 2.3387374877929688, 2.5875275135040283, 2.18674898147583, 2.4182050228118896, 2.188352346420288, 2.3888309001922607, 2.5219550132751465, 2.201988935470581, 2.4323997497558594, 2.2930335998535156, 2.4054152965545654]",raw,Pre-max
1,beta,34,0.004,0.429981911106883,0.75042071825214,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5155107975006104, 2.485236883163452, 2.214014768600464, 1.9336702823638916, 2.5604913234710693, 2.3548166751861572, 2.5582351684570312, 2.580035448074341, 2.0510902404785156, 2.552455425262451, 2.2877776622772217, 2.587306499481201, 2.3477580547332764, 2.582148551940918, 2.2283082008361816, 2.73400616645813, 2.7845566272735596, 2.2964868545532227, 2.2008578777313232, 2.6918258666992188, 2.478127956390381, 2.5272042751312256, 2.473618507385254, 2.60113787651062, 2.3790676593780518, 2.260554075241089, 2.7173011302948, 2.2366926670074463, 2.185656785964966, 2.7115843296051025]",raw,Pre-max
1,beta,38,0.0159,0.4428070089286459,0.7153547366261714,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.8295044898986816, 2.2035367488861084, 2.1877670288085938, 2.23482084274292, 2.215207576751709, 2.116743803024292, 2.058759927749634, 1.8168587684631348, 2.16841983795166, 2.2215144634246826, 1.8289464712142944, 1.8386353254318237, 1.890068769454956, 2.1327927112579346, 2.148560047149658, 1.7465356588363647, 1.9707372188568115, 1.879034399986267, 2.1021058559417725, 2.1908767223358154, 2.1518030166625977, 2.114612102508545, 2.079523801803589, 1.6293225288391113, 2.1383070945739746, 1.5790544748306274, 1.6402578353881836, 1.7573225498199463, 2.2144534587860107, 1.9222283363342285]",raw,Pre-max
1,beta,11,0.0159,0.4299734204693849,0.7481592004600351,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.8459556102752686, 2.125236749649048, 2.2826626300811768, 2.171037197113037, 1.600624442100525, 1.9951930046081543, 2.0456323623657227, 1.9364582300186157, 1.7373900413513184, 2.091493844985962, 2.2162206172943115, 2.0461487770080566, 2.1282870769500732, 1.5565153360366821, 1.58909273147583, 1.9982635974884033, 2.0922164916992188, 2.048513650894165, 2.048977851867676, 2.1795599460601807, 1.8929804563522339, 1.90838623046875, 1.9530566930770874, 2.0087082386016846, 2.045877695083618, 2.1235733032226562, 2.187628746032715, 1.6863080263137817, 2.0933752059936523, 1.7746059894561768]",raw,Pre-max
1,beta,34,0.022,0.429864638835679,0.7497114382017023,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.8782856464385986, 1.8458714485168457, 1.638150930404663, 1.3423219919204712, 1.9290602207183838, 1.683547019958496, 1.9003313779830933, 1.9522029161453247, 1.467612624168396, 1.9195852279663086, 1.6322014331817627, 1.9359196424484253, 1.681056022644043, 1.9525166749954224, 1.6506298780441284, 2.108727216720581, 2.1641714572906494, 1.6471816301345825, 1.5918831825256348, 2.0690722465515137, 1.8180367946624756, 1.8923345804214478, 1.8322757482528687, 1.9701309204101562, 1.6916732788085938, 1.6321454048156738, 2.0901248455047607, 1.6281324625015259, 1.595702052116394, 2.0642545223236084]",raw,Pre-max
1,beta,25,0.008,0.4622832711935744,0.6706085336884539,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.882234811782837, 2.0189170837402344, 2.467149496078491, 2.1578376293182373, 1.9061880111694336, 2.488266706466675, 2.306640148162842, 2.451873302459717, 1.9003269672393799, 2.4470748901367188, 2.244783878326416, 2.4306447505950928, 2.1651687622070312, 2.4225704669952393, 2.4758949279785156, 2.4226062297821045, 2.5010273456573486, 2.3850347995758057, 2.355560064315796, 1.9345459938049316, 2.2639715671539307, 2.105318307876587, 2.432774066925049, 2.134361982345581, 2.4304797649383545, 2.474013566970825, 2.189626693725586, 2.402324676513672, 2.474214553833008, 2.511186122894287]",raw,Pre-max
1,beta,46,0.006,0.4443980917584474,0.7370773016237745,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3083667755126953, 2.551285743713379, 2.368868350982666, 2.472871780395508, 2.3382835388183594, 2.1408567428588867, 2.515913248062134, 2.4958925247192383, 2.2942283153533936, 1.8749340772628784, 2.240283727645874, 2.424671173095703, 2.5506300926208496, 2.475316047668457, 2.5069239139556885, 2.412898063659668, 2.315560817718506, 2.2055766582489014, 2.4703586101531982, 2.451631546020508, 2.4806485176086426, 2.6315457820892334, 1.9264326095581055, 1.8444892168045044, 1.8763877153396606, 2.511521577835083, 2.5476527214050293, 2.443626880645752, 2.4852354526519775, 1.8957794904708862]",raw,Pre-max
