n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,bernoulli,6,0.004,0.4729029586950711,0.6052244039270688,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4074190855026245, 0.40843144059181213, 0.4082123041152954, 0.4115951359272003, 0.4086974859237671, 0.4063262939453125, 0.40220052003860474, 0.4086262881755829, 0.4077613353729248, 0.40879693627357483, 0.4099021255970001, 0.40055087208747864, 0.4114086627960205, 0.41005799174308777, 0.41086676716804504, 0.407635897397995, 0.4107394516468048, 0.4035213887691498, 0.40838539600372314, 0.40254220366477966, 0.4020172357559204, 0.40880003571510315, 0.4075058400630951, 0.4083290696144104, 0.4089736044406891, 0.40953922271728516, 0.4028242528438568, 0.4075610637664795, 0.4100652039051056, 0.40989166498184204]",raw,Pre-32
1,bernoulli,12,0.005,0.4360410000023968,0.6954292084726867,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.37439876794815063, 0.37025198340415955, 0.36262214183807373, 0.37462225556373596, 0.3752816617488861, 0.3754449784755707, 0.37410932779312134, 0.3743816316127777, 0.37467309832572937, 0.3742986023426056, 0.3753454089164734, 0.37418869137763977, 0.37374672293663025, 0.36784929037094116, 0.36986044049263, 0.37554001808166504, 0.3757074177265167, 0.3743618130683899, 0.3701968491077423, 0.3680708110332489, 0.37519586086273193, 0.36848682165145874, 0.37522777915000916, 0.37390416860580444, 0.37505269050598145, 0.3769538998603821, 0.36463749408721924, 0.37464457750320435, 0.3751845061779022, 0.37488412857055664]",raw,Pre-32
1,bernoulli,7,0.004,0.4569910634949218,0.6821800062285892,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.39984580874443054, 0.407698392868042, 0.4010540246963501, 0.407062292098999, 0.40728020668029785, 0.4080183804035187, 0.4074542224407196, 0.40839144587516785, 0.39784830808639526, 0.40798327326774597, 0.39799609780311584, 0.40834295749664307, 0.4072841703891754, 0.4082012176513672, 0.39976727962493896, 0.40956130623817444, 0.40763747692108154, 0.40030619502067566, 0.39866626262664795, 0.40783071517944336, 0.4065440893173218, 0.3961926996707916, 0.3989054262638092, 0.40892407298088074, 0.4073295295238495, 0.4086988866329193, 0.4075070023536682, 0.4016988277435303, 0.4006996750831604, 0.4095013439655304]",raw,Pre-32
1,bernoulli,13,0.005,0.4305295669324513,0.7029681467181467,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.37530919909477234, 0.3699793517589569, 0.37487244606018066, 0.3687055706977844, 0.3662607967853546, 0.3753533363342285, 0.37677183747291565, 0.3695087134838104, 0.37592339515686035, 0.3688310384750366, 0.36919838190078735, 0.369552880525589, 0.37605610489845276, 0.3754824995994568, 0.37687599658966064, 0.3767704963684082, 0.37531185150146484, 0.3774886131286621, 0.3746595084667206, 0.3766079246997833, 0.37657472491264343, 0.37554556131362915, 0.3750375211238861, 0.37592560052871704, 0.3683529496192932, 0.37690016627311707, 0.3751814663410187, 0.37524670362472534, 0.3758111298084259, 0.3688066303730011]",raw,Pre-32
1,bernoulli,46,0.006,0.4077593202373585,0.7471101507798756,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.33830076456069946, 0.3305499851703644, 0.338418573141098, 0.33087289333343506, 0.339311420917511, 0.3385382890701294, 0.33507415652275085, 0.33987364172935486, 0.34015628695487976, 0.33811336755752563, 0.336965411901474, 0.3266898989677429, 0.33873680233955383, 0.3393509089946747, 0.33894914388656616, 0.3390633761882782, 0.3346286714076996, 0.33566156029701233, 0.3385103642940521, 0.3276101052761078, 0.34080833196640015, 0.3394511938095093, 0.3380238711833954, 0.33116310834884644, 0.3382342457771301, 0.339706689119339, 0.338871031999588, 0.33186978101730347, 0.33910802006721497, 0.3312710225582123]",raw,Pre-32
1,bernoulli,42,0.014,0.434211617212507,0.6768935885561388,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.05871659144759178, 0.05900063365697861, 0.05874299257993698, 0.060224611312150955, 0.04973999410867691, 0.04986988380551338, 0.06232980638742447, 0.06063109636306763, 0.055822744965553284, 0.059163980185985565, 0.05865190178155899, 0.05979706346988678, 0.06129872426390648, 0.057057324796915054, 0.05673427879810333, 0.048267144709825516, 0.06347697228193283, 0.05860794335603714, 0.054736893624067307, 0.0515996515750885, 0.059835344552993774, 0.04964610934257507, 0.06088603287935257, 0.0498492531478405, 0.05036868527531624, 0.05835817754268646, 0.06140970066189766, 0.05867708474397659, 0.061597082763910294, 0.059279587119817734]",raw,Pre-32
1,bernoulli,34,0.004,0.4551097056682691,0.6478407677270304,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.40975090861320496, 0.41013750433921814, 0.4106347858905792, 0.40962541103363037, 0.4019913077354431, 0.40270712971687317, 0.4113968312740326, 0.409774512052536, 0.40275099873542786, 0.4018429219722748, 0.4100545346736908, 0.40402859449386597, 0.41066551208496094, 0.40250176191329956, 0.41060903668403625, 0.40238797664642334, 0.40446731448173523, 0.41079166531562805, 0.4091886281967163, 0.40993574261665344, 0.4087051451206207, 0.4071642756462097, 0.4118458032608032, 0.41159212589263916, 0.4092817008495331, 0.4093625247478485, 0.401326447725296, 0.41031867265701294, 0.40983372926712036, 0.40964317321777344]",raw,Pre-32
1,bernoulli,30,0.01,0.4383314440539055,0.6999155405405405,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.198175847530365, 0.19958381354808807, 0.19753292202949524, 0.19684553146362305, 0.19923201203346252, 0.19654540717601776, 0.19204486906528473, 0.18911850452423096, 0.1969047337770462, 0.19921278953552246, 0.19491954147815704, 0.19940981268882751, 0.19793462753295898, 0.1897655576467514, 0.18833482265472412, 0.19754865765571594, 0.18959273397922516, 0.19623474776744843, 0.19130350649356842, 0.19582851231098175, 0.19969800114631653, 0.1870897263288498, 0.19016170501708984, 0.19752539694309235, 0.19803932309150696, 0.1975736767053604, 0.18929195404052734, 0.19873453676700592, 0.1899954378604889, 0.19621556997299194]",raw,Pre-32
1,bernoulli,20,0.015,0.4516263547054004,0.6486621431314812,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.016613204032182693, 0.022692644968628883, 0.022648222744464874, 0.01607665792107582, 0.022161787375807762, 0.018057160079479218, 0.014722351916134357, 0.018888412043452263, 0.02298506163060665, 0.014070349745452404, 0.013934353366494179, 0.017566291615366936, 0.020302793011069298, 0.024606978520751, 0.023203467950224876, 0.02147578075528145, 0.022286023944616318, 0.02329479716718197, 0.02443283051252365, 0.01590973325073719, 0.02316877990961075, 0.022759240120649338, 0.01989731751382351, 0.01301819458603859, 0.02602369152009487, 0.02394196204841137, 0.023167507722973824, 0.025814227759838104, 0.012825178913772106, 0.015050617977976799]",raw,Pre-32
1,bernoulli,14,0.014,0.4416529548363925,0.650010311654596,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.05189564451575279, 0.04884503409266472, 0.04970117658376694, 0.04738796129822731, 0.050466764718294144, 0.06041110306978226, 0.05351754650473595, 0.05433260649442673, 0.06267600506544113, 0.04959448426961899, 0.0593082569539547, 0.06023624911904335, 0.0634615570306778, 0.06126165762543678, 0.06299373507499695, 0.05026021972298622, 0.05063026398420334, 0.061475276947021484, 0.05474907159805298, 0.061972133815288544, 0.0636245459318161, 0.062455058097839355, 0.05984093248844147, 0.063327856361866, 0.0611964575946331, 0.051069218665361404, 0.05631250888109207, 0.06273037195205688, 0.059928618371486664, 0.061672188341617584]",raw,Pre-32
