seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf
23,20.0,1,beta,4,0.1,raw,raw,94,0.5,0.4928797440500095,0.5833333333333333,0.4323999449313038
44,30.0,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.4526104307308218,0.4583333333333333,0.4820136841428211
35,3.0,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.4761904761904762,0.5140308242824846
23,0.2,1,beta,4,0.1,raw,raw,94,0.5,0.4928797440500095,0.6666666666666666,0.3850681645255817
12,5.0,1,beta,4,0.1,raw,raw,97,1.0,0.3734944040844425,0.4761904761904762,0.6293511801173614
27,75.0,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.8400000000000001,0.4728203165602028
22,50.0,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.5394496356870598,0.4166666666666667,0.5896717098529696
28,0.21,1,beta,4,0.1,raw,raw,94,0.9523809523809524,0.3348978277871804,0.5238095238095238,0.5352378838640846
1,0.25,1,beta,4,0.1,raw,raw,97,0.625,0.4166810529927343,0.3125,0.5649995897511031
21,1000.0,1,beta,4,0.1,raw,raw,97,0.4,0.5136840006626386,0.5,0.5060009555713391
8,3.0,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.5855416041283938,0.7777777777777778,0.4180515599438293
1,30.0,1,beta,4,0.1,raw,raw,94,0.625,0.4166810529927343,0.5714285714285714,0.5343976735441313
5,100.0,1,beta,4,0.1,raw,raw,94,0.875,0.3622020154386126,0.9166666666666669,0.3593595750235017
1,0.21,1,beta,4,0.1,raw,raw,94,0.625,0.4166810529927343,0.5714285714285714,0.5344639776561352
24,0.23,1,beta,4,0.1,raw,raw,94,0.36,0.5799612833123401,0.56,0.5394506301104
40,5.0,1,beta,4,0.1,raw,raw,97,0.6000000000000001,0.5271828299939092,0.44,0.5938371042306195
10,200.0,1,beta,4,0.1,raw,raw,97,0.5,0.4926602197614796,0.875,0.3157395060721646
49,1000.0,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.4319754807690821,0.375,0.6102180518039232
0,75.0,1,beta,4,0.1,raw,raw,94,0.0,0.6547160841134806,0.625,0.4013017290110904
29,30.0,1,beta,4,0.1,raw,raw,94,0.625,0.434336086972706,0.4444444444444444,0.339849329497038
33,100.0,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.7142857142857143,0.4639090750002135
24,0.2,1,beta,4,0.1,raw,raw,94,0.36,0.5799612833123401,0.7142857142857143,0.4337819867885981
7,50.0,1,beta,4,0.1,raw,raw,94,0.8,0.4471933564682974,0.52,0.5160930127916143
36,3.0,1,beta,4,0.1,raw,raw,94,0.7142857142857143,0.4202633910578749,0.5714285714285714,0.5090376526709006
38,200.0,1,beta,4,0.1,raw,raw,97,0.1666666666666666,0.5475718826414901,0.875,0.2921952782069905
13,5.0,1,beta,4,0.1,raw,raw,97,0.6,0.4838298375391823,0.6666666666666666,0.5490419778912956
29,0.21,1,beta,4,0.1,raw,raw,94,0.625,0.434336086972706,0.8888888888888888,0.4531072744651458
28,75.0,1,beta,4,0.1,raw,raw,94,0.9523809523809524,0.3348978277871804,0.5238095238095238,0.5381602047382338
35,50.0,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.4583333333333333,0.5124195047292605
16,500.0,1,beta,4,0.1,raw,raw,94,0.4285714285714285,0.5720868140510903,0.7619047619047619,0.4674189903072074
18,10.0,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.5241972974318954,0.8400000000000001,0.539406321247163
46,10.0,1,beta,4,0.1,raw,raw,97,0.7142857142857143,0.4419235810062575,0.9523809523809524,0.3562232174760955
13,75.0,1,beta,4,0.1,raw,raw,94,0.6,0.4838298375391823,0.6190476190476191,0.4488477418760933
33,0.22,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.76,0.4122976081128331
44,500.0,1,beta,4,0.1,raw,raw,97,0.4166666666666667,0.4526104307308218,0.64,0.6080014079902684
2,0.21,1,beta,4,0.1,raw,raw,94,0.5714285714285714,0.4315963480752918,0.6666666666666666,0.386591418332577
41,75.0,1,beta,4,0.1,raw,raw,94,0.75,0.4267409122708409,0.625,0.4710291133334343
6,100.0,1,beta,4,0.1,raw,raw,94,0.6190476190476191,0.4443711989947082,0.6190476190476191,0.4000320317436777
25,0.23,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.6666666666666667,0.4612462416033119
6,0.22,1,beta,4,0.1,raw,raw,94,0.6190476190476191,0.4443711989947082,0.6190476190476191,0.4948527515918817
29,0.25,1,beta,4,0.1,raw,raw,94,0.625,0.434336086972706,0.8800000000000001,0.5277157072186346
41,5.0,1,beta,4,0.1,raw,raw,97,0.75,0.4267409122708409,0.4761904761904762,0.5632524490929671
24,20.0,1,beta,4,0.1,raw,raw,94,0.36,0.5799612833123401,0.8400000000000001,0.4192299576098985
9,0.2,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.4,0.5534663661017842
11,200.0,1,beta,4,0.1,raw,raw,97,0.5,0.5832100522242492,0.4285714285714285,0.5402781559104654
19,100.0,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.9047619047619048,0.4769636404516961
2,0.25,1,beta,4,0.1,raw,raw,97,0.5714285714285714,0.4315963480752918,0.8400000000000001,0.3367042883579784
34,100.0,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.4170741909611705,0.25,0.3010189801327893
30,0.21,1,beta,4,0.1,raw,raw,94,0.5,0.50557686122719,0.625,0.4236911429262527
7,0.3,1,beta,4,0.1,raw,raw,94,0.8,0.4471933564682974,0.0952380952380952,0.5965712428463932
14,5.0,1,beta,4,0.1,raw,raw,97,0.7142857142857144,0.3875458282627593,0.4583333333333333,0.5220967957886208
22,1000.0,1,beta,4,0.1,raw,raw,97,0.4166666666666667,0.5394496356870598,1.0,0.3873612624653239
2,30.0,1,beta,4,0.1,raw,raw,94,0.5714285714285714,0.4315963480752918,0.6666666666666666,0.3846519418453945
47,100.0,1,beta,4,0.1,raw,raw,94,0.75,0.3495201444502914,0.5,0.6107197131885358
26,0.23,1,beta,4,0.1,raw,raw,94,0.6,0.4409146229563152,0.5833333333333334,0.5470072722553077
39,200.0,1,beta,4,0.1,raw,raw,97,0.64,0.4534717909914893,0.76,0.4164096953802372
35,0.3,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.75,0.4735540265496655
42,5.0,1,beta,4,0.1,raw,raw,97,0.9047619047619048,0.3500503444226405,0.7083333333333334,0.4213577207486931
11,0.23,1,beta,4,0.1,raw,raw,94,0.5,0.5832100522242492,0.6666666666666667,0.5553790603530481
30,30.0,1,beta,4,0.1,raw,raw,94,0.5,0.50557686122719,0.7777777777777778,0.3241882309854832
17,500.0,1,beta,4,0.1,raw,raw,94,0.5,0.3884428873708961,0.1428571428571428,0.661941326949711
12,200.0,1,beta,4,0.1,raw,raw,97,1.0,0.3734944040844425,0.3333333333333333,0.5626258179566074
19,10.0,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.125,0.5849175540585636
8,50.0,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.5855416041283938,0.3809523809523809,0.5425450160427527
47,10.0,1,beta,4,0.1,raw,raw,97,0.75,0.3495201444502914,0.92,0.3529023177274832
7,0.22,1,beta,4,0.1,raw,raw,94,0.8,0.4471933564682974,0.0952380952380952,0.5881795331703006
45,500.0,1,beta,4,0.1,raw,raw,97,0.5714285714285714,0.421133767740723,0.4583333333333333,0.5403420010792614
13,0.4,1,beta,4,0.1,raw,raw,94,0.6,0.4838298375391823,0.625,0.4809036147764093
39,0.23,1,beta,4,0.1,raw,raw,94,0.64,0.4534717909914893,0.84,0.3747346853431416
36,50.0,1,beta,4,0.1,raw,raw,94,0.7142857142857143,0.4202633910578749,0.36,0.625172329032996
34,0.22,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.4170741909611705,0.7142857142857143,0.3673526514257507
25,200.0,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.8095238095238095,0.3700788775020242
41,0.4,1,beta,4,0.1,raw,raw,94,0.75,0.4267409122708409,0.5,0.512795109799764
25,20.0,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.8333333333333334,0.3311636641290594
3,0.25,1,beta,4,0.1,raw,raw,97,0.7083333333333334,0.4060809627396964,0.7142857142857143,0.5164758424713356
14,75.0,1,beta,4,0.1,raw,raw,94,0.7142857142857144,0.3875458282627593,0.8333333333333334,0.4073292627893418
30,0.25,1,beta,4,0.1,raw,raw,94,0.5,0.50557686122719,0.5,0.5282575249160798
3,500.0,1,beta,4,0.1,raw,raw,94,0.7083333333333334,0.4060809627396964,0.9047619047619048,0.3333074614299409
31,500.0,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.16,0.6714572716835838
42,75.0,1,beta,4,0.1,raw,raw,94,0.9047619047619048,0.3500503444226405,0.6875,0.3264577149923117
40,200.0,1,beta,4,0.1,raw,raw,97,0.6000000000000001,0.5271828299939092,0.4583333333333333,0.4782028421601504
19,0.5,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.9166666666666669,0.3898183887006932
17,0.25,1,beta,4,0.1,raw,raw,94,0.5,0.3884428873708961,0.4444444444444444,0.4456174709652423
37,0.2,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.2916666666666667,0.5848114383056371
10,0.2,1,beta,4,0.1,raw,raw,94,0.5,0.4926602197614796,0.5714285714285714,0.5143571351333779
47,0.5,1,beta,4,0.1,raw,raw,94,0.75,0.3495201444502914,0.375,0.6373725296185101
45,0.25,1,beta,4,0.1,raw,raw,94,0.5714285714285714,0.421133767740723,0.0833333333333333,0.6089399692282131
23,1000.0,1,beta,4,0.1,raw,raw,97,0.5,0.4928797440500095,0.875,0.4483667171586342
3,30.0,1,beta,4,0.1,raw,raw,94,0.7083333333333334,0.4060809627396964,0.9523809523809524,0.3184634313609957
9,1000.0,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.9047619047619048,0.3380545731071971
37,1000.0,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.375,0.5939987815866915
18,500.0,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.5241972974318954,0.8095238095238095,0.5254448788223349
23,0.3,1,beta,4,0.1,raw,raw,94,0.5,0.4928797440500095,0.5833333333333334,0.4782907697246768
20,100.0,1,beta,4,0.1,raw,raw,94,0.76,0.4771569718524015,0.6799999999999999,0.4507868391249148
20,10.0,1,beta,4,0.1,raw,raw,94,0.76,0.4771569718524015,0.6875,0.443974576456317
8,0.3,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.5855416041283938,0.9375,0.4120124051960183
8,0.22,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.5855416041283938,0.9375,0.3734364896624955
31,30.0,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.0625,0.6020382572798901
25,0.75,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.6666666666666667,0.4616843170390927
48,10.0,1,beta,4,0.1,raw,raw,97,0.625,0.4265088155870676,0.7142857142857143,0.4706475316058215
1,0.4,1,beta,4,0.1,raw,raw,97,0.625,0.4166810529927343,0.5,0.537307619442527
46,500.0,1,beta,4,0.1,raw,raw,97,0.7142857142857143,0.4419235810062575,0.7916666666666666,0.4131992987161503
9,50.0,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.48,0.547123607258095
29,0.4,1,beta,4,0.1,raw,raw,94,0.625,0.434336086972706,0.9583333333333334,0.3414937119002769
15,0.21,1,beta,4,0.1,raw,raw,94,0.1904761904761905,0.5474393929506376,0.6190476190476191,0.4514648345082501
3,1.0,1,beta,4,0.1,raw,raw,94,0.7083333333333334,0.4060809627396964,0.3125,0.5604932274217836
35,0.22,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.4761904761904762,0.5160300657805902
4,0.25,1,beta,4,0.1,raw,raw,97,0.9166666666666669,0.3566547144501895,0.7083333333333334,0.3617909122602543
31,1.0,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.3333333333333333,0.6291256871256646
37,50.0,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.8571428571428572,0.4381215414816793
26,20.0,1,beta,4,0.1,raw,raw,94,0.6,0.4409146229563152,0.7916666666666666,0.5197941967960567
7,0.5,1,beta,4,0.1,raw,raw,94,0.8,0.4471933564682974,0.3999999999999999,0.6257342317326537
31,0.25,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.0625,0.4983690603498835
43,0.21,1,beta,4,0.1,raw,raw,94,0.56,0.4721384759191202,0.625,0.4588809607047734
9,1.5,1,beta,4,0.1,raw,raw,97,0.6666666666666667,0.499414369227226,0.24,0.638232765550793
15,75.0,1,beta,4,0.1,raw,raw,94,0.1904761904761905,0.5474393929506376,0.1111111111111111,0.4244828331287765
48,100.0,1,beta,4,0.1,raw,raw,94,0.625,0.4265088155870676,0.7916666666666666,0.3811667351396702
43,75.0,1,beta,4,0.1,raw,raw,94,0.56,0.4721384759191202,0.4166666666666666,0.5365696084868574
11,0.2,1,beta,4,0.1,raw,raw,94,0.5,0.5832100522242492,0.5238095238095238,0.5936836406366668
36,0.3,1,beta,4,0.1,raw,raw,94,0.7142857142857143,0.4202633910578749,0.56,0.5516889411005956
12,0.23,1,beta,4,0.1,raw,raw,94,1.0,0.3734944040844425,0.625,0.4806915014961214
37,1.5,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.625,0.5029550490419711
24,1000.0,1,beta,4,0.1,raw,raw,97,0.36,0.5799612833123401,0.875,0.4723680894633389
35,0.5,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.7142857142857143,0.4725710421595993
4,30.0,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.3566547144501895,0.7200000000000002,0.4331992992785995
15,2.0,1,beta,4,0.1,raw,raw,97,0.1904761904761905,0.5474393929506376,0.6666666666666667,0.3860122700900383
9,0.3,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.4,0.5545931722464196
21,0.22,1,beta,4,0.1,raw,raw,94,0.4,0.5136840006626386,0.3333333333333333,0.5997679808156579
21,100.0,1,beta,4,0.1,raw,raw,94,0.4,0.5136840006626386,0.3333333333333333,0.5579707532946608
43,2.0,1,beta,4,0.1,raw,raw,94,0.56,0.4721384759191202,0.24,0.6259992955404955
13,0.75,1,beta,4,0.1,raw,raw,94,0.6,0.4838298375391823,0.25,0.6636772609085759
41,0.75,1,beta,4,0.1,raw,raw,97,0.75,0.4267409122708409,0.4285714285714286,0.5683184212418432
21,3.0,1,beta,4,0.1,raw,raw,94,0.4,0.5136840006626386,0.44,0.5483438384674031
49,0.22,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.4319754807690821,0.1904761904761905,0.5918704953369675
32,30.0,1,beta,4,0.1,raw,raw,94,0.625,0.4011004970385777,0.5,0.3803345022364671
49,3.0,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.4319754807690821,0.5555555555555556,0.4937331136399275
49,100.0,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.4319754807690821,0.6190476190476191,0.4587097157817204
10,50.0,1,beta,4,0.1,raw,raw,94,0.5,0.4926602197614796,0.2916666666666666,0.52948476124125
37,0.3,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.8571428571428572,0.4407029414400564
36,0.22,1,beta,4,0.1,raw,raw,94,0.7142857142857143,0.4202633910578749,0.5714285714285714,0.5080640316617602
13,0.23,1,beta,4,0.1,raw,raw,94,0.6,0.4838298375391823,0.5238095238095238,0.5455628320555518
14,0.4,1,beta,4,0.1,raw,raw,94,0.7142857142857144,0.3875458282627593,0.625,0.5058212560482418
40,0.23,1,beta,4,0.1,raw,raw,94,0.6000000000000001,0.5271828299939092,0.7600000000000001,0.3544844739510843
19,1.0,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.0,0.5458797390214312
32,0.25,1,beta,4,0.1,raw,raw,94,0.625,0.4011004970385777,0.5,0.5706241226607365
38,50.0,1,beta,4,0.1,raw,raw,94,0.1666666666666666,0.5475718826414901,0.2083333333333333,0.5421519001203515
47,1.0,1,beta,4,0.1,raw,raw,94,0.75,0.3495201444502914,0.5,0.6113074058458527
27,5.0,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.7083333333333334,0.4800756753931954
12,0.2,1,beta,4,0.1,raw,raw,94,1.0,0.3734944040844425,0.125,0.6902516525342725
16,75.0,1,beta,4,0.1,raw,raw,94,0.4285714285714285,0.5720868140510903,0.6666666666666666,0.5131776411907241
44,75.0,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.4526104307308218,0.44,0.5516679808820915
26,200.0,1,beta,4,0.1,raw,raw,94,0.6,0.4409146229563152,0.75,0.4223653627906619
42,0.4,1,beta,4,0.1,raw,raw,94,0.9047619047619048,0.3500503444226405,0.36,0.6130352620317646
41,0.23,1,beta,4,0.1,raw,raw,94,0.75,0.4267409122708409,0.625,0.4720146616723509
25,1.5,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.8095238095238095,0.3688960400420264
15,0.4,1,beta,4,0.1,raw,raw,94,0.1904761904761905,0.5474393929506376,0.2380952380952381,0.5440718608053111
10,0.3,1,beta,4,0.1,raw,raw,94,0.5,0.4926602197614796,0.5714285714285714,0.514675161402564
3,2.0,1,beta,4,0.1,raw,raw,94,0.7083333333333334,0.4060809627396964,0.9523809523809524,0.3197097456977226
5,10.0,1,beta,4,0.1,raw,raw,94,0.875,0.3622020154386126,0.625,0.4066874642929781
33,10.0,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.3333333333333333,0.5219777091828187
22,100.0,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.5394496356870598,0.1666666666666666,0.6395311320826917
11,20.0,1,beta,4,0.1,raw,raw,94,0.5,0.5832100522242492,0.4444444444444444,0.5831922689808479
39,20.0,1,beta,4,0.1,raw,raw,94,0.64,0.4534717909914893,0.3199999999999999,0.5698210283858578
38,0.3,1,beta,4,0.1,raw,raw,94,0.1666666666666666,0.5475718826414901,0.76,0.4572064968498575
31,2.0,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.2916666666666667,0.5951130179849758
18,0.25,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.5241972974318954,0.5,0.6028101726939916
17,30.0,1,beta,4,0.1,raw,raw,94,0.5,0.3884428873708961,0.4444444444444444,0.6377894754099468
14,0.23,1,beta,4,0.1,raw,raw,94,0.7142857142857144,0.3875458282627593,0.52,0.5267345158818173
38,0.2,1,beta,4,0.1,raw,raw,94,0.1666666666666666,0.5475718826414901,0.75,0.5561569789730155
20,0.5,1,beta,4,0.1,raw,raw,94,0.76,0.4771569718524015,0.6,0.5264411548739889
0,200.0,1,beta,4,0.1,raw,raw,94,0.0,0.6547160841134806,0.375,0.6704320716471011
45,30.0,1,beta,4,0.1,raw,raw,94,0.5714285714285714,0.421133767740723,0.4444444444444444,0.5736016831022173
25,0.2,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.5238095238095237,0.4531182091302742
4,500.0,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.3566547144501895,0.5238095238095237,0.5139640296380178
23,50.0,1,beta,4,0.1,raw,raw,94,0.5,0.4928797440500095,0.5,0.5299922977643587
32,500.0,1,beta,4,0.1,raw,raw,94,0.625,0.4011004970385777,0.7142857142857143,0.4156443232870148
9,3.0,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.5833333333333334,0.5326136589982561
43,0.4,1,beta,4,0.1,raw,raw,94,0.56,0.4721384759191202,0.625,0.4598372955335914
42,0.23,1,beta,4,0.1,raw,raw,94,0.9047619047619048,0.3500503444226405,0.8125,0.3211421572726129
27,200.0,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.7083333333333333,0.5063349134557821
16,0.4,1,beta,4,0.1,raw,raw,94,0.4285714285714285,0.5720868140510903,0.7619047619047619,0.4682490692180338
3,0.21,1,beta,4,0.1,raw,raw,94,0.7083333333333334,0.4060809627396964,0.9523809523809524,0.3246420659062049
46,0.25,1,beta,4,0.1,raw,raw,94,0.7142857142857143,0.4419235810062575,0.6190476190476191,0.5555915449989026
48,0.5,1,beta,4,0.1,raw,raw,94,0.625,0.4265088155870676,0.4761904761904762,0.5660728525699963
1,75.0,1,beta,4,0.1,raw,raw,94,0.625,0.4166810529927343,0.44,0.5492651071966795
37,3.0,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.7083333333333333,0.5851781120341727
31,0.21,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.44,0.5820555969880826
29,75.0,1,beta,4,0.1,raw,raw,94,0.625,0.434336086972706,0.8888888888888888,0.4491036972654778
27,0.23,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.6666666666666667,0.5189882179587704
7,100.0,1,beta,4,0.1,raw,raw,94,0.8,0.4471933564682974,0.48,0.5355779281283314
44,0.4,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.4526104307308218,0.4375,0.4561409878812797
19,0.25,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.8333333333333334,0.3215438041590425
28,200.0,1,beta,4,0.1,raw,raw,94,0.9523809523809524,0.3348978277871804,0.44,0.6184045887151333
39,0.2,1,beta,4,0.1,raw,raw,94,0.64,0.4534717909914893,0.5714285714285714,0.4582294342735129
24,0.3,1,beta,4,0.1,raw,raw,94,0.36,0.5799612833123401,0.6000000000000001,0.5720745718170005
21,0.5,1,beta,4,0.1,raw,raw,94,0.4,0.5136840006626386,0.44,0.5478462586171652
35,100.0,1,beta,4,0.1,raw,raw,94,0.7916666666666666,0.4439314122169949,0.56,0.5002052660647714
15,5.0,1,beta,4,0.1,raw,raw,97,0.1904761904761905,0.5474393929506376,0.6666666666666667,0.3860693594354207
10,1000.0,1,beta,4,0.1,raw,raw,94,0.5,0.4926602197614796,0.5238095238095238,0.5137635355927479
5,500.0,1,beta,4,0.1,raw,raw,94,0.875,0.3622020154386126,0.625,0.4066737422594655
38,1000.0,1,beta,4,0.1,raw,raw,94,0.1666666666666666,0.5475718826414901,0.5625,0.5551723993444982
33,500.0,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.75,0.456998905439339
43,5.0,1,beta,4,0.1,raw,raw,97,0.56,0.4721384759191202,0.9583333333333334,0.3337098716871532
47,0.25,1,beta,4,0.1,raw,raw,94,0.75,0.3495201444502914,0.4399999999999999,0.6196810412587332
13,200.0,1,beta,4,0.1,raw,raw,97,0.6,0.4838298375391823,0.68,0.5122066530529913
49,0.5,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.4319754807690821,0.0625,0.6384669450494731
16,0.21,1,beta,4,0.1,raw,raw,94,0.4285714285714285,0.5720868140510903,0.7083333333333333,0.4916753071763889
2,0.4,1,beta,4,0.1,raw,raw,97,0.5714285714285714,0.4315963480752918,0.7500000000000001,0.4440192299095872
26,0.75,1,beta,4,0.1,raw,raw,94,0.6,0.4409146229563152,0.5833333333333334,0.5474092054200721
9,0.22,1,beta,4,0.1,raw,raw,94,0.6666666666666667,0.499414369227226,0.4,0.5538044199671069
41,200.0,1,beta,4,0.1,raw,raw,97,0.75,0.4267409122708409,0.4285714285714286,0.5651946691184719
30,0.4,1,beta,4,0.1,raw,raw,94,0.5,0.50557686122719,0.0476190476190476,0.6959664773239774
20,0.25,1,beta,4,0.1,raw,raw,94,0.76,0.4771569718524015,0.3809523809523809,0.5616834594930997
40,0.2,1,beta,4,0.1,raw,raw,94,0.6000000000000001,0.5271828299939092,0.4761904761904762,0.5720904345765088
5,0.25,1,beta,4,0.1,raw,raw,97,0.875,0.3622020154386126,0.761904761904762,0.4111857618001486
19,500.0,1,beta,4,0.1,raw,raw,94,0.7916666666666667,0.4528964551517822,0.7142857142857142,0.5277128835010805
25,0.3,1,beta,4,0.1,raw,raw,94,0.875,0.3665504204466269,0.875,0.4006194228559241
21,10.0,1,beta,4,0.1,raw,raw,94,0.4,0.5136840006626386,0.4583333333333333,0.5163944168004703
22,0.5,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.5394496356870598,0.25,0.6756766354064312
49,10.0,1,beta,4,0.1,raw,raw,97,0.1111111111111111,0.4319754807690821,0.5,0.1988964840153879
47,500.0,1,beta,4,0.1,raw,raw,97,0.75,0.3495201444502914,0.75,0.4071734643070221
4,1.0,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.3566547144501895,0.0,0.584699212369328
44,0.21,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.4526104307308218,0.4375,0.4561169436844376
11,1000.0,1,beta,4,0.1,raw,raw,94,0.5,0.5832100522242492,0.6666666666666667,0.5298689112402307
27,20.0,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.6190476190476191,0.5275256655537405
39,1000.0,1,beta,4,0.1,raw,raw,94,0.64,0.4534717909914893,0.7777777777777778,0.3512516554864717
6,500.0,1,beta,4,0.1,raw,raw,94,0.6190476190476191,0.4443711989947082,0.6875,0.3783674637100999
48,0.25,1,beta,4,0.1,raw,raw,94,0.625,0.4265088155870676,0.5,0.5390859405286273
34,500.0,1,beta,4,0.1,raw,raw,94,0.9166666666666669,0.4170741909611705,0.375,0.4966468731191769
32,1.0,1,beta,4,0.1,raw,raw,94,0.625,0.4011004970385777,0.4166666666666666,0.4483495845413708
8,0.5,1,beta,4,0.1,raw,raw,94,0.1111111111111111,0.5855416041283938,0.1111111111111111,0.4773552975920139
0,0.75,1,beta,4,0.1,raw,raw,94,0.0,0.6547160841134806,0.72,0.4126491175955616
25,1000.0,1,beta,4,0.1,raw,raw,97,0.875,0.3665504204466269,0.9583333333333334,0.2593002883902541
5,30.0,1,beta,4,0.1,raw,raw,94,0.875,0.3622020154386126,0.7619047619047619,0.3773394171740478
37,0.22,1,beta,4,0.1,raw,raw,94,0.6666666666666666,0.4663834916126205,0.7083333333333333,0.5844845113292917
17,0.21,1,beta,4,0.1,raw,raw,94,0.5,0.3884428873708961,0.48,0.614575278234766
3,0.4,1,beta,4,0.1,raw,raw,97,0.7083333333333334,0.4060809627396964,0.6,0.5000841844737196
27,0.75,1,beta,4,0.1,raw,raw,94,0.88,0.4308667387207713,0.6190476190476191,0.5198916569045668
10,1.5,1,beta,4,0.1,raw,raw,97,0.5,0.4926602197614796,0.7916666666666666,0.3956312010642184
33,30.0,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.5,0.5739102215918988
31,0.4,1,beta,4,0.1,raw,raw,94,0.4166666666666666,0.5565372571837861,0.5714285714285714,0.4856277232787217
33,0.25,1,beta,4,0.1,raw,raw,94,0.5416666666666667,0.4743827938299021,0.76,0.4121925487021126
26,0.3,1,beta,4,0.1,raw,raw,94,0.6,0.4409146229563152,0.48,0.5466880206215406
11,50.0,1,beta,4,0.1,raw,raw,94,0.5,0.5832100522242492,0.5,0.5906468917180402
13,0.2,1,beta,4,0.1,raw,raw,94,0.6,0.4838298375391823,0.7142857142857142,0.4038044238538289
22,0.22,1,beta,4,0.1,raw,raw,94,0.4166666666666667,0.5394496356870598,0.4166666666666667,0.5937218408432361
