seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,64,1.0,pca,64,0.6146148452673732,0.4487196928272481
1,beta,1,64,1.0,pca,64,0.5964054457666336,0.4497423189216591
10,beta,1,64,1.0,pca,64,0.6232207829487961,0.4390813823454372
11,beta,1,64,1.0,pca,64,0.5995106990682213,0.4496008864727478
12,beta,1,64,1.0,pca,64,0.5892778403611032,0.4361346773072694
13,beta,1,64,1.0,pca,64,0.6127276801885291,0.4531466051409948
14,beta,1,64,1.0,pca,64,0.5934222168898753,0.4421697276018216
15,beta,1,64,1.0,pca,64,0.6161071485640408,0.4424399871594601
16,beta,1,64,1.0,pca,64,0.6159012314439947,0.4401978349795346
17,beta,1,64,1.0,pca,64,0.6120635717004715,0.4513468217402507
18,beta,1,64,1.0,pca,64,0.6052065040104606,0.4471831599677374
19,beta,1,64,1.0,pca,64,0.6104665954706788,0.435497383761294
2,beta,1,64,1.0,pca,64,0.6028191218064636,0.4306250660512843
20,beta,1,64,1.0,pca,64,0.6176087118064704,0.4262939306313442
21,beta,1,64,1.0,pca,64,0.6200058082774133,0.4381370334360364
22,beta,1,64,1.0,pca,64,0.5939599289403404,0.4442985770479847
23,beta,1,64,1.0,pca,64,0.6150139710231751,0.4344954522622479
24,beta,1,64,1.0,pca,64,0.6188330126613704,0.4383559369047743
25,beta,1,64,1.0,pca,64,0.6270054355300688,0.4352791138475453
26,beta,1,64,1.0,pca,64,0.5832450787939482,0.4442488029476733
27,beta,1,64,1.0,pca,64,0.5914172664146189,0.4537266978541116
28,beta,1,64,1.0,pca,64,0.5987249917034086,0.4495627040154577
29,beta,1,64,1.0,pca,64,0.6296548282533407,0.4409050416793991
3,beta,1,64,1.0,pca,64,0.6042731979176,0.444824285747971
30,beta,1,64,1.0,pca,64,0.6043368975359404,0.4544841508273655
31,beta,1,64,1.0,pca,64,0.642735734520437,0.4308970333737342
32,beta,1,64,1.0,pca,64,0.5924839124839124,0.4475674839123162
33,beta,1,64,1.0,pca,64,0.6165210074526608,0.4377959816952598
34,beta,1,64,1.0,pca,64,0.6011606799053854,0.4470225010708758
35,beta,1,64,1.0,pca,64,0.637290178651746,0.4379483378046387
36,beta,1,64,1.0,pca,64,0.6031055233182893,0.4576483090311837
37,beta,1,64,1.0,pca,64,0.6058579085235571,0.444978337644671
38,beta,1,64,1.0,pca,64,0.6303640517897944,0.4298851252298221
39,beta,1,64,1.0,pca,64,0.6205127278095635,0.4292341094433316
4,beta,1,64,1.0,pca,64,0.61034827708266,0.4477177462853796
40,beta,1,64,1.0,pca,64,0.6093636266731638,0.4340193094910912
41,beta,1,64,1.0,pca,64,0.6190905384235713,0.4427951465832617
42,beta,1,64,1.0,pca,64,0.6336081445133979,0.4407690563496341
43,beta,1,64,1.0,pca,64,0.6060785767234989,0.4432102910589974
44,beta,1,64,1.0,pca,64,0.5982762074796864,0.43811650775401
45,beta,1,64,1.0,pca,64,0.6289673345145609,0.4347157609968581
46,beta,1,64,1.0,pca,64,0.6270377926330811,0.4417269056853911
47,beta,1,64,1.0,pca,64,0.6434257056516428,0.4257646434940195
48,beta,1,64,1.0,pca,64,0.5923878577171784,0.4510566266980289
49,beta,1,64,1.0,pca,64,0.6141152509743157,0.4524487678230295
5,beta,1,64,1.0,pca,64,0.6070910659257547,0.4301735816232515
6,beta,1,64,1.0,pca,64,0.5933447799067053,0.4457917896713532
7,beta,1,64,1.0,pca,64,0.6095136152062148,0.4420418003909208
8,beta,1,64,1.0,pca,64,0.6098144493254953,0.4406431065890545
9,beta,1,64,1.0,pca,64,0.6286670530281078,0.4348910401892977
