seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,1,32,0.9,pca,32,0.6632968351582421,0.4340193094910912
1,bernoulli,1,32,0.9,pca,32,0.5946887371663996,0.4574780847428447
10,bernoulli,1,32,0.9,pca,32,0.6262664533692571,0.4535411370828761
11,bernoulli,1,32,0.9,pca,32,0.6552324487107095,0.4205696609733237
12,bernoulli,1,32,0.9,pca,32,0.685760113092649,0.4266092491383044
13,bernoulli,1,32,0.9,pca,32,0.6627406832298137,0.4304302731468536
14,bernoulli,1,32,0.9,pca,32,0.6423053332554471,0.4450827725452222
15,bernoulli,1,32,0.9,pca,32,0.6448082377605129,0.433525595592426
16,bernoulli,1,32,0.9,pca,32,0.6728998762413596,0.427793089438136
17,bernoulli,1,32,0.9,pca,32,0.6709912650968125,0.4396674756639647
18,bernoulli,1,32,0.9,pca,32,0.6500228620313284,0.4354581870887682
19,bernoulli,1,32,0.9,pca,32,0.7099852180339986,0.4263240783678312
2,bernoulli,1,32,0.9,pca,32,0.713343653250774,0.4062600684752261
20,bernoulli,1,32,0.9,pca,32,0.7526479341736694,0.3934077895068688
21,bernoulli,1,32,0.9,pca,32,0.6539055080721747,0.4425276293992017
22,bernoulli,1,32,0.9,pca,32,0.6448257217487987,0.4424380000640117
23,bernoulli,1,32,0.9,pca,32,0.652023288434022,0.438216389227311
24,bernoulli,1,32,0.9,pca,32,0.5913175849167339,0.4566432251215805
25,bernoulli,1,32,0.9,pca,32,0.6665186036789297,0.4314427332112417
26,bernoulli,1,32,0.9,pca,32,0.6432380797828396,0.4458066808303929
27,bernoulli,1,32,0.9,pca,32,0.6707158858892922,0.4271216336576204
28,bernoulli,1,32,0.9,pca,32,0.6638888490292585,0.4251371814414895
29,bernoulli,1,32,0.9,pca,32,0.6718007373517524,0.4192188854693614
3,bernoulli,1,32,0.9,pca,32,0.668820249257469,0.4324363003110557
30,bernoulli,1,32,0.9,pca,32,0.6832667865970485,0.431953868868776
31,bernoulli,1,32,0.9,pca,32,0.6651658319259216,0.4320734365605697
32,bernoulli,1,32,0.9,pca,32,0.6805354807626127,0.4268966379169082
33,bernoulli,1,32,0.9,pca,32,0.6237996989973644,0.4457974553898135
34,bernoulli,1,32,0.9,pca,32,0.692407120743034,0.4186045543533621
35,bernoulli,1,32,0.9,pca,32,0.7006872852233677,0.4155304636317034
36,bernoulli,1,32,0.9,pca,32,0.7038350499375781,0.4132648197939148
37,bernoulli,1,32,0.9,pca,32,0.6371107266435987,0.4450763779094168
38,bernoulli,1,32,0.9,pca,32,0.6682787698412699,0.4395392608997421
39,bernoulli,1,32,0.9,pca,32,0.6652313425855978,0.4426998997801277
4,bernoulli,1,32,0.9,pca,32,0.6599471797774005,0.4379166424361397
40,bernoulli,1,32,0.9,pca,32,0.6400019893710746,0.4412869655157138
41,bernoulli,1,32,0.9,pca,32,0.6600310732517469,0.4388480704761153
42,bernoulli,1,32,0.9,pca,32,0.7163365402754197,0.4152619066558151
43,bernoulli,1,32,0.9,pca,32,0.6257840431537353,0.4352460943098299
44,bernoulli,1,32,0.9,pca,32,0.6964522425672625,0.4201939078720034
45,bernoulli,1,32,0.9,pca,32,0.6654622441778405,0.4435277946647738
46,bernoulli,1,32,0.9,pca,32,0.7178780284043442,0.4123237739167753
47,bernoulli,1,32,0.9,pca,32,0.6408590299941068,0.4418038628225402
48,bernoulli,1,32,0.9,pca,32,0.6451786165641588,0.4398452873948434
49,bernoulli,1,32,0.9,pca,32,0.7101254206179259,0.4175558457171957
5,bernoulli,1,32,0.9,pca,32,0.6470333587980647,0.4202193337745155
6,bernoulli,1,32,0.9,pca,32,0.6797770467836257,0.4200028274929148
7,bernoulli,1,32,0.9,pca,32,0.7140968395718538,0.4089676118492227
8,bernoulli,1,32,0.9,pca,32,0.633226872246696,0.4479742142577225
9,bernoulli,1,32,0.9,pca,32,0.6445021008885726,0.4305031058280285
