seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,1,32,1.0,pca,32,0.5928176727128556,0.5931447859700778
1,bernoulli,1,32,1.0,pca,32,0.6038471942532536,0.6047081137995204
10,bernoulli,1,32,1.0,pca,32,0.6034672780423405,0.6710767439618156
11,bernoulli,1,32,1.0,pca,32,0.5661690215942415,0.6776115899897431
12,bernoulli,1,32,1.0,pca,32,0.5830000258044539,0.5449382000190307
13,bernoulli,1,32,1.0,pca,32,0.6198179033356024,0.5617104393101529
14,bernoulli,1,32,1.0,pca,32,0.5629274457329765,0.6530738217320448
15,bernoulli,1,32,1.0,pca,32,0.6062030519204422,0.6417232496736837
16,bernoulli,1,32,1.0,pca,32,0.5947367448620752,0.6558181386210988
17,bernoulli,1,32,1.0,pca,32,0.5751024298976886,0.6616169721749506
18,bernoulli,1,32,1.0,pca,32,0.5849508595636304,0.5656847337405001
19,bernoulli,1,32,1.0,pca,32,0.6333118515176903,0.5236488029659346
2,bernoulli,1,32,1.0,pca,32,0.611644492388829,0.5301665308973244
20,bernoulli,1,32,1.0,pca,32,0.6367655249234196,0.6869696392086021
21,bernoulli,1,32,1.0,pca,32,0.6189949839693867,0.5771331785092244
22,bernoulli,1,32,1.0,pca,32,0.5827906636423502,0.4826926270839559
23,bernoulli,1,32,1.0,pca,32,0.6226851851851852,0.4551965780362527
24,bernoulli,1,32,1.0,pca,32,0.6157600581862727,0.647824422723827
25,bernoulli,1,32,1.0,pca,32,0.6117794393445859,0.5468326552209638
26,bernoulli,1,32,1.0,pca,32,0.5684221351142082,0.4670084549620433
27,bernoulli,1,32,1.0,pca,32,0.5873504150446055,0.6621487136002187
28,bernoulli,1,32,1.0,pca,32,0.6063545493481972,0.4669309447498154
29,bernoulli,1,32,1.0,pca,32,0.5987957317073171,0.6852475026171106
3,bernoulli,1,32,1.0,pca,32,0.6007966232685333,0.6767845423760532
30,bernoulli,1,32,1.0,pca,32,0.6087455112578962,0.479703650684155
31,bernoulli,1,32,1.0,pca,32,0.6239251122135601,0.6450342007744131
32,bernoulli,1,32,1.0,pca,32,0.5930491929100807,0.5917337717587716
33,bernoulli,1,32,1.0,pca,32,0.5651031518624642,0.6147094182352433
34,bernoulli,1,32,1.0,pca,32,0.62293306858032,0.6268105745916438
35,bernoulli,1,32,1.0,pca,32,0.6196670103156425,0.6681197815522675
36,bernoulli,1,32,1.0,pca,32,0.5295659559512653,0.6512843226579095
37,bernoulli,1,32,1.0,pca,32,0.6235858737932687,0.487008901358059
38,bernoulli,1,32,1.0,pca,32,0.5988523217221378,0.5797009510217394
39,bernoulli,1,32,1.0,pca,32,0.6345468117658671,0.6437667474142276
4,bernoulli,1,32,1.0,pca,32,0.5957023652675826,0.502108568398917
40,bernoulli,1,32,1.0,pca,32,0.5942366229780383,0.6763577730744709
41,bernoulli,1,32,1.0,pca,32,0.5764150118099904,0.6685645140344475
42,bernoulli,1,32,1.0,pca,32,0.6129573170731707,0.6171349128821749
43,bernoulli,1,32,1.0,pca,32,0.585763888888889,0.562275073327327
44,bernoulli,1,32,1.0,pca,32,0.5936155338869672,0.6651669909967817
45,bernoulli,1,32,1.0,pca,32,0.6525517890772128,0.5411126225413616
46,bernoulli,1,32,1.0,pca,32,0.6090464759811436,0.4771382965122017
47,bernoulli,1,32,1.0,pca,32,0.6151793282475101,0.5078966804569413
48,bernoulli,1,32,1.0,pca,32,0.5913210338928192,0.5052451746246329
49,bernoulli,1,32,1.0,pca,32,0.5991685928792847,0.6381423341449821
5,bernoulli,1,32,1.0,pca,32,0.6267333558810521,0.5481066866243586
6,bernoulli,1,32,1.0,pca,32,0.5713457943925233,0.5924642092522067
7,bernoulli,1,32,1.0,pca,32,0.6009532595325953,0.5672299676554794
8,bernoulli,1,32,1.0,pca,32,0.5998927326360954,0.5814155035351285
9,bernoulli,1,32,1.0,pca,32,0.6044845261587333,0.4986902755935444
