seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,32,0.9,pca,32,0.6102744862756863,0.4904415255279638
1,beta,1,32,0.9,pca,32,0.5960864379120838,0.5956329304346308
10,beta,1,32,0.9,pca,32,0.5684095310263534,0.5937268353009119
11,beta,1,32,0.9,pca,32,0.5697128957998523,0.5895941755782864
12,beta,1,32,0.9,pca,32,0.6015736655688808,0.6249192185648882
13,beta,1,32,0.9,pca,32,0.5875931677018633,0.5416164711166905
14,beta,1,32,0.9,pca,32,0.608067059991822,0.6252662091752806
15,beta,1,32,0.9,pca,32,0.5881273893205081,0.6119768643166812
16,beta,1,32,0.9,pca,32,0.599738899453651,0.6280869069101732
17,beta,1,32,0.9,pca,32,0.5508559919436052,0.6286334755311557
18,beta,1,32,0.9,pca,32,0.6013230478775186,0.6116004313000243
19,beta,1,32,0.9,pca,32,0.6029416112342942,0.6412129843961246
2,beta,1,32,0.9,pca,32,0.6003405572755418,0.5718936687820073
20,beta,1,32,0.9,pca,32,0.5956028244631186,0.6138048063230477
21,beta,1,32,0.9,pca,32,0.6468794515669515,0.6420365344062399
22,beta,1,32,0.9,pca,32,0.5925765156534387,0.5671105576968075
23,beta,1,32,0.9,pca,32,0.6389023986241216,0.6537574252332375
24,beta,1,32,0.9,pca,32,0.6103037194629888,0.627963716287933
25,beta,1,32,0.9,pca,32,0.6080163043478259,0.6094007486625482
26,beta,1,32,0.9,pca,32,0.5578971438687597,0.6053894975538262
27,beta,1,32,0.9,pca,32,0.5959406193284935,0.6081693410831162
28,beta,1,32,0.9,pca,32,0.5844896612090862,0.6039847615321813
29,beta,1,32,0.9,pca,32,0.5460696782599683,0.4972815523795711
3,beta,1,32,0.9,pca,32,0.5957937802108206,0.6053264573772067
30,beta,1,32,0.9,pca,32,0.5895163295452883,0.5686696834236361
31,beta,1,32,0.9,pca,32,0.590690699435094,0.5234297282083223
32,beta,1,32,0.9,pca,32,0.602820221625714,0.5362112408304569
33,beta,1,32,0.9,pca,32,0.6333491135966989,0.6018063682571011
34,beta,1,32,0.9,pca,32,0.5972368421052632,0.5718010849425706
35,beta,1,32,0.9,pca,32,0.6128098267163852,0.5797222600010874
36,beta,1,32,0.9,pca,32,0.6325296504369539,0.5672076113999919
37,beta,1,32,0.9,pca,32,0.5944519383027389,0.5907564743484699
38,beta,1,32,0.9,pca,32,0.5868420284780579,0.6088313098159915
39,beta,1,32,0.9,pca,32,0.6148726914305037,0.6251325466750836
4,beta,1,32,0.9,pca,32,0.5949217128843614,0.5849733685683512
40,beta,1,32,0.9,pca,32,0.6156464035012932,0.5899306227013087
41,beta,1,32,0.9,pca,32,0.6006245264390513,0.5889016263137077
42,beta,1,32,0.9,pca,32,0.5667081682701377,0.5708126853308527
43,beta,1,32,0.9,pca,32,0.5895926111773192,0.6030053015012479
44,beta,1,32,0.9,pca,32,0.5983117015542835,0.5724603887872269
45,beta,1,32,0.9,pca,32,0.5825476358503882,0.5612364193010271
46,beta,1,32,0.9,pca,32,0.6259892154628995,0.6255823283548423
47,beta,1,32,0.9,pca,32,0.6344300813568142,0.596516813284259
48,beta,1,32,0.9,pca,32,0.5701266604881062,0.6258906455746237
49,beta,1,32,0.9,pca,32,0.5830452737840317,0.59066677147629
5,beta,1,32,0.9,pca,32,0.5763347763347763,0.5270837496076104
6,beta,1,32,0.9,pca,32,0.5778508771929824,0.5992366365351918
7,beta,1,32,0.9,pca,32,0.5959291278738362,0.5711865977154839
8,beta,1,32,0.9,pca,32,0.5513436123348018,0.5993884049110927
9,beta,1,32,0.9,pca,32,0.6028363909106912,0.5993375628079565
