seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,32,0.7,raw,32,0.5867668959648251,0.4504675879647056,4,2,30,2
2,bernoulli,1,32,0.7,raw,32,0.5514023306340115,0.4548718881503233,3,2,30,2
35,bernoulli,1,32,0.7,raw,32,0.6251027215159279,0.4489669093871394,29,2,30,2
47,bernoulli,1,32,0.7,raw,32,0.6327991267458881,0.4509252394280345,29,2,30,2
46,bernoulli,1,32,0.7,raw,32,0.5707253240279162,0.4588279295170213,2,2,30,2
6,bernoulli,1,32,0.7,raw,32,0.5649677302611738,0.4468839090966417,10,2,30,2
30,bernoulli,1,32,0.7,raw,32,0.6014801686146771,0.4486269826348329,3,2,30,2
43,bernoulli,1,32,0.7,raw,32,0.6376984126984127,0.4398568566437811,3,2,30,2
34,bernoulli,1,32,0.7,raw,32,0.5637946141713885,0.4501091632626008,11,2,30,2
26,bernoulli,1,32,0.7,raw,32,0.6013652666898068,0.44338147280571,9,2,30,2
27,bernoulli,1,32,0.7,raw,32,0.639944752642513,0.4562482239414292,8,2,30,2
19,bernoulli,1,32,0.7,raw,32,0.5945756569012383,0.4491764048645416,4,2,30,2
22,bernoulli,1,32,0.7,raw,32,0.6455692981116711,0.4361841816424064,11,2,30,2
7,bernoulli,1,32,0.7,raw,32,0.574191762203793,0.4590381509647927,14,2,30,2
23,bernoulli,1,32,0.7,raw,32,0.5442299111180791,0.4581586674735163,20,2,30,2
14,bernoulli,1,32,0.7,raw,32,0.6046495624548406,0.4442598047113691,23,2,30,2
10,bernoulli,1,32,0.7,raw,32,0.5747445345884685,0.4382079901300208,17,2,30,2
42,bernoulli,1,32,0.7,raw,32,0.6220541319337244,0.4399985594888428,28,2,30,2
38,bernoulli,1,32,0.7,raw,32,0.6100275623656919,0.4576640679397253,13,2,30,2
39,bernoulli,1,32,0.7,raw,32,0.6243606138107417,0.4339636522181704,29,2,30,2
18,bernoulli,1,32,0.7,raw,32,0.5284737765410441,0.4617312918571675,10,2,30,2
15,bernoulli,1,32,0.7,raw,32,0.5562139917695473,0.4513544481131178,3,2,30,2
3,bernoulli,1,32,0.7,raw,32,0.6298234613158402,0.4526747077546988,27,2,30,2
31,bernoulli,1,32,0.7,raw,32,0.5887402822298368,0.437020550004605,2,2,30,2
11,bernoulli,1,32,0.7,raw,32,0.6156344915741208,0.460790190352889,27,2,30,2
32,bernoulli,1,32,0.7,raw,32,0.6181169517586009,0.4465581637706543,9,2,30,2
16,bernoulli,1,32,0.7,raw,32,0.6136632598171059,0.4518373873662553,13,2,30,2
1,bernoulli,1,32,0.7,raw,32,0.5866837753065298,0.446919219623529,28,2,30,2
4,bernoulli,1,32,0.7,raw,32,0.6242691056355653,0.4500736229328214,14,2,30,2
44,bernoulli,1,32,0.7,raw,32,0.578760045924225,0.4474213508135291,27,2,30,2
36,bernoulli,1,32,0.7,raw,32,0.5752196169304689,0.4413740602081933,3,2,30,2
8,bernoulli,1,32,0.7,raw,32,0.5867892314544465,0.4612994631682488,5,2,30,2
40,bernoulli,1,32,0.7,raw,32,0.5870652173913044,0.4655074982587249,3,2,30,2
20,bernoulli,1,32,0.7,raw,32,0.5787235634477255,0.440736549542208,20,2,30,2
24,bernoulli,1,32,0.7,raw,32,0.6085922090729783,0.4403325584883927,25,2,30,2
12,bernoulli,1,32,0.7,raw,32,0.5957280508431142,0.4471744627688257,19,2,30,2
28,bernoulli,1,32,0.7,raw,32,0.5881226993865031,0.4499464857547705,8,2,30,2
48,bernoulli,1,32,0.7,raw,32,0.60477294921875,0.4424408628258078,17,2,30,2
17,bernoulli,1,32,0.7,raw,32,0.5554004176582001,0.4516407070611847,4,2,30,2
25,bernoulli,1,32,0.7,raw,32,0.6087744693515875,0.4306109821712182,2,2,30,2
49,bernoulli,1,32,0.7,raw,32,0.5866788321167883,0.446121434757291,27,2,30,2
37,bernoulli,1,32,0.7,raw,32,0.5948485903237034,0.4488577345733353,12,2,30,2
9,bernoulli,1,32,0.7,raw,32,0.5334724248965859,0.4699117569060048,6,2,30,2
21,bernoulli,1,32,0.7,raw,32,0.593896742097919,0.4517754649841894,4,2,30,2
29,bernoulli,1,32,0.7,raw,32,0.6213199806949807,0.4480612229541741,4,2,30,2
45,bernoulli,1,32,0.7,raw,32,0.5991694725028058,0.4568378985013457,28,2,30,2
13,bernoulli,1,32,0.7,raw,32,0.614055023923445,0.4485285058536596,27,2,30,2
5,bernoulli,1,32,0.7,raw,32,0.6286236388046343,0.4442592680462903,30,2,30,2
33,bernoulli,1,32,0.7,raw,32,0.6270172574626866,0.4388667114689838,4,2,30,2
41,bernoulli,1,32,0.7,raw,32,0.6052203281978488,0.43571015791255463,2,2,30,2
