seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,16,1.0,pca,16,0.5,0.45927033951334
1,beta,1,16,1.0,pca,16,0.5,0.4559685015057785
10,beta,1,16,1.0,pca,16,0.5,0.4551880666846326
11,beta,1,16,1.0,pca,16,0.5,0.4403533700259397
12,beta,1,16,1.0,pca,16,0.5,0.4445829773692619
13,beta,1,16,1.0,pca,16,0.5,0.4455119071347497
14,beta,1,16,1.0,pca,16,0.5,0.4258386415771569
15,beta,1,16,1.0,pca,16,0.5,0.4504662317105711
16,beta,1,16,1.0,pca,16,0.5,0.4379060597894019
17,beta,1,16,1.0,pca,16,0.5,0.4577471351179707
18,beta,1,16,1.0,pca,16,0.5,0.4541027766385818
19,beta,1,16,1.0,pca,16,0.5,0.4378805038548372
2,beta,1,16,1.0,pca,16,0.5,0.4402945029788684
20,beta,1,16,1.0,pca,16,0.5,0.4424080241515939
21,beta,1,16,1.0,pca,16,0.5,0.4409681864008946
22,beta,1,16,1.0,pca,16,0.5,0.4507991688041166
23,beta,1,16,1.0,pca,16,0.5,0.4419605521943019
24,beta,1,16,1.0,pca,16,0.5,0.4460582344895634
25,beta,1,16,1.0,pca,16,0.5,0.4386565045239631
26,beta,1,16,1.0,pca,16,0.5,0.4446886611891147
27,beta,1,16,1.0,pca,16,0.5,0.4580789279019224
28,beta,1,16,1.0,pca,16,0.5,0.4520742301932676
29,beta,1,16,1.0,pca,16,0.5,0.4384405040570078
3,beta,1,16,1.0,pca,16,0.5,0.4279533069800602
30,beta,1,16,1.0,pca,16,0.5,0.4444692390780898
31,beta,1,16,1.0,pca,16,0.5,0.4535893987275449
32,beta,1,16,1.0,pca,16,0.5,0.4417688180394323
33,beta,1,16,1.0,pca,16,0.5,0.4512306274207717
34,beta,1,16,1.0,pca,16,0.5,0.4477780168171542
35,beta,1,16,1.0,pca,16,0.5,0.4310426496891239
36,beta,1,16,1.0,pca,16,0.5,0.4622607553137558
37,beta,1,16,1.0,pca,16,0.5,0.4473306700206265
38,beta,1,16,1.0,pca,16,0.5,0.4329651752656125
39,beta,1,16,1.0,pca,16,0.5,0.4411702326843162
4,beta,1,16,1.0,pca,16,0.5,0.4375052792366854
40,beta,1,16,1.0,pca,16,0.5,0.4405369427125015
41,beta,1,16,1.0,pca,16,0.5,0.4526239617616829
42,beta,1,16,1.0,pca,16,0.5,0.4476750927432972
43,beta,1,16,1.0,pca,16,0.5,0.4397376093341396
44,beta,1,16,1.0,pca,16,0.5,0.449343904392941
45,beta,1,16,1.0,pca,16,0.5,0.4539853183078107
46,beta,1,16,1.0,pca,16,0.5,0.4411916970916509
47,beta,1,16,1.0,pca,16,0.5,0.4383520276588074
48,beta,1,16,1.0,pca,16,0.5,0.4533999858299644
49,beta,1,16,1.0,pca,16,0.5,0.4470564173867664
5,beta,1,16,1.0,pca,16,0.5,0.4441338551189036
6,beta,1,16,1.0,pca,16,0.5,0.4460511522948911
7,beta,1,16,1.0,pca,16,0.5,0.4380368957416956
8,beta,1,16,1.0,pca,16,0.5,0.4568362186687072
9,beta,1,16,1.0,pca,16,0.5,0.4388280534464061
