seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,32,0.9,pca,32,0.6077996100194991,0.4555483014106171
1,beta,1,32,0.9,pca,32,0.5892442902826868,0.4554668289065537
10,beta,1,32,0.9,pca,32,0.5978431702730769,0.4742224729288132
11,beta,1,32,0.9,pca,32,0.5973808799895757,0.4427720940245181
12,beta,1,32,0.9,pca,32,0.6153451811346549,0.465002337419111
13,beta,1,32,0.9,pca,32,0.566777950310559,0.4505553057791152
14,beta,1,32,0.9,pca,32,0.6413853028798412,0.4528814187264908
15,beta,1,32,0.9,pca,32,0.6021935503761253,0.4551407603107453
16,beta,1,32,0.9,pca,32,0.6367004739050378,0.4506046643476691
17,beta,1,32,0.9,pca,32,0.5615478562704892,0.4789587343713984
18,beta,1,32,0.9,pca,32,0.6215375084810761,0.4481350972356153
19,beta,1,32,0.9,pca,32,0.6299556541019955,0.4709123170342724
2,beta,1,32,0.9,pca,32,0.6322136222910217,0.4397607193085494
20,beta,1,32,0.9,pca,32,0.6378603524743232,0.4498469728312663
21,beta,1,32,0.9,pca,32,0.6405062915479581,0.47886132967741
22,beta,1,32,0.9,pca,32,0.6288410134563981,0.4317094739317089
23,beta,1,32,0.9,pca,32,0.6625573576367596,0.4702227979009059
24,beta,1,32,0.9,pca,32,0.6454845572591886,0.4629144783151418
25,beta,1,32,0.9,pca,32,0.6237234233158145,0.4485357648736141
26,beta,1,32,0.9,pca,32,0.5899991148353594,0.454259832549764
27,beta,1,32,0.9,pca,32,0.6070425930127041,0.4508920602777931
28,beta,1,32,0.9,pca,32,0.5899998565053308,0.4510919574454842
29,beta,1,32,0.9,pca,32,0.5643035875568191,0.4535806436777251
3,beta,1,32,0.9,pca,32,0.5971987653602003,0.4608362700947638
30,beta,1,32,0.9,pca,32,0.6117838913021222,0.4732461668595832
31,beta,1,32,0.9,pca,32,0.604929823539689,0.4529494405883019
32,beta,1,32,0.9,pca,32,0.6122152247229679,0.4207515238883335
33,beta,1,32,0.9,pca,32,0.6465904032446106,0.4412467465807572
34,beta,1,32,0.9,pca,32,0.6199767801857585,0.4284446080214327
35,beta,1,32,0.9,pca,32,0.6387292534912626,0.4367530952555739
36,beta,1,32,0.9,pca,32,0.6490402621722846,0.4229548198264781
37,beta,1,32,0.9,pca,32,0.59396076476453,0.4480430143900057
38,beta,1,32,0.9,pca,32,0.6343297735760972,0.4590009483429413
39,beta,1,32,0.9,pca,32,0.6083615721655047,0.4686340665502383
4,beta,1,32,0.9,pca,32,0.6218826636483683,0.4474989603073147
40,beta,1,32,0.9,pca,32,0.6395259612925228,0.4490657214033924
41,beta,1,32,0.9,pca,32,0.6378971215147827,0.4393852181419901
42,beta,1,32,0.9,pca,32,0.62260705527259,0.4480667934629725
43,beta,1,32,0.9,pca,32,0.6033447280938342,0.4405713921259864
44,beta,1,32,0.9,pca,32,0.6043132456408687,0.4479488002724415
45,beta,1,32,0.9,pca,32,0.607515878616796,0.470376435556687
46,beta,1,32,0.9,pca,32,0.6316093263461685,0.460799827058912
47,beta,1,32,0.9,pca,32,0.6160922707199658,0.4450241627723177
48,beta,1,32,0.9,pca,32,0.5766422332687393,0.4633431456004838
49,beta,1,32,0.9,pca,32,0.6139262771489752,0.4408053299669469
5,beta,1,32,0.9,pca,32,0.6065614124437655,0.4171556424896574
6,beta,1,32,0.9,pca,32,0.6091301169590644,0.4521829579566135
7,beta,1,32,0.9,pca,32,0.6141300905693838,0.4413830236215024
8,beta,1,32,0.9,pca,32,0.6005873715124816,0.4578974739347428
9,beta,1,32,0.9,pca,32,0.6239294652492365,0.4417061251282345
