seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.7,pca,32,0.5,0.4549767868439959
1,beta,1,32,0.7,pca,32,0.5,0.4458879467084723
10,beta,1,32,0.7,pca,32,0.5,0.4393522528271858
11,beta,1,32,0.7,pca,32,0.5,0.473930627061967
12,beta,1,32,0.7,pca,32,0.5,0.4527048925850388
13,beta,1,32,0.7,pca,32,0.5,0.4595228080661538
14,beta,1,32,0.7,pca,32,0.5,0.4381231400182317
15,beta,1,32,0.7,pca,32,0.5,0.4214758927814891
16,beta,1,32,0.7,pca,32,0.5,0.4506619366601212
17,beta,1,32,0.7,pca,32,0.5,0.453117978929517
18,beta,1,32,0.7,pca,32,0.5,0.4584964675008044
19,beta,1,32,0.7,pca,32,0.5,0.4451379768635331
2,beta,1,32,0.7,pca,32,0.5,0.4363047246028422
20,beta,1,32,0.7,pca,32,0.5,0.4434303865406562
21,beta,1,32,0.7,pca,32,0.5,0.4433752384792791
22,beta,1,32,0.7,pca,32,0.5,0.4536754290463052
23,beta,1,32,0.7,pca,32,0.5,0.447945773117888
24,beta,1,32,0.7,pca,32,0.5,0.4496571433429405
25,beta,1,32,0.7,pca,32,0.5,0.4504032606352411
26,beta,1,32,0.7,pca,32,0.5,0.4477212409331394
27,beta,1,32,0.7,pca,32,0.5,0.4644176389389817
28,beta,1,32,0.7,pca,32,0.5,0.4646169285395141
29,beta,1,32,0.7,pca,32,0.5,0.4578308707187099
3,beta,1,32,0.7,pca,32,0.5,0.448948803938464
30,beta,1,32,0.7,pca,32,0.5,0.4527813331666588
31,beta,1,32,0.7,pca,32,0.5,0.449273810951324
32,beta,1,32,0.7,pca,32,0.5,0.4467278291540847
33,beta,1,32,0.7,pca,32,0.5,0.4543583297819793
34,beta,1,32,0.7,pca,32,0.5,0.4553593433818486
35,beta,1,32,0.7,pca,32,0.5,0.4403021008066903
36,beta,1,32,0.7,pca,32,0.5,0.4592686036868303
37,beta,1,32,0.7,pca,32,0.5,0.4614138324139074
38,beta,1,32,0.7,pca,32,0.5,0.4662907621958752
39,beta,1,32,0.7,pca,32,0.5,0.4412855303942848
4,beta,1,32,0.7,pca,32,0.5,0.4627657371763263
40,beta,1,32,0.7,pca,32,0.5,0.4706378907392453
41,beta,1,32,0.7,pca,32,0.5,0.4564363406094918
42,beta,1,32,0.7,pca,32,0.5,0.4514512027211972
43,beta,1,32,0.7,pca,32,0.5,0.4621588802181549
44,beta,1,32,0.7,pca,32,0.5,0.4474156557013565
45,beta,1,32,0.7,pca,32,0.5,0.4508718839135296
46,beta,1,32,0.7,pca,32,0.5,0.4419159773369772
47,beta,1,32,0.7,pca,32,0.5,0.4549406605320009
48,beta,1,32,0.7,pca,32,0.5,0.4523815435719989
49,beta,1,32,0.7,pca,32,0.5,0.4438293923291238
5,beta,1,32,0.7,pca,32,0.5,0.447529544174729
6,beta,1,32,0.7,pca,32,0.5,0.4376539742772548
7,beta,1,32,0.7,pca,32,0.5,0.4580720640879018
8,beta,1,32,0.7,pca,32,0.5,0.440966479905688
9,beta,1,32,0.7,pca,32,0.5,0.4423927491274179
