seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,64,1.0,pca,64,0.6134125437840025,0.4582398727523721
1,bernoulli,1,64,1.0,pca,64,0.5987347712140529,0.4774198636871104
10,bernoulli,1,64,1.0,pca,64,0.6198155656822993,0.477434064871481
11,bernoulli,1,64,1.0,pca,64,0.5989488224001498,0.4601306480707726
12,bernoulli,1,64,1.0,pca,64,0.5921011014145909,0.4371208864388826
13,bernoulli,1,64,1.0,pca,64,0.6127375463887593,0.4704141164862023
14,bernoulli,1,64,1.0,pca,64,0.593338232427001,0.442034502148927
15,bernoulli,1,64,1.0,pca,64,0.6159865773761967,0.4508966043794091
16,bernoulli,1,64,1.0,pca,64,0.6166000939849624,0.4455288980286406
17,bernoulli,1,64,1.0,pca,64,0.611736874882411,0.4687267456644365
18,bernoulli,1,64,1.0,pca,64,0.6070923435828817,0.4718502833985729
19,bernoulli,1,64,1.0,pca,64,0.6113971165624902,0.4409848961881969
2,bernoulli,1,64,1.0,pca,64,0.6023177771595494,0.4349437009619052
20,bernoulli,1,64,1.0,pca,64,0.6189648649926703,0.4265745105379989
21,bernoulli,1,64,1.0,pca,64,0.6220696004646622,0.4556384913745573
22,bernoulli,1,64,1.0,pca,64,0.5962276026776785,0.4515691387124101
23,bernoulli,1,64,1.0,pca,64,0.6149595089945552,0.436861321340193
24,bernoulli,1,64,1.0,pca,64,0.6201146660873883,0.4398650040581565
25,bernoulli,1,64,1.0,pca,64,0.625224238039143,0.4360568734257485
26,bernoulli,1,64,1.0,pca,64,0.5875241315236353,0.451900917011731
27,bernoulli,1,64,1.0,pca,64,0.5906044606669408,0.4643048279883642
28,bernoulli,1,64,1.0,pca,64,0.6000657801166264,0.4580019074081699
29,bernoulli,1,64,1.0,pca,64,0.6263833919534356,0.4480483356907655
3,bernoulli,1,64,1.0,pca,64,0.6047646026703513,0.4603914161881181
30,bernoulli,1,64,1.0,pca,64,0.6044180830352552,0.4607709163362077
31,bernoulli,1,64,1.0,pca,64,0.6421792796438689,0.4412794184131106
32,bernoulli,1,64,1.0,pca,64,0.5953903291046149,0.4594850609429473
33,bernoulli,1,64,1.0,pca,64,0.6171934439212026,0.4434747587792441
34,bernoulli,1,64,1.0,pca,64,0.602667624008037,0.4580655580081014
35,bernoulli,1,64,1.0,pca,64,0.6356185044587974,0.4468576161131114
36,bernoulli,1,64,1.0,pca,64,0.6020178786136233,0.4735904792665151
37,bernoulli,1,64,1.0,pca,64,0.6059001581342571,0.4624476667385526
38,bernoulli,1,64,1.0,pca,64,0.6301066260472201,0.4336368436276335
39,bernoulli,1,64,1.0,pca,64,0.6191682408838515,0.435631183624164
4,bernoulli,1,64,1.0,pca,64,0.6092971359096295,0.4593099697301324
40,bernoulli,1,64,1.0,pca,64,0.6118533859202973,0.4429707273139755
41,bernoulli,1,64,1.0,pca,64,0.6192307417183488,0.4536882878470237
42,bernoulli,1,64,1.0,pca,64,0.6320416606532928,0.4449114080710035
43,bernoulli,1,64,1.0,pca,64,0.606277242401779,0.4496548401806967
44,bernoulli,1,64,1.0,pca,64,0.598464761096675,0.4480012067220819
45,bernoulli,1,64,1.0,pca,64,0.6287083730861841,0.4361217963761682
46,bernoulli,1,64,1.0,pca,64,0.6231871041140066,0.4624422694595851
47,bernoulli,1,64,1.0,pca,64,0.6419420690542017,0.4276674645054204
48,bernoulli,1,64,1.0,pca,64,0.5939350871431321,0.4597999631233748
49,bernoulli,1,64,1.0,pca,64,0.61425318119923,0.4666697117445008
5,bernoulli,1,64,1.0,pca,64,0.6058096797784764,0.4402839436418546
6,bernoulli,1,64,1.0,pca,64,0.593946484737058,0.4532052002010828
7,bernoulli,1,64,1.0,pca,64,0.6116160878969228,0.446461550311901
8,bernoulli,1,64,1.0,pca,64,0.6091028062505748,0.4450398999446281
9,bernoulli,1,64,1.0,pca,64,0.6278672848449725,0.4681856413806775
