seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,4,1.0,raw,4,0.6156299840510366,0.5440270244375781
1,bernoulli,1,4,1.0,raw,4,0.5181079083518108,0.5381711971908991
10,bernoulli,1,4,1.0,raw,4,0.6404452690166975,0.624456073587463
11,bernoulli,1,4,1.0,raw,4,0.6064425770308124,0.5693472178995459
12,bernoulli,1,4,1.0,raw,4,0.4765745007680492,0.4494031444750226
13,bernoulli,1,4,1.0,raw,4,0.596218487394958,0.542318297557961
14,bernoulli,1,4,1.0,raw,4,0.4530327428878153,0.4499081173446216
15,bernoulli,1,4,1.0,raw,4,0.5334201388888888,0.5324722422945286
16,bernoulli,1,4,1.0,raw,4,0.5470149253731343,0.5346382864459934
17,bernoulli,1,4,1.0,raw,4,0.5978422619047619,0.5780983480547676
18,bernoulli,1,4,1.0,raw,4,0.5590909090909091,0.5238819228388216
19,bernoulli,1,4,1.0,raw,4,0.5899814471243043,0.4107574416523731
2,bernoulli,1,4,1.0,raw,4,0.555818540433925,0.4733280105638534
20,bernoulli,1,4,1.0,raw,4,0.582936507936508,0.495858669902564
21,bernoulli,1,4,1.0,raw,4,0.6104328523862375,0.5260583824548587
22,bernoulli,1,4,1.0,raw,4,0.5725925925925925,0.5286008192419025
23,bernoulli,1,4,1.0,raw,4,0.5419790104947526,0.604099201403745
24,bernoulli,1,4,1.0,raw,4,0.5024946543121881,0.4901483011862836
25,bernoulli,1,4,1.0,raw,4,0.548828125,0.4749824721465367
26,bernoulli,1,4,1.0,raw,4,0.5089026915113871,0.5413930519774253
27,bernoulli,1,4,1.0,raw,4,0.4316017316017315,0.5189219465583907
28,bernoulli,1,4,1.0,raw,4,0.4761904761904762,0.4835445915220269
29,bernoulli,1,4,1.0,raw,4,0.5771365149833518,0.4336026680518953
3,bernoulli,1,4,1.0,raw,4,0.5112426035502959,0.5474046322314724
30,bernoulli,1,4,1.0,raw,4,0.6040723981900452,0.5380210768141169
31,bernoulli,1,4,1.0,raw,4,0.5131528783835303,0.6055963197261195
32,bernoulli,1,4,1.0,raw,4,0.5303819444444444,0.468436772280402
33,bernoulli,1,4,1.0,raw,4,0.5647727272727273,0.4327817479029583
34,bernoulli,1,4,1.0,raw,4,0.3819340329835082,0.4562923294184257
35,bernoulli,1,4,1.0,raw,4,0.6098200899550225,0.4321508024885959
36,bernoulli,1,4,1.0,raw,4,0.5700000000000001,0.4461546680924448
37,bernoulli,1,4,1.0,raw,4,0.5079541250462449,0.4544454441533029
38,bernoulli,1,4,1.0,raw,4,0.5608194622279129,0.5058197241601565
39,bernoulli,1,4,1.0,raw,4,0.4244444444444444,0.5953210574759035
4,bernoulli,1,4,1.0,raw,4,0.5577211394302849,0.487157505107929
40,bernoulli,1,4,1.0,raw,4,0.5673758865248226,0.5204190004885376
41,bernoulli,1,4,1.0,raw,4,0.4402343749999999,0.5422829337875683
42,bernoulli,1,4,1.0,raw,4,0.5606060606060606,0.4684283265430126
43,bernoulli,1,4,1.0,raw,4,0.5921985815602837,0.5003457066359087
44,bernoulli,1,4,1.0,raw,4,0.4742661075104841,0.5133040238761325
45,bernoulli,1,4,1.0,raw,4,0.4897959183673469,0.5932908290424279
46,bernoulli,1,4,1.0,raw,4,0.4841379310344827,0.495643005452925
47,bernoulli,1,4,1.0,raw,4,0.5272938443670151,0.4613513058903668
48,bernoulli,1,4,1.0,raw,4,0.537109375,0.5847314502257707
49,bernoulli,1,4,1.0,raw,4,0.6398809523809523,0.4684360883562984
5,bernoulli,1,4,1.0,raw,4,0.4980114891736633,0.5302079864630723
6,bernoulli,1,4,1.0,raw,4,0.5539730134932535,0.6063197892123152
7,bernoulli,1,4,1.0,raw,4,0.4638157894736842,0.5083082566824675
8,bernoulli,1,4,1.0,raw,4,0.5225925925925926,0.4935530686285885
9,bernoulli,1,4,1.0,raw,4,0.5472470238095238,0.4864856510810295
