seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,32,none,1.0,raw,32,0.5629364587982895,0.3787225494257134
1,bernoulli,32,none,1.0,raw,32,0.5792271215231085,0.3835486127164674
10,bernoulli,32,none,1.0,raw,32,0.5903000594177065,0.369347206722473
11,bernoulli,32,none,1.0,raw,32,0.6216387639206431,0.3536549920463116
12,bernoulli,32,none,1.0,raw,32,0.5914785373608904,0.3445982653777887
13,bernoulli,32,none,1.0,raw,32,0.5919771642902452,0.3597084861552374
14,bernoulli,32,none,1.0,raw,32,0.6312260937251521,0.3491139337832504
15,bernoulli,32,none,1.0,raw,32,0.593167748754341,0.3589040531461556
16,bernoulli,32,none,1.0,raw,32,0.538365650969529,0.3770004400888196
17,bernoulli,32,none,1.0,raw,32,0.5505388400002951,0.3578451183393869
18,bernoulli,32,none,1.0,raw,32,0.6071918479325886,0.3471871007269788
19,bernoulli,32,none,1.0,raw,32,0.5921865076564815,0.3548658939038432
2,bernoulli,32,none,1.0,raw,32,0.5443895643363729,0.3367183725129244
20,bernoulli,32,none,1.0,raw,32,0.5572952007895873,0.3529296887666399
21,bernoulli,32,none,1.0,raw,32,0.6339783168427671,0.3370811048303568
22,bernoulli,32,none,1.0,raw,32,0.5657085570492377,0.3858446588700946
23,bernoulli,32,none,1.0,raw,32,0.5378631449138203,0.3813126629783883
24,bernoulli,32,none,1.0,raw,32,0.5342360114777618,0.4054581554403174
25,bernoulli,32,none,1.0,raw,32,0.5581693470515766,0.3843052816353634
26,bernoulli,32,none,1.0,raw,32,0.5639472339509991,0.3748578954701405
27,bernoulli,32,none,1.0,raw,32,0.520551199809931,0.3600556520652775
28,bernoulli,32,none,1.0,raw,32,0.5546112684922884,0.3999711793709072
29,bernoulli,32,none,1.0,raw,32,0.6094082303425096,0.3742319228177291
3,bernoulli,32,none,1.0,raw,32,0.6163697691577948,0.3569485391183228
30,bernoulli,32,none,1.0,raw,32,0.576014458104724,0.3493017516182894
31,bernoulli,32,none,1.0,raw,32,0.5676383470596734,0.326602605702377
32,bernoulli,32,none,1.0,raw,32,0.4935903889392261,0.3352182362107022
33,bernoulli,32,none,1.0,raw,32,0.6175656984785616,0.380843998525239
34,bernoulli,32,none,1.0,raw,32,0.5094793217322862,0.3393452814343206
35,bernoulli,32,none,1.0,raw,32,0.6153527554046757,0.369967186155767
36,bernoulli,32,none,1.0,raw,32,0.5525920360631105,0.3675309867510888
37,bernoulli,32,none,1.0,raw,32,0.5554472812317287,0.3727184267775892
38,bernoulli,32,none,1.0,raw,32,0.5819634548748132,0.3715593729617474
39,bernoulli,32,none,1.0,raw,32,0.5851868789755956,0.379040782680587
4,bernoulli,32,none,1.0,raw,32,0.5496023408195981,0.3646334227712809
40,bernoulli,32,none,1.0,raw,32,0.6031310916179338,0.3493289248873705
41,bernoulli,32,none,1.0,raw,32,0.5847574966373922,0.3204384649130882
42,bernoulli,32,none,1.0,raw,32,0.541396304535904,0.3543629476391619
43,bernoulli,32,none,1.0,raw,32,0.5500738139887484,0.3823863011960045
44,bernoulli,32,none,1.0,raw,32,0.6038940726440727,0.3180293379286938
45,bernoulli,32,none,1.0,raw,32,0.5634640953155455,0.3814796092469853
46,bernoulli,32,none,1.0,raw,32,0.5583030303030303,0.3483393098844731
47,bernoulli,32,none,1.0,raw,32,0.6006559558893431,0.3185272359334063
48,bernoulli,32,none,1.0,raw,32,0.6135451535943482,0.3358077974329208
49,bernoulli,32,none,1.0,raw,32,0.5244166666666666,0.3474900030337903
5,bernoulli,32,none,1.0,raw,32,0.6186325993263021,0.3641799352608819
6,bernoulli,32,none,1.0,raw,32,0.5819126545645883,0.3807561881325821
7,bernoulli,32,none,1.0,raw,32,0.595908887753799,0.3412108602016036
8,bernoulli,32,none,1.0,raw,32,0.5913693883923925,0.3684553415768783
9,bernoulli,32,none,1.0,raw,32,0.6077956081081081,0.3530503894675721
